DOY2,HR2,CO2,FC,H2O,SC,G,H,LE,SH,SLE,PA,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TS_1_1_1,TS_1_2_1,TS_2_1_1,TS_2_2_1,TAU,USTAR,WS
1,0.25,411.3553070075,8.7703169309,37.39446262625,0.921636733374996,-4.773902596825,-7.39928503369999,53.20466546,2.1738765108,2.04088725525,101.2588,29.60499123,27.300925,14.9340865,432.21718,458.01002,-26.56789218,-1.6549667,0.019150003,28.397125,30.918625,27.31625,30.391,-0.00637737530000001,0.7914651746,7.11765895195
1,0.75,413.73818962,7.637558569125,37.3220008375,1.5521007055,-5.3196650831,-4.17780504660002,56.58566767325,2.15474322245,4.939172,101.230945,29.5028225,27.300025,14.49873090025,426.99047,456.42609,-26.4278784,-1.9573167,-0.0123166669999998,28.21475,30.77225,27.18225,30.26525,-0.00350657905000001,0.76152364555,6.847180527775
1,1.25,413.398922075,13.4018495825,37.134257262,3.90164935655,-5.551181833,-3.45948919279999,47.5665803045,2.080984684,3.62310768504999,101.1914925,29.4481404775,27.312325,14.5928961115,419.56058,454.73397,-30.1924272,-2.0426333,0.0103666703000002,28.06825,30.62175,26.91375,30.125375,-0.0047094195,0.700806790375,6.643737446375
1,1.75,428.528508445,7.4032463686,37.06287739875,5.62957360515,-4.43548395475,-3.5075852334,49.584687474,2.63700404605,2.91062469605,101.1650275,29.40328021,27.273125,14.5737225,422.42137,454.52993,-21.9589656,-1.9982994,0.0036999970000002,27.873125,30.467625,26.690625,29.985375,-0.004916638875,0.723240324525,6.8686667247
1,2.25,418.32096948,13.4248031975,36.78591350375,3.2525946724,-3.829385296875,-3.7052462,56.08684929725,3.332399488075,3.49456951989999,101.1445725,29.2469044425,27.0447,14.48740385075,415.61848,457.06758,-23.3272644,-2.20305,0.0510166760000001,27.693375,30.3135,26.416375,29.866,-0.007173619225,0.7242216727,6.58787317415
1,2.75,424.14820085,13.18315622525,36.33765562925,2.2730234675,-4.757175677,-1.873671402875,56.5802596335,2.4094125246,2.5299042283,101.1301075,29.028829345,26.971125,14.63439574925,416.18401,455.85435,-26.939592668,-1.7787333,0.0314000030000001,27.706875,30.193375,26.11725,29.736125,-0.00461017955,0.736877575925,6.761789725
1,3.25,424.5012975,9.72513718349999,36.274395024,1.7334137982,-5.865614901075,-2.0836184326,49.4505630575,1.82700590475,2.2596351962,101.1251975,28.996546215,26.70555,14.93589168775,416.60323,456.17741,-28.4565848,-1.9405664,0.040766666,27.57175,30.0825,26.105375,29.60575,-0.0079535194,0.6980180397,6.54057104385
1,3.75,422.6772969975,9.5573422934,36.22905582975,2.476405078775,-5.020675965125,-1.46176876760003,54.965382713,3.16161706,15.9510338123,101.1416375,28.93525387,26.71424675,14.8113775,426.51578,456.1189,-26.1078726,-1.7749333,0.00754999840000013,27.471125,29.9685,26.010375,29.4705,-0.0052295,0.7027487671,6.3584983677
1,4.25,423.58153915,12.503490401,36.97866965,1.794106677325,-5.12206739495,1.31016912255001,54.056966931,3.35087732615,4.7423316868,101.154695,29.04131673,26.7979,15.057325,424.90902,455.26282,-27.4015118,-2.1651836,0.079833321,27.37975,29.85725,25.827625,29.33525,-0.002502200525,0.799827982075,6.895478761
1,4.75,433.2095534975,10.2023165925,36.523473024,2.9250367765,-4.726020208175,-1.8846766848,53.2421618775,3.06576554825,3.6625869756,101.1714875,28.9352595525,26.91125,14.6154025,422.58805,454.36489,-25.125352,-2.0748,0.0695666730000001,27.276375,29.759,25.772375,29.205125,-0.00326019525,0.747477971575,6.4609114
