DOY2,HR2,CO2,FC,G,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SW_IN,SW_OUT,T_SONIC,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,USTAR,VPD,WS
1,0.25,536.7538,2.99269912091843,11.5807808612929,33.3425228339657,9.53884876454314,35.698335,345.56,348.58,5.2715,101.1926,0.078,0.296925,99.7437516529082,0.329125,2.0466,8.72398753902432,10.43635,4.2725,4.00025,6.2,5.5982,7.0714,4.37279999999999,4.38999999999999,5.533,5.7,5.77195,7.35715,7.236525,6.9222,6.0505,6.2947,6.3055,6.442625,7.0877,8.18,7.5014,8.07374999999999,7.27725,6.226175,6.536125,6.44565,6.66275,7.28155,8.065,0.623971476749434,1.86728595698384,8.77325125
1,0.75,561.62335,2.19452648468522,11.7696109030734,44.4459109155962,9.53701951587435,41.64731,340.735,346.13,5.519075,101.1534,0.076525,0.2951,99.7420853377226,0.324525,2.16975,8.68179007614081,10.126575,4.2931,3.97,6.2,5.83915,7.2742,4.92925,4.33725,5.45,5.7,5.89125,6.82544999999999,7.11472499999998,6.9249,6.0282,6.253325,6.492525,6.572875,7.05985,8.18,7.18985,7.7124,7.261875,6.2455,6.4936,6.64525,6.6571,7.30105,8.1015,0.616724125,1.59648847715892,8.567196
1,1.25,571.087175,2.45742821642395,10.4557883573437,31.6622984350396,9.57165096797689,45.96481,341.2825,346.7575,4.78490000000001,101.127425,0.076525,0.294275,99.5923931157451,0.3613,2.01855,8.29461703553243,9.445125,4.34,3.9451,6.12805,5.83365,7.258975,4.95,4.325,5.383,5.7,5.89125,6.28334999999999,7.06199999999999,6.91475,6.002375,6.23305,6.493025,6.5671,7.059325,8.18,6.9764,7.4257,7.2633,6.279325,6.47575,6.64525,6.575675,7.281575,8.1015,0.5286901,1.57508722465791,8.0190275
1,1.75,555.394575,2.15505665102471,12.364923916911,31.9936516454166,9.70111770057418,38.1756,346.605,348.1025,4.9528,101.12815,0.077,0.2931,99.7449172795308,0.409525,2.303525,8.18751450615357,8.757825,4.3869,3.9831,6.152,5.83365,7.258975,4.95,4.3125,5.283,5.699575,5.867,5.94247499999998,7.02989999999999,6.904775,5.9998,6.176825,6.49355,6.5671,7.03885,8.18,6.7514,7.1842,7.22795,6.31665,6.45725,6.65475,6.59975,7.282625,8.063,0.492672288713194,1.61020816498973,8.18219705673971
1,2.25,561.48605,2.05514805002119,13.3411072505381,42.46831885183,9.75616839182545,33.9681972171102,347.41,349.9575,5.456675,101.1255,0.077525,0.29455,99.7540420041277,0.33795,2.396075,7.44360137850929,9.02800000000002,4.4199,4.05819999999999,6.13995,5.83365,7.253475,5.00025,4.325,5.2,5.716575,5.8802,6.00194999999998,6.978925,6.904825,5.9922,6.1416,6.4546,6.5671,7.03885,8.18,6.8002,6.9553,7.2269,6.350475,6.458825,6.6632,6.543975,7.24955,8.03375,0.53974685,1.56282209681459,8.42972125936175
1,2.75,568.06285,2.92208,13.8338596863929,43.8739270550547,9.85331374013042,43.1673769934881,347.605,349.11,5.477725,101.09935,0.077525,0.294275,99.7202392346909,0.390675,2.621425,7.72105971887198,8.86,4.4869,4.0851,6.1,5.813375,7.253475,5.027575,4.35075,5.09,5.69915,6.3702,6.28177499999999,6.9685,6.90025,5.98724999999999,6.135825,6.455125,6.5471,7.03885,8.18,6.9962,6.73055,7.237225,6.37355,6.38855,6.6842,6.5726,7.2716,8.082,0.537977479663744,1.66040111251466,7.914933
1,3.25,561.75425,2.29211599999996,13.8647523333547,35.912605,8.16211452173831,53.5721924999999,345.0975,349.1525,5.197225,101.10695,0.077525,0.29555,99.80615219889,0.4094,2.060525,7.13118422388388,8.85,4.5318,4.058,6.08755,5.813375,7.23825,5.068,4.426325,5.04125,5.69875,6.3702,6.46214999999999,6.6038,6.8905,5.9678,6.0861,6.43615,6.5471,7.038325,8.18,7.066,6.5443,7.26045,6.4008,6.40965,6.68315,6.57155,7.290025,8.101,0.59425235,1.80966452451592,8.15529237852529
1,3.75,538.911,2.4038411063375,10.5823398893343,43.4652013513558,9.87221599667046,45.0938102704706,344.7775,348.8725,4.7735,101.0757,0.07705,0.29155,99.7705670980494,0.379850000000001,1.976175,8.00981019158408,8.94395,4.6501,4.057,6.085,5.807875,7.23825,5.153675,4.445,4.975925,5.699575,6.3576,6.48164999999999,6.24304999999999,6.88575,5.9596,6.080325,6.4167,6.5471,7.01785,8.18,7.0496,6.378525,7.360525,6.41925,6.35065,6.671125,6.49365,7.302575,8.062,0.56350276430549,1.84362182031566,8.12843740822873
1,4.25,542.9962,3.37240775000001,8.51116872883264,28.3153853490819,9.64744176884949,39.86931,345.17,348.035,4.759775,101.082325,0.076525,0.289275,99.8288708198652,0.4224,2.242075,8.27355173756021,8.46004999999997,4.79189999999999,4.057,6.0156,5.79265,7.23825,5.19507499999999,4.4656,4.895,5.69915,6.3736,6.80392499999999,5.98369999999999,6.88125,5.964,6.039325,6.4172,6.541325,7.01785,8.18,7.0542,6.25265,7.481275,6.4571,6.3338,6.6916,6.5158,7.27055,8.1,0.564855999999999,1.76176707463015,7.90935372992356
1,4.75,559.017,2.86003,7.88834701073696,50.131135,9.3400788881797,48.5400924999999,344.405,347.7375,5.84015000000001,101.079,0.076,0.289275,99.8000957755277,0.36935,2.086025,8.09168705003777,8.77729999999997,4.89689999999999,4.07,6.0105,5.79265,7.232475,5.2506,4.5175,4.829675,5.7153,6.3576,6.96577499999999,5.82477499999999,6.876,5.9522,5.9896,6.37775,6.5261,6.99685,8.18,7.0214,6.204675,7.432775,6.512425,6.3138,6.701575,6.53575,7.2716,8.081,0.684536499999999,2.05254077772605,8.68407734070209
1,5.25,526.8036,2.617315,7.33160254161952,51.1388625,9.16020182550648,41.0775145009292,346.3725,348.0225,5.611775,101.08925,0.077,0.291275,99.7082387969725,0.26605,2.136475,8.18326746060231,8.76250000000004,5.00189999999999,4.0931,5.97495,5.786875,7.23825,5.264925,4.57875,4.7975,5.69915,6.3576,7.04617499999999,5.80429999999999,6.83502499999999,5.95660000000001,5.998325,6.378275,6.5261,6.99685,8.18,6.947,6.204675,7.312875,6.5532,6.27485,6.711075,6.4947,7.241675,8.082,0.595063375,1.96188662158022,8.11384357941419
