DOY2,HR2,USTAR,TA,WS,NEE,FC,H,SH,LE,SLE,TS,RH,PA,CO2,VPD,NETRAD,T_CANOPY,H2O,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,0.638571145675,7.70256235,5.6189404224,28.0161420644999,21.7016878475,12.323245905,2.10137218309999,43.2850000639999,6.30185202439975,3.769646375,99.838726,99.97005175,507.912826345,2.605317794,0.588131,4.6174,9.792290167,0.714629454999997,2.563156775,348.5478275,349.41762
1,0.75,0.60416081445,7.32148832499999,6.01200961107499,16.57404623525,15.92741243475,9.37361919394999,1.338677543025,47.1586633984998,2.49562245795,3.681866675,99.846074,99.9347625,506.6465387,2.457954525,0.756486927499999,4.400925,10.166949399,0.585507214999999,3.233100425,347.93603,347.8017
1,1.25,0.584110231175,7.60656527499999,5.471620851125,25.09568998625,27.58711669,11.5508523965,1.494200033975,44.3847381229999,51.2724204824999,3.740002425,99.835422,99.92414575,501.168448975,2.524830575,0.926117982499998,4.32337499999999,10.421152013275,0.7809273575,2.855061725,349.27004,349.1635125
1,1.75,0.597345680825,7.72582917499999,5.281749874025,10.9848943575,10.42230315,11.287858193925,1.301168446225,56.4682907245,3.03871485084959,3.8772704,99.83365525,99.9321485,470.1262233875,2.633284325,0.668605539999999,4.4306,10.1253460995,0.72010364,3.0749408,350.21066,350.1125
1,2.25,0.5677890692,7.3755404,5.4071320724,18.91714609625,14.579888135,11.47512858,1.472379104,36.91287185875,96.2951676809244,3.9754864,99.817398,99.954056,480.6468679625,2.611461,0.888102419999999,4.3796,10.0301210854,0.83394024,3.2128138,347.05884,346.83024
1,2.75,0.6315926162,7.683087,4.8759200268,12.06265691625,13.80296583,13.0041277734,2.3108503736,28.056512504,1.576312755225,3.9962954,99.827052,99.94712,471.8215945625,2.59687492,0.6055284,4.779,10.253610086,1.3356244,2.782351,349.03274,348.94056
1,3.25,0.5896601338,8.060755,5.3149077594,22.58914395375,22.63605338625,8.889443689,2.4702337524,32.595775054,87.12876125375,4.1256634,99.823724,99.942682,468.7833031,2.4355292,0.99326486,5.3278,10.269698432,0.934790659999999,2.8835858,349.69034,349.20454
1,3.75,0.6467459778,8.035077,5.2659491296,9.381679152625,8.8950363235,8.1542546464,1.4134281052,27.7013490495,63.03499219,4.499173,99.825556,99.926134,469.0550345875,2.5137416,1.0753878,5.2908,10.152668236,0.59920444,3.2374078,349.49186,349.14214
1,4.25,0.7029905454,7.8571658,5.1945963554,6.21990489129998,7.80505577939999,10.281651611,1.4901793046,31.80541795325,0.6217118853,4.5156192,99.82061,99.946926,452.7933089875,2.47363,1.8450038,5.1318,10.195616608,0.90467754,3.1486216,348.53326,348.01798
1,4.75,0.648713223,7.451801,5.5083187194,31.8156746599999,30.73330351,8.334667097,2.0052814242,29.127176358,1.5012319631,4.5006166,99.80194,99.959484,449.859558625,2.4279898,1.4051682,4.7576,10.092849554,0.83071436,3.2451936,347.6249,347.13812
1,5.25,0.625306099,7.3522398,4.8868157946,13.069833485625,13.335135488125,15.235331722,1.6257055006,26.386412924,1.24110190164999,4.4775002,99.764766,99.973642,434.4272159,2.285872502,1.3211162,4.7394,10.1158546042,0.71081894,2.8413454,347.16786,346.64344
1,5.75,0.6086807828,7.3839088,4.8788936386,5.302522698125,5.19562777849999,7.0756697992,1.766613181,21.64978439375,42.04900810125,4.4303834,99.798694,100.001912,454.42165689,2.24065343,1.19452122,4.7846,10.1456397356,0.56808588,3.0006804,347.17636,346.53596
1,6.25,0.574590142,7.513912,4.995156102,4.12521726645,4.13910253875,8.78811345859999,1.8240040712,29.76436711,138.09106593,4.3911522,99.79796,99.978672,445.58299243,2.145620814,1.18343828,4.6664,10.311291788,0.703969219999999,3.0327718,348.08268,347.4068
1,6.75,0.520098719,7.4047406,5.0349328662,7.21680522159999,7.43207476099998,8.48639194879999,1.9362672404,32.484823154,0.532763956549999,4.365054,99.802576,100.012282,458.648872485,2.27114,1.01446312,4.346,10.350106826,0.57414144,3.0725494,348.03046,347.36134
1,7.25,0.5764125882,7.2249286,5.0563642838,5.52870785824999,5.12166381779999,12.751412746,2.1284967438,26.493991863,3.049266458,4.3390446,99.793944,100.03838,467.38240095,2.306041012,5.4047616,4.3226,10.3779577658,1.180927,3.660869,347.81742,347.66052
1,7.75,0.6289733318,7.2817476,4.7035604506,9.1281940705,8.53976060525,16.97751349,1.3344826896,33.619935054,0.743781997399996,4.317452325,99.525414,100.05298,469.401288075,2.354633976,32.40457375,4.431075,10.371133418,19.7741525,11.10349625,348.22723,347.894815
1,8.25,0.588951560975,7.5686424,4.973923646775,7.46276123389998,17.759242818325,20.93233906725,2.5102790404,28.21526457675,1.379030940375,4.3933102,99.5272145,100.0714925,549.4241143225,2.25959753925,106.709504,4.8242,10.49028640225,114.230892,43.742476,348.70788,348.6608
1,8.75,0.5741681002,7.408293,5.1556830304,10.832649738,12.330834822,29.7868694,8.6607394876,31.21508028575,4.536609218375,4.49253087499999,99.525608,100.08878,484.208844525,2.378545752,180.718685,5.03604999999999,10.468384854,227.128245,113.7051375,348.678795,348.488105
1,9.25,0.656600661225,7.347586475,5.38254520485,3.50070089275,3.435525103,47.59290811275,5.6978097004,29.8915362685,1.580434745875,4.64162229999999,99.5208205,100.1013325,506.51795574,2.575728177,248.1142025,5.4204,10.363151564925,314.41705,193.9019325,348.6917875,348.4580925
1,9.75,0.649295462449999,7.2823939,5.481133070975,3.5996398356,3.5621021892,63.09301314425,4.982122596275,43.9670679605,1.34395520405,4.66649964999999,99.51702975,100.099725,444.45470276,2.72304017375,314.27181,5.718225,10.51557422675,372.419515,250.5694225,349.3659625,349.2452025
1,10.25,0.651960245725,7.4982471,5.80591796049999,6.468703902,6.12968567,86.713497329,4.011957009975,49.32301155725,20.2931143359999,4.76365019999999,99.51457025,100.0899825,459.91807796,2.96723361025,344.2368725,6.48964999999999,10.670394301,436.681165,306.8723175,350.4226225,350.4239375
1,10.75,0.632232641925,8.148584625,5.73586418815,10.318450566,7.3974376988,103.239033106,4.85815518512499,49.91079217125,1.50769794794999,4.879873575,99.42042725,100.059905,436.63207288,3.498068375,379.85343,7.7309,10.597622867325,475.8688925,363.4534075,352.363105,352.7038475
1,11.25,0.705338220975,8.588519575,5.4703392399,4.3343096168,3.8439452826,108.6721468275,4.0245745214,64.219020349,54.88078776,5.03805335,99.4989935,99.99807825,451.97687578,3.92886615,403.97477,7.85275,10.6451247743,533.2821075,378.6876475,355.5854675,356.0863125
1,11.75,0.6627544333,8.9280322,5.411983713875,6.74860699099999,6.52458317079999,110.1070704175,3.16776526065,61.8492189237501,2.15700000807499,5.3123301,99.576067,99.9328705,454.92702642,4.159122825,412.238885,8.4065,10.322617652075,551.6209525,409.05063,358.383515,358.65842
1,12.25,0.6585983496,9.83658865,5.43371110145,3.97232543159999,4.145768837,106.3987418125,3.965593515525,66.14984109125,3.14376230232496,5.729219675,99.55651575,99.88093275,442.19621566,4.8611138,415.970805,8.8535,10.148882098375,538.29972,394.031305,363.47626,364.2466425
1,12.75,0.649873098749999,10.26399805,5.69714754625,3.51259990019999,2.4909125452,114.6190051475,3.3462015994,67.8418726799999,2.292571475075,6.46905115,99.55558525,99.862046,440.7225293,5.027635475,411.4369275,8.676,9.915038032575,549.6710525,391.0424075,365.2749625,365.21496
1,13.25,0.665005621275,10.5833325,5.996773672275,3.5802801018,4.79126901875,101.249632515,3.172057829625,92.64453982475,1.96437057,6.848533725,99.63286525,99.85755975,430.722282555,5.39218725,401.98044,8.8115,9.886434142125,539.5088475,372.2325625,365.0803775,364.7667
1,13.75,0.7070413626,10.395915975,6.08856060445,13.64502539,10.166589363075,109.1384101675,2.797683454725,71.80474232725,2.68972256625,7.0983706,99.61203275,99.84077175,468.2793816375,5.703723225,375.1295275,8.74849999999999,10.1015036895,498.9119625,349.2073625,364.01574,363.918655
1,14.25,0.690446131025,10.0377891,6.118264985825,9.55307045477497,11.90930255075,80.62594453225,4.15656112962499,71.1050522125001,2.049816474125,7.07652527499999,99.54764525,99.8425295,425.3914334425,5.94934051775,344.1238475,9.42224999999999,10.30766654325,468.9733475,326.82453,362.9286825,365.03581
1,14.75,0.684687025125,10.659548225,5.66474033615,3.14731203395,3.136281798375,85.4443980152499,2.791285283125,58.822056081,1.713168912,7.189751025,99.638451,99.82152475,421.698279845,6.21828778,289.6564225,9.24725,10.56368000725,385.6282425,273.856455,365.582715,365.762555
1,15.25,0.681780099325,11.63596225,5.991201886,16.21439582725,13.763774206,61.4693237219999,2.292733290975,45.300296224,1.159337675,7.11984215,99.5706705,99.80840875,433.734008355,6.513113973,218.249415,8.68525,10.74235767875,315.397495,217.3386075,369.7069875,369.1671875
1,15.75,0.803790717699999,11.950837525,6.3526751717,11.092088081,8.98355458379999,49.5783160344999,0.971632567225,58.308886809,2.93508422922499,6.9608887,99.48582475,99.79546325,419.10062848,6.3409164405,156.64312,7.6366,10.61555840275,238.2356175,160.7802825,372.0834175,373.617235
1,16.25,0.649291870375,11.560328325,5.50989425205,10.1339674642,8.66200897019999,20.51716236475,0.701918073899999,44.5894769047501,0.913999424349998,6.75655015,99.4975045,99.7877985,468.9060866,5.8873252715,104.02876975,6.8511,10.4536056735,154.507425,100.7608415,369.1583925,369.7576475
1,16.75,0.704313941324999,11.29166355,5.58788738559999,14.021514537125,12.639021682875,10.81227446775,0.266672902624998,66.068580437,0.568732442699999,6.300952425,99.622141,99.803758,445.1773178225,5.03519065,48.6777719999999,6.11715,10.37231825625,68.39421575,27.639447,367.341175,367.7818525
1,17.25,0.648597291225,10.9069094,5.18728861795,5.72355568735,7.7016300985,12.6531409915,0.445327508074999,70.61800765,1.56603090635,5.925355925,99.68028225,99.8258585,443.91381153,4.6376262485,2.93713324999999,5.9007,10.435124155075,9.502998925,6.46267962499999,365.8915075,365.4843275
