DOY2,HR2,TA_1_1_1,TA_1_2_1,RH_1_1_1,RH_1_2_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,T_CANOPY_1_1_1,PA_1_1_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,NETRAD_1_1_1,G_1_1_1,USTAR_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,PPFD_BC_IN_1_1_1,PPFD_OUT_1_1_1
1,0.25,-27.08775,-27.701,76.6985,75.94775,-12.79975,-12.5215,-12.366,-11.91375,-11.12525,-21.864,102.7375,2.5868,2.37455,1.9921,1.65381701,2.13715,0,0.907003012,207.6170398,217.8093081,5.3185,-4.2731738255,-5.805982906,0.153807842,-13.863706065,-0.837781774,0.159410418,-4.0375,-4.256470588,-6.0664814815,-4.903492647,-5.49787037,0,2.716
1,0.75,-27.2125,-27.75725,76.89125,75.8805,-12.81175,-12.51775,-12.35525,-11.93825,-11.13125,-22.515,102.7225,2.4597,2.24817019,1.934655,1.65015,2.1668,0,0.910768072,206.8034477,218.549619,5.1395,-4.3706608265,-5.730555556,0.157548584,-16.56466613,-0.694923309,0.034397056,-3.986472603,-4.286862745,-6.0525,-4.934742647,-5.509074074,0,2.627
1,1.25,-26.935,-27.3975,76.7455,75.6095,-12.7975,-12.5395,-12.34425,-11.93175,-11.126,-22.213,102.72,2.31571949,2.1057,1.798655,1.48483,1.958235,0,0.8181475905,208.6090404,218.76013,5.009,-4.22642631,-5.680128205,0.146323684,-16.15371325,-1.0204925045,0.074825123,-4.004965753,-4.250196078,-6.0825,-4.976838235,-5.49462963,0,2.925
1,1.75,-26.84225,-27.508,76.6355,75.72625,-12.7855,-12.54325,-12.35025,-11.93,-11.1335,-21.9245,102.7375,2.500137515,2.2183,1.927625435,1.566325,2.11674,0,0.8765060245,208.0526938,218.3882303,4.9095,-4.222191291,-5.736752137,0.152708337,-15.694974945,-1.6267143295,0.051271288,-4.002910959,-4.21,-6.1278703705,-4.934742647,-5.4808333335,0,2.575
1,2.25,-27.01975,-27.46925,76.36125,75.895,-12.78625,-12.53325,-12.32475,-11.93725,-11.15075,-22.525,102.725,2.62115,2.3721,1.95733,1.6494,2.1036,0,0.9996234935,209.0086849,220.257581,5.157,-4.788171139,-5.688247863,0.187233567,-15.10843693,-1.3659495775,-0.012472851,-3.879794521,-4.273137255,-6.1585185185,-4.903860294,-5.470462963,0,2.729
1,2.75,-26.93875,-27.57225,76.7645,76.12075,-12.77975,-12.5365,-12.3225,-11.932,-11.16875,-22.498,102.7075,2.33515,2.40308,1.857455,1.513555,1.89007,0,0.791415663,208.3706693,218.6362916,5.001,-4.4742090365,-5.585897436,0.191191358,-12.3971443,-0.94953114,0.0624800725,-3.878767123,-4.499019608,-6.200648148,-4.904779412,-5.4583333335,0,2.713
1,3.25,-26.9215,-27.5365,76.96925,75.9135,-12.7605,-12.53325,-12.327,-11.96375,-11.163,-21.86,102.6525,2.2778,2.330573555,1.91204,1.43984,2.13265,0,1.1155873495,208.5405947,218.53932525,5.0235,-4.395288859,-5.48974359,0.1626542575,-10.18607714,-1.989332881,-0.016126919,-3.880993151,-4.452941176,-6.231111111,-4.952389706,-5.4385185185,0,2.7175
1,3.75,-26.5825,-27.48275,76.639,75.912,-12.77325,-12.54825,-12.34225,-11.969,-11.1695,-21.0495,102.69,2.415,2.4714,1.87546,1.603935,2.07945,0,0.96498494,209.41464455,220.465531,4.801,-4.316001548,-5.471367521,0.17686678,-8.6882068335,-1.358186805,-0.028664333,-3.8572773975,-4.3430392155,-6.275925926,-4.9013786765,-5.4174074075,0,2.827
1,4.25,-26.7765,-27.31175,76.4515,75.86275,-12.77125,-12.5665,-12.356,-11.938,-11.169,-22.52675,102.63,2.51214,2.431370395,2.04114,1.65969,1.98264,0,0.783885542,209.1186632,219.68518955,4.759,-3.9434488635,-5.522649573,0.19325703,-8.273812031,-0.878629614,0.0444336545,-3.8936643835,-4.405882353,-6.292962963,-4.885477941,-5.3994444445,0,2.814
1,4.75,-26.55775,-27.33125,76.77525,75.74575,-12.778,-12.57325,-12.37825,-11.937,-11.168,-22,102.625,2.54495,2.46455,2.0114,1.701435,2.025525,0,0.959337349,210.40143325,218.9333694,4.6955,-3.9018364265,-5.496794872,0.171197092,-5.973562467,-1.662777864,0.063817532,-3.9041952055,-4.3986274505,-6.3001851855,-4.8810661765,-5.3876851855,0,2.8235
1,5.25,-26.4535,-27.56775,76.83425,75.85425,-12.809,-12.59175,-12.38825,-11.9505,-11.1735,-20.5855,102.66,2.47085,2.3954,1.890275,1.595115,2.0267,0,0.980045181,210.5263055,220.3669877,4.5435,-3.947186909,-5.485470085,0.193363061,-14.95396509,-2.195016919,0.095503745,-3.905136986,-4.493627451,-6.260277778,-4.912408088,-5.3587037035,0,2.861
1,5.75,-26.579,-27.30925,77.01875,76.0715,-12.8205,-12.599,-12.38575,-11.96875,-11.17975,-21.17775,102.615,2.4767,2.37095,1.791546532,1.74653,2.09085,0,0.8821536145,210.68906915,220.9656338,4.455,-4.130672357,-5.471794872,0.174606196,-6.558623307,-0.265262817,0.056039448,-3.90625,-4.5243137255,-6.2339814815,-4.940992647,-5.346296296,0,2.8855
1,6.25,-26.91925,-27.45375,76.88325,76.09175,-12.8345,-12.59475,-12.38925,-11.98375,-11.18475,-20.6125,102.5975,2.37045,2.4001,1.824,1.593995,2.071095,0,0.979668675,210.43009125,220.89888915,4.5905,-4.5519646815,-5.470299145,0.19526544,-13.46857727,-0.808185318,0.12931099,-3.9067636985,-4.5214705885,-6.1949074075,-4.9464154415,-5.3455555555,0,2.917
1,6.75,-26.76525,-27.28325,77.133,76.21275,-12.83375,-12.607,-12.407,-12.00525,-11.19875,-21.1215,102.575,2.5906,2.4676,1.948415,1.704,2.14405,0,1.044427711,209.3026284,219.3035611,4.4415,-4.236688079,-5.435470085,0.19086893,-8.2583767125,-0.855538477,0.105055225,-3.906849315,-4.4579411765,-6.160648148,-5.044852941,-5.3419444445,0,2.7445
1,7.25,-26.7415,-27.524,76.98825,76.041,-12.8435,-12.62425,-12.41775,-12.02025,-11.209,-20.814,102.6175,2.46023,2.32435,1.987445,1.908975,2.2241,0,0.72439759,209.5299179,220.3716996,4.3625,-3.858523999,-5.334615385,0.164063596,-8.549573754,-0.572466057,0.100293528,-3.9071061645,-4.503529412,-6.1537962965,-5.1025735295,-5.338240741,0,2.919
1,7.75,-26.79,-27.6175,77.009,76.22475,-12.84025,-12.627,-12.42,-12.02825,-11.20175,-21.4105,102.6425,2.5039416,2.4228,2.0878,1.87366,2.3003,0,0.740210843,209.67450955,222.6827524,4.4785,-3.674162832,-5.331196581,0.137752168,-7.681701885,-0.767988688,0.043184279,-3.9071917805,-4.4910784315,-6.121851852,-5.0540441175,-5.352962963,0,2.689
1,8.25,-26.8415,-27.52225,76.791,76.10275,-12.83225,-12.6375,-12.4095,-12.039,-11.20625,-21.08375,102.645,2.44165,2.27915,2.00861,1.768765,2.19685,0,0.8181475905,209.67225425,223.2684656,4.4415,-3.822227675,-5.399145299,0.1368305605,-5.847962974,-0.191952948,0.1004490545,-3.9075342465,-4.4784313725,-6.0840740745,-5.0711397055,-5.3987962965,0,2.82
1,8.75,-26.8905,-27.58625,76.8975,76.3515,-12.839,-12.6575,-12.4805,-12.0435,-11.211,-21.44425,102.66,2.359095045,2.3123,2.0975,1.7376552075,2.25575,0,0.92996988,209.32385445,222.58261365,4.438,-3.965359985,-5.433333333,0.146184698,-6.4988546915,0.029071702,-0.0075617255,-3.9104452055,-4.4521568625,-6.072777778,-5.141084559,-5.4375,0,2.8025
1,9.25,-26.97175,-27.50375,76.79375,76.1675,-12.85875,-12.64875,-12.48925,-12.0355,-11.226,-21.005,102.66,2.34413,2.27,2.06791,1.7875801275,2.1709,0,0.869728916,209.48622455,221.4785454,4.401,-3.4617071295,-5.412820513,0.176287594,-14.142107255,-2.089644535,0.003748541,-3.949486301,-4.495588235,-6.043425926,-5.159375,-5.4071296295,0,2.803
1,9.75,-26.89775,-27.49975,76.77675,76.1825,-12.849,-12.65525,-12.46825,-12.04325,-11.229,-21.0805,102.67,2.3807125075,2.2078,2.067396679,1.8417354075,2.23825,0,0.928463855,209.3249049,221.9886753,4.424,-3.755804028,-5.392307692,0.172712127,-12.415432545,-1.721634642,0.038478577,-3.933476027,-4.4575490195,-6.0113888885,-5.1734375,-5.402222222,0,2.6805
1,10.25,-26.45375,-27.26575,76.93125,76.132,-12.8495,-12.655,-12.47725,-12.0485,-11.23,-21.1365,102.6675,2.434271135,2.36822,2.08586,1.894506545,2.3264,0,0.855798193,209.7324702,221.5009422,4.4925,-3.911628194,-5.351068376,0.199366199,-8.621917617,-0.518175137,0.0108697815,-3.972688356,-4.472254902,-6.0025,-5.110569853,-5.3983333335,0,2.821
