DOY2,HR2,CO2,CO2_SIGMA,FC,SC,CH4,FCH4,SCH4,H2O,H2O_SIGMA,G_1,G_2,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,392.2281,0.0105334425166257,-1.791157,-1.309533,1950.6525,-108.000085,-2218.186,7.65021,1.27108031719423,-13.107141,-23.473475,-56.51999,-3.7686405,101.43248,63.2547424126768,6.40600000000002,0.0506986248601925,8.32775,0.00981756797778727,274.276949589309,353.882279970824,-5.0041,0.0585,-97.4286,8.9661,6.618,9.968,10.692,14.556,15.954,17.985,-0.2489376,0.136868575465068,0.02833642,0.113214169755887,0.0282941452682047,0
1,0.75,394.3765,0.0112530917853392,-1.6228925,-0.827250625,1948.55,-41.5466375,-25.58866,8.45255,1.52331999242602,-13.487885,-24.491898,-49.761015,-9.209029,101.41716,64.1908663028182,6.37570000000002,0.0560232619485699,8.3833,0.000964693168858233,272.619508081954,352.629867920007,-4.8418,0.0609,-98.3081,8.742,6.4694,9.647,10.4925,14.56,15.9435,17.908,-0.21844985,0.128297488920271,0.027419265,0.116757515189082,0.0213427711880644,0
1,1.25,397.9144,0.0111572171979864,-3.190276,-0.6437674,1947.959,-75.8142875,-27.82686,8.40326375,1.64296266832733,-13.89818,-25.324126,-47.15092,-5.50158,101.40445,62.392063539316,5.85237500000005,0.0670381195928318,8.2036,0,270.257306453582,350.786650043774,-4.9284,0.1102,-103.5371,8.542,6.3417,9.606,10.3905,14.282,15.8525,18.021,-0.29212065,0.143645718262467,0.0211942925,0.10065275568089,0.0317832454646453,0
1,1.75,396.2004,0.010692308296115,-1.946898,-1.300723,1947.868,-17.64631,-9.223565,8.324592,1.48453977213939,-14.331058,-26.111215,-48.61445,-5.635693,101.38247,62.3129145694866,5.48877500000002,0.0632244527237045,7.94295,0,267.393887217671,349.462521682715,-5.0129,0.134,-104.7143,8.3083,6.11255,9.326,10.102,14.017,15.7425,18.054,-0.2096191,0.120592228387744,0.02012004,0.10131534652529,0.0246901992504067,0
1,2.25,396.7844,0.0125199355436013,-2.131208,-0.4064317,1951.34,-80.75352,-386.8925825,8.103894,1.08415365728266,-14.780662,-26.787494,-46.006125,-8.7920425,101.35824,61.3052119198245,5.17312500000002,0.083880812937543,7.67585,0,263.918468847275,347.659143366495,-5.1247,0.2505,-102.4156,8.0548,5.83615,9.071,9.973,13.761,15.616,18.027,-0.30267975,0.139125124286043,0.027673265,0.107086723904087,0.02128890060514,0
1,2.75,394.0302,0.00965155065542153,-1.7340665,-1.46503225,1951.26825,-83.1271725,-178.88323,8.0185965,1.56901365410776,-15.241514,-27.434246,-48.18218,-9.573544,101.34931,62.7231851685666,4.94965000000001,0.0641945087424745,7.363975,0,262.01966728144,346.607996042397,-5.0294,-0.1067,-102.6649,7.7631,5.33025,8.772,9.8075,13.518,15.517,18.011,-0.349155275,0.139816689292153,0.02810991,0.0912122614683171,0.0219518891464869,0.001575
1,3.25,393.2563,0.0124859314403239,-2.8786565,-0.722854975,1951.068,-81.47778,-26.04798,7.360343,1.29806461821802,-15.708411,-28.05369,-58.4166,-19.26886,101.34653,61.0960073696609,4.87867500000001,0.0790689375591334,6.936725,0,260.90609812534,345.936227008821,-5.2367,-0.2297,-102.8224,7.6545,4.8466,8.66,9.653,13.57375,15.3545,17.98625,-0.2690424,0.106370398244733,0.0203363375,0.0941817773901787,0.0233866098943478,0.038425
1,3.75,385.5051,0.0119107558548214,-2.71260975,-1.46599775,1952.45625,-45.6299375,-60.29195,7.241449,1.42565346441482,-16.175951,-28.008285,-58.00882,-8.043427,101.35536,60.3565037292948,4.75350000000002,0.0671096566484067,6.4029,0.000539233119156091,261.380544916833,345.438047836774,-5.1201,-0.037,-102.7686,7.513625,4.0914,8.3375,9.5705,13.6475,15.1715,18.0725,-0.29313015,0.145753456742712,0.0200960675,0.103201099044655,0.0330215095841649,0.073425
1,4.25,393.30395,0.00840916167886532,-2.7554245,-0.5030832,1954.96725,-38.1171475,-20.8789375,7.421801,1.26991802025591,-16.61365,-27.661508,-47.7590225,-12.7579075,101.34104,59.6092162855528,4.425375,0.054015912267762,5.96985,0,260.997288146225,345.229888044714,-5.0075,-0.0483,-101.7152,7.3808,3.9137,8.11125,9.262,13.67625,14.9735,18.04875,-0.259270625,0.151648817520173,0.0262969825,0.10569316080494,0.0315024330086571,0.009225
1,4.75,396.51465,0.00997501785952175,-2.658705,-1.416064,1954.93475,-26.8178475,-25.03301,7.4033,1.23062493280103,-17.048883,-27.677408,-39.7227325,-23.8851075,101.35843,57.3537776173551,4.32325000000002,0.0558877754157233,5.9986,0,259.948248379415,344.842723670358,-4.7927,-0.0299999999999999,-100.2799,6.7287,3.99455,8.7504,9.438,13.695,14.7495,17.879,-0.2974153,0.122188684780796,0.0257445175,0.106480863649916,0.0214966350344018,0.008325
