DOY2,HR2,CO2,CO2_SIGMA,FC,SC,H2O,H2O_SIGMA,H,SH,LE,SLE,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_1_1_1,G_1_2_1,G_1_3_1,G_1_4_1,TS_1_1_1,TS_1_2_1
1,0.25,423.175,6.3001638215,3.3098825,0.240484,18.61135,0.17038313,-3.943345,0.0942,4.8471275,0.414906,101.9595,96.873925,17.719,20.608,0.358265232,2.32618,0,-16.30694,-1.1507915,1.5110875,364.9165,394.42065,-0.00474,0.199951,0.5292963495,0.41738872,0.224576979,1.51944,0.778788,-7.74008,-5.788923,-4.170181,19.8395,19.1835
1,0.75,422.9215,7.213020233,3.5608225,0.1263185,18.7641,0.218015091,-2.27523,-0.00405,5.79673,0.389349,101.943,96.81955,17.5325,20.359,0.353598343,2.17154,0,-17.798365,-1.268523,1.4799835,371.74525,394.7376,-0.00504,0.191084,0.6073360955,0.473046709,0.2316915395,1.57686326,0.2941355,-7.966982,-5.931982,-4.65632,19.725,19.0875
1,1.25,414.06225,5.37858072525,3.37642,0.108602,19.0487,0.240480539,-4.54097,0.138836,5.82447,0.45423475,101.94675,96.678275,17.445,20.3865,0.3553476265,1.8855575,0,-16.30146,-1.110195,1.4973,370.493,394.18545,-0.0068375,0.217433,0.55013880075,0.47012422775,0.256810018,1.68014026125,0.290823,-7.882656,-6.0982335,-4.9159595,19.577,18.9945
1,1.75,421.54,9.996166724,3.6106375,0.27654075,18.460725,0.311331365,-2.7270375,0.15302575,4.0364925,0.368383,101.93875,97.2074,17.29575,20.043,0.34430373375,1.7133675,0,-17.5926,-1.401682,1.5077355,371.14215,395.08545,-0.0074525,0.21373,0.56361657725,0.4618978105,0.255056811,1.6944493315,-0.1588936,-8.158275,-6.133308,-4.844305,19.4525,18.905
1,2.25,421.987,8.821161537,3.60976,0.206156,18.178,0.279405344,-3.6739675,0.11084375,5.1951775,0.4137415,101.936,97.30759,17.13,19.96,0.30327078575,1.4406025,0,-16.93708,-1.127366,1.60226,372.82785,393.3152,-0.0045125,0.24184925,0.6168320585,0.46830757675,0.272700452,1.85084061575,-0.096489755,-7.843315,-5.840798,-4.794482,19.3225,18.8115
1,2.75,419.5805,7.507151777,3.465725,0.1525815,18.399925,0.318174513,-2.6298725,0.12469675,4.437345,0.426353,101.93025,98.0039,17.044,19.86375,0.34648620475,1.3094475,0,-14.5369,-1.317168,1.527202,373.84905,394.154,-0.0065775,0.2397875,0.598855396,0.474363312,0.27243757875,1.6720725,0.11173585,-7.963355,-5.864999,-4.992655,19.205,18.8125
1,3.25,423.709,6.8354618,3.4534125,0.26549575,18.545475,0.28087101575,-2.725965,0.171718,5.3942375,0.399246,101.9145,98.23905,16.92125,19.85925,0.3648487055,1.28737,0,-14.4107,-0.993109,1.5536155,375.3211,394.456,-0.005325,0.2015055,0.52559126825,0.46111031025,0.2499227035,1.668884401,0.061417,-8.048265,-6.004807,-4.8628525,19.086,18.733
1,3.75,429.849,10.401297975,3.30509,0.138944,18.2463,0.297473401,-2.27596,0.318839,5.975185,0.527785,101.897,98.24096,16.9715,19.7095,0.318556103,1.380785,0,-11.2043,-1.0035505,1.607835,372.312,394.7185,-0.00618,0.2171715,0.5318561305,0.451061988,0.25661253,1.60195,-0.2467835,-7.985771,-6.0031475,-5.1954895,19.0075,18.6735
1,4.25,441.497,12.716782405,2.77631,0.377892,18.17885,0.270307146,-3.133845,0.210834,6.09456,0.364457,101.8835,98.386835,16.796,19.3105,0.3024842045,1.23847,0,-11.067025,-0.9257705,1.5512725,378.61455,394.35145,-0.00731,0.201738,0.5420073545,0.429055369,0.2380307805,1.549630511,0.299823,-7.845889,-6.20435,-5.49805,18.9565,18.5845
1,4.75,438.3065,9.9856360355,3.01516,0.157281,18.15995,0.2709966435,-4.139205,0.2971115,7.4490325,0.3008145,101.8735,98.5794,16.65,19.4065,0.3389539315,1.105335,0,-9.911411,-0.9526,1.6716495,380.06525,394.9205,-0.008605,0.2343055,0.6376084605,0.4793994805,0.276031685,1.67404,-0.05245566,-7.8899,-6.2823795,-5.4210085,19.0935,18.619
