DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,FCH4,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,0.25,0.5193974185,0.20386362575,0.126543143,-15.740577515,-15.9436796875,-17.1438400425,-17.0630789375,84.434153575,85.946,84.713431485,85.374,99.9795752,-2.046349215,-1.6951273625,-1.61222061075,-1.71288675075,0,0.048652695,243.440513,247.64708065,0.1638716975,0.659379234,0.636514717,1.017116,0.52769175,0.41828975,0.22001175,0.66287575,0.491011448,1.808453024,0.9299978445,411.28,473.28,415.84,473.3,2113.7737225,1968.0699785,2118.26094525,1972.738525,2212.25
1,0.75,0.556888026,0.20488550025,0.126042642,-15.739182875,-15.9601682925,-16.978740415,-17.19763071,84.60794049,85.666998,84.6595005,85.39633793,99.977818,-2.04463077,-1.690914145,-1.610137149,-1.69652918,0,0.032934132,243.63748635,247.1670122,0.167280878,0.8090823395,0.67389200675,0.9596715,0.524075,0.4190095,0.2296375,0.659742,0.45074241225,1.454833076,1.3995923275,409.76,473.42,416.16,473.44,2102.772368,1970.02,2101.615832,1974.27,2215.25
1,1.25,0.5461272675,0.21782193425,0.11236234,-15.876492405,-16.038,-17.077,-17.37499529,84.564109425,85.68550792,84.625316,85.115,99.97767954,-2.041736565,-1.73001687525,-1.619751729,-1.679495268,0,0.009610251,243.22407225,246.78071195,0.1711644485,0.94669633925,0.3514690535,0.91814675,0.52236675,0.40870425,0.21947275,0.68103475,0.368102054,2.68329311875,0.03824153275,411.36,473.58,414.08,473.58,2102.5686165,1967.9585035,2104.4855885,1972.7,2208
1,1.75,0.5253189635,0.21404838025,0.116366343,-15.80775298,-16.13021536,-17.470556185,-17.3846796575,84.89524908,85.46200613,84.7742092,84.96176783,99.98916252,-2.080038,-1.71756295575,-1.640975797,-1.67807571,0,0.0281030305,243.45659305,247.4692798,0.1789790375,1.043608388,0.3414042915,0.9622635,0.510486,0.425913,0.21212,0.630418,0.594654811,4.45867069025,0.81299419775,415.32,473.68,413.04,473.7,2119.732192,1963.20393425,2098.793861,1971.405,2213.5
1,2.25,0.4828160315,0.20893579,0.107857824,-16.153,-16.557001,-17.495149975,-17.31921875,84.871,85.34393656,84.78091228,85.20202755,100.0062,-2.09562,-1.715379107,-1.70938875,-1.6926345425,0,0.016467066,243.4874318,246.532328,0.1571232935,0.74854781625,0.30296453925,0.9078155,0.48167,0.39235775,0.20596,0.619641,0.68372985025,6.23404826175,1.0919101155,418.72,473.78,419.16,473.86,2110.8006495,1976.795,2107.1342705,1980.765,2213
1,2.75,0.496579793,0.20409408125,0.109525754,-16.15366677,-16.5868416675,-17.520961265,-17.181971435,84.69374374,85.27384776,84.59616604,85.07865043,100.01723955,-2.09085,-1.74171171525,-1.685475989,-1.6824891165,0,0.020209581,243.5099657,245.80836035,0.17723365425,0.5850723095,0.40412494175,0.90175425,0.5091855,0.407612,0.21464325,0.641043,0.2594982985,6.60995228952083,1.60391256375,418.64,473.9,418.76,473.9,2105.402865,1977.01523675,2119.1815665,1982.045,2209
1,3.25,0.4878607005,0.205820813,0.104354333,-16.157733375,-16.2783160575,-17.37316322,-16.959164405,84.458675715,84.865997,84.460116265,85.052002,100.0394203,-2.107704,-1.74587822025,-1.721384172,-1.6769716085,0,0.011976048,242.9880662,246.7236327,0.1621977345,0.69589385,0.3418805405,0.996439,0.51467325,0.3933805,0.2215205,0.56525925,0.39903165975,6.98585631729167,0.3592734445,413.24,473.92,417.96,473.9,2112.5459435,1976.12299725,2099.686531,1980.78264575,2212.5
1,3.75,0.469930211,0.20375,0.098932663,-15.97725718,-16.140499375,-17.3403915275,-16.965,84.496,84.95499227,84.51982807,85.27288653,100.0136796,-2.103107235,-1.7212109655,-1.7057776605,-1.675078864,0,0.009610251,243.59055635,247.23348975,0.1532371575,0.669779489,0.3586743765,0.9361555,0.492412,0.3944355,0.2046745,0.5705375,0.867598598,7.3617603450625,0.78337586675,411.2,473.8,418.56,473.88,2103.874292,1972.847664,2099.285828,1975.44155,2219.25
1,4.25,0.4462211315,0.2,0.115115092,-16.126919595,-16.2455397,-17.2391781725,-17.31251808,84.59171384,85.08281682,84.58818675,85.344,100.0147744,-2.108658,-1.715762501,-1.6485100965,-1.692902208,0,0.020209581,245.1255177,246.60401155,0.15578559575,1.1084976405,0.821596197,0.9601275,0.549278,0.419694,0.2103735,0.53446175,0.352102169,7.73766437283333,1.4525869195,410.52,474.2,416.52,474.26,2103.5157945,1974.0086695,2097.854564,1976.78471675,2218
1,4.75,0.462629161,0.20208,0.10162285225,-15.913583565,-16.141417145,-17.30470953,-17.28578907,84.516994875,85.14208102,84.66701455,85.00435946,100.0218391,-2.103252,-1.730605675,-1.68720438,-1.70598959,0,0.008233533,244.9167701,246.4728508,0.171174221,0.666501094,0.2679020405,0.946896,0.521523,0.413201,0.233516,0.583482,0.428717779,8.11356840060417,1.111342909,412.28,474.62,414.2,474.02,2098.1817605,1977.96598375,2090.074236,1979.96850925,2217.5
