DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1
2,3.25,-68.3869525,-54.89448,-7.26652325,-63.339945,-1.5795625,0.0338374625,372.57035,3.23931075,-6.15198225,87.36663,-9.94165525,20.57212,0.09317667,0,0,-0.338875,0.5678,4.214,6.199425,7.149,8.16975
2,3.75,-70.257725,-54.6532025,-8.615622,-71.3878,-1.3628855,0.033201405,362.6444,3.213376,-6.64784925,87.35883,-10.4136975,20.7943925,0.156092725,0,0,-0.459225,0.426725,4.06645,6.059675,7.1695,8.15925
2,4.25,-69.039575,-54.2811875,-5.339892,-62.0797125,-0.7211365,0.0397945575,372.49425,3.052185,-6.7428025,87.331335,-10.5714075,21.8102725,0.14063795,0,0,-0.592625,0.3383,3.93105,5.9368,7.1595,8.16975
2,4.75,-69.175765,-53.3931475,-5.47602875,-70.77686,-0.93090695,0.04090027,372.6284,3.154325,-6.94007575,87.321405,-10.55788,22.8851325,0.14979645,0,0,-0.835025,0.180075,3.7832875,5.81745,7.20875,8.20875
2,5.25,-69.22168,-53.63046,-11.8213,-63.3232725,-1.933235,0.0340422425,368.7349,3.2101095,-7.06650675,87.3004775,-10.5997,22.7917675,0.176357575,0,0,-0.98715,0.0665625,3.64995,5.703875,7.19925,8.19
2,5.75,-72.13335,-51.6275725,-11.2388625,-63.5672325,-0.670231875,0.0284919975,350.275325,3.369441,-7.4665615,87.3065025,-11.24149,24.86983,0.171487775,0,0,-1.152275,-0.0385625,3.548425,5.591375,7.199,8.189
2,6.25,-70.50556,-49.9159375,-15.680235,-65.2286975,-1.0769484,0.0497719675,370.782625,3.3183065,-7.48625125,87.3186,-11.3046875,27.97946,0.1473723,0,0,-1.338375,-0.153075,3.400325,5.461875,7.19,8.17
2,6.75,-67.2055325,-49.59727,-7.7357,-66.200945,-1.4117595,0.03319329,371.4722,3.3528165,-7.97843975,87.3448625,-11.551395,30.736735,0.143959275,0,0,-1.502375,-0.237975,3.2728875,5.3235,7.17975,8.18925
2,7.25,-60.03574,-48.526545,-7.818578,-54.58219,-1.056494,0.0286507,368.55025,3.40772,-7.96790475,87.3514375,-11.4583675,31.7178225,0.121527225,0.9053122,5.886515,-1.6580625,-0.3639375,3.2021375,5.252,7.17975,8.17975
2,7.75,-17.2751875,-44.0380775,-4.4523765,-37.56811,-1.801295,0.031827555,373.2548,3.359051,-6.84033125,87.3634125,-9.412994,29.3763175,0.08588146,10.21419975,33.145355,-1.8102625,-0.463075,3.104675,5.1388,7.21975,8.23
2,8.25,13.82460225,-34.8667,-9.7796775,-21.508965,-2.45112575,0.0488639675,374.392775,3.45098225,-3.705507,87.3709025,-5.1056995,24.129385,0.123244475,27.3293375,79.5574675,-1.5088125,-0.2719,3.5133375,5.422325,7.51975,8.3985
2,8.75,35.2127,-26.1483,0.547195925,-22.62407,-3.5959375,0.0628192,374.9507,3.251038,-0.194646,87.3938,-0.801511,19.1786,0.172746,56.5410375,163.604,-1.1932,-0.1346625,3.5662,5.5764,7.7195,8.609
2,9.25,57.0328125,-3.8800425,0.63775835,7.27758175,-3.588612,0.047675275,363.475525,2.97431775,2.11573875,87.3997,2.18113875,17.50665,0.157130875,82.14386,242.248875,-0.948675,-0.0157,3.5295375,5.51875,7.7995,8.75875
2,9.75,73.16438,8.848298,2.246552,11.9932375,-3.157436,0.09399978,362.92685,2.692057,4.817564,87.42826,5.288352,15.48492,0.2686528,108.9556,262.0646,-0.4455125,0.1939625,3.4578625,5.380825,7.87925,8.8475
2,10.25,87.27718,19.57726,-6.844842,21.92639,-3.125872,0.0876094,361.8315,2.4663235,6.163614,87.45362,6.733054,13.2121,0.201588,119.3146,298.4812,-0.1068125,0.29515,3.346825,5.3432,7.92975,8.81925
2,10.75,78.9335725,17.609815,2.58635,17.9037725,-2.61909,0.085881785,361.64725,2.30552825,7.105132,87.456545,8.04251225,11.9023925,0.215888275,121.5485,294.899375,0.179525,0.4687,3.4330875,5.34765,7.94925,8.95875
2,11.25,96.406075,30.78093,3.561091,26.89016,-2.545984,0.10294175,361.08445,1.93982275,7.749262,87.4213675,8.4731265,11.1059275,0.37369245,127.449075,278.0456,0.6495875,0.4717125,3.2811875,5.20755,7.81,9.024
2,11.75,118.89355,22.6558375,7.86101375,34.55102,-2.648271,0.130011575,360.1583,1.8086395,8.098839,87.40535,8.36579775,10.02752075,0.381954875,132.880875,298.520575,2.1093125,0.985675,3.1346,4.93705,7.837,8.94675
2,12.25,106.46,15.7191,8.324412,19.22045,-2.25579,0.1458795,360.683025,1.7732225,8.2540775,87.3816,8.71094,9.5084475,0.22284125,158.951875,304.4375,4.1634,2.01665,3.0477125,4.897875,7.74,8.77925
2,12.75,99.430825,25.946625,6.94919475,43.77361,-2.29366,0.188915,360.3616,2.012222,8.715695,87.352075,9.5211425,9.3124325,0.40556625,117.163175,320.017,5.809214,3.8848375,2.9798125,4.7125,7.529,8.71925
2,13.25,99.4575,6.63238,4.04673,21.11966,-2.54850075,0.1625685,360.079,2.00140375,8.89967,87.3255,9.6313575,9.2549625,0.543444,126.054925,289.92475,6.74263,5.5120125,3.1501125,4.651625,7.54875,8.689
2,13.75,80.548675,4.43973,8.2103465,42.75054,-2.285876,0.136891,360.168525,1.86404675,9.2484625,87.308325,9.62944,8.90335,0.3632145,99.8590775,288.7025,7.6297335,6.6485125,3.26395,4.511075,7.3985,8.6295
2,14.25,65.79625,3.17100975,5.1375965,30.75485,-1.91232,0.165553275,359.380325,1.73768975,9.13444875,87.290565,9.558102,8.6392075,0.3965529,99.5382775,252.0409,8.445471,8.0105625,3.578475,4.4168,7.279,8.639
2,14.75,68.930375,-4.6124675,3.44442175,-2.37809649999999,-1.582245,0.1521978,359.1901,1.47931,8.90033375,87.2527,8.80202575,8.17753,0.7185031,112.4075,264.5021,9.0196865,8.929625,4.0392125,4.53975,7.27,8.56975
2,15.25,63.55096,-1.2031045,4.5778155,7.55018774999999,-1.70359975,0.165545125,358.95015,1.1589045,9.2243355,87.249235,9.01106075,8.22129225,0.59652215,98.0219525,190.526075,9.11164375,8.98975,4.48475,4.626025,7.239,8.51975
2,15.75,32.941865,-29.0788875,1.105717,-6.31391025,-1.295124,0.174569575,359.425,1.335246,9.0563265,87.251225,8.6163425,8.397274,0.7318906,56.30189,135.22865,9.39473125,9.142125,4.8527125,4.65505,7.14975,8.54775
2,16.25,19.349025,-43.2127375,-0.1415128675,-0.687971999999999,-1.203246,0.149010475,359.2326,1.479836,8.75020925,87.266,8.33255075,8.08688025,0.674884275,42.530995,113.493175,8.88401975,8.738125,4.9933375,4.6107,7.093825,8.52975
2,16.75,-1.9981145,-43.223135,-8.646973,-6.80823,-0.90977945,0.1014079,358.618125,1.49540375,8.3447655,87.272035,7.9083715,8.14433175,0.368832625,37.5972825,80.7766625,8.52091075,8.4865,5.2582875,4.747225,6.872325,8.3995
2,17.25,-23.0709575,-46.1774025,-9.190776,-21.12358,-0.961329125,0.0940609075,358.6345,1.38179125,7.55600725,87.2863975,7.016606,8.17463325,0.358122125,23.16877,45.53115,7.94486975,8.049,5.6556,5.0556,6.809425,8.23875
2,17.75,-72.970575,-51.4857,-5.99539075,-50.95222,-0.37506915,0.053654525,359.0174,1.553374,7.38732,87.303025,6.78699,9.451985,0.54726175,11.4152475,12.61415,7.626486,7.699125,5.6278375,5.16555,6.4979,7.91975
2,18.25,-90.66945,-60.124625,-10.804415,-64.713845,-0.91248225,0.0450285,358.0155,1.902494,6.99563,87.317525,5.5346175,11.0229,0.366914,0.53302625,0,7.12171175,7.3588,5.96615,5.483725,6.5077,8.03625
2,18.75,-87.1044,-64.55495,-7.783647,-71.488365,-0.2502632,0.0595887,357.9805,2.10145,5.6828025,87.346375,3.7759625,12.1553,0.29726575,0,0,6.360321,6.732875,6.0376625,5.788275,6.535775,7.998
2,19.25,-83.01396,-65.08206,-9.938246,-59.379975,-0.55857695,0.04433984,358.6338,2.1923805,5.304758,87.36956,1.9668,13.67686,0.2280456,0,0,5.525846,6.1430875,6.0701,6.02945,6.52295,8.0385
2,19.75,-79.215845,-65.9043,-9.7857725,-71.8922125,-0.8579206,0.0486594925,363.197,2.490288,4.01597,87.3952225,-0.1616382,14.862085,0.2158638,0,0,4.8444125,5.5643375,6.1206,6.184625,6.582975,8.05875
2,20.25,-76.4061425,-64.44242,-9.7455325,-54.954865,-1.03997675,0.056131895,363.1689,2.5507,3.37778425,87.4022,-0.925081575,14.7681425,0.156651625,0,0,4.152325,4.93615,6.0875875,6.326775,6.6158,8.07875
2,20.75,-74.640645,-64.2278,-8.364366,-73.75322,-0.88594585,0.0497636475,370.2842,2.648647,2.7114395,87.41221,-2.1263385,15.935805,0.333779075,0,0,3.5634875,4.4688,6.0651875,6.46195,6.639075,8.07875
2,21.25,-74.07163,-64.04816,-3.919994,-66.616,-0.6901201,0.0405291925,369.8444,2.8516835,0.9516759,87.435785,-3.39106075,17.8398925,0.146723075,0,0,3.085875,4.0249125,6.0669375,6.6106,6.68575,8.13875
2,21.75,-72.7467,-65.5769,-7.6645225,-53.59825,-1.1432175,0.0328847,371.096375,2.90001125,0.326055,87.4451,-4.68586,18.0456,0.169858,0,0,2.623375,3.60555,5.9472,6.67835,6.7233,8.119
2,22.25,-72.2230525,-64.64018,-7.339442,-56.74296,-0.71926825,0.04943359,372.5293,2.968925,-1.215192,87.4192575,-5.57994525,21.5455475,0.0796569825,0,0,2.1573625,3.191525,5.835025,6.6962,6.7851,8.15875
2,22.75,-71.434525,-61.9022425,-7.270995,-59.58498,-1.06583465,0.032331295,371.465925,3.0544825,-2.044118,87.4215125,-5.66802525,23.021215,0.194664265,0,0,1.7723125,2.838225,5.7060375,6.73315,6.822575,8.17825
2,23.25,-71.7528075,-61.8191125,-5.7596375,-55.5224625,-1.06266475,0.035714815,372.3717,3.1061445,-2.521866,87.4139075,-6.42513775,22.1461825,0.164761025,0,0,1.439575,2.4661375,5.525625,6.728775,6.858525,8.17825
2,23.75,-71.176075,-61.90622,-6.0790105,-52.462465,-1.235502,0.048543735,371.3727,3.105363,-2.9229325,87.398235,-7.02637725,21.07731,0.184225625,0,0,1.1658875,2.12475,5.3528,6.70255,6.879675,8.17875
3,0.25,-72.026825,-59.6343125,-10.24923025,-58.443025,-1.5024025,0.0387815,359.197075,2.47709275,-1.7573265,87.15275,-5.66341375,21.167675,0.08673797,0,0,4.42916075,5.622875,8.31425,9.0485,9.2195,10.019
3,0.75,-70.3187,-60.924925,-9.560928,-53.19848,-1.5761985,0.04337495,359.9743,2.770378,-2.639415,87.1434,-6.62061875,22.3024125,0.1571345,0,0,4.053931,5.283275,8.134875,8.95825,9.308,10.02875
3,1.25,-69.9573125,-60.661525,-11.3825,-54.97701,-0.901073725,0.0366240525,359.288575,2.687395,-2.982175,87.14207,-6.83332,23.7212125,0.1830295,0,0,3.7190195,4.9645875,8.015,8.91675,9.299,10.018
3,1.75,-70.205075,-60.357175,-12.239775,-51.59174,-1.43028,0.03605205,358.957125,2.8131815,-3.46857,87.14605,-7.35721,24.9232625,0.114001,0,0,3.40279275,4.6406375,8.00875,8.87675,9.33925,10.028
3,2.25,-69.544625,-59.785775,-9.57880875,-52.8364,-1.090929,0.0280212,359.7596,2.941278,-4.07082,87.1199,-7.50394625,26.9927,0.1665955,0,0,3.09240475,4.337275,7.933375,8.79875,9.409,10.03775
3,2.75,-68.652875,-58.8821875,-9.02312,-49.59699,-1.3312515,0.036122105,359.2055,2.934036,-4.44308,87.1006075,-8.0608575,25.965175,0.130754,0,0,2.8320165,4.0981625,7.76825,8.72875,9.39925,10.029
3,3.25,-68.59985,-58.18425,-8.43081125,-50.30797,-1.24618925,0.03189625,359.1478,2.9102655,-4.89313,87.07925,-8.35465875,26.3702125,0.1120575,0,0,2.512271,3.80245,7.619625,8.6295,9.43875,10.06925
3,3.75,-68.519975,-57.1870375,-7.719687,-53.51658,-1.281309,0.02814778,360.474,2.7607475,-4.92096,87.0594475,-8.69342625,26.208425,0.09237395,0,0,2.19569975,3.4850875,7.4891875,8.5,9.46775,10.0795
3,4.25,-68.7870625,-56.6198,-12.3451245,-57.4815825,-0.768645,0.0347477,360.24835,2.89101925,-5.92637,87.0437,-9.274555,25.671775,0.091133,0,0,1.919559,3.238025,7.3092125,8.517,9.45875,10.08925
3,4.75,-67.4076875,-55.1912875,-8.513525,-60.64395,-0.665044125,0.0384335,359.83715,2.926855,-6.011475,87.0435,-9.51065,25.5938125,0.131679,0,0,1.8068265,3.021325,7.2578,8.48675,9.459,10.09925
3,5.25,-66.299225,-56.022625,-10.2743025,-49.26553,-1.164657,0.0343402,359.6483,2.96817475,-6.324445,87.05835,-9.6387125,26.604725,0.167533,0,0,1.7088275,2.801575,7.04535,8.3855,9.44875,10.0795
3,5.75,-66.4653375,-56.490825,-12.47288,-47.73036,-1.049291,0.0320986,359.15875,2.9604675,-6.23236,87.0648,-10.18853125,26.5328625,0.144824,0,0,1.636661,2.5716875,6.9028625,8.29475,9.4475,10.0895
3,6.25,-64.4884375,-55.250675,-6.4180605,-47.2535775,-1.646662,0.0314246,359.432475,2.99046,-6.72452,87.06625,-10.239925,26.6312875,0.112416,0,0,1.541315,2.4365375,6.7245,8.157,9.41975,10.0795
3,6.75,-47.7662625,-51.5590375,-10.553705,-48.266155,-1.17318425,0.0263697,359.9462,2.98287,-6.919215,87.0816,-10.5586625,26.437175,0.1366665,2.7771755,7.71294625,1.324345825,2.3136625,6.6116,8.098,9.42975,10.099
3,7.25,-13.9968125,-43.656025,-12.481765,-42.34667,-2.3904845,0.0289568775,360.86775,3.18386,-6.056725,87.092085,-8.16080125,24.514825,0.0778192,21.59476,52.9965375,1.061864475,2.2405875,6.4845875,7.94975,9.439,10.09925
3,7.75,8.337438,-34.36418,-6.26794525,-20.8932,-2.975667,0.0541812,361.470775,3.091968,-2.795305,87.1022,-3.320796,24.80256,0.1572555,51.82078,111.9084,1.1708285,2.2066,6.3904,8.02575,9.566,10.21975
