DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,RH,VPD,WS,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PA,T_CANOPY
1,0.25,0.028688625,-0.47298105,-0.4492364,-0.1317842,-40.0013348,-1.3358513,-3.770905275,-0.410676725,383.6423466,0.20093805,-25.521955,-33.00747375,-8.298847875,-7.47349585,-6.80934925,-6.250483125,-82.08600325,57.29419125,0.040160240375,0.503288885,-2.091392295,-0.0449035795,151.3075875,203.6198725,0,96.952075,-29.12932867075
1,0.75,0.0410776,-0.753071975,-0.67673175,-0.1837025,-38.230117375,-1.296736625,-3.2941303,-0.4053992,383.68550325,0.1802997,-25.9366525,-33.177468125,-8.293214,-7.559805,-6.8602265,-6.267066875,-81.060902,57.9926925,0.032552756125,0.4506386,-2.212141548125,-0.1310165125,149.9876125,203.6723975,0,96.95001,-29.18980425225
1,1.25,0.0447326,-0.66414105,-0.402518775,-0.13360875,-35.406996,-1.1560383,-3.696639,-0.3803032,383.938185875,0.167775775,-25.8258725,-33.3054125,-8.21650275,-7.62780965,-6.90857075,-6.335765875,-80.73652925,59.8929175,0.0301506245,0.43193952,-2.443631747875,-0.1465429925,148.3814625,205.0180125,0,96.951722,-28.4038246305
1,1.75,0.034946525,-0.68006655,-0.55409425,-0.1140735,-38.575948975,-1.18537625,-4.66833505,-0.2737443,384.33714395,0.188981275,-26.2916175,-33.34860375,-8.26887275,-7.70624645,-6.99690375,-6.358359625,-80.2445395,59.537025,0.031199242375,0.5384378275,-2.1326182655,-0.05507701425,147.5274875,204.1486,0,96.9716235,-28.75319656725
1,2.25,0.036912775,-0.530831825,-0.51889595,-0.1165125,-36.8046968,-1.0805708,-4.85310095,-0.3538014,384.0684058,0.195270125,-26.1822895,-33.290148,-8.2051866,-7.47399455,-6.926237,-6.38486,-79.8890375,60.4555835,0.07623790725,0.4467572725,-2.47741391175,-0.084028366,147.65433,202.867175,0,96.987762575,-29.5887943425
1,2.75,0.037246,-0.551926925,-0.360697,-0.126251225,-36.44543955,-1.1074032,-5.06363665,-0.4087175,384.6309463,0.206623775,-26.6403155,-32.789148,-8.195578,-7.519676775,-6.9965788,-6.4423426,-80.7807225,60.528002,0.0742500317,0.409471065,-2.6163677908,-0.16514695,147.959105,202.382275,0,96.9856145,-30.0400025
1,3.25,0.029017275,-0.3211446,-0.31130695,-0.1729918,-38.120228,-1.15188005,-3.772028575,-0.4164134,384.634218,0.2159005,-26.514655,-32.917493125,-8.4339205,-7.73068405,-7.127093375,-6.539863375,-81.88750525,60.805395,0.06610848075,0.41171922,-2.519062252,-0.1247632766,147.5161125,202.2942075,0,96.9379595,-30.31974725
1,3.75,0.0314349,-0.468934975,-0.503418175,-0.1075346,-38.30457685,-1.130595475,-4.122775,-0.4575886,384.8248032,0.24126185,-26.834725,-33.389290625,-8.3062315,-7.64679655,-7.220063,-6.604728125,-80.9790535,61.942025,0.077406614375,0.38734434,-2.597942699,-0.1742767275,147.435775,199.1929125,0,96.8960155,-30.697609
1,4.25,0.03847105,-0.504341,-0.466566975,-0.098626775,-38.838130975,-1.194389925,-4.354901125,-0.402721175,384.863846125,0.248399375,-26.89290375,-33.744795,-8.410281875,-7.70868555,-7.32261175,-6.70526725,-80.5135595,61.39977,0.050684104875,0.4461752,-2.773858440875,-0.2521154625,148.22755,200.2215175,0,96.886177,-31.21903525
1,4.75,0.03256465,-0.3782543,-0.381487075,-0.13675115,-36.44763215,-1.143288,-4.183565475,-0.44765825,384.138299125,0.2857951,-26.68991125,-33.777513125,-8.47005275,-7.75272295,-7.364376375,-6.74565725,-78.22548725,62.27811625,0.038666179625,0.42557788,-2.9567797175,-0.1508399075,148.8301875,198.7076725,0,96.844553,-31.46828425
1,5.25,0.0351089,-0.546263,-0.51193295,-0.15566485,-38.18356025,-1.0478696,-4.203403575,-0.33473565,384.057821,0.26471745,-26.8150375,-33.74861375,-8.42647025,-7.81594065,-7.410129625,-6.805948625,-79.27393175,63.5560675,0.0374644295,0.27950904,-3.013586611875,-0.2325907225,148.790875,197.87268,0,96.808746,-31.50995075
1,5.75,0.044603975,-0.71096985,-0.399165,-0.160700925,-39.0545617,-1.156359325,-3.931093075,-0.5199599,384.4893188,0.25477875,-26.9078425,-33.81081125,-8.55608025,-7.8133403,-7.4559035,-6.8739325,-78.58189875,64.10225875,0.0403479975,0.4027698,-3.17679906,-0.103893118,149.5436375,196.7237125,0,96.7637845,-31.6066865
1,6.25,0.025156975,-0.7354002,-0.65987675,-0.186276875,-33.699052,-1.32209665,-4.927903,-0.496251575,384.699297,0.2457407,-26.76487625,-33.80259,-8.680142375,-7.85975825,-7.512393625,-6.947168375,-79.61270225,63.3157925,0.043139279875,0.3840796,-3.35170701875,-0.09888535225,149.7552625,196.806885,0,96.710651,-32.1752135
1,6.75,0.0368712,-0.7283544,-0.62839145,-0.1605905,-33.7758553,-1.1360367,-4.7612725,-0.2939159,384.723073,0.29253975,-27.4470775,-34.09363125,-8.639238875,-7.9219342,-7.562231625,-7.0198985,-78.58421925,63.43478625,0.03475817075,0.47939012,-3.01261975,-0.097171296225,149.8074875,197.2417325,0,96.689289,-31.71155975
1,7.25,0.0262181,-0.9070095,-0.81878075,-0.2805015,-34.4855516,-1.2864475,-4.575060125,-0.5608725,385.1628996,0.2762456,-27.6151075,-34.638894375,-8.73502525,-8.02637825,-7.5512465,-7.10431525,-77.6010795,64.05755625,0.025336567625,0.45174006,-2.50239100375,-0.11869664,149.2688375,197.01022,0.015811085,96.690219,-32.0210045
1,7.75,0.02815455,-0.8350712,-0.52996425,-0.1044309,-36.0501935,-0.779144925,-5.3370264,-0.36117475,386.4078845,0.2739284,-27.6483075,-35.1353675,-8.82321125,-8.11346115,-7.5007365,-7.16756275,-74.3529315,65.50345875,0.020125314375,0.5517510375,0.315651475,0.321683178625,149.15155,196.9440675,2.323407775,96.7053645,-31.822042
1,8.25,0.0317387,-0.7913636,-0.742788775,-0.1162026,-25.626398,-0.72213955,-3.36739135,-0.229470375,385.986431,0.305861,-27.36348375,-35.28004,-9.038037125,-8.45212525,-7.81530925,-7.41490125,-57.65442875,64.380595,0.020561740375,0.5189627125,6.493290375,1.311656975,150.528375,201.4273875,14.40473575,96.7543085,-30.745391
1,8.75,0.045823175,-0.9873726,-0.81387815,-0.194649025,-23.39881735,-0.458161475,-3.939435175,-0.194022,386.5561555,0.3192926,-25.78767,-34.541250625,-9.297225625,-8.82119735,-8.444689875,-8.011929,-42.275701182,60.95704875,0.029068712625,0.451092525,15.44551125,3.1356279982,154.085525,210.04961,33.50045425,96.767401,-29.06598
1,9.25,0.05445985,-0.631199525,-0.56036275,-0.276798825,-24.714842,-0.5569945,-3.276714425,-0.219627925,387.2439605,0.3467268,-24.602684,-33.01217425,-8.95932795,-8.62154835,-8.2946935,-7.9029156,-29.036309,59.841262,0.0396370082,0.57883154,25.411332,4.9603858,152.41464,217.71098,57.462445,96.80002,-26.587568
1,9.75,0.0575257,-0.997275,-0.934787,-0.4071295,-18.746678875,-0.49874435,-1.29254575,-0.510723775,386.2270244,0.346114,-23.98725,-32.51466675,-8.7230391,-8.405853475,-8.1747016,-7.86772715,-12.563686,57.388328,0.0382087308,0.68616142,39.060118,6.8155981,150.16972,225.09658,94.06458125,96.827661,-24.309314
1,10.25,0.0680187,-1.4097775,-1.22322125,-0.175679625,-18.6715618,-0.353455375,-1.2331404,-0.183602,387.989737,0.48357285,-23.471666,-29.76413175,-8.56545395,-8.347466175,-8.18850435,-7.7856139,-5.918336,54.82189,0.0665467176,0.61034702,50.137622,8.3444143,151.34596,228.9084,111.5473875,96.820002,-22.987857
1,10.75,0.0665567,-1.384051525,-1.380766225,-0.25100105,-16.279733,-0.4460336,-0.76189885,-0.219319,387.706101675,0.356472,-22.486548,-27.69796,-8.26747285,-8.1450165,-8.0662661,-7.72711355,-8.0308348,52.817182,0.0643607106,0.77729524,66.185798,11.678152805,152.843,235.26763,146.625275,96.8415475,-21.671024
1,11.25,0.0624463,-1.6566114,-1.439818,-0.15721715,-16.15094,-0.76738515,-0.5038782,-0.4051434,387.020140125,0.3944929,-21.565168,-26.64663825,-7.970186,-7.901244,-7.88566295,-7.7370201,3.5838871,52.598586,0.0606047366,0.65821662,65.199268,13.288871,154.75952,239.19471,149.0526,96.8480145,-21.233871971
1,11.75,0.0638233,-1.56133055,-1.486814975,-0.159553525,-18.5287141,-0.547635,-0.43368035,-0.20620135,386.7398002,0.39556265,-21.078244,-25.6044245,-7.75335685,-7.6201535,-7.57938045,-7.48195695,2.7894235,51.361216,0.0645788824,0.7128983,68.108715908,13.226645,155.90904,241.26184,147.3256,96.8177235,-20.377867
1,12.25,0.0531051,-1.4094197,-1.3721188,-0.17252945,-21.2852817,-0.7839402,-0.455467725,-0.3204014,387.45283,0.390725775,-20.5308095,-24.268311125,-7.46815415,-7.481520175,-7.3788711,-7.309250175,3.2165675,50.42044725,0.0598534027,0.81071342,71.99016275,14.4650375,157.357775,243.58886,158.59217,96.7778865,-19.67140175
1,12.75,0.0638432,-1.59809935,-1.617091675,-0.2497902,-19.7824308,-0.6181926,-0.17751715,-0.2678424,387.547343625,0.3699465,-20.251535,-22.7614865,-7.18802225,-7.2410819,-7.143698875,-7.08295425,3.50361245,49.1848875,0.065353356625,0.6893915825,65.486325,11.6550395,158.74022,244.9332675,144.56821,96.748962,-19.2512311705
1,13.25,0.0670128,-1.4999177,-1.4635862,-0.2295436,-20.8021122,-0.3989016,-0.0957798999999999,-0.3577884,387.5837182,0.32464875,-20.1421725,-21.20671,-6.719471625,-6.8414687,-6.870511375,-6.87743975,2.6690317,49.00698125,0.089168108375,0.729134695,59.5609825,9.7738604,159.9699125,246.060775,138.07915,96.701070325,-19.008134
1,13.75,0.0668429,-1.396910825,-1.411544,-0.180880275,-27.30797125,-0.61617225,-0.2906195,-0.224966,386.88296195,0.2769024,-19.89917125,-20.50997975,-6.64241025,-6.63721195,-6.719452,-6.716697875,-1.89761205,47.28759625,0.09716001,0.82972882,56.6180525,10.5158475,160.0654125,246.16113,132.45916,96.657673425,-19.145022
1,14.25,0.0588943,-1.302689375,-1.3206346,-0.144711975,-29.8767703,-0.8294489,-0.265351125,-0.279902,387.01796615,0.270065125,-19.371865,-20.184489625,-6.450637125,-6.4912242,-6.597392375,-6.618887375,-6.149751695325,46.10769375,0.109115364375,0.76312456,55.7308475,8.74897195,159.8390375,243.96644,126.3131675,96.66570725,-19.2759485
1,14.75,0.073706,-1.284554825,-1.223279725,-0.16839925,-30.9780001,-0.88948065,-0.24085345,-0.3483475,386.577526125,0.25850715,-19.302642,-20.412601625,-6.38807765,-6.337942425,-6.37432285,-6.39594145,-13.6081725,44.79333,0.1174127018,0.85355066,48.14996,6.782370875,158.98922,241.5201375,101.2810125,96.7098755,-19.75791475
1,15.25,0.06522835,-0.72863775,-0.7095943,-0.14406825,-42.9414741,-1.001588,-0.969680375,-0.38239205,386.2566932,0.255293,-19.1707425,-21.1035075,-6.5092935,-6.41408365,-6.380720375,-6.3896835,-30.2870965,44.80491125,0.13377694275,0.72384548,31.08727125,4.8173062,158.2379375,238.764,67.51194725,96.7498914,-20.392363
