DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,T_CANOPY,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,FC,NEE,H,LE,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,SW_DIF,PPFD_IN,PPFD_OUT,NETRAD,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_A,TS_1_2_1,TS_1_2_2,TS_1_2_A
1,0.25,0.88672,0.20252,0.21832,0.03542,-9.8125,-11.12875,50.395,96.0619375,-9.857275,0.030825,389.8032475,3.806975,-5.331,-5.331,-77.578565,-9.4748125,0.055665,0.137,0,205.9875,260.1625,0.507,0,0,-73.635125,-32.0025,-24.51125,-30.17875,-31.215,-28.6534375,1.1545,1.6955,1.425,3.694125,3.75625,3.7661875
1,0.75,1.063905,0.22125,0.22936,0.03346,-9.69875,-11.04125,50.465,96.03905,-9.81069,0.038105,384.49434,3.3543,-3.5333575,-3.5333575,-84.899075,-3.7016175,0.0413,0.137,0,203.9875,260.525,0.507,0,0,-72.78375,-31.4625,-24.65375,-29.84625,-31.9,-28.6146875,1.140625,1.6795,1.4100625,3.70925,3.75375,3.763
1,1.25,0.36014,0.19596,0.25292,0.02472,-9.8925,-10.64875,51.34625,96.0502875,-10.617375,0.03525,387.08014,2.08625,-1.7468775,-1.7468775,-81.59128,-27.287335,0.031,0.137,0,196.7625,262.025,0.507,0,0,-77.404,-31.58875,-24.9075,-30.1175,-32.2275,-28.7390625,1.127,1.662375,1.3946875,3.7215,3.745875,3.7561875
1,1.75,0.78846,0.14336,0.22608,0.02054,-9.86625,-10.4575,53.1875,96.0254,-10.9054775,0.030895,386.8047,1.340675,-0.99316,-0.99316,-78.500395,-19.40216,0.02485,0.137,0,196,262.4125,0.507,0,0,-77.610375,-31.68625,-25.11125,-30.065,-32.44625,-28.7040625,1.113625,1.6425,1.3780625,3.726375,3.742125,3.75075
1,2.25,0.61978,0.1959,0.15592,0.01596,-10.0625,-10.8975,54.48375,95.977425,-10.72685,0.097,378.36766,2.986025,-3.1108675,-3.1108675,-78.17196,-37.9495625,0.0354725,0.137,0,195.225,260.925,0.507,0,0,-78.113375,-32.4675,-25.29875,-29.99125,-33.8675,-28.886875,1.10025,1.62475,1.3625,3.736,3.733375,3.7448125
1,2.75,0.47698,0.24684,0.1259,0.02442,-10.19375,-10.77875,55.35125,95.9603,-10.8597875,0.0707575,383.91606,3.486925,-0.4573,-0.4573,-103.21042,-4.73025,0.044535,0.137,0,195.05,260.7125,0.507,0,0,-77.879125,-32.80375,-25.07625,-29.88875,-33.9725,-29.1903125,1.088875,1.604,1.3464375,3.743625,3.727875,3.739125
1,3.25,0.63176,0.15802,0.2145,0.02368,-9.97375,-10.45375,55.50125,95.9785,-10.55385,0.087025,374.64112,3.2109,-5.8275,-5.8275,-81.9465625,-17.90964,0.0502775,0.137,0,195.7375,262.1625,0.506,0,0,-75.964625,-33.0075,-24.82125,-29.61875,-33.11,-28.9940625,1.076875,1.588375,1.332625,3.73775,3.7215,3.7315
1,3.75,0.98586,0.1738,0.19392,0.03178,-10.16125,-10.95875,56.4925,95.983175,-10.390875,0.043025,380.02768,3.15718,-4.42981,-4.42981,-83.31954,-5.175715,0.03372,0.137,0,194.0125,259.7,0.507,0,0,-78.489875,-32.42125,-24.60375,-29.3975,-32.515,-28.7334375,1.06425,1.571125,1.3176875,3.727625,3.714375,3.721
1,4.25,0.84016,0.18096,0.19666,0.02198,-10.285,-10.92625,60.305,95.9707,-10.2289975,0.121335,376.0618,1.87932,-2.7202,-2.7202,-80.69826,-80.39618,0.03401,0.137,0,195.6875,259.85,0.506375,0,0,-78.095,-32.3,-24.4975,-29.18,-32.34375,-28.506875,1.053125,1.556125,1.304625,3.7195,3.704125,3.7118125
1,4.75,1.03468,0.19462,0.1855775,0.0278,-9.985,-10.45125,61.805,95.9567,-10.1812025,0.0909575,385.6900625,1.07208,-0.785275,-0.785275,-97.2890625,-14.7558125,0.056275,0.137,0,194.075,261.825,0.506,0,0,-79.7785,-32.22,-24.55125,-29.11625,-32.5025,-28.4625,1.041625,1.543625,1.292625,3.70825,3.69425,3.70125
