DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,SW_DIF
1,0.25,513.0128075,12.9454055,3406.1649284,4.875350675,90.7648808,4.13006525,10.6917638,37.976838125,6.95464779999999,0.4651877,0.00705682499999999,1.0908851,0.512436799999999,102.85285,99.1,12.665,3.66008185,20.0378786,0.5538154,13.24516665,13.76183365,13.83916635,13.83916635,13.83916635,-1.201565925,0.123153,0,-0.357873,1.855922,364.6879503,370.6761914,-0.121065
1,0.75,501.2979796,12.846029925,3304.3578659,4.36023189999999,137.2335807,3.23404739999999,12.7642495499999,39.499431,8.3240642,0.4627517,0.0122192499999999,0.9769258,0.5587197,102.84115,99.1625,12.49525,3.955445875,19.9657633,0.575075,13.15033335,13.61416635,13.80383335,13.80383335,13.80383335,-1.07928762500002,0,0,-0.357873,2.087912,364.2686964,370.9986774,-0.121065
1,1.25,503.8568919,12.85068075,3487.23150465,3.661200875,73.3998929,2.5196392,9.173769625,39.071715825,6.93246579999999,0.434941799999999,0.0073655,0.921519599999999,0.5074478,102.8384,99.2625,12.351,3.9123405,19.7763001,0.601596699999999,13.01566635,13.44466635,13.76883365,13.76883365,13.76883365,-1.96511165000001,0.123153,0,-0.3016362,1.97954825,362.910661,370.424177325,0
1,1.75,509.619235675,12.8167524,3472.2987716,3.4201288,76.6131047999999,1.812069625,15.616127125,41.66654125,7.2668742,0.44965275,0.010621625,0.98971005,0.5330924,102.87075,99.6,12.239,3.83563304999999,19.437138175,0.528423375,12.8845,13.2864997,13.73366635,13.73366635,13.73366635,-1.28023395,0.046182375,0,-0.33997925,1.91697199999999,361.14153945,369.8692868,-0.11501175
1,2.25,510.4637452,12.90968055,3689.656465975,3.372322875,77.6215191749999,1.1885772,23.01905485,38.4027835,7.394646925,0.491235975,0.020061925,1.1001512,0.5625909,102.88725,99.6,12.2575,4.00075549999999,19.4750957,0.546119325,12.83666635,13.204333,13.668167,13.668167,13.668167,-0.924606100000004,0.123153,0,-0.323363625,1.770452,362.45291865,370.051542775,0
1,2.75,506.1254236,12.8861598,3776.8036918,8.68608672500001,151.98403645,0.724039350000001,9.416085625,37.6628939,6.13041305,0.409417225,0.021651875,1.176032275,0.57495755,102.90075,99.6,12.1935,3.76669285,19.53213655,0.5148499,12.8275003,13.0620003,13.58383335,13.58383335,13.58383335,0.545112674999998,0.123153,0,-0.118864625,2.313797,363.3806779,369.52129115,0
1,3.25,509.604816175,12.942019225,3547.181447375,4.12036315,104.822587375,0.245473,11.564532175,43.0419869999999,5.31701622500001,0.510575625,0.0153441,0.917700675,0.5634405,102.89325,99.66,12.123,3.7207823,19.57699925,0.6323835,12.74233365,12.915167,13.50633335,13.50633335,13.50633335,0.18017362499999,0,0,-0.102249,1.97954825,363.454989125,369.43076155,0
1,3.75,511.4068944,12.782943,3611.8931822,3.780740825,114.6772946,-0.223475850000001,13.6424809,43.9847628999999,5.435448825,0.410022675,0.01063775,0.97190365,0.52046855,102.876625,99.5,12.0695,3.54507265,19.15426225,0.719827975,12.677167,12.79183335,13.429,13.429,13.429,0.11658705,0.0523400249999997,0,-0.153374,2.0970695,363.456936275,369.19168415,0
1,4.25,513.51036695,12.84183395,3596.057932875,12.32782465,146.0478135,-0.54201325,22.476555375,56.95214625,6.242600025,0.46268445,0.0120015,1.124093325,0.587117225,102.87325,99.3,11.962,3.7337748,19.27071275,0.71207865,12.61716635,12.808,13.34166665,13.34166665,13.34166665,-0.422338700000009,0.0523400249999997,0,-0.118864625,1.8589745,361.68111275,368.9459251,0
1,4.75,512.1767887,12.91404475,3684.5050998,10.3766194,120.4045525,-1.1289626,14.4691531,48.965540525,5.354542925,0.3998968,0.0184407,1.06113185,0.5135523,102.87725,99.48,11.7595,4.1189815,19.281678275,0.783234750000001,12.57416665,12.7799997,13.30016665,13.30016665,13.30016665,-0.718646350000003,0,0,-0.169989625,1.91544575,361.769866525,368.8814427,0
1,5.25,507.6172481,12.74143575,3768.7834853,4.495961425,70.70123525,-1.375185775,18.75496675,47.1072525999999,5.61803555,0.40279205,0.002964,0.84006135,0.514065975,102.860625,99.6,12.2585,4.96369804999999,18.8460028,0.722013775,12.527833,12.755,13.2575,13.2575,13.2575,-1.19550695000001,0,0,-0.153374,1.85744825,360.05247515,368.28052445,0
1,5.75,516.820266175,12.975401775,3834.686681225,11.617683175,64.0134472,-1.606846325,17.85427105,51.6000624999999,5.658709375,0.4304649,0.005197575,0.884988425,0.56583325,102.871375,99.36,11.7755,4.37021539999999,19.051089625,0.5957653,12.48533335,12.73766635,13.22183365,13.22183365,13.22183365,-0.951292450000002,0,0,-0.118864625,2.014652,357.7332648,367.58427175,0
1,6.25,527.1021144,13.1373604,3778.463878375,7.13318259999999,129.15002,-1.804850175,21.465882,52.8798323749999,6.45633715,0.40362325,0.0099923,1.067067925,0.57670575,102.88725,99.58,11.6175,3.72882794999999,19.003946675,0.60575335,12.399,12.72883365,13.18283335,13.18283335,13.18283335,-0.524464525000001,0,0,-0.0677403000000001,1.7918195,356.748974175,366.7713133,0
1,6.75,527.72850325,12.98628975,3773.69455425,3.329474075,83.5239936,-2.176873475,13.961803875,50.717921125,7.102378275,0.414284925,0.00548275,0.874900825,0.5110916,102.89675,99.6,11.4475,3.9289351,19.131504225,0.632085025,12.24733335,12.69283335,13.147167,13.147167,13.147167,-0.637971525000002,0.30172385,0,-0.102249,2.136752,355.067303075,366.6668472,0
1,7.25,522.51013415,12.73317795,3685.248696725,6.90643227499999,59.5795155,-2.497345,18.3570037,47.2452222,6.747778875,0.442423425,0.00746895000000001,0.970919875,0.509917925,102.919375,99.56,11.4745,3.83892285,19.062357475,0.6078626,12.04666665,12.57816665,13.07683365,13.07683365,13.07683365,0.829790299999999,15.42795565,1.076555,5.0805212,2.353479925,356.679368475,366.22821785,13.64406775
1,7.75,535.73868395,13.16119685,3875.15057295,3.279515275,108.463524725,-2.731901,33.6265147,64.28058575,6.52932525,0.41722495,0.010968975,1.08267435,0.4959556,102.914,99.66,11.772,3.8481522,19.26790885,0.74324,12.047833,12.4510003,13.0034997,13.0034997,13.0034997,20.025603225,86.699507,5.24521545,46.8366566,4.029304,357.467610825,366.72353645,81.28329315
1,8.25,522.01512175,13.16175835,3767.175331,8.921215,99.4721447999999,0.207743799999954,22.7972728,52.6618016999999,6.347274125,0.48019635,0.001013375,1.060017975,0.59207075,102.944125,99.66,11.8135,4.10249415,18.509556775,0.717133899999999,12.3109997,12.3704997,12.9144997,12.9144997,12.9144997,98.3462214249999,257.361452825,12.01255965,150.29013295,8.589743425,358.098842875,367.61016215,180.79903115
1,8.75,524.4989435,13.1847795,3907.645776,8.11050565,204.4384845,9.27595660000002,29.631272825,60.3790734,7.83542935,0.471515275,0.012246925,1.238481625,0.598666325,102.997375,99.66,11.606,4.4741105,18.38975475,0.855250625,12.589667,12.485667,12.8385003,12.8385003,12.8385003,168.9686782,471.4162566,23.313396775,239.739263925,13.357753475,360.043689025,368.94833765,253.5290558
1,9.25,518.5133855,13.37265475,3891.5647925,7.557806,138.880796175,21.292247725,38.87680225,75.4847126,7.2061786,0.4622027,0.00177475,1.097699875,0.6357838,103.015375,99.7,11.9925,6.69280524999998,18.685183475,0.8437352,12.61816665,12.6455,12.817167,12.817167,12.817167,244.50616425,647.475369,31.1004785,329.00434545,19.3528695,359.287410525,371.4313915,337.645278
1,9.75,512.72501975,13.17165075,3921.4500018,7.48346977500001,105.910413975,38.163699,63.2483858,104.4221872,7.41708492500001,0.5128542,0.00489299999999997,1.287909225,0.764481075,103.012125,99.66,12.6655,6.92984524999998,19.4464123,0.7491587,13.07083365,12.63166635,12.81466635,12.81466635,12.81466635,329.345969575,812.869458,43.124999925,416.0020449,26.6483515,361.425501375,376.301907,407.9237287
1,10.25,506.8008778,13.126721,3776.829231925,3.607904275,86.7429684,62.243732225,86.2788729999999,139.939555625,7.49304845,0.52576245,0.01678105,1.2209049,0.6661596,103.02425,99.7,13.3665,7.28585619999998,20.66549135,0.833673599999998,14.0909997,12.88766635,12.90666635,12.90666635,12.90666635,368.6674589,947.9495071,59.94617245,483.1927406,33.2875455,361.258534525,385.39540295,451.05326875
1,10.75,505.890857,13.483876725,3766.098892,9.9942339,217.12355845,78.7614906,108.48644735,156.6924739,8.135253975,0.55251485,0.00803385,1.13720435,0.6884632,103.015125,99.7,14.82875,7.757816,21.367159525,0.81654985,15.535167,13.416,12.9910003,12.9910003,12.9910003,420.163155325,1062.099753975,53.5316982,526.9299594,38.93925525,362.632555775,392.717590525,487.33050875
1,11.25,494.10610365,13.26816505,3661.0199335,7.82696185,106.996939275,102.125060375,95.8955235,171.54931395,8.22207775,0.5438814,0.012713475,1.177627475,0.737407075,102.982,99.44,15.3625,9.163300125,21.7615474,0.705846875,16.54966665,13.8700003,13.10616635,13.10616635,13.10616635,460.732284825,1147.0443348,64.0909092,576.0991817,42.5885228,369.3841933,397.1017518,500.62953985
1,11.75,490.1097498,14.0632245,3601.080628775,4.86450239999999,135.2411146,113.2144025,99.873806675,208.7808537,7.49143535,0.557794375,0.00128054999999999,1.262662,0.767544025,102.943,99.44,15.4645,10.0469146,22.21633785,0.7356354,16.711833,14.6164997,13.2585003,13.2585003,13.2585003,483.51157695,1198.7684728,80.3110046,613.3307774,50.7203908,364.766912125,400.6283876,566.5799031
1,12.25,475.58168595,14.17977275,3134.840292675,4.86040119999999,78.997987625,114.0958245,126.1646175,218.72311395,8.7193693,0.4944994,0.00159249999999999,1.3489254,0.7276867,102.91285,99.45,16.092,11.0468789,22.7774763,0.77323575,17.2245,14.9530003,13.4439997,13.4439997,13.4439997,472.983068975,1214.2857144,109.5933016,618.1237217,67.6068374,365.141435775,405.9305118,537.518159375
1,12.75,470.7099092,13.7101228,3105.1409625,5.0560875,98.775934625,112.1820508,120.201422,217.665775475,8.34923029999999,0.5011063,0.0229336,1.2978814,0.6966185,102.86295,99.4125,16.766,11.784032,23.0064913,0.728886,17.66233335,15.50316665,13.65216635,13.65216635,13.65216635,468.5554435,1203.571428425,135.72069395,620.053681175,77.75641015,368.830904625,410.7627405,530.753632375
1,13.25,463.966894,14.30107855,3072.110875,5.09090309999998,83.87417425,109.117150925,111.3903934,204.5104775,8.3425486,0.462005,0.00640139999999998,1.3916106,0.654505699999999,102.8211,99.45,17.593,12.57742415,23.3527913,0.6318845,18.23133365,16,13.9020003,13.9020003,13.9020003,445.30270455,1162.561576,145.5622006,589.8389571,78.931624,367.478809075,415.7466089,492.4213071
