DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,FC,NEE,H,LE,USTAR,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A
1,0.25,13.37064,4.98424,1.64724,0.71936,96.29416,104.0287125,10.82168,2.26182,595.42031,4.8943925,1.207915,1.207915,22.6404625,3.6804775,1.1788075,1.628605,264.087825,262.388225,0.032,0.0404025,-2.9201625,-2.7701,-1.065855,-2.76501,-4.0960875,-4.282095,-4.3445,-4.24088,-7.96762,-4.88271,-9.86366,-8.14410500000001,-5.32115,-5.75796,-6.88221,-7.424365,-4.30876,0,-7.38149,-3.85608,-4.23772,-5.99449
1,0.75,13.7173525,2.8854275,1.434525,0.694259999999999,94.28748,104.0609475,10.58648,0.711399999999999,590.131525,4.4756725,0.684465,0.684465,5.4584725,6.46369,1.58292,2.1662325,263.8215,263.370525,0.024525,0.0614799999999999,-3.0304225,-2.7679675,-1.2222725,-2.675615,-4.10116,-4.28533500000001,-4.3479025,-4.2448325,-7.985065,-4.8963,-9.85228,-8.15374,-5.31919,-5.75662,-6.88262,-7.426545,-4.309845,0,-7.38891,-3.8645,-4.22932,-5.99535
1,1.25,13.3005375,2.9675575,1.57244,0.550509999999999,94.6672625,104.090975,10.8942,2.797175,598.2020125,4.37442,0.8063,0.8063,55.82198,13.3007725,0.801159999999999,1.927645,262.98595,262.9861,0.0125925,0.0392,-3.02076,-2.58822,-1.302755,-2.75315,-4.1054725,-4.29088,-4.3514625,-4.2492575,-7.996645,-4.8972,-9.86416,-8.17328500000001,-5.31833,-5.75961,-6.882705,-7.435705,-4.31752,0,-7.394395,-3.85952,-4.23574,-5.997675
1,1.75,13.1779825,2.394445,2.0511425,0.553095,95.75664,104.117855,11.70363,2.4743,609.90475,4.33117,0.88225,0.88225,25.8643000000001,4.412645,0.679365,2.3828375,257.560625,263.086275,0.015555,0.0670200000000001,-3.03493500000001,-2.6067425,-1.3079,-2.69053,-4.1093675,-4.299175,-4.3581125,-4.2555325,-8.003875,-4.893025,-9.86587,-8.18481500000001,-5.31764,-5.76236,-6.88504,-7.44385,-4.32362,0,-7.395955,-3.86402,-4.23332,-6.00318
1,2.25,13.65675,2.839075,2.932275,0.738075,95.4515649999999,104.1447375,12.069025,2.51354,606.38246,4.2203425,0.97664,0.97664,0.9438875,70.0556375,1.9014375,1.7917075,263.386225,263.20865,0.02,0.027045,-2.976325,-2.5911475,-1.2214725,-2.6347425,-4.11353,-4.31315,-4.3705575,-4.2657125,-8.018455,-4.89137,-9.86088,-8.18464500000001,-5.31763,-5.75987,-6.882585,-7.449495,-4.317905,0,-7.392055,-3.86912,-4.24032,-6.00507
1,2.75,13.593175,2.618525,3.36294,0.641280000000002,91.4435925,104.1625675,11.9903975,2.42955,594.734315,4.1604225,0.817975,0.817975,13.57008,3.3818925,0.6162,1.1941,265.794575,263.66545,0.0207,0.0738274999999999,-3.06926,-2.5562625,-1.25754,-2.6504475,-4.1156775,-4.3201125,-4.3818975,-4.2725625,-8.016745,-4.890145,-9.86396,-8.18279500000001,-5.324055,-5.76008,-6.88652,-7.455405,-4.336245,0,-7.41246,-3.87222,-4.2404,-6.007875
1,3.25,13.720085,2.4094375,2.06881,1.031025,91.928145,104.183275,10.6521025,1.269575,594.708745,4.298545,0.9365025,0.9365025,22.35494,6.141245,0.696685,1.679535,261.5692,262.818425,0.0240799999999999,0.02705,-2.88991,-2.323415,-1.3075075,-2.5728175,-4.1197175,-4.3307125,-4.3931925,-4.2812025,-8.04296,-4.888675,-9.87762,-8.170575,-5.32053,-5.76693,-6.886345,-7.45304,-4.336285,0,-7.397,-3.86516,-4.24104,-6.0108
1,3.75,14.3538,2.872075,3.55549,0.75332,92.2879,104.20802,10.34095,2.84255,595.18754,4.284385,0.920007499999999,0.920007499999999,14.1667,1.76548,1.3083675,2.45872,260.7495,262.5524,0.0214325,0.0427799999999999,-2.82678,-2.51392,-1.2846575,-2.4729325,-4.12620500000001,-4.34341500000001,-4.4024125,-4.2906825,-8.04437,-4.903575,-9.88119,-8.172345,-5.32096,-5.76081,-6.88599,-7.454745,-4.333295,0,-7.40415,-3.87564,-4.2426,-6.011095
1,4.25,14.17966,2.9777,1.9642375,0.587979999999999,91.87727,104.2173325,10.13692,2.1969725,593.253155,4.2873,3.19266,3.19266,27.69578,6.95213999999999,1.17071,1.747835,259.1035,261.2266,0.019775,0.0266975,-2.615745,-2.3522825,-1.25694,-2.4367675,-4.14054,-4.35623500000001,-4.4098225,-4.30218500000001,-8.04559,-4.903555,-9.86601,-8.16745500000001,-5.31864,-5.765735,-6.8857,-7.471885,-4.329605,0,-7.412765,-3.87636,-4.24744,-6.015855
1,4.75,13.7182225,3.48646,1.3212625,0.71572,93.51237,104.2429775,9.64627749999999,1.81936,590.6994875,4.28905,3.7588625,3.7588625,44.8686625,6.36980500000001,0.803779999999997,1.7057,259.3082,261.780375,0.0249,0.0372,-2.92371500000001,-2.34580250000001,-1.47468,-2.43035000000001,-4.15542,-4.364555,-4.4132375,-4.311085,-8.065945,-4.899005,-9.866675,-8.154555,-5.322105,-5.772445,-6.88542,-7.46965,-4.341865,0,-7.40896,-3.87552,-4.24874,-6.0183
1,5.25,13.1059825,3.0671925,1.829605,0.4852325,90.75215,104.245945,9.31875999999999,1.6563,587.47366,4.7225,2.473615,2.473615,12.7432,2.6313625,2.316625,2.13965,263.534375,260.77655,0.0274,0.026645,-2.8094225,-2.26262250000001,-1.250345,-2.3857475,-4.16860250000001,-4.3684925,-4.415475,-4.3175375,-8.06495,-4.91057,-9.863395,-8.15533500000001,-5.32686,-5.77095,-6.88661,-7.483055,-4.346225,0,-7.41324,-3.87806,-4.2486,-6.02281
1,5.75,12.74492,3.04622,2.6180275,0.438855,83.8255375,104.25811,10.00393,1.02628,590.72326,4.9663,4.541325,4.541325,61.8893925,9.06008,1.7956775,1.796855,263.33745,259.712875,0.0221499999999999,0.0331499999999998,-2.724115,-2.1479975,-1.41379,-2.2775,-4.17644750000001,-4.3738125,-4.4168625,-4.32240750000001,-8.09097,-4.918245,-9.86173,-8.15513000000001,-5.327515,-5.77112,-6.889855,-7.486925,-4.361255,0,-7.409825,-3.87522,-4.2538,-6.02467
1,6.25,12.586915,3.172625,1.8011875,0.3946,81.54078,104.257545,9.96794,0.391875,590.28858,4.8929,0.940217499999999,0.940217499999999,13.0198625,11.70234,1.3869125,1.679725,264.485825,259.41325,0.0199,0.0810100000000001,-2.68661,-2.17667500000001,-1.4185625,-2.37763500000001,-4.18022750000001,-4.37978,-4.41838,-4.3261625,-8.09032,-4.9071,-9.84861,-8.15347000000001,-5.332635,-5.775985,-6.888745,-7.491495,-4.358635,0,-7.40794,-3.88208,-4.25506,-6.03082
1,6.75,11.867675,3.2556625,4.30341,0.409365,81.1487025,104.262955,9.68906499999999,2.40705749999999,591.9650975,5.141255,4.75687,4.75687,61.7069399999999,9.94325,0.67358,2.4946175,267.052875,261.182275,0.022525,0.05585,-2.857005,-2.33033000000001,-1.5370675,-2.3728375,-4.18395500000001,-4.39192000000001,-4.4193675,-4.3317525,-8.10479,-4.912225,-9.83547,-8.145395,-5.333725,-5.788555,-6.88811,-7.490745,-4.35981,0,-7.399235,-3.88796,-4.25726,-6.03213
1,7.25,11.997575,2.763005,1.886665,0.583079999999996,81.69176,104.2521475,8.632875,2.621565,585.393565,5.159,4.5051175,4.5051175,75.9378625,37.72552,0.767579999999999,2.3067,266.287425,262.21965,0.02415,0.0354375,-2.95200750000001,-2.2502775,-1.50014,-2.32012500000001,-4.1897875,-4.40499250000001,-4.427085,-4.3406025,-8.11838,-4.9129,-9.82351,-8.14625,-5.32852,-5.781915,-6.886745,-7.490665,-4.359675,0,-7.402895,-3.88922,-4.25088,-6.035285
1,7.75,12.1864075,2.6238525,2.03725,0.584322499999999,81.39664,104.3081425,9.317795,0.697709999999999,585.675,5.2041975,2.83287,2.83287,25.22158,20.787515,0.935800000000001,1.4038,264.97945,265.91795,0.0222125,0.0612,-2.793305,-2.29755,-1.3321525,-2.39655,-4.20668750000001,-4.40569500000001,-4.4382375,-4.3501875,-8.1362,-4.91894,-9.834635,-8.12632,-5.331715,-5.7919,-6.88854,-7.51185,-4.37594,0,-7.41513,-3.88636,-4.26046,-6.039715
1,8.25,12.781075,4.56754,3.19069,1.3881075,84.686185,104.3104125,9.17600499999999,1.1129,585.26353,5.185605,3.145425,3.145425,34.3394875,5.3994675,1.347005,1.598275,265.198075,266.634375,0.0276499999999999,0.0591,-2.85687,-2.3489725,-1.2632625,-2.53229000000001,-4.22367000000001,-4.40165500000001,-4.446695,-4.357345,-8.14413,-4.9196,-9.81008,-8.12798,-5.33936,-5.78867,-6.892805,-7.51973,-4.376375,0,-7.399575,-3.89656,-4.2612,-6.0462
1,8.75,13.65125,3.6346125,2.21996,0.812205000000002,89.85939,104.3158475,10.25248,1.4778125,585.8822225,5.174885,5.1493125,5.1493125,27.17315,16.4179375,1.44605,1.605525,266.5398,268.377825,0.034275,0.05167,-2.9498825,-2.28109,-1.277695,-2.494505,-4.23591250000001,-4.40070750000001,-4.4474075,-4.36134250000001,-8.15536,-4.915125,-9.807955,-8.116725,-5.33854,-5.79426,-6.897535,-7.519295,-4.37956,0,-7.40456,-3.89468,-4.26634,-6.048825
1,9.25,12.749075,3.417275,3.3243,0.729880000000001,84.25668,104.32533,10.491045,0.445142499999999,573.8506475,5.21781,0.736075,0.736075,29.8354074999999,16.031585,1.788685,1.723825,265.933375,268.311525,0.023375,0.0437699999999999,-3.02191,-2.3753925,-1.4737725,-2.4680775,-4.23561750000001,-4.40469250000001,-4.4503675,-4.36354,-8.16172,-4.92156,-9.801095,-8.11597,-5.34182,-5.792195,-6.90248,-7.5303,-4.389385,0,-7.41169,-3.89328,-4.25936,-6.048285
1,9.75,12.4798,3.293425,2.23076999999999,1.212035,87.6276724999999,104.29453,10.549025,0.61784,581.9063275,5.21355,1.674975,1.674975,48.62309,6.52065,1.28866,1.758215,264.51475,268.38205,0.02,0.0938174999999995,-2.90363,-2.33061500000001,-1.3888075,-2.51562500000001,-4.23593500000001,-4.41474250000001,-4.453285,-4.36798250000001,-8.176595,-4.92049,-9.802355,-8.12075,-5.33976,-5.793155,-6.910435,-7.52874,-4.389875,0,-7.408365,-3.8993,-4.26544,-6.055575
1,10.25,12.01564,3.357085,2.9614125,0.648339999999998,87.55451,104.2934325,10.09879,0.30026,586.32456,5.115275,2.67614,2.67614,63.91703,6.5679,1.17072,3.415955,265.73295,267.89245,0.1228375,0.373795,-2.99939,-2.58150000000001,-1.435655,-2.68923500000001,-4.23794500000001,-4.42506750000001,-4.4546075,-4.37254000000001,-8.18845,-4.92537,-9.80794,-8.10827,-5.341345,-5.808645,-6.91843,-7.54017,-4.400575,0,-7.408305,-3.90146,-4.26562,-6.05841
1,10.75,12.50875,3.125,3.62782,0.932339999999999,88.2815725,104.295705,9.81453999999999,1.3038575,587.50974,4.70233,7.26026000000001,7.26026000000001,124.21499,22.0563,1.86372000000001,1.80376,261.012725,267.2594,0.86172,1.027985,-2.96587000000001,-2.4245725,-1.295085,-2.59821750000001,-4.24781000000001,-4.44620000000001,-4.4567425,-4.38357000000001,-8.19153000000001,-4.92588,-9.80112,-8.10283,-5.34653,-5.79893,-6.92051,-7.55108,-4.398295,0,-7.40176,-3.8992,-4.27116,-6.06234
1,11.25,12.372135,3.6149375,2.22453,0.661519999999995,94.68736,104.327275,9.27317999999999,0.3799,588.048045,4.624265,3.3294625,3.3294625,39.29425,6.943,2.599755,1.757295,259.770075,265.00315,3.24723,4.030055,-2.9780225,-2.6301725,-1.2146525,-2.61413000000001,-4.26852750000001,-4.45877500000001,-4.4591175,-4.39544000000001,-8.199905,-4.93469,-9.81383,-8.09964,-5.341355,-5.81388,-6.927325,-7.55113,-4.40809,0,-7.411025,-3.89954,-4.27626,-6.065655
1,11.75,12.5581,2.879435,3.86772249999999,1.33653749999999,87.2173499999999,104.30211,7.9805,2.0803275,591.633425,4.7039175,3.74711,3.74711,49.3254599999999,30.7003,0.8686825,3.95158,261.641825,265.2441,7.732845,9.451135,-2.8114275,-2.34207750000001,-1.3254125,-2.57609500000001,-4.27454500000001,-4.46484000000001,-4.4644,-4.40124250000001,-8.22067500000001,-4.927605,-9.824725,-8.093645,-5.342465,-5.817275,-6.93574,-7.558895,-4.40886,0,-7.39667,-3.90734,-4.2773,-6.070825
1,12.25,12.343435,4.02463,2.38177,0.795625000000001,87.4153449999999,104.27948,8.12769,1.8979225,587.46694,4.6769,4.1211625,4.1211625,19.2549025,8.03929749999998,2.19547,6.3887075,258.6519,266.4567,12.9829525,16.68264,-2.96420000000001,-2.58181250000001,-1.44582,-2.61529250000001,-4.27447750000001,-4.46609500000001,-4.471995,-4.40422250000001,-8.22910500000001,-4.92842,-9.827275,-8.106915,-5.35156,-5.82323,-6.94363,-7.574825,-4.419505,0,-7.402465,-3.91358,-4.27998,-6.0761
1,12.75,12.284285,2.976945,2.2688,0.876255000000001,86.3269249999999,104.229255,8.93530499999999,0.9346,589.11078,4.8156,5.0978375,5.0978375,61.78962,60.8303199999999,3.17987499999999,10.497275,262.775625,268.254975,18.826375,22.41242,-3.04893250000001,-2.5807425,-1.3063825,-2.4961975,-4.26952250000001,-4.46670500000001,-4.48011,-4.40546500000001,-8.242185,-4.930845,-9.8428,-8.12767,-5.348215,-5.827925,-6.947725,-7.579035,-4.41583,0,-7.392945,-3.91618,-4.27948,-6.08189
1,13.25,11.67036,3.20804,2.88032000000001,1.54469,85.8887849999999,104.20844,8.48706249999999,1.0205925,589.99635,5.229665,0.5996175,0.5996175,21.472615,89.41671,1.359055,14.65889,266.4159,269.355825,23.259695,26.99939,-2.93661,-2.58313500000001,-1.2607675,-2.5590775,-4.27027250000001,-4.47954250000001,-4.4881725,-4.41265750000001,-8.25211500000001,-4.931535,-9.857575,-8.13705,-5.349335,-5.826885,-6.954285,-7.584655,-4.425055,0,-7.401455,-3.91302,-4.27684,-6.083605
