DOY2,HR2,FC,LE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.291783929335234,-0.671391857123151,0.134314812475003,-32.0879154060654,0.387737061237336,417.533326698188,1.7860889315371,419.175875371298,3.22630650633625,419.877949813008,417.779301465612,2.61605100893374,421.462299360406,421.321027819165,3.13144143129708,420.923377807149,3.27821638598128,422.663114984366,3.37088664279434,420.987143305428,427.645050374051,3.86225282315389,425.611531914166,2.69855253591116,-0.847129036176909,0.0855093692676611,1.2125,0.8325,0.2875,0.2875,0.22,-0.95955,-1.0535,-1.935825,-2.07605,-2.416275,-3.097325,-1.449475,101.23365,48.25,1.28775,-0.6075,-1.4475,-1.4925,-1.51,-2.3925,0.1,-3.92,0.9,0.1675,226.35,306.1,269.775,298.95,-0.515,0.23,-0.07,0.00750000000000001,0.26,-0.1625,-0.275,-0.1375,-0.0125,-0.24,1.69275,2.126,3.84575,4.745,5.40125,6.295,8.3225,10.09425,10.81,2.12525,3.02375,4.11075,4.5695,5.5305,5.95925,7.886,9.912,10.85975,2.569,3.43825,4.36175,4.8225,5.4915,6.13,9.208,11.019,11.822,1.12175,1.907,2.82675,3.99075,4.86675,5.53925,7.87775,10.296,11.068,0.43575,1.17125,2.67125,3.74975,4.8245,5.585,7.737,9.88325,11.00125,-16.5225,-12.132,-17.778,-82.78
1,0.75,0.257398070375726,-0.738813198346322,0.130403608668975,-28.7792352718655,0.353594895639584,417.665293348756,2.13047260638919,419.688539062534,3.3273488135391,420.169070529139,417.240687570303,2.64425635219759,420.179393292147,420.792941382491,3.2593367607331,420.216024753632,3.36543764420199,421.82307566696,3.52022151234928,423.805810112027,427.542228553097,3.90647012884014,428.616932039373,2.76223414834686,-1.13593073175131,0.0963038481441231,1.23,0.8425,0.34,0.28,0.21,-0.977125,-1.327,-1.899075,-2.160725,-2.460575,-3.352025,-1.5338,101.209805,48.375,1.274875,-0.7425,-1.6325,-1.6025,-1.58,-2.565,0.175,-3.855,1,0.1775,225.4,306.175,269,297.725,-0.5275,0.2225,-0.07,1.38777878078145e-17,0.27,-0.1675,-0.245,-0.1275,-0.02,-0.24,1.51925,2.06925,3.78825,4.72925,5.40425,6.29375,8.32075,10.093,10.80825,2.06125,2.95,4.07575,4.5945,5.522,5.961,7.8855,9.906,10.8585,2.527,3.3845,4.34725,4.812,5.50275,6.12525,9.208,11.016,11.82,1.10925,1.87825,2.83675,3.986,4.86475,5.54175,7.87475,10.29475,11.067,0.35975,1.13275,2.646,3.728,4.819,5.58025,7.7055,9.8815,10.9995,-16.552,-11.989,-17.75275,-85.895
1,1.25,0.298998909923789,0.14266044952267,0.121685913643603,-29.797222181763,0.367085892282953,418.05832685282,2.54036727482066,419.205932906578,3.39748405510999,419.26218694008,417.376393039132,2.59486834346977,420.895411478131,420.437012172197,3.33929933029333,420.3021210658,3.34532523894414,421.535951795777,3.53779560457195,420.012884616123,427.634237098899,3.95028821947309,424.402039956438,2.62470290422146,-1.18433888215264,0.08576374053,1.215,0.81,0.35,0.3175,0.21,-1.231975,-1.351,-1.952075,-2.24375,-2.515325,-3.57805,-1.69515,101.18913,49.095,1.1532,-0.525,-1.6575,-1.645,-1.78,-2.7675,0.2,-3.9175,0.9,0.145,225.475,305.475,267.875,296.95,-0.5175,0.23,-0.07,-0.00249999999999999,0.27,-0.15,-0.2475,-0.1725,-0.02,-0.24,1.3745,2.00175,3.742,4.74125,5.40975,6.2935,8.31875,10.092,10.80725,2.02075,2.895,4.023,4.61725,5.5215,5.956,7.8845,9.9045,10.8575,2.4925,3.3315,4.35275,4.81825,5.51475,6.121,9.207,11.014,11.818,1.11975,1.85675,2.85825,3.95775,4.86075,5.543,7.87175,10.293,11.066,0.2985,1.0635,2.57425,3.706,4.8145,5.57525,7.703,9.8795,10.9985,-16.2445,-12.12375,-17.89125,-86.3875
1,1.75,0.313479276128352,-0.227767572316289,0.152366814663077,-28.8790205463889,0.385007573681773,418.331978994952,2.12619272115775,418.835347200191,3.08563117597075,419.949557246525,417.797194911769,2.49507976309531,420.183088877723,419.229485346419,2.98793898263022,420.197297102691,3.12737647837221,422.485173993465,3.42499246525414,423.461166244639,427.119469990346,3.62450157524882,431.053835895545,2.81579574144607,-1.15201093389688,0.0838087506852958,1.1975,0.765,0.2675,0.29,0.21,-1.10725,-1.195,-1.826625,-2.29285,-2.540025,-3.703975,-1.614975,101.18336,50.16,1.166,-0.5975,-1.73,-1.71,-1.7675,-2.825,0.1,-3.885,0.8,0.17,225.65,304.975,267.075,296,-0.5325,0.23,-0.07,-0.00499999999999999,0.26,-0.1575,-0.255,-0.155,-0.02,-0.24,1.2965,1.93975,3.70525,4.7495,5.4095,6.291,8.31725,10.09075,10.80525,1.981,2.8855,3.97875,4.623,5.52075,5.956,7.88325,9.903,10.85575,2.46075,3.29425,4.37975,4.83875,5.51325,6.116,9.208,11.011,11.816,1.12175,1.77475,2.8805,3.93025,4.8575,5.547,7.869,10.292,11.06475,0.245,1.02075,2.5285,3.67725,4.81125,5.5705,7.67075,9.8785,10.99675,-16.442,-12.3205,-18.015,-87.105
1,2.25,0.417192234207445,0.329962889374193,0.145432143060956,-31.410593576728,0.397520842345664,418.832349173371,1.83731533392054,419.327635461325,3.24860530318417,421.111030958115,417.467502915406,2.81595220104378,422.008421666145,420.923979251754,3.27867016210224,420.710358859189,3.32593402196627,423.704348785683,3.49961349682459,420.959536616796,426.795715444023,3.74061204990018,424.093391048137,2.76825419551265,-1.19433618708424,0.0784864309482141,1.135,0.795,0.2975,0.28,0.22,-1.1547,-1.177,-1.94495,-2.481,-2.591425,-3.831225,-1.756975,101.1871275,49.92,1.2498,-0.6,-1.8175,-1.7125,-1.7225,-2.92,0.2,-3.7975,0.9,0.22,227.325,304.875,269.025,296.375,-0.5225,0.23,-0.07,-0.00249999999999999,0.27,-0.1475,-0.2375,-0.125,-0.02,-0.24,1.23775,1.9125,3.673,4.73275,5.4105,6.285,8.31625,10.0895,10.8035,1.94,2.84175,3.93925,4.60625,5.52,5.9615,7.88225,9.9065,10.85475,2.4785,3.27025,4.3765,4.847,5.50375,6.111,9.208,11.009,11.814,1.07975,1.74675,2.872,3.91475,4.85375,5.5485,7.86625,10.291,11.06375,0.2545,1.027,2.50325,3.659,4.808,5.565,7.6985,9.87675,10.99575,-17.094,-12.5035,-17.825,-84.38
1,2.75,0.290837296526931,0.267369913604553,0.157744918704488,-35.1525792900994,0.399415538240189,419.001745883758,1.85969896470684,419.28139300167,3.10475564312115,420.62468551651,418.268667011977,2.62134462707516,421.062205747692,420.843784648911,3.01277114662345,421.368915912993,3.23522228212054,424.085916114805,3.20621635359957,427.152029249844,426.320337187389,3.55590652436089,427.667516928681,2.6533263149677,-1.28078856650142,0.0888874044097863,1.1675,0.7675,0.3275,0.28,0.22,-1.2357,-1.31,-2.0176,-2.438625,-2.658075,-3.913075,-1.9615,101.1938725,52.0525,1.21315,-0.805,-1.7175,-1.7425,-1.795,-2.9575,0.175,-3.895,0.875,0.1475,227.075,305.05,269.125,296.65,-0.5175,0.23,-0.07,0.00250000000000002,0.2675,-0.1625,-0.2425,-0.1225,-0.0175,-0.24,1.22075,1.882,3.63875,4.7435,5.40875,6.27975,8.315,10.08825,10.8025,1.898,2.802,3.90375,4.571,5.5175,5.9565,7.881,9.90525,10.85375,2.40725,3.24075,4.33875,4.81225,5.49325,6.10675,9.208,11.006,11.812,1.00875,1.7365,2.828,3.91025,4.84975,5.5425,7.86325,10.29,11.062,0.23875,0.986,2.49425,3.64475,4.80575,5.56025,7.696,9.87475,10.994,-16.82975,-12.486,-17.38725,-87.87
1,3.25,0.540884518122085,0.62229434865126,0.150773559475976,-33.591774516656,0.408975555812712,419.328275808367,1.83568640970361,418.86712932398,3.12140880588912,420.210421399371,417.341253129268,2.79525895835494,421.352586803646,418.696317887063,3.1499449056853,421.169957711257,3.20170849093109,423.994628694981,3.29154621755662,422.100617058974,425.895509057024,3.54462563670756,421.935644492063,2.34122872843378,-1.38444271174717,0.078998809813646,1.23,0.7475,0.34,0.28,0.2175,-1.180075,-1.304,-1.9455,-2.5241,-2.76215,-3.87705,-2.2281,101.1928675,52.555,1.3175,-1.01,-1.915,-1.8025,-1.95,-3.11,0.1,-3.91,0.9,0.1375,226.475,305.275,270.3,295.675,-0.525,0.23,-0.0725,-0.00499999999999999,0.26,-0.1725,-0.27,-0.125,-0.02,-0.24,1.2375,1.8615,3.6015,4.73125,5.4055,6.2745,8.314,10.087,10.80075,1.85,2.76475,3.8835,4.53875,5.51425,5.9565,7.88,9.904,10.85275,2.3725,3.199,4.30175,4.78825,5.483,6.1025,9.206,11.004,11.811,0.92125,1.73675,2.8095,3.90375,4.84575,5.54175,7.86125,10.28875,11.061,0.17525,0.95325,2.4525,3.62875,4.7995,5.55725,7.72375,9.873,10.993,-16.99275,-12.8085,-18.34275,-86.075
1,3.75,0.287979297475859,0.13283135495842,0.149468819355048,-33.5632135124758,0.374284332515189,419.564356426869,1.97226874645171,420.152659950522,3.03314489063338,419.410295484142,417.746701210727,2.68677510729409,420.209714831186,420.483971425097,3.05105530379961,422.10559737248,3.12429613129708,424.599219124671,3.16446855389345,425.522479934011,427.375131284525,3.34807981622933,431.417303461546,2.58083190110218,-1.4692164068757,0.079974405357333,1.12,0.7675,0.3175,0.2675,0.21,-1.07445,-1.25025,-1.920925,-2.606975,-2.85275,-3.935025,-2.33935,101.158825,52.8075,1.2853,-0.7775,-2.055,-1.8975,-1.97,-3.165,0.1,-3.87,0.9,0.185,227.275,305.125,269.2,294.85,-0.5225,0.23,-0.08,-0.00499999999999999,0.2675,-0.1575,-0.2475,-0.1325,-0.0175,-0.24,1.236,1.87675,3.56625,4.70475,5.40125,6.286,8.31275,10.08575,10.79975,1.85375,2.72975,3.88325,4.50925,5.512,5.9545,7.87875,9.903,10.85175,2.37275,3.13175,4.26425,4.7655,5.47275,6.0985,9.202,11.002,11.809,0.859,1.7065,2.75325,3.8935,4.842,5.5365,7.8585,10.28775,11.05975,-0.00275,0.88575,2.40725,3.614,4.79075,5.5565,7.72075,9.87125,10.991,-17.2795,-13.094,-18.794,-84.73
1,4.25,0.49329603699797,0.24793889930847,0.148073652343496,-27.8031201639512,0.40091902671137,419.873929553976,1.99011286084498,419.588931705885,3.33418894748823,421.131703441741,417.792708943853,2.89061750450835,421.830658648903,418.797776726469,3.05194918579785,421.09810180492,3.08519704357976,424.145539195902,3.15168730593495,420.425022037383,427.05182574586,3.5082067490082,424.913271618083,2.37314035228801,-1.33414716543378,0.0798291891774545,1.1525,0.75,0.335,0.28,0.2175,-1.156025,-1.345,-2.192075,-2.576975,-3.0137,-3.9849,-2.296925,101.169465,52.6675,1.25195,-0.56,-2,-2.0825,-2.075,-3.18,0.1,-3.87,0.8,0.11,230.8,305.325,269.4,295.375,-0.5175,0.23,-0.08,-0.00499999999999999,0.27,-0.15,-0.2575,-0.12,-0.0175,-0.24,1.25025,1.86925,3.53075,4.672,5.3845,6.282,8.31225,10.0845,10.798,1.835,2.701,3.897,4.4825,5.51,5.952,7.8775,9.90175,10.85075,2.33975,3.06275,4.23025,4.73275,5.4625,6.0945,9.198,10.999,11.807,0.77525,1.68425,2.69825,3.87825,4.83225,5.5305,7.85575,10.28675,11.0585,-0.0705,0.823,2.358,3.6105,4.78275,5.55475,7.7185,9.86925,10.99,-17.16525,-12.895,-18.6735,-84.64
1,4.75,0.444831211167599,-0.427297004005733,0.137417870219314,-25.6521034407318,0.386512432625313,420.134324908954,2.40792026546013,419.04202905996,3.20446316014405,420.250674274611,417.62362100157,2.73712273588415,419.755405981205,419.42077132391,3.08218794342239,420.483070705329,3.09016265311908,424.448611704489,3.24408940087937,427.824016799248,426.995963539637,3.49971053809178,430.305445830189,2.43653932556743,-1.12730820273356,0.0779068535307589,1.075,0.735,0.33,0.2675,0.2,-1.184475,-1.36675,-2.1202,-2.527375,-2.94515,-3.997475,-2.42045,101.223425,52.775,1.2368,-0.5925,-2.06,-2.135,-2.16,-3.1675,0.1,-3.7825,0.8,0.135,227.425,304.475,269.075,294.9,-0.5225,0.24,-0.0725,-0.00249999999999999,0.27,-0.16,-0.2575,-0.125,-0.01,-0.24,1.256,1.86475,3.50625,4.6425,5.379,6.2775,8.311,10.08325,10.79675,1.83225,2.68225,3.904,4.4575,5.50925,5.9495,7.8765,9.9005,10.849,2.31725,3.005,4.1955,4.7005,5.4515,6.091,9.193,10.997,11.805,0.76225,1.659,2.6525,3.85775,4.817,5.5245,7.85325,10.285,11.05675,0.02725,0.863,2.31025,3.60325,4.77625,5.558,7.71625,9.8675,10.98825,-17.1755,-12.80075,-18.175,-82.735
