DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,TA,PA,RH,VPD,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,PPFD_IN
1,0.25,-0.00565,-7.712,16.70825,8.02325,2.51316,0.2607785,25.10915,22.89015,100.465,92.9104,6.32841,457.333,24.9919,0.681065,0.6170645,0.3271115,0.421747,0.008294362,0.2617328,0
1,0.75,-0.004435,-8.78375,16.84975,8.18275,2.5436825,0.261351,25.00355,22.62455,100.474,94.201125,5.941055,462.849,24.612125,0.726251,0.60471825,0.326132,0.41379275,0.008587331,0.2447704,0
1,1.25,-0.006335,-8.0965,18.5495,7.92475,2.47141,0.2724735,24.52585,22.39815,100.4705,94.707225,5.257985,458.932,24.22425,0.73452,0.6265605,0.338735,0.401453,0.00735920675,0.23935184,0
1,1.75,-0.00619,-7.7235,17.16475,7.8555,2.5276025,0.269665,24.138,22.117325,100.4615,94.364875,5.0196625,455.4125,24.1451,0.74857275,0.63369125,0.329677,0.3962685,0.0070654475,0.26271504,0
1,2.25,-0.00714,-6.9905,14.9775,7.34675,2.72194,0.2851815,23.86995,21.856125,100.4745,95.07125,4.95401,454.67725,23.9522,0.75964475,0.657841,0.36191425,0.383653,0.006972829,0.217667296,0
1,2.75,-0.00646,-7.328,11.545,7.309,2.55495,0.258026,23.6381,21.6692,100.46,95.6744,4.38003,458.17275,23.772575,0.747988,0.577128,0.336429,0.374662,0.0079263355,0.207430664,0
1,3.25,-0.0082875,-7.10675,11.152,7.41175,2.446325,0.25116475,23.6108,21.481375,100.46325,96.496,3.84585,457.74275,23.5314,0.70349175,0.60291725,0.31597625,0.35684375,0.0071868775,0.212295328,0
1,3.75,-0.0084725,-7.74625,13.413,7.489,2.4733025,0.264419,23.37715,21.342,100.4525,98.02565,3.74476,457.63,23.10895,0.723901,0.63454325,0.349254,0.3780345,0.006770075,0.213665648,0
1,4.25,-0.00654,-7.405,14.0595,7.538,2.519345,0.2562875,22.941125,21.15645,100.4605,98.130025,3.3095875,454.041,23.143875,0.71460075,0.61009825,0.339284,0.351023,0.007132586,0.207148872,0
1,4.75,-0.00948,-8.327,12.7515,7.383,2.45324,0.243848,22.9158,20.8371,100.464,98.428275,3.027765,454.66625,22.784125,0.720788,0.641805,0.333864,0.350977,0.006140977,0.202825,0
1,5.25,-0.00874,-8.827,10.56375,7.877,2.29216,0.261841,22.6977,20.8414,100.469,98.677525,2.951295,459.284,22.30445,0.756132,0.596676,0.331731,0.339458,0.0066707985,0.202306832,0
1,5.75,-0.0055075,-6.03275,10.6935,7.63725,2.3120025,0.24481425,22.688325,20.7094,100.475,99.2247,2.6513625,461.75225,22.539925,0.7665315,0.620655,0.3213265,0.322766,0.006861019,0.21593824,0
1,6.25,-0.00738,-7.377,15.056,7.10675,2.47831,0.252187,22.558,20.483,100.49,98.9525,2.87663,461.6315,22.2689,0.725424,0.63425,0.339202,0.304973,0.006803048,0.225064,0.25
1,6.75,-0.00775,-3.106,23.33375,4.47525,2.4007,0.271093,22.4093,20.7772,100.524,100,2.784065,457.78375,22.756,0.765928,0.651245,0.354653,0.314351,0.00658274425,0.25520936,36.5
1,7.25,-0.0175,4.9285,50.014,2.6415,3.01476,0.31882075,23.01715,21.2032,100.54925,99.5422,3.26605,448.17125,23.125,0.8607555,0.75345075,0.38106375,0.45611225,0.00751130825,0.40322688,116.75
1,7.75,-0.0389,22.54225,83.13025,-0.474,3.303945,0.354441,24.20465,21.966675,100.585,96.8896,4.2444325,436.982,23.58115,1.00773975,0.7904865,0.44796175,0.471705,0.006065293,0.46448024,273.25
1,8.25,-0.052975,39.04275,121.077,-3.64,3.502565,0.38921775,24.84255,22.487025,100.586,93.9681,6.10061,429.72,24.2488,1.028925,0.91796425,0.487767,0.46145875,0.004970459,0.5434464,427
1,8.75,-0.063625,62.8135,162.1675,-4.941,3.66936,0.4279175,25.70355,23.419975,100.59225,90.6072,7.8281475,422.8745,24.50085,1.1536575,0.978555,0.5275195,0.513139,0.004631329,0.63335104,637
1,9.25,-0.07635,94.5515,197.8845,-6.83625,3.8677,0.45322075,26.60075,24.3347,100.5865,87.13715,9.58342,416.237,24.53655,1.18902,1.0962225,0.5393905,0.58004125,0.004375773,0.71635872,882.5
1,9.75,-0.0862,119.372,243.17825,-8.066,3.95605,0.464644,27.3305,25.0621,100.58,83.68455,10.85965,411.9425,24.995475,1.25854,1.12703,0.550267,0.651563,0.0044251315,0.78057616,1213
1,10.25,-0.0855,148.417,282.41425,-9.22625,3.97402,0.463209,28.1983,25.946,100.584,81.185475,12.2056,407.401,25.215025,1.23932,1.16701,0.555094,0.717092,0.00427958125,0.87481912,1427.5
1,10.75,-0.0844,160.946,316.291,-10.833,4.1959425,0.4768375,29.002,26.800125,100.6015,78.9041,13.9984,406.2015,25.1776,1.24689,1.1899775,0.5606435,0.79432825,0.0045472,0.96429088,1573.75
1,11.25,-0.0879,177.333,363.78425,-11.721,4.11726,0.478976,29.7039,27.6901,100.583,76.222425,15.895875,402.8495,25.216775,1.24693,1.26786,0.569457,0.83945,0.0045864,1.02277952,1716.25
1,11.75,-0.0952,201.71025,373.442,-12.3445,4.1521825,0.491151,30.22655,28.159075,100.57725,73.201,17.76955,400.5695,25.2626,1.2852975,1.2561,0.584524,0.86464575,0.0045804755,1.0896928,1839
1,12.25,-0.09645,212.0025,406.837,-12.6655,4.14344,0.4806205,30.82475,28.8293,100.5765,71.3743,19.17925,399.9265,24.96685,1.285045,1.288535,0.578093,0.9318495,0.004469987,1.18099632,1910.5
1,12.75,-0.10453,225.598,422.246,-13.43875,4.18359,0.483883,31.4248,29.3516,100.575,69.0438,20.2697,398.914,25.1431,1.27894,1.31318,0.563331,0.952274,0.004606112,1.19618912,1954.25
