DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,TS_1_3_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1
1,0.25,-0.0127265,-5.98122,-0.589493,1.60226,0.9007065,0.0823434,7.665185,448.0505,7.680205,0.3764975,0.404027,0.08222905,0.2931525,101.645,7.75255,91.1879,-4.09221,-4.62714,-2.70528,-0.730759,-1.30672,309.01,1.65717,339.162,-0.0411552,-0.030069,10.1386,8.85897,9.19276,-24.4646
1,0.75,-0.0213236,-5.88677,0.353048,1.63886,0.9764815,0.08592555,7.300725,444.451,7.55974,0.396788,0.36208,0.0954872,0.290074,101.643,7.72587,91.675,-4.44263,-4.76193,-2.83627,-0.8121,-1.41483,308.563,1.5681,337.1,-0.0380333,-0.0339,10.1397,8.81633,9.206,-23.5015
1,1.25,-0.02650265,-5.47759,0.369093,1.47396,0.984148,0.104202,7.44301,445.2625,7.75685,0.421979,0.382212,0.0925677,0.270636,101.7,7.3548,91.76,-4.6616,-5.25353,-3.0198,-0.855367,-1.3317,309.38,1.55713,336.163,-0.0411667,-0.0321333,10.142,8.78933,9.219,-23.1927
1,1.75,-0.0244607,-5.81923,0.554949,1.48278,0.973076,0.10402,7.11859,450.088,8.09599,0.393804,0.404153,0.0962665,0.2614385,101.7,7.20443,92.4883,-4.79437,-5.55083,-3.19913,-1.08973,-1.45823,310.827,1.5187,335.967,-0.0402333,-0.0276,10.1453,8.78867,9.223,-21.8724
1,2.25,-0.0144079,-5.53369,0.9828475,1.48125,1.03054,0.0933825,7.17421,449.3365,7.48852,0.4168695,0.416273,0.114718,0.2736305,101.7,7.14557,92.55,-5.13257,-5.89183,-3.36437,-1.16947,-1.18527,305.21,1.5547,336.657,-0.0413333,-0.0292,10.1467,8.743,9.216,-20.7721
1,2.75,-0.0247896,-5.63307,1.562175,1.432975,1.14823,0.113588,7.30956,447.389,7.30781,0.46848,0.410027,0.124986,0.2460875,101.7,7.3112,92.4867,-5.31517,-6.18067,-3.6093,-1.3267,-1.14763,314.8,1.46633,338.033,-0.0396667,-0.0276,10.151,8.70033,9.22367,-18.2946
1,3.25,-0.0240852,-5.53175,1.743445,1.53154,1.09703,0.121513,7.22684,449.982,7.679195,0.458036,0.413008,0.115387,0.240379,101.7,7.39063,92.2333,-5.42723,-6.44837,-3.7747,-1.3947,-1.28887,315.3,1.44633,339.783,-0.0408,-0.0267333,10.1587,8.67267,9.23333,-18.835
1,3.75,-0.0240554,-5.86607,0.8612785,1.38921,1.13148,0.111345,7.3151,447.211,7.60867,0.443862,0.367457,0.115381,0.226929,101.7,7.7431,92.2233,-5.54207,-6.60627,-3.7456,-1.44183,-1.0754,305.087,1.51303,338.333,-0.0436333,-0.0273333,10.1617,8.65433,9.23933,-18.307
1,4.25,-0.0287598,-7.56389,1.080365,1.44437,1.07473,0.117689,7.551105,447.479,7.485695,0.4606615,0.4035405,0.1310955,0.225441,101.7,8.285,91.90665,-5.735,-6.61207,-4.15433,-1.5742,-1.2434,312.687,1.51793,340.127,-0.0418,-0.0276333,10.1573,8.61,9.24833,-18.4882
1,4.75,-0.0270132,-7.2369,1.83985,1.630385,1.35132,0.134882,7.29275,446.135,7.643955,0.511627,0.4002355,0.1546205,0.2327565,101.67,8.15583,91.60335,-5.87737,-6.61617,-4.4652,-1.89407,-1.089,314.713,1.5282,341.317,-0.0418,-0.0259667,10.1567,8.61233,9.251,-19.00105
1,5.25,-0.0211225,-7.262735,1.617605,1.5458,1.2271,0.116811,7.4313,447.202,7.51662,0.427711,0.44847,0.135805,0.212108,101.7,7.63347,91.17165,-5.8272,-6.6213,-4.54627,-1.8638,-1.23043,314.687,1.5673,341.003,-0.0398333,-0.0262333,10.157,8.57967,9.252,-20.345
1,5.75,-0.015217,-6.30755,0.949849,1.454585,1.140365,0.101423,7.13806,446.9745,7.48103,0.393367,0.449614,0.115577,0.231154,101.7,7.41017,90.815,-6.18503,-6.55423,-4.6484,-1.99373,-1.2203,308.35,1.45197,340.987,-0.0404333,-0.0246667,10.16,8.534,9.25433,-19.7183
1,6.25,-0.0143471,-6.622475,1.16897,1.26642,1.04045,0.1034365,7.07938,444.985,7.29811,0.426139,0.398712,0.1091,0.228896,101.687,7.17417,91.1933,-6.03463,-6.4826,-4.85443,-2.06487,-1.002,310.543,1.56947,339.387,-0.0385,-0.0276333,10.16,8.521,9.23267,-19.9631
1,6.75,-0.0171745,-6.418505,0.749798,1.36081,1.11919,0.109292,7.26527,442.3825,7.18739,0.387218,0.376824,0.110984,0.247572,101.7,7.2463,91.5067,-6.0277,-6.6341,-4.97737,-2.002,-1.172,308.207,1.5891,339.583,-0.02406665,-0.0241,10.1603,8.51267,9.207,-17.4052
1,7.25,-0.02184185,-5.82938,1.72197,1.60614,1.18109,0.109952,7.25754,442.821,6.717865,0.41185,0.389847,0.12032,0.277303,101.7,7.27663,91.1367,-6.0758,-6.6797,-5.14057,-2.06113,0.0716,307.843,1.75213,339.76,2.684215,0.208567,10.161,8.51033,9.19933,-16.3337
1,7.75,-0.0222594,-5.94018,2.74988,1.16958,1.16534,0.101879,7.5451,444.393,6.86651,0.380249,0.432522,0.118807,0.233458,101.7,7.4185,91.7967,-6.26553,-6.97603,-5.17163,-2.29353,16.7791,309.087,4.29197,339.727,36.67835,2.64937,10.1637,8.50933,9.20633,-3.591385
1,8.25,-0.0186507,-2.25738,9.05568,0.517387,1.084045,0.119481,7.4457,446.221,7.17893,0.427601,0.4053165,0.137245,0.24898,101.717,7.9157,91.9933,-6.32853,-7.08103,-5.1364,-2.29743,64.2827,311.333,9.22003,344.81,135.6615,7.93377,10.1617,8.51167,9.201,24.06255
1,8.75,-0.0267292,0.89512,19.7825,-0.526177,1.34946,0.1524145,8.23131,442.619,7.576765,0.488601,0.451004,0.183963,0.248667,101.8,8.217,89.8967,-6.2705,-6.9701,-5.015,-2.24317,107.707,316.103,11.981,346.217,227.04,13.6487,10.13665,8.51567,9.092,67.9002
1,9.25,-0.04312845,5.73171,29.9769,-2.015315,1.6366,0.186022,8.89956,441.24,7.74467,0.517203,0.511808,0.224978,0.327041,101.8,9.04933,86.9267,-6.10517,-6.76057,-5.0227,-2.26977,199.1465,320.763,15.4283,351.383,414.833,25.1373,10.1623,8.51367,9.14533,121.3875
1,9.75,-0.046482,11.5502,43.7253,-3.2238,1.87709,0.199465,9.400715,438.956,8.209565,0.5589935,0.5431325,0.2501,0.3188475,101.8,9.79367,82.2967,-5.94047,-6.64053,-4.93467,-2.528,225.3715,318.5,20.447,358.82,527.9,32.5167,10.1607,8.49,9.11433,153.203
1,10.25,-0.04643745,23.1827,56.0529,-3.5553,2.23018,0.19072,10.6384,434.1945,8.174445,0.625863,0.607804,0.277846,0.345728,101.8,10.8507,76.7497,-5.7915,-6.6124,-4.8789,-2.4578,328.58,310.06,23.987,365.85,704.62,39.031,10.1593,8.47233,9.08367,210.392
1,10.75,-0.0621039,36.1323,64.0097,-3.07999,2.20784,0.2234035,11.5689,431.7535,8.39418,0.634232,0.626834,0.266589,0.377001,101.8,11.5973,72.8493,-5.7508,-6.5604,-4.91,-2.48257,401.833,301.84,26.8353,372.3,844.15,46.8263,10.1593,8.47833,9.06367,272.667
1,11.25,-0.0634812,37.627,73.78335,-5.067695,2.21838,0.226833,12.4356,429.758,8.51576,0.6880925,0.6846085,0.2872305,0.351838,101.8,12.559,68.8733,-5.68807,-6.48177,-4.91813,-2.47463,382.933,307.383,29.7453,377.637,820.91,48.0827,10.1603,8.45067,9.062,278.707
1,11.75,-0.0670755,38.1748,77.7242,-5.374225,2.22662,0.234809,13.0492,428.1275,8.64806,0.682071,0.746315,0.296313,0.329279,101.747,13.1253,65.071,-5.59717,-6.35753,-4.85487,-2.65497,421.423,310.23,31.0077,381.787,888.223,49.54,10.156,8.46367,9.06333,295.354
1,12.25,-0.066737,35.8473,77.02945,-5.58407,2.36972,0.233768,13.6186,425.804,8.48954,0.736411,0.724474,0.290851,0.318376,101.7,13.6147,62.964,-5.45463,-5.8561,-4.53443,-2.7247,401.783,309.053,30.3967,383.357,830.763,48.3263,10.1553,8.47667,9.06767,271.682
1,12.75,-0.071929,34.02915,74.27705,-4.980605,2.32777,0.2311985,14.1388,425.228,8.40265,0.693372,0.719811,0.296722,0.328845,101.673,14.0867,61.0803,-4.87577,-5.5014,-4.26207,-2.5339,369.763,318.267,29.3207,384.813,801.243,45.5553,10.151,8.49633,9.06667,242.347
1,13.25,-0.06977255,30.0408,69.6065,-4.50493,2.27216,0.233193,14.65905,424.609,8.601295,0.7492325,0.7213695,0.2921435,0.2971845,101.6,14.563,60.3793,-4.49623,-4.5787,-3.048,-2.43203,407.043,311.993,28.3147,385.63,834.757,45.8663,10.1497,8.51667,9.048,274.609
1,13.75,-0.0706789,28.70395,68.0692,-4.00643,2.17682,0.2265335,14.8078,423.5115,8.362345,0.718755,0.7067,0.278888,0.325007,101.6,14.8453,58.8617,-3.70317,-3.72363,-2.88507,-2.12643,395.143,311.873,27.6307,385.97,817.473,44.5487,10.147,8.53933,9.04567,259.098
1,14.25,-0.065089,23.0165,63.8702,-3.517505,1.90523,0.218177,15.1201,422.891,8.4884,0.714934,0.678011,0.2626495,0.2305705,101.517,15.2443,56.7347,-3.01447,-3.2895,-2.63067,-1.90873,344.943,311.307,25.099,385.94,693.213,44.702,10.142,8.56433,9.056,217.859
1,14.75,-0.0639871,13.23435,53.8987,-2.63065,2.0402,0.2292095,15.2055,422.419,8.50149,0.698683,0.653439,0.279468,0.203248,101.54,15.3047,54.892,-2.55017,-2.6659,-2.30087,-1.7117,283.9,310.623,21.8047,384.11,581.84,48.791,10.14,8.59367,9.05033,169.042
1,15.25,-0.05295045,4.70492,42.0223,-1.63973,2.154655,0.205471,15.2228,421.893,8.72894,0.671107,0.6203755,0.2632215,0.1892325,101.543,15.2173,55.5507,-2.21873,-2.14553,-1.72897,-1.40107,218.221,310.655,15.3243,380.49,437.283,35.9573,10.1353,8.61867,9.04,110.631
1,15.75,-0.0361521,-1.53776,30.9694,-0.828573,2.105365,0.185091,15.0196,423.365,8.79015,0.623934,0.512865,0.231988,0.176487,101.5,15.2013,57.2313,-1.78257,-1.64443,-1.4171,-1.0523,134.903,309.9,11.653,377.443,269.077,21.3947,10.1293,8.65167,9.03133,42.30795
1,16.25,-0.0307617,-6.74548,19.23645,0.262983,1.938455,0.163863,14.5831,423.6315,8.807015,0.6079915,0.4581955,0.1963845,0.2219805,101.5,14.5973,60.4627,-1.2735,-1.13977,-0.810833,-0.7169,44.84835,308.9815,7.18087,370.42,122.878,8.2421,10.126,8.68067,9.02633,-15.8848
1,16.75,-0.02489805,-11.6373,10.0458,0.773993,1.661905,0.137574,13.8055,425.6575,8.91395,0.520473,0.3901605,0.187012,0.324881,101.5,14.2217,63.2363,-0.7564,-0.710433,-0.624533,-0.4521,16.979,308.003,3.43967,364.57,41.3037,2.72063,10.122,8.70933,9.02667,-35.8967
1,17.25,-0.0176524,-11.89305,5.07651,1.44703,1.34832,0.126101,13.0984,429.194,8.72344,0.442979,0.344105,0.132176,0.388748,101.513,13.201,67.5063,-0.533233,-0.392633,-0.453667,-0.250267,0.0554,303.777,1.46353,359.987,4.23733,0.250567,10.1287,8.74,9.03967,-51.6876
1,17.75,-0.0114789,-10.0359,1.86813,1.369435,1.04149,0.0950977,12.2161,431.368,8.60372,0.370078,0.343765,0.109884,0.408197,101.6,12.3457,72.8347,-0.407833,-0.308,-0.207067,-0.1161,-2.3502,303.393,1.2185,357.183,-0.0150333,-0.0382667,10.116,8.766,9.02967,-50.4172
1,18.25,-0.0104931,-9.24851,1.4456,1.679845,0.985532,0.0912102,11.3271,436.308,8.61193,0.397684,0.356458,0.0898274,0.317646,101.6,11.2803,75.95965,-0.514133,-0.516367,-0.138433,-0.0264333,-2.01397,300.467,1.28237,354.3,-0.0446667,-0.0390667,10.1157,8.79167,9.03367,-50.2692
1,18.75,-0.0106784,-5.70492,1.725035,1.36451,1.03463,0.0925769,10.8495,438.946,8.44811,0.35518,0.328218,0.107498,0.346366,101.603,10.7833,78.9502,-0.648433,-0.579133,-0.165233,-0.0327,-1.35793,300.713,1.48257,350.29,-0.0422333,-0.0404333,10.1097,8.81667,9.041,-45.9778
1,19.25,-0.01253385,-6.41389,1.07967,1.487345,0.922461,0.0985322,10.20835,445.042,8.427925,0.382349,0.379167,0.104085,0.3554295,101.677,10.577,82.2533,-0.860533,-0.718767,-0.025,0.0421333,-1.30777,300.09,1.60947,348.483,-0.0433333,-0.0348667,10.1033,8.84067,9.053,-43.38965
1,19.75,-0.01111295,-6.66186,0.993916,1.23457,0.873562,0.08770675,9.93877,442.2635,8.316765,0.381995,0.385805,0.0787781,0.339104,101.663,10.1847,83.95,-1.16913,-1.08417,-0.3342,0.0699,-1.38857,300.903,1.5449,345.973,-0.0422,-0.0332333,10.096,8.86367,9.06367,-45.5637
1,20.25,-0.0118578,-7.589075,1.33189,1.14371,0.8853025,0.0874606,9.84517,442.319,8.234155,0.380186,0.3683095,0.08886915,0.327088,101.683,9.95367,85.94,-1.22907,-1.43837,-0.472067,0.0366333,-1.26697,299.603,1.56307,344.277,-0.04165,-0.0316667,10.0907,8.885,9.077,-40.4654
1,20.75,-0.01328555,-7.13714,1.12197,1.403245,0.8910285,0.0841547,8.957615,443.965,8.23712,0.320486,0.342834,0.076975,0.328738,101.7,9.78933,85.80335,-1.5781,-2.07567,-0.588933,-0.0283,-1.32593,301.243,1.48807,341.77,-0.0421833,-0.0311333,10.088,8.90867,9.09,-36.2765
1,21.25,-0.0118881,-6.84874,1.949425,1.522675,1.00857,0.0977561,9.1075,444.2245,8.09908,0.395338,0.389838,0.10072525,0.314384,101.7,9.73967,86.34835,-2.06413,-2.5949,-0.9253,-0.0719,-0.9479,311.51,1.69283,342.09,-0.0447,-0.0316,10.0827,8.91567,9.10367,-31.7411
1,21.75,-0.01704535,-7.18209,1.692615,1.489925,0.945017,0.1107595,8.8726,446.5585,8.026825,0.388621,0.381156,0.0956622,0.308541,101.7,9.14533,86.8533,-2.6467,-2.93477,-1.2094,-0.157867,-1.1805,310.747,1.52773,342.13,-0.04446665,-0.0320667,10.0883,8.92333,9.11167,-26.3258
1,22.25,-0.0144153,-4.973255,1.26555,1.38049,0.891865,0.09566015,8.737655,443.1155,8.14127,0.357279,0.3739145,0.0819393,0.3279505,101.7,9.11767,87.4233,-3.0268,-3.43997,-1.69977,-0.424833,-1.17853,313.33,1.55337,339.94,-0.0418667,-0.0319,10.0917,8.929,9.10567,-26.0093
1,22.75,-0.0138781,-5.59214,2.08873,1.64397,0.766995,0.0844847,7.54988,445.1405,7.992855,0.337145,0.363074,0.0750155,0.310721,101.7,8.807,87.86,-3.39393,-3.88983,-2.12677,-0.371733,-1.20633,311.623,1.69233,337.713,-0.0421333,-0.0291667,10.0987,8.919,9.106,-27.8826
1,23.25,-0.0158055,-5.45146,2.44643,1.43635,0.8840845,0.0961513,7.72371,448.751,7.7998,0.4104585,0.372963,0.0789304,0.3020505,101.7,8.462,89.0567,-3.763,-4.08637,-2.3315,-0.697067,-1.25377,307.51,1.57057,337.21,-0.0413333,-0.0276667,10.1083,8.893,9.128,-28.2117
1,23.75,-0.0215165,-5.765325,1.57955,1.7585,0.9405515,0.09456745,7.652635,447.963,7.52952,0.419201,0.3598945,0.0955773,0.2908925,101.7,8.0709,90.07,-3.8088,-4.31913,-2.5518,-0.662567,-1.09773,309.627,1.6604,337.66,-0.0409333,-0.0266,10.1117,8.87067,9.15267,-25.9958
2,0.25,-0.0132818,-7.64889,0.653995,1.56122,1.07205,0.0902923,7.247885,449.958,7.05596,0.4375065,0.3538645,0.07846785,0.3695085,101.45,7.838845,82.1207,-3.269535,-3.80936,-1.264085,-0.5673445,-1.57583,290.3325,1.955255,331.026,-0.03803445,-0.01917245,8.966035,8.265345,8.38569,-46.076
2,0.75,-0.0153125,-5.146035,0.520906,1.2904,0.93856,0.09977615,7.011845,451.08,6.95418,0.4576745,0.430809,0.0814603,0.3737855,101.43,7.683915,84.27,-3.64078,-4.1019,-1.5815,-0.6456335,-1.79845,291.017,1.878715,330.4135,-0.0358,-0.01763335,8.96733,8.249665,8.382165,-48.3794
2,1.25,-0.01599715,-6.11134,0.350245,1.40069,1.023622,0.0940224,6.90266,449.366,6.882845,0.4527595,0.3964085,0.0804288,0.374615,101.42,7.49267,85.54335,-4.081065,-4.2881,-1.95297,-0.712317,-1.707665,291.87,2.01092,329.783,-0.0356,-0.0175,8.967665,8.231,8.378165,-47.1685
2,1.75,-0.022409,-8.93863,1.3974,1.564835,0.9292435,0.10813,6.368205,445.432,6.76822,0.3971045,0.4250035,0.0812983,0.336711,101.5,7.504315,86.67,-4.44785,-4.600315,-2.278735,-0.8846165,-1.6848,294.272,1.79893,328.23,-0.03105,-0.0184,8.968165,8.20433,8.372835,-44.1619
2,2.25,-0.0229781,-8.36173,1.819185,1.573845,0.995185,0.1124645,6.269575,443.1125,6.803525,0.440745,0.3511685,0.09603925,0.3535745,101.4665,7.241815,86.8117,-4.76632,-4.885335,-2.544335,-1.05003,-1.69047,292.68,2.002515,326.815,-0.03335,-0.01881665,8.968835,8.1645,8.364,-41.246
2,2.75,-0.0210392,-5.92925,1.07336,1.76579,1.019987,0.0976976,5.89825,442.9295,6.75626,0.444402,0.445066,0.08688615,0.351059,101.5,6.904415,86.26665,-4.970235,-5.148065,-2.6843,-1.23697,-1.694715,292.48,1.8899,326.4135,-0.0350667,-0.0174167,8.9675,8.125,8.35417,-42.1228
2,3.25,-0.0263033,-7.85052,0.734104,1.658445,1.03111,0.08443665,5.73443,442.52,6.640095,0.4233355,0.3690135,0.0981888,0.341762,101.5,7.02077,85.77665,-5.178365,-5.42703,-2.8615,-1.389515,-1.861885,293.898,2.00095,328.027,-0.0285,-0.01721665,8.97017,8.085665,8.3445,-42.5634
2,3.75,-0.0318549,-8.11628,2.04655,1.70073,1.03967,0.107839,6.18983,441.2185,6.55056,0.467084,0.409876,0.111682,0.340703,101.5,6.532715,87.18665,-5.39998,-5.674185,-3.10608,-1.530115,-1.7217,293.48,2.11252,326.992,-0.03068335,-0.01696665,8.969835,8.047665,8.3365,-40.7339
2,4.25,-0.02285045,-8.19065,1.07614,1.72409,1.00616,0.104222,5.9089,443.6965,6.45239,0.456127,0.4046,0.112774,0.355331,101.5,6.128865,87.36,-5.649165,-5.911435,-3.3903,-1.6279,-1.766,296.045,1.91623,326.46,-0.0288333,-0.01835,8.97017,8.0089,8.3235,-38.5428
2,4.75,-0.0331749,-8.529865,1.20843,1.9206,0.9607865,0.09686925,5.64283,440.9775,6.46717,0.4261875,0.4127815,0.104238,0.3304575,101.4865,6.027735,88.29,-5.846885,-6.101635,-3.537685,-1.685115,-1.82283,295.843,1.73085,324.455,-0.02681665,-0.0185,8.972,7.971735,8.313,-42.1116
2,5.25,-0.0254938,-9.01162,0.973519,1.72615,1.14938,0.10162,5.76164,444.881,6.491975,0.400232,0.411433,0.09777715,0.3476455,101.472,6.001015,87.75835,-5.87783,-6.242915,-3.6915,-1.745035,-1.73227,295.365,1.81033,324.9315,-0.0277,-0.0186,8.97167,7.91375,8.305,-39.6567
2,5.75,-0.0237464,-7.953385,1.00567,1.65815,1.0933,0.0933795,5.49135,445.358,6.47932,0.425406,0.392185,0.0966545,0.312749,101.4865,6.101835,88.36,-5.925765,-6.4737,-3.87347,-1.84665,-1.35487,294.375,1.7634,325.58,-0.02708335,-0.01836665,8.973165,7.84942,8.296665,-37.2545
2,6.25,-0.0219221,-9.746125,0.591896,1.63993,1.04966,0.1030415,5.5908,448.479,6.192365,0.466961,0.41823,0.113683,0.324915,101.5,5.75875,89.09835,-6.122915,-6.608915,-4.02957,-1.95307,-1.54503,296.3515,1.775,324.43,-0.0179333,-0.0162167,8.972665,7.7874,8.289835,-40.9454
2,6.75,-0.0285949,-9.21616,0.6479875,1.87691,1.12706,0.1085805,5.74786,446.97,6.35774,0.521958,0.461184,0.109941,0.348334,101.515,6.0598,89.2983,-6.2922,-6.736135,-4.244665,-2.062185,-0.037750015,296.4315,2.42455,323.39,0.8504335,0.07963335,8.973665,7.74445,8.287,-33.175
2,7.25,-0.0350095,-9.55266,4.88661,0.941173,1.39227,0.124642,5.49487,447.359,6.50283,0.458143,0.44448,0.121232,0.319866,101.55,6.141665,88.92165,-6.47025,-6.925135,-4.45703,-2.0859,20.863,297.6165,4.69963,324.1,30.19195,2.336165,8.97617,7.709435,8.284335,-19.1565
2,7.75,-0.02568605,-6.228725,14.6746,0.10713275,1.45031,0.1336555,6.01333,441.201,6.94268,0.531402,0.424562,0.180124,0.315415,101.6,6.6804,86.18,-6.676,-7.056535,-4.626335,-2.17693,88.783,300.033,12.39465,333.222,143.693,11.36065,8.95167,7.6743,8.27717,22.0303
2,8.25,-0.048758,1.622075,32.746,-1.27622,1.73833,0.187042,7.822325,437.365,7.17032,0.584067,0.4823625,0.218398,0.3919345,101.605,7.986185,82.20765,-6.78622,-7.179885,-4.79868,-2.246715,180.913,301.152,23.73055,343.035,340.44,23.7333,8.98167,7.643285,8.267,94.1357
2,8.75,-0.06631125,13.4575,52.1605,-2.65367,2.169685,0.208364,9.260915,433.7665,7.44536,0.624809,0.613914,0.265677,0.414477,101.6415,9.7405,77.01315,-7.005485,-7.3178,-4.94045,-2.316115,278.213,294.105,38.82865,354.18,550.575,39.2125,8.984165,7.61375,8.256835,167.735
2,9.25,-0.08549085,29.5172,58.21135,-4.290445,2.315155,0.254964,10.40865,434.776,7.729175,0.671079,0.659806,0.3110925,0.4010105,101.6565,10.3958,69.10585,-7.116365,-7.38478,-5.03548,-2.355985,347.79,292.8665,48.2778,363.0685,709.122,48.60315,8.9855,7.58825,8.24583,224.36
2,9.75,-0.0977824,48.5024,67.3355,-5.588245,2.512105,0.2822915,11.263,431.044,7.758,0.6973455,0.665342,0.3031355,0.449329,101.7,11.693,64.96765,-7.064585,-7.33488,-5.04625,-2.334035,427.067,293.275,58.7095,371.54,871.2385,58.3915,8.98633,7.56597,8.23417,279.782
2,10.25,-0.109447,61.6675,75.6873,-5.47898,2.5981,0.28172,12.2025,431.1975,7.88278,0.802989,0.725409,0.31317,0.524269,101.7,12.9955,57.4932,-6.99547,-7.2108,-4.75138,-2.2669,485.237,296.225,68.84485,379.5865,998.55,64.66365,8.988,7.54373,8.223,317.372
2,10.75,-0.082955,71.27425,81.51135,-6.29632,2.78932,0.2580745,13.177,428.145,7.90549,0.859657,0.768314,0.318453,0.549646,101.7,13.68565,54.0348,-6.746715,-6.91932,-4.621185,-2.225965,529.01,297.587,74.0355,385.3935,1101.135,70.81285,8.988835,7.53618,8.2055,353.591
2,11.25,-0.0898501,85.5305,86.0099,-7.052615,2.652705,0.270642,13.7877,425.64,7.82082,0.902037,0.7827465,0.337195,0.554305,101.6685,15.15035,49.7803,-6.411735,-6.56305,-4.34228,-2.11435,570.727,301.617,77.537,391.363,1172.18,79.1078,8.989665,7.54025,8.191335,393.472
