DOY2,HR2,FC,LE,H,FCH4,CO2,H2O,CH4,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,FCH4_1_1_1,FCH4_1_1_2,CH4_1_1_1,CH4_1_1_2,SW_IN,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,SW_OUT,LW_IN,LW_OUT,NETRAD
1,0.25,0.11943225,1.45363,-1.4035575,16.336,421.345909,4.33246,2017.0915,0.1828705,1.85791075,-5.730736,-6.315,92.8,96.93163925,1.3665,0.027552,18.396,12.745,2171.377,2055.2905,-0.1645,2.7705,3.84925,4.0585,4.83225,7.04025,7.901,0.53725,285.8073623,288.8994704,-0.12475
1,0.75,0.1059665,1.09663,-0.851531,13.325,421.0030775,4.3191565,2043.767,0.190612,1.903751,-5.819116,-6.263,92.8,96.9016815,1.36725,0.033,17.651,15.73,2167.216,2046.973,-0.17375,2.7705,3.84875,4.057,4.8305,7.0405,7.90025,0.46725,285.4141633,288.4042545,-0.065
1,1.25,0.02708525,1.26299725,-1.925816,14.080425,421.0694755,4.234165,2041.5705,0.1901365,1.824161,-5.918733,-6.3275,93.05,96.901655,1.371,0.028,19.62375,14.3925,2183.374,2053.37075,-0.13475,2.7745,3.86,4.0925,4.839,7.0515,7.9065,0.61025,285.63191535,288.7569621,-0.08175
1,1.75,0.06343325,1.25029,-1.29024325,14.515075,420.855811,4.30926175,2024.086,0.18384225,1.75815225,-5.5780965,-6.3075,93,96.9079095,1.371,0.035765,16.56075,13.95175,2180.566,2050.9,-0.17675,2.776,3.86,4.091,4.838,7.0555,7.902,0.617,287.9587599,288.6272982,-0.01375
1,2.25,0.1256945,0.77754025,-1.3926265,14.60063,420.862935,4.25935275,2039.8615,0.1842155,1.7916145,-5.605095,-6.29075,93.1,96.91977,1.371,0.026,18.38625,13.44025,2208.029,2047.801,-0.18825,2.7755,3.8575,4.092,4.837,7.056,7.897,0.47725,287.785067925,289.908955725,-0.446
1,2.75,0.054461,1.50586675,-1.2571735,13.861,420.8575075,4.28671825,2042.7335,0.185943,1.7297145,-5.74103625,-6.26975,92.9,96.92153,1.371,0.032,21.499,13.124,2145.417,2048.617,-0.1895,2.7725,3.855,4.091,4.8365,7.0555,7.89925,0.61775,286.9672508,289.95466165,0.11225
1,3.25,0.05090725,1.5047745,-1.0657225,14.02375,420.458,4.296767,2039.88,0.19389,1.760552,-5.781,-6.32275,92.975,96.9258295,1.37,0.034,14.0475,14.324,2188.737,2054.716,-0.157,2.774,3.85,4.0885,4.838,7.0525,7.89975,0.5835,287.282505675,288.774348125,0.084
1,3.75,0.08953975,1.5202845,-1.466837,14.0405,420.86975,4.330456,2035.79325,0.187182,1.874019,-5.8927925,-6.385,93.1,96.87519,1.3665,0.028,13.597,12.38875,2194.412,2052.64975,-0.092,2.77475,3.83675,4.05175,4.84,7.03625,7.901,0.50425,287.9836682,288.9815996,0.2385
1,4.25,0.1213905,1.20527425,-0.585755,13.821,420.76700175,4.25026425,2030.97625,0.19262775,1.8245735,-6.019742,-6.42,93.5,96.8436825,1.367,0.028,17.74,15.59,2179.276,2057.0705,-0.1475,2.77475,3.83075,4.04975,4.8355,7.03975,7.901,0.58475,286.9538944,288.9655722,0.209
1,4.75,0.07509575,1.530495,-0.43695025,13.863,420.756,4.27294675,2026.4845,0.1880405,1.853002,-5.8155235,-6.598,93.375,96.89430925,1.367,0.028,24.3005,14.372,2158.76175,2057.1265,-0.1525,2.773,3.8445,4.085,4.8325,7.052,7.8995,0.519,285.246281325,289.175808175,0.1595
