DOY2,HR2,FC,H,LE,TAU,TA,RH,NETRAD,SW_IN,SW_OUT,PPFD_IN,PPFD_OUT,APAR,FAPAR,WS,USTAR,PA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1
1,18.75,0.1,-27.25,-0.2,-0.25866,-9.6,70.5,-44.5,0,0,0,0,0,0,1.8075,0.16,98.51,-10.2,1.4,1.7,2.4,3.4
1,19.25,0.1,-28.325,-0.3,-0.24911,-10,71,-43.45,0,0,0,0,0,0,1.76,0.16,98.515,-9.9,1.4,1.7,2.4,3.4
1,19.75,0.1,-26.9,-0.3,-0.249855,-10,71.9,-44.5,0,0,0,0,0,0,1.805,0.17,98.52,-10.2,1.35,1.7,2.4,3.4
1,20.25,0.1,-27.7,-0.3,-0.24174,-10.05,72.55,-43.75,0,0,0,0,0,0,1.82,0.16,98.52,-10.65,1.3,1.7,2.4,3.4
1,20.75,0.1,-25.025,-0.4,-0.22712,-10.45,73.2,-43.2,0,0,0,0,0,0,1.73,0.15,98.525,-10.7,1.3,1.7,2.4,3.4
1,21.25,0.1,-26.225,-0.325,-0.227095,-10.45,73.25,-42.2,0,0,0,0,0,0,1.66,0.14,98.55,-11.55,1.3,1.7,2.4,3.4
1,21.75,0.1,-27.8,-0.4,-0.238335,-10.6,73.35,-43.15,0,0,0,0,0,0,1.755,0.16,98.525,-11.6,1.3,1.7,2.4,3.4
1,22.25,0.1,-27.1,-0.4,-0.2345325,-10.6,73.7,-44.05,0,0,0,0,0,0,1.675,0.1525,98.54,-11.45,1.3,1.7,2.4,3.4
1,22.75,0.1,-27.7,-0.4,-0.230255,-10.7,74.25,-43.85,0,0,0,0,0,0,1.72,0.16,98.55,-11.3,1.3,1.65,2.4,3.4
1,23.25,0.1,-28.025,-0.2,-0.22961,-10.95,74.8,-45.1,0,0,0,0,0,0,1.745,0.16,98.55,-11.4,1.3,1.65,2.4,3.4
1,23.75,0.1,-27.8,-0.65,-0.22169,-10.95,74.9,-43.9,0,0,0,0,0,0,1.7,0.16,98.53,-12.35,1.3,1.6,2.4,3.4
2,0.25,0.1,-26.225,-0.1,-0.16452,-9.7,72.175,-48.7,0,0,0,0,0,0,1.5475,0.11,98.53,-9.6,1.3,1.4,2,2.7
2,0.75,0,-26.8,-0.3,-0.171455,-9.8,72.675,-47.675,0,0,0,0,0,0,1.57,0.12,98.54,-10.05,1.3,1.4,2,2.7
2,1.25,0.1,-25.4,-0.2,-0.16247,-10.2,72.375,-46.325,0,0,0,0,0,0,1.52,0.12,98.5475,-10.2,1.3,1.4,2,2.7
2,1.75,0.1,-24.625,-0.275,-0.16721,-10.4,72.975,-46.125,0,0,0,0,0,0,1.525,0.12,98.5575,-9.3,1.3,1.4,2,2.7
2,2.25,0.1,-25.9,-0.125,-0.16591,-10.3,72.9,-46,0,0,0,0,0,0,1.5675,0.13,98.5675,-10.15,1.3,1.4,2,2.7
2,2.75,0.1,-25.25,-0.1,-0.177805,-10.6,73.85,-45.125,0,0,0,0,0,0,1.6075,0.14,98.5275,-10.25,1.3,1.4,2,2.7
2,3.25,0.1,-25.525,-0.1,-0.17213,-10.625,74.15,-43.525,0,0,0,0,0,0,1.5875,0.13,98.5275,-10.65,1.275,1.4,2,2.7
2,3.75,0.1,-23.475,-0.2,-0.16407,-11,74.4,-43.3,0,0,0,0,0,0,1.5375,0.12,98.53,-10.4,1.3,1.4,2,2.7
2,4.25,0.1,-24.4,-0.075,-0.14867,-11.1,74.625,-41.925,0,0,0,0,0,0,1.4975,0.11,98.5375,-10,1.275,1.4,2,2.7
2,4.75,0.1,-22.65,-0.1,-0.15845,-11.3,74.8,-40.925,0,0,0,0,0,0,1.52,0.12,98.55,-9.9,1.275,1.4,2,2.7
2,5.25,0,-21.9,0,-0.163315,-11.3,75,-41.55,0,0,0,0,0,0,1.3975,0.11,98.5575,-10.1,1.275,1.4,2,2.7
2,5.75,0.1,-23,-0.175,-0.1707125,-11.2,74.8,-41.525,0,0,0,0,0,0,1.46,0.11,98.56,-10.3,1.2,1.4,2,2.7
2,6.25,0.1,-23.6,-0.075,-0.1684,-11.225,75.3,-42.925,0,0,0,0,0,0,1.5,0.11,98.5775,-10.65,1.2,1.4,2,2.7
2,6.75,0.1,-21.975,0.2,-0.1785175,-11.425,75.65,-39.725,0,0,0,0,0,0,1.4075,0.12,98.5875,-10.65,1.2,1.4,2,2.7
2,7.25,0,-14.2,0.7,-0.1899225,-11.125,75.2,-22.975,10.175,2.725,23.4,6.175,7.25,32.195,1.49,0.14,98.5875,-10.2,1.2,1.4,2,2.7
2,7.75,-0.125,-3.65,3.125,-0.213165,-10.6,73.65,3.6,32.7,10.225,70.875,19.1,27.5,42.475,1.71,0.19,98.62,-9.1,1.2,1.4,2,2.7
2,8.25,-0.3,4.75,4.95,-0.23089,-10.025,70.75,19.45,61.4,19.9,129.75,34.1,47.4,44.24,1.9925,0.23,98.63,-8.15,1.2,1.4,2,2.7
2,8.75,-0.3,15.2,6.7,-0.27029,-9.4,67.575,33.025,91.7,27.45,196.4,47.05,73.5,45.64,2.24,0.26,98.65,-7.2,1.2,1.4,2,2.7
2,9.25,-0.4,23.8,7.8,-0.28804,-8.65,64.775,45.375,120.3,38.25,257.15,65.4,99.1,47.96,2.405,0.27,98.64,-6.45,1.2,1.4,2,2.7
2,9.75,-0.4,35.55,10,-0.29621,-8.1,61.725,60.125,155.425,47.4,320.35,76.975,123.4,48.62,2.4475,0.29,98.65,-5.6,1.2,1.4,2,2.7
2,10.25,-0.5,42.85,12.9,-0.298125,-7.225,58.9,66.875,180.125,57.2,382.4,87.65,150.8,47.73,2.535,0.3,98.6675,-4.8,1.2,1.4,2,2.7
2,10.75,-0.5,46.6,13.45,-0.31027,-6.65,56.2,76.05,198.4,56.75,423.3,93.775,157.2,47.26,2.6,0.315,98.6675,-4.4,1.3,1.4,2.1,2.7
2,11.25,-0.5,51.2,15.3,-0.333095,-6.35,54.1,87.8,208.9,60.2,470.225,102.55,187.4,47.36,2.63,0.31,98.6425,-4.1,1.3,1.4,2.075,2.7
2,11.75,-0.6,57.5,15.775,-0.34006,-6.1,52.525,93.75,217.55,60.15,484.9,100.2,209.5,48.25,2.77,0.32,98.6125,-3.7,1.3,1.4,2.075,2.8
2,12.25,-0.5,55.05,16.8,-0.34076,-5.825,52.025,92,212.925,59.15,459.025,94.225,184.7,49.24,2.85,0.33,98.58,-3.6,1.3,1.4,2.1,2.8
2,12.75,-0.5,50.9,16.2,-0.34619,-5.625,51.5,86,197.85,54.2,456.6,93.375,175.2,50.25,2.8375,0.33,98.54,-3.55,1.3,1.4,2.1,2.775
2,13.25,-0.35,45.4,15.2,-0.351195,-5.525,51.2,82.825,181,51.275,418.575,89.725,179.5,50.99,2.86,0.3325,98.51,-2.8,1.3,1.4,2.1,2.8
2,13.75,-0.3,42.15,14.5,-0.3523925,-5.425,50.875,72.675,173.8,45.9,387.925,82.175,166.9,52.64,2.8175,0.33,98.51,-3.2,1.3,1.4,2.1,2.8
2,14.25,-0.3,33.575,12.725,-0.35834,-5.325,50.2,62.75,156.75,41.9,351.95,68.675,147.9,52.2,2.7825,0.33,98.5025,-3.15,1.3,1.4,2.1,2.775
2,14.75,-0.3,27.65,11.8,-0.3622425,-5.325,50.975,50.6,118.55,31.325,270.25,58.2,126.35,53.5525,2.7275,0.3225,98.5175,-3.1,1.3,1.4,2.1,2.8
2,15.25,-0.2,19.3,10.375,-0.32537,-5.625,50.5,37.125,96.975,25.175,228.1,44.85,94.425,54.06,2.72,0.31,98.51,-3.15,1.3,1.4,2.1,2.8
2,15.75,-0.2,9.3,7.9,-0.31169,-5.825,52.225,22.575,71.075,17.8,155.625,31.65,66.825,53.1625,2.62,0.3,98.5275,-3.15,1.3,1.4,2.1,2.8
2,16.25,-0.2,-1.3,5.35,-0.3031925,-6.1,53.1,8.675,42.65,11.025,98.975,21.8,44.7,51.92,2.5675,0.29,98.5275,-3.5,1.3,1.4,2.1,2.775
2,16.75,0,-15.275,3.75,-0.280775,-6.5,55.375,-17.775,18.925,4.575,40.6,9.275,20.525,48.965,2.43,0.26,98.53,-4.4,1.3,1.4,2.1,2.7
2,17.25,0.1,-29.025,1.3,-0.25612,-6.825,58.15,-46.925,2.4,0,5.5,1.675,0,0,2.1175,0.21,98.53,-4.4,1.3,1.4,2.1,2.7
2,17.75,0.1,-31.3,0.625,-0.22598,-7.125,60.7,-53.2,0,0,0,0,0,0,1.96,0.18,98.51,-5.2,1.3,1.4,2.1,2.7
2,18.25,0.1,-30.8,0.2,-0.214225,-7.45,62.5,-53.15,0,0,0,0,0,0,1.8875,0.17,98.5075,-6,1.3,1.4,2.075,2.7
2,18.75,0.1,-30.7,0,-0.21707,-7.525,64.8,-53,0,0,0,0,0,0,1.86,0.17,98.51,-6.2,1.3,1.4,2.1,2.7
2,19.25,0.1,-29.4,-0.1,-0.203745,-7.925,66.3,-52.55,0,0,0,0,0,0,1.8075,0.15,98.5175,-6.3,1.3,1.4,2.075,2.7
2,19.75,0.1,-29.725,-0.025,-0.195875,-8.225,67.2,-50.625,0,0,0,0,0,0,1.74,0.15,98.52,-6.7,1.3,1.4,2,2.7
2,20.25,0.1,-30.5,0,-0.1972325,-8.7,67.875,-50.325,0,0,0,0,0,0,1.7075,0.15,98.5275,-6.9,1.3,1.4,2,2.7
2,20.75,0.1,-29,-0.2,-0.19472,-8.925,68.875,-49.8,0,0,0,0,0,0,1.61,0.13,98.545,-7.4,1.3,1.4,2,2.7
2,21.25,0.1,-26.5,-0.2,-0.19125,-9.2,69.55,-49.725,0,0,0,0,0,0,1.57,0.12,98.5275,-7.7,1.3,1.4,2,2.7
2,21.75,0.1,-25.5,0,-0.19172,-9.2,70.375,-48.55,0,0,0,0,0,0,1.5775,0.11,98.5375,-7.95,1.3,1.4,2,2.7
2,22.25,0.1,-27.55,-0.1,-0.189745,-9.325,70.9,-47.425,0,0,0,0,0,0,1.4875,0.11,98.5375,-8.7,1.3,1.4,2,2.7
2,22.75,0.1,-25.9,-0.2,-0.1938975,-9.6,71.125,-47.725,0,0,0,0,0,0,1.4775,0.11,98.54,-8.9,1.3,1.4,2,2.7
2,23.25,0.1,-27.125,-0.2,-0.193535,-9.525,71.2,-46.825,0,0,0,0,0,0,1.55,0.11,98.54,-8.3,1.3,1.4,2,2.7
2,23.75,0.1,-27.95,-0.1,-0.180465,-9.6,71.275,-48.225,0,0,0,0,0,0,1.58,0.115,98.5375,-9.6,1.3,1.4,2,2.7
3,0.25,0.3,-27.2,-0.2,-0.18256,-3.6,69.475,-47.225,0,0,0,0,0,0,1.4,0.07,98.6875,-26,1.9,1.8,2.3,2.8
3,0.75,0.2,-27.9,-0.075,-0.17383,-3.6,70,-47.975,0,0,0,0,0,0,1.43,0.0725,98.7,-24.8,1.9,1.8,2.3,2.8
3,1.25,0.2,-25.075,0.1,-0.16506,-3.7,71.3,-47.925,0,0,0,0,0,0,1.46,0.08,98.6975,-25.225,1.9,1.8,2.3,2.8
3,1.75,0.2,-25.9,0.1,-0.17854,-3.925,70.975,-48.125,0,0,0,0,0,0,1.39,0.08,98.6875,-25.425,1.9,1.8,2.3,2.8
3,2.25,0.2,-25.6,0.1,-0.169175,-4.1,71.8,-46.1,0,0,0,0,0,0,1.51,0.09,98.68,-25.55,1.9,1.8,2.3,2.8
3,2.75,0.3,-26.55,0.275,-0.179505,-4.2,72.375,-46.85,0,0,0,0,0,0,1.4975,0.0975,98.665,-24.2,1.9,1.8,2.3,2.8
3,3.25,0.2,-25.15,0.1,-0.168295,-4.225,72.7,-46.1,0,0,0,0,0,0,1.58,0.09,98.6675,-23.425,1.9,1.8,2.3,2.8
3,3.75,0.3,-23.9,0,-0.17254,-4.4,73.025,-46.1,0,0,0,0,0,0,1.555,0.08,98.6675,-23.575,1.9,1.8,2.3,2.8
3,4.25,0.2,-25.4,0.1,-0.16686,-4.5,73.175,-47.275,0,0,0,0,0,0,1.545,0.0825,98.67,-23.025,1.9,1.8,2.3,2.8
3,4.75,0.2,-24.85,-0.1,-0.173225,-4.7,73.975,-46.525,0,0,0,0,0,0,1.4475,0.08,98.67,-22.95,1.9,1.8,2.3,2.8
3,5.25,0.2,-24.875,-0.1,-0.16763,-4.7,73.775,-45.7,0,0,0,0,0,0,1.46,0.09,98.665,-22.45,1.9,1.8,2.3,2.8
3,5.75,0.2,-24.225,0,-0.16435,-4.8,74.75,-42.25,0,0,0,0,0,0,1.43,0.09,98.665,-22.8,1.9,1.8,2.3,2.8
3,6.25,0.2,-21.35,0.475,-0.163845,-4.725,75.225,-34.025,2.9,0.275,6.825,1.375,3.65,58.415,1.43,0.105,98.695,-22.325,1.9,1.8,2.3,2.8
3,6.75,0.1,-10.625,3.95,-0.1913125,-4.2,73.95,-3.5,18.975,4.15,43.6,6.7,30.275,75.765,1.5075,0.15,98.71,-19,1.9,1.8,2.3,2.8
3,7.25,0,-0.125,10.05,-0.214445,-3.2,70.5,17.6,50.5,10.7,106.2,16,74.25,77.325,1.7325,0.2,98.735,-14.7,1.9,1.8,2.3,2.8
3,7.75,-0.1,10.9,16.3,-0.2401075,-2.6,66.5,42,83.2,15.8,171.7,28.6,129,78.17,2.1025,0.24,98.74,-11.2,1.9,1.8,2.3,2.8
3,8.25,-0.2,19.95,19.65,-0.2584975,-1.8,62.45,66.425,119.075,24.6,250.2,39,195.95,78.855,2.33,0.26,98.78,-8,1.9,1.8,2.3,2.8
3,8.75,-0.3,37.325,25.125,-0.2862,-1.4,57.9,89.3,160.6,33.8,337.95,52.975,260.35,79.57,2.405,0.28,98.77,-5.525,1.9,1.8,2.3,2.8
3,9.25,-0.45,47.725,29.125,-0.2963075,-0.7,52.7,106,193.2,39.8,429.3,62.6,311.75,80.01,2.49,0.29,98.7775,-3.2,1.9,1.8,2.3,2.8
3,9.75,-0.5,59.575,33.275,-0.310955,-0.1,49.6,131.8,234,47.5,502.85,70.9,364.9,80.465,2.52,0.3,98.785,-1.7,1.9,1.8,2.3,2.8
3,10.25,-0.6,69.45,34.275,-0.32776,0.2,47.6,144.7,241.9,50.3,552.95,84.5,400.45,80.725,2.56,0.31,98.795,-0.8,1.9,1.8,2.3,2.8
3,10.75,-0.5,74.4,37.5,-0.32567,0.5,44.6,155.7,251.9,52.4,529.55,82.975,428.1,80.98,2.4975,0.3,98.7775,0.1,1.9,1.8,2.3,2.8
3,11.25,-0.525,81.775,38.6,-0.32216,0.7,42.9,168.1,284.3,53.6,626.75,87.175,452.6,81.11,2.5825,0.3075,98.77,0.45,1.9,1.8,2.3,2.8
3,11.75,-0.4,77.2,39.35,-0.32407,1.2,41.7,153.5,276.1,52.1,589.25,80.8,419.75,81.345,2.59,0.32,98.7775,0.7,1.9,1.8,2.3,2.8
3,12.25,-0.4,80.8,37.225,-0.34081,1.4,40.2,147.3,247.2,50.2,547,78.725,415.15,81.31,2.625,0.32,98.76,1.6,1.9,1.8,2.3,2.8
3,12.75,-0.3,70.875,35.1,-0.33168,1.525,38.7,143.95,233.55,47,520.25,76.025,391.175,81.435,2.55,0.31,98.73,1.575,1.9,1.8,2.3,2.8
3,13.25,-0.2,75.2,34.5,-0.360755,1.7,37.9,140.7,236.9,49.1,548.85,78.8,399.3,81.43,2.6125,0.32,98.69,1.7,1.9,1.8,2.3,2.8
3,13.75,-0.2,65.75,34.1,-0.3524125,1.7,37,128,215.8,40.5,456.3,69.5,322.7,81.425,2.62,0.31,98.67,2.4,1.9,1.8,2.3,2.8
3,14.25,-0.2,55,30.9,-0.359865,1.9,36.4,120.2,205.2,37.4,429.45,62.3,341.45,81.255,2.6725,0.31,98.68,1.85,1.9,1.8,2.3,2.8
3,14.75,-0.1,45.3,27.1,-0.34255,1.7,37.4,104.7,174.6,33.3,386.9,53.1,280.7,81.005,2.7325,0.31,98.6675,1.7,1.9,1.8,2.3,2.8
3,15.25,-0.1,33.775,23.4,-0.325495,1.6,37.4,80.2,139.6,26,299.6,45.1,235.95,80.785,2.7325,0.315,98.66,1,1.9,1.8,2.3,2.8
3,15.75,0,21.75,21,-0.33044,1.2,37.7,60.6,113.8,21.1,247.25,32.6,193.05,80.35,2.7225,0.3,98.6375,0.2,1.9,1.8,2.3,2.8
3,16.25,0.2,10.8,17.8,-0.31719,1,39.1,37.7,79.6,15.1,182.8,24.9,135.8,80.105,2.7225,0.29,98.6375,-1,1.9,1.8,2.3,2.8
3,16.75,0.3,-0.55,12.65,-0.2989,0.7,41.2,18.4,52.5,10.8,115.8,16.6,88.3,79.93,2.6225,0.29,98.64,-5.1,1.9,1.8,2.3,2.8
3,17.25,0.3,-17.2,7.6,-0.275965,0.2,43.675,-8.75,25.125,4.5,55.3,7.45,42.575,80.1275,2.3925,0.24,98.64,-12.7,1.9,1.8,2.3,2.8
3,17.75,0.2,-29.175,3.7,-0.22222,-0.2,47.15,-44.45,4.6,0.6,11.4,1.7,8.1,76.56,2.15,0.2,98.635,-20.5,1.9,1.8,2.3,2.8
3,18.25,0.3,-34.125,1.9,-0.209865,-0.625,50.575,-53.95,0,0,0,0,0,0,2.04,0.16,98.665,-26.4,1.9,1.8,2.3,2.8
3,18.75,0.3,-33.3,1.625,-0.191315,-1.025,53.675,-53.1,0,0,0,0,0,0,1.9,0.13,98.695,-31.75,1.9,1.8,2.3,2.8
3,19.25,0.2,-30.6,1,-0.1914975,-1.4,55.675,-53.325,0,0,0,0,0,0,1.72,0.12,98.69,-32.325,1.9,1.8,2.3,2.8
3,19.75,0.3,-31.375,0.7,-0.175105,-1.6,57.675,-52.025,0,0,0,0,0,0,1.69,0.1175,98.6975,-31.6,1.9,1.8,2.3,2.8
3,20.25,0.3,-29.7,0.8,-0.1880475,-1.7,59,-52,0,0,0,0,0,0,1.61,0.1075,98.6975,-31.4,1.9,1.8,2.3,2.8
3,20.75,0.3,-30.05,0.5,-0.18297,-2,60.225,-52.225,0,0,0,0,0,0,1.6075,0.09,98.69,-29.95,1.9,1.8,2.3,2.8
3,21.25,0.275,-27.4,0.1,-0.1715125,-2.2,61.95,-50.925,0,0,0,0,0,0,1.55,0.09,98.68,-29.45,1.9,1.8,2.3,2.8
3,21.75,0.3,-27.325,0.4,-0.1787425,-2.4,63.475,-49.425,0,0,0,0,0,0,1.5075,0.08,98.67,-29.2,1.9,1.8,2.3,2.8
3,22.25,0.2,-26.175,0.1,-0.17771,-2.6,64.95,-50.15,0,0,0,0,0,0,1.42,0.08,98.68,-27.65,1.9,1.8,2.3,2.8
3,22.75,0.3,-27.45,0.025,-0.1691425,-2.7,65.35,-50.25,0,0,0,0,0,0,1.3675,0.08,98.705,-27.35,1.9,1.8,2.3,2.8
3,23.25,0.3,-26.8,0,-0.1720475,-2.95,66.85,-50.45,0,0,0,0,0,0,1.41,0.08,98.685,-25.9,1.9,1.8,2.3,2.8
3,23.75,0.2,-27.4,0,-0.176315,-3.2,68.3,-48.45,0,0,0,0,0,0,1.43,0.08,98.68,-26.55,1.9,1.8,2.3,2.8
4,0.25,0.7,-25.95,1.1,-0.13721,2.5,60.45,-46.2,0,0,0,0,0,0,1.49,0.07,98.445,-44.6,8.1,8.65,8.8,7.5
4,0.75,0.7,-27.075,0.7,-0.132835,2.15,61.25,-48.1,0,0,0,0,0,0,1.525,0.07,98.43,-42.575,7.95,8.6,8.8,7.55
4,1.25,0.8,-27.45,0.6,-0.1346525,2.05,62.275,-48.75,0,0,0,0,0,0,1.52,0.07,98.405,-42.425,7.9,8.5,8.7,7.55
4,1.75,0.75,-27.625,0.6,-0.126925,1.9,62.95,-47.15,0,0,0,0,0,0,1.495,0.07,98.405,-42,7.8,8.4,8.7,7.55
4,2.25,0.8,-28.3,0.4,-0.131435,1.75,64.1,-46.95,0,0,0,0,0,0,1.4725,0.06,98.38,-40.675,7.65,8.3,8.7,7.6
4,2.75,0.8,-27.175,0.6,-0.12178,1.5,65.275,-47.05,0,0,0,0,0,0,1.5425,0.07,98.38,-40.125,7.5,8.2,8.6,7.6
4,3.25,0.8,-27.5,0.7,-0.13829,1.4,65.95,-46.3,0,0,0,0,0,0,1.525,0.08,98.39,-39.75,7.4,8.15,8.6,7.6
4,3.75,0.8,-29.4,0.35,-0.1397825,1.2,67.35,-45.9,0,0,0,0,0,0,1.51,0.0875,98.385,-39.35,7.3,8.1,8.6,7.6
4,4.25,0.7,-27.625,0.3,-0.13762,1,68.9,-45.95,0,0,0,0,0,0,1.485,0.08,98.365,-38.5,7.2,8,8.5,7.6
4,4.75,0.7,-27.175,0.3,-0.125295,0.8,69.775,-45,0,0,0,0,0,0,1.505,0.07,98.36,-38.25,7.1,7.9,8.5,7.6
4,5.25,0.6,-27.7,0.3,-0.140265,0.9,70.275,-37.95,0,0,0,0,0,0,1.47,0.08,98.37,-38.25,7.05,7.8,8.45,7.6
4,5.75,0.4,-21.1,3.225,-0.149045,1.1,69.85,-14.375,11.8,1.725,25.875,2.9,21.9,80.7,1.51,0.105,98.3925,-33.2,6.925,7.8,8.4,7.6
