DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,LW_OUT_1_1_1,LW_IN_1_1_1,NETRAD_1_1_1,SW_OUT_1_1_1,SW_IN_1_1_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,PA_1_1_1,PA_2_1_1,PPFD_IN_1_1_1,PPFD_IN_2_1_1,PPFD_OUT_10_1_1,PPFD_OUT_11_1_1,PPFD_OUT_12_1_1,PPFD_OUT_1_1_1,PPFD_OUT_2_1_1,PPFD_OUT_3_1_1,PPFD_OUT_4_1_1,PPFD_OUT_5_1_1,PPFD_OUT_6_1_1,PPFD_OUT_7_1_1,PPFD_OUT_8_1_1,PPFD_OUT_9_1_1,TS_1,TS_2
1,0.25,-0.00887131,-13.9342,1.0544,0.0675793,2.565275,0.105662,4.14733,387.7025,4.540035,0.4248695,0.4456745,0.129485,0.5073785,316.55785,252.6119,-67.573485,1.780213,-1.69681,3.97632948333333,47.9230883333333,2.7675,-11.48609,-6.318087,-20.38685,-7.921115,86.2356416666667,86.3683333333334,-0.022502706,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,6.20666666666666,8.19666666666667
1,0.75,-0.008310815,-13.4963,0.6098155,0.06844035,2.537715,0.104075,3.82397,387.609,4.51879,0.4402175,0.4607995,0.1272905,0.486751,315.8583,251.5937,-66.93949,1.7841895,-1.6800405,3.57840383333334,49.8192861666667,2.795,-11.64082,-6.567186,-20.8699034876795,-8.608332,86.2432161666667,86.3675,-0.0233392386666667,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,5.93444444444444,8.115
1,1.25,-0.006736635,-13.3089,0.857926,0.0710329,2.510015,0.102292,3.74787,387.553,4.52468,0.4506825,0.4385575,0.126727,0.5374765,313.71745,250.65455,-66.795675,1.7654795,-1.6558735,3.55298976666666,50.3756251666667,2.745,-11.94828,-6.813338,-21.12468,-9.090855,86.2423788333333,86.3533333333333,-0.016882191,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,5.68555555555555,8.03416666666667
1,1.75,-0.00578271,-11.56655,0.5903475,0.0673121,2.40027,0.0958942,3.177345,387.945,4.532495,0.4855335,0.4531895,0.121546,0.536614,311.91995,249.8483,-65.63599,1.7783015,-1.672663,3.23195178333334,50.7808493333333,2.5825,-12.27574,-6.975346,-21.55194,-9.522429,86.245224,86.3533333333334,-0.0177405968333334,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,5.48527777777777,7.94583333333333
1,2.25,-0.00500364,-11.6213,0.7125115,0.0653728,2.309255,0.0981172,2.81977,387.773,4.483495,0.469376,0.4720245,0.1157615,0.4985995,310.98955,248.64555,-65.220995,1.763429,-1.5849865,2.85034546666667,51.5776618333333,2.465,-12.40801,-7.224394,-21.63506,-9.735524,86.2522483333333,86.3575,-0.0168795928333333,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,5.31,7.87416666666666
1,2.75,-0.00484247,-10.0966,0.961874,0.0467452,2.147435,0.1012315,2.726715,387.504,4.47084,0.5103985,0.450042,0.11744,0.4941765,309.0101,247.7001,-64.77689,1.8444945,-1.66368,2.72328166666667,53.0237295,2.2675,-12.58082,-7.523249,-21.65173,-10.17092,86.2449893333334,86.37,-0.0150643753333333,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,5.15861111111112,7.79416666666667
1,3.25,-0.003553215,-9.67364,0.719017,0.0492094,2.26578,0.0968535,2.687165,387.805,4.494065,0.4828345,0.4627515,0.1111635,0.528114,307.34065,249.33545,-64.36188,1.8010315,-1.6286885,2.380598,53.4686903333333,2.3725,-12.72628,-7.659557,-21.7844223912895,-10.42599,86.2428188333334,86.3833333333334,-0.0150670608333333,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,4.985,7.7
1,3.75,-0.003796285,-9.23559,0.478088,0.0614419,2.371805,0.0881201,2.58173,387.2145,4.46547,0.46117,0.4369925,0.107305,0.506476,307.046,248.805,-64.210315,1.817807,-1.542634,2.27137291666666,53.783726,2.4,-12.86652,-7.962183,-22.21362,-10.63259,86.2403931666667,86.3758333333333,-0.0187518331666666,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,4.78333333333333,7.58916666666667
1,4.25,-0.004363665,-10.4738,0.411008,0.0705261,2.20613,0.095435,1.97228,387.568,4.481155,0.498521,0.4855105,0.11447,0.5929985,306.06665,246.35465,-64.229085,1.736552,-1.64789,1.80718478333333,55.378941,2.1625,-12.95667,-8.109291,-22.477586599507,-10.83155,86.2389621666667,86.3691666666666,-0.0169436905,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,4.55500000000001,7.50416666666667
1,4.75,-0.00358651,-9.32986,0.556055,0.0426625,2.199255,0.09619295,2.0386,386.9135,4.4055,0.495803,0.4749565,0.10697,0.5265865,305.14285,244.18275,-63.44276,1.7606335,-1.610544,1.744666125,56.4541896666667,2.15,-13.14747,-8.284565,-22.60943,-11.11033,86.2286826666667,86.3658333333333,-0.012185024,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,4.38472222222222,7.43333333333333
1,5.25,-0.002983375,-9.442495,0.343073,0.059463,2.108875,0.0914296,1.94956,387.087,4.42182,0.498783,0.4484495,0.1100835,0.516827,304.5252,244.3995,-62.374985,1.747481,-1.6056495,1.66162376833333,55.2120765,2.1475,-13.44437,-8.475608,-22.90836,-11.37094,86.2378535,86.3816666666667,-0.0169442368333333,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,4.27333333333334,7.34083333333334
1,5.75,-0.003871035,-8.096605,0.633608,0.0479838,2.058025,0.08689185,1.547335,387.013,4.420295,0.488438,0.448374,0.103994,0.5285155,302.95365,244.57035,-62.44477,1.7698925,-1.5532555,1.36646778333334,55.5156325,2.06,-13.75829,-8.634267,-23.22136,-11.56165,86.2417035,86.39,-0.0131244801666667,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,4.11166666666667,7.24
