DOY2,HR2,CO2,FC,H2O,H,LE,PA,T_SONIC,VPD,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,411.2065994,0.1836864475,3.303219848,-10.92394696,2.9890379055,101.6071641,-2.547,1.646904225,0.639309284,0.247630356,0.561511902,0.341535383,4.408108981
1,0.75,411.1177247,0.2108860505,3.3023194065,-9.8197550165,3.570456501,101.5867682,-2.824,1.60530131,0.656066397,0.242318384,0.530128186,0.344494745,4.289682883
1,1.25,411.171984,0.192668833,3.295902517,-9.886573,3.100107882,101.612,-2.9895,1.602596243,0.6249620365,0.241969634,0.5328773485,0.3353511805,4.3087718685
1,1.75,411.0650842,0.23025,3.301083772,-10.02549985,3.7898348345,101.5687997,-2.9,1.57541886,0.628517201,0.236126659,0.507573204,0.331994102,4.291875286
1,2.25,411.1448453,0.194347394,3.415829321,-9.0311,3.968683167,101.58247965,-2.9,1.556846341,0.619001221,0.247116152,0.550892488,0.349696674,4.270565229
1,2.75,411.3685726,0.185939432,3.424277417,-8.987551127,4.149732804,101.59205025,-3.2,1.5237,0.626480218,0.241075126,0.507699771,0.337800463,4.128078452
1,3.25,411.3351337,0.2320114235,3.3552674355,-10.44806,3.925366852,101.5948287,-3.3,1.496082526,0.6372765245,0.2347192435,0.547506541,0.346381094,4.327303412
1,3.75,411.5292863,0.207678733,3.276746728,-9.884312836,3.24534968,101.59775065,-3.5135,1.4879481715,0.676546317,0.245649215,0.534328525,0.350790221,4.442041923
1,4.25,411.52596465,0.190542019,3.2197359975,-9.7184045695,3.410849414,101.5850206,-3.4,1.46020403,0.627086981,0.2370509655,0.511825172,0.320344083,4.358375213
1,4.75,411.2766491,0.184247242,3.1747539925,-10.613747595,3.98096133,101.6081686,-3.4,1.412940951,0.6095739355,0.2392968535,0.542580605,0.3401261595,4.5300680535
1,5.25,411.03798305,0.2228561325,3.176316573,-9.5002131545,3.3119285805,101.6240342,-3.584,1.362117996,0.60854289,0.231758034,0.560510337,0.342419533,4.505746579
1,5.75,411.2517307,0.228755712,3.266899098,-9.964859841,3.397262048,101.6436006,-3.5,1.372738836,0.633571769,0.241872414,0.545023593,0.343153488,4.378944855
1,6.25,411.3595697,0.212894,3.18869712,-10.25967905,3.2323298765,101.656,-3.9,1.3005821195,0.636619171,0.241582808,0.531097153,0.328634848,4.274828398
1,6.75,411.57797675,0.224160798,3.1859154725,-10.69015022,3.1632504565,101.6444362,-3.7044186,1.254528242,0.6290184215,0.2293342965,0.509834303,0.343011092,4.266965386
1,7.25,411.9444963,0.207299724,3.204632482,-7.81351132,3.1299713635,101.66045735,-3.6,1.278916347,0.626308572,0.241514232,0.531658331,0.329404819,4.223800072
1,7.75,412.2888381,0.23542075,3.264604106,-5.9088763015,4.877493538,101.6204996,-3.563,1.274448535,0.671006989,0.244025833,0.52361,0.34395276,4.0599
1,8.25,412.29598275,0.278452599,3.3293702455,-2.5439403375,8.331221943,101.6019711,-3.4,1.337572221,0.7343544725,0.292744325,0.6125470755,0.3966559635,4.616919559
1,8.75,411.63006265,0.226446862,3.4172748525,2.3646285935,12.35833705,101.6049618,-3.05,1.445717328,0.834638625,0.3015403415,0.697519933,0.4364285455,4.8582680325
1,9.25,411.1149613,0.1845046935,3.406005113,13.24173361,16.00504915,101.61628945,-2.598,1.5954218755,0.890731849,0.326974891,0.780459875,0.465813894,5.198149328
1,9.75,410.4328974,0.141757307,3.360487584,21.6763303,20.924292335,101.62699165,-2.1673287,1.854929095,0.9367426245,0.3638893925,0.8585071755,0.4942436885,5.5787150775
1,10.25,409.660062,-0.03165,3.333727466,31.24890057,25.487630505,101.5691661,-1.40137995,1.913596067,0.9601204295,0.364108391,0.9169034275,0.511529544,5.615204992
1,10.75,409.46,-0.1111478185,3.382928654,32.67905711,32.53028214,101.5482351,-1.1716819,2.0711610915,1.1031305675,0.3765267925,0.9829739295,0.5213642655,5.9388274585
1,11.25,409.1292815,-0.169999074,3.314292397,37.95453127,33.911473455,101.5262528,-0.7153179,2.2648109865,1.095629351,0.402284975,0.993186195,0.538890939,6.108239173
1,11.75,408.91128655,-0.1853182285,3.297055903,37.68306385,36.48594101,101.4583747,-0.3,2.536854261,1.105617912,0.408205494,1.053416095,0.542290901,6.205356714
1,12.25,408.12358125,-0.191000341,3.2713787705,29.943005615,36.731,101.4126318,0.2,2.647615674,1.0898871585,0.399651315,1.0898858805,0.550106586,5.9953792085
1,12.75,407.6475561,-0.303036081,3.252147991,27.353919905,39.02875151,101.38192625,-0.1858964,2.706000316,1.088113623,0.397920415,1.014691602,0.554418442,5.877214468
1,13.25,407.2072884,-0.209814393,3.324237003,20.6283194,34.92250228,101.34595065,0.3,2.857243557,1.085110356,0.385360387,1.088461289,0.51710572,5.914444671
1,13.75,407.033226,-0.176300197,3.342146686,15.555641955,32.697767825,101.3308739,0.05,2.92743961,1.1182747165,0.3696152945,1.0717817165,0.525820124,6.04418487
1,14.25,407.21774765,-0.167927936,3.347690857,9.771663257,30.84682254,101.3450294,0.1,2.970876518,1.042201749,0.36465,1.05630681,0.502884218,5.629588224
1,14.75,407.085,-0.1144338365,3.309124389,0.8103489,26.07390372,101.3688839,0.2179087,3.026203456,1.006973962,0.366569818,0.967886441,0.492125438,5.486694163
1,15.25,406.83,-0.0644,3.335791055,-2.788818659,20.34240277,101.35920905,0.2,3.010939483,0.983991093,0.340736107,0.901789653,0.47141948,5.283547663
1,15.75,407.1825316,-0.00656,3.36591117,-8.754287519,16.51109886,101.3841128,0.218,2.919742287,0.935562165,0.321016669,0.78368,0.43533415,5.202955774
1,16.25,407.2949702,0.0238,3.383293961,-11.35975072,10.96409611,101.4174121,0.1755,2.801492692,0.849732764,0.281075161,0.683615437,0.398621058,4.8548040705
1,16.75,407.815,0.0574,3.390782435,-11.43540161,7.155116815,101.451231,0.1,2.717001433,0.747564441,0.2569,0.578216406,0.33864,4.48748863
1,17.25,408.15,0.088,3.3745510265,-12.658236535,4.6181480665,101.4530996,-0.1,2.58633,0.7009525,0.232512362,0.5670514905,0.332920354,4.392633141
1,17.75,408.5323971,0.106183518,3.475092067,-10.607157755,3.433741922,101.50018725,-0.1929511,2.46308865,0.631507014,0.230233689,0.5186229105,0.3123298615,4.29601112
1,18.25,409.48979575,0.1068294125,3.502391851,-11.79790551,4.0419295605,101.5449752,-0.4692816,2.289688459,0.6182458,0.217051007,0.523971942,0.30692,4.382845969
1,18.75,409.56773605,0.11804704,3.640426878,-12.59725741,3.5947284355,101.5629912,-0.83,2.209746029,0.659876929,0.237143855,0.553607639,0.324754667,4.480124243
1,19.25,409.79665185,0.179479027,3.570571061,-12.52602549,3.6448474275,101.59229305,-0.8135,2.131144354,0.661857765,0.267753246,0.57843,0.354237635,4.700628516
1,19.75,410.3262908,0.155688779,3.6021751865,-12.091544575,3.177317599,101.5639699,-0.9,2.00917176,0.7122726255,0.2504569555,0.5702479295,0.3430665695,4.5163134435
1,20.25,410.58,0.146991821,3.618915553,-13.192133135,3.416584093,101.5609241,-1,1.993947903,0.690143205,0.2745071635,0.5874741735,0.3549233505,4.5148753395
1,20.75,410.4252638,0.115760197,3.569002795,-12.77705731,4.218456703,101.57926955,-1.05,1.923397635,0.7503466925,0.2764147025,0.6098777055,0.373081086,4.4501370715
1,21.25,410.56463275,0.179575354,3.617288146,-12.74450735,3.418729096,101.55028205,-1.291,1.831212866,0.751709844,0.2668470935,0.612811317,0.3667566435,4.5586532685
1,21.75,410.80387655,0.207662525,3.579240411,-11.91142341,3.10493347,101.553357,-1.5,1.8324,0.735719022,0.258932111,0.586626819,0.351872121,4.4635131815
1,22.25,410.9911363,0.2296661375,3.484672727,-12.15794775,3.103747896,101.5793501,-1.806,1.7915212685,0.64966433,0.255364197,0.581655142,0.3516761785,4.5452185245
1,22.75,410.8004002,0.20929,3.445233852,-11.095045905,2.430932989,101.596658,-2,1.7420730045,0.724274485,0.2471714225,0.571807556,0.3371293105,4.83274501
1,23.25,410.8647148,0.210566228,3.332954807,-12.32878299,3.341916036,101.5925758,-2.026,1.695114308,0.691945212,0.261054238,0.590038872,0.351305038,4.302808506
1,23.75,410.85941805,0.184414842,3.2150192335,-11.12800273,2.93930344,101.5694991,-2.18062335,1.651241603,0.6685462805,0.254901575,0.568778106,0.3502907645,4.3680020785
2,0.25,415.2868371,0.2024401095,3.564861024,-8.698373627,2.508279935,101.4691738,-0.6325384,1.6620901915,0.590446842,0.227528642,0.507663064,0.298831056,4.2368
2,0.75,414.9943761,0.194730547,3.611615475,-8.920619433,1.471539252,101.4533938,-0.686,1.621,0.5996666315,0.212763093,0.5068319465,0.310922063,4.144246594
2,1.25,414.9441595,0.189614,3.6681011065,-8.2434445405,2.131811312,101.42,-1.0065,1.59419,0.5986953145,0.2140927975,0.4938075955,0.2984958085,4.191486066
2,1.75,415.09085575,0.209258926,3.74541,-9.254820802,2.202948431,101.394513,-1.1,1.57532,0.581090354,0.202587582,0.50095,0.29291637,3.87617
2,2.25,415.379511,0.176178,3.721547096,-8.157279165,1.681019155,101.44342,-1.4285,1.50345,0.5516221795,0.202273243,0.472364715,0.28609427,3.8736473545
2,2.75,415.6539787,0.219864113,3.65136,-9.872303639,1.7078837515,101.42688005,-1.5,1.510996624,0.555008108,0.203077,0.503167709,0.287923601,3.82885462
2,3.25,414.7791494,0.2250270945,3.6243577535,-9.1695154415,2.00251365,101.3931963,-1.5,1.4459620575,0.6092719465,0.215800773,0.4991511195,0.303808036,3.988760863
2,3.75,415.26342525,0.227966331,3.654925931,-9.035853455,1.981473618,101.438068,-1.6,1.417690191,0.567895901,0.21144,0.482487306,0.29614,3.875303644
2,4.25,414.82476545,0.223654906,3.532492814,-8.055894955,1.748220762,101.4609949,-1.8,1.3919777915,0.58689,0.215043393,0.481527777,0.293938769,3.857299722
2,4.75,415.1841462,0.210346347,3.577386329,-8.78778,1.614814092,101.4365203,-1.522,1.313258368,0.5343150905,0.205219475,0.4838247345,0.287575604,3.7225656845
2,5.25,415.5125128,0.2000635345,3.581148785,-7.69793,1.6444994845,101.42262995,-1.5586457,1.276367512,0.5338070035,0.1944498995,0.475722542,0.2705512405,3.817938701
2,5.75,414.9600889,0.1887498135,3.6321138415,-7.6491925135,1.7754376,101.45404005,-1.7,1.260695632,0.5478742285,0.2076146615,0.466552429,0.288877124,3.8284131625
2,6.25,415.4121042,0.23283,3.60145809,-7.691897093,1.773833668,101.491,-1.9,1.2148,0.544740191,0.2131461075,0.45558239,0.2893948785,3.8079920095
2,6.75,415.5777578,0.2255711005,3.575190434,-6.4675638965,1.327694004,101.5,-2,1.226109266,0.52417678,0.204027081,0.463818215,0.287402157,3.755479426
2,7.25,416.07092745,0.2348222395,3.5109279965,-5.9567895705,2.105414894,101.56,-2.2,1.256391268,0.582218147,0.215852887,0.487431021,0.305614136,3.929788585
2,7.75,416.43467365,0.2160565,3.434994549,-3.188417982,4.0238573005,101.5992405,-1.87,1.3591,0.647174508,0.2604129325,0.5272261245,0.3437991595,4.187054395
2,8.25,416.00473435,0.175403656,3.429497845,-0.5926888375,7.867551786,101.5617578,-1.4105,1.46069961,0.7376094345,0.286673288,0.626986122,0.37382,4.412256189
2,8.75,415.8962911,0.14312565,3.4598387775,3.032925299,12.61809697,101.563725,-0.8,1.629957648,0.826468766,0.29947872,0.678583727,0.423004765,5.013395488
2,9.25,414.728355,0.0863,3.4845055765,10.327216125,18.34627639,101.5482887,-0.65,1.8565307145,0.8702312865,0.3237908135,0.753612992,0.444977689,5.0059672895
