DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,H2O_1_5_1,H2O_1_6_1,FC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,NETRAD_1_2_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_2_1_1,SC_1_1_1,RH_1_1_1
1,0.25,387.282625,385.23865,385.3001,385.37195,385.7237,386.2751,385.83055,0.564855,0.61549695,0.61269075,0.610993,0.58765735,0.6374254,0.0968351,-1.713167,-27.98499,-1.002897,1.947375,0.1867658,0,0,0.343375675,94.403635,-15.62276,-16.22667,-15.92883,-15.659335,-16.125665,-15.702,-15.6255,-15.67017,-15.753335,-14.518665,0.108,0.0557909,0.447,0.9533484,1.342053,2.2585,3.3209495,-53.530725,-12.9284175,0,0,0,0,0,0,0.1499988,203.559825,245.613,-13.9275,-15.208335,0.06189349,-0.43791605,0.04559478,0.50392865,1.3409185,1.715286,1.9494895,-5.006551,-0.14103175,86.3
1,0.75,387.394475,385.566625,385.5674,385.660025,385.85325,386.2923,385.9446,0.5613117,0.61704435,0.61047915,0.615668125,0.5898848,0.63419285,0.12951265,-1.818333,-28.4084125,-0.88211625,1.93922,0.246335,0,0,0.36153295,94.3836575,-15.47433,-16.3105,-15.98875,-15.61025,-15.9707475,-15.5452475,-15.4105,-15.6112525,-15.678585,-14.349915,0.112369975,0.0548129525,0.445727525,0.97874995,1.3435,2.2738335,3.31466725,-50.185285,-12.4287525,0,0,0,0,0,0,0.14923815,202.65645,245.8197,-13.96167,-15.053335,0.103859825,-0.4498401,0.0379366425,0.5031306,1.33479175,1.71415425,1.94656975,-5.0322105,-0.2189466,87.1
1,1.25,387.2524,385.157375,385.32445,385.4015,385.52345,385.9328,386.1416,0.55155275,0.6103586,0.6071735,0.6127642,0.5892546,0.6423346,0.13712795,-1.857667,-28.1401825,-0.9333385,1.935465,0.2235758,0,0,0.36654545,94.376565,-15.76641,-16.395165,-16.012,-15.65333,-16.17,-15.855,-15.98267,-16.03,-16.09,-14.49333,0.101,0.05370593,0.4485033,0.9655666,1.355667,2.281667,3.337,-48.180565,-12.173585,0,0,0,0,0,0,0.1518608,205.03515,246.0941,-14.15333,-15.39667,0.1476544,-0.4539739,0.03793741,0.501371825,1.335598,1.714963,1.94543425,-5.0344765,-0.24009505,87.3
1,1.75,387.3762,385.4916,385.565925,385.4919,386.0118,386.61505,386.80215,0.5467999,0.609844975,0.611672,0.6102961,0.58121585,0.630015175,0.1407844,-1.919333,-28.5341425,-0.88600575,1.895632,0.19287,0,0,0.3622985,94.3948275,-16.13363,-16.641665,-16.22542,-15.951335,-16.5293325,-15.859335,-16.1623325,-16.3539175,-16.55933,-14.540665,0.0846575,0.04827523,0.3968092,0.904039175,1.34383325,2.2570835,3.31275825,-49.053675,-11.54085,0,0,0,0,0,0,0.1574593,205.64685,245.24885,-14.397665,-15.5716675,0.1545804,-0.463032025,0.0417686275,0.498169725,1.3346305,1.7159335,1.9455965,-5.04203925,-0.05904929,88.1
1,2.25,387.5048,385.5663,385.83165,386.1473,385.949525,386.646925,386.729975,0.534385425,0.59438875,0.5931158,0.592286,0.5629163,0.605815925,0.14231905,-1.99124975,-27.21177,-0.81845765,1.929013,0.1439533,0,0,0.3489271,94.401335,-16.1492,-16.990585,-16.6439975,-16.2255825,-16.8150025,-16.387,-16.12725,-16.43708,-16.3942475,-14.8750025,0.126416675,0.04599239,0.48249995,0.9856667,1.3469415,2.2699165,3.32376625,-49.1036,-11.075,0,0,0,0,0,0,0.15889595,203.820275,244.05165,-14.508335,-15.70833,0.17360395,-0.470660675,0.0384150075,0.497689825,1.3293095,1.714316,1.94008,-5.0506045,-0.121320425,87.8
1,2.75,387.4551,386.1082,386.272375,386.1736,386.5448,386.695775,387.266675,0.53272165,0.5859036,0.596702825,0.5909799,0.5679659,0.60957155,0.150444225,-2.074833,-24.96773,-0.7561657,1.85982625,0.148414175,0,0,0.3400758,94.37201,-16.26777,-17.21,-16.616165,-16.397165,-17.011665,-16.448665,-16.312,-16.48183,-16.529835,-14.899,0.11888,0.039843735,0.45016665,0.979495,1.33,2.2636665,3.3208335,-44.70035,-11.31042,0,0,0,0,0,0,0.15675485,205.04715,243.627825,-14.60333,-15.766665,0.170534125,-0.482584175,0.037936135,0.497369425,1.3318895,1.7162585,1.94251375,-5.060248,-0.236483325,88.05
1,3.25,387.6777,386.1732,386.2766,386.306,386.6249,386.999375,387.327225,0.52249055,0.5875746,0.5891623,0.5968526,0.5688225,0.601528525,0.1240179,-2.12225025,-25.151985,-0.63819555,1.936056,0.111792475,0,0,0.3464327,94.352255,-16.61829,-17.187835,-16.7627525,-16.6200825,-16.923165,-16.6967525,-16.6506675,-16.71417,-16.6900025,-14.975335,0.1474167,0.03636897,0.499542475,1.0296665,1.36324975,2.273817,3.33024975,-45.71901,-11.79277,0,0,0,0,0,0,0.1428313,206.2738,242.7829,-14.8867525,-15.8744175,0.1298614,-0.4964111,0.03729958,0.4892049,1.324473,1.711402,1.938133,-5.072259,-0.092764015,88.45
1,3.75,387.7496,386.3336,386.5946,386.5961,386.696525,387.2257,387.577925,0.51502465,0.5709837,0.5861673,0.589217525,0.55986135,0.5976953,0.16105675,-2.14516675,-25.099765,-0.661158,1.97151875,0.12021835,0,0,0.348972625,94.3394225,-16.807385,-17.5339975,-17.2549175,-16.7551675,-17.0806675,-16.9635,-16.8266675,-16.9739175,-17.0650025,-15.06892,0.102999975,0.03444123,0.468785,0.96440585,1.34045025,2.249083,3.31525025,-43.25571,-10.29888325,0,0,0,0,0,0,0.1469755,206.3506,241.9662,-15.092335,-16.2690825,0.13499785,-0.4887848,0.03729857,0.4860047,1.323183,1.712048,1.94008,-5.069808,-0.21167545,88.6
1,4.25,388.0327,386.3938,386.6114,386.5779,386.8654,386.777825,387.847575,0.5083081,0.5632114,0.5761689,0.5752722,0.554811375,0.5965317,0.14760765,-2.170333,-26.993085,-0.782738275,1.9133615,0.1241033,0,0,0.353408325,94.3262475,-17.0683,-17.66667,-17.472335,-16.985,-17.4305,-17.138335,-16.89017,-16.986665,-17.093335,-15.084,0.1281667,0.03286195,0.4782017,0.9802083,1.3176665,2.2491665,3.3132,-39.3204,-10.03717,0,0,0,0,0,0,0.14367075,211.23225,241.6754,-15.27383,-16.254,0.12977845,-0.4868764,0.03346759,0.4866425,1.322538,1.713343,1.942027,-5.0848835,-0.1150013,88.1
1,4.75,388.05755,386.7698,386.68875,386.6655,386.7248,386.95405,387.862225,0.51399805,0.5612372,0.56167935,0.5703445,0.552109925,0.584633075,0.1406669,-2.1826665,-27.0962775,-0.649731,1.907202,0.155,0,0,0.359490225,94.31851,-17.1977,-17.77333,-17.605165,-17.021665,-17.472,-17.025165,-16.712835,-16.754,-16.806835,-15.087665,0.1163,0.0281846225,0.4705,0.98625665,1.3166665,2.2773335,3.3255,-38.100265,-9.63174225,0,0,0,0,0,0,0.1356667,210.101375,242.710175,-15.360165,-16.3615,0.1826294,-0.4887848,0.03602191,0.488564,1.323828,1.710754,1.941378,-5.09888725,-0.12043915,88.35
