DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,PPFD_OUT,PPFD_IN,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_1,TS_1_5_A,TS_1_6_A,TS_1_7_A,TS_1_8_A,TS_1_4_A
1,0.25,-57.63,-26.5313,3.363800167,-5.12385,0.242375,0.32003625,408.5161487,8.029440221,11.9795,89.407785,10.04,68.057230475,1.6245,10.585,64.14707906,2.8809,-0.49575,1.91775,293.725,353.7,8.19,6.0905,0.1275624075,0.0412,11.7826375,12.54875,14.0005,14.03775,13.711625,14.275,15.565375,15.6175,12.120875
1,0.75,-57.225,-25.501925,3.6326275035,-5.701275,0.213514899825,0.3223891,408.175225,8.02689268625,11.9459,89.39628,9.95,67.96515,1.62675,10.55,64.203225,2.91707788025,-0.367,1.864,293.4,353.6,8.03,6.035,0.1292,0.041225,11.580725,12.362875,13.86675,14.0515,13.737375,14.271375,15.562875,15.6175,12.1155
1,1.25,-57.15,-23.45123091,3.691975,-5.4071,0.23175,0.32325,408.33040075,8.0159,12.057235,89.3910575,9.99,68.4486876525,1.6505,10.6075,64.8880982975,2.864025,-0.422,1.839,294.4,352.625,7.6125,5.875,0.1261275491,0.043125,11.404275,12.16,13.758875,14.05325,13.7535,14.27575,15.565375,15.6175,12.107125
1,1.75,-55.87,-24.3803,3.713837728,-6.52942728975,0.268851392975,0.322985675,407.9854,7.9825,11.9725675,89.3850675,9.8225,68.7201365225,1.63775,10.3075,64.94710084,2.8246,-0.478,1.867,293.4,351.925,7.73125,5.627,0.1236252961,0.042873,11.15165,11.974,13.6145,14.07425,13.767625,14.283625,15.558875,15.62,12.10025
1,2.25,-56.2,-24.229738005,3.38987426925,-6.35325,0.2821059514,0.3229,408.83982475,7.89885,11.78735,89.38017,9.7975,69.2940816825,1.605,10.3775,64.6623243625,2.8453501295,-0.376,1.858,293.5,351.45,7.5525,5.556,0.1252001407,0.036552,10.9245125,11.818125,13.499625,14.085,13.800125,14.28075,15.586375,15.62,12.07825
1,2.75,-56.575,-23.78395,3.59715,-7.02635,0.2795,0.33059605,408.204775,7.88165,11.618095,89.37485,9.55,69.9365,1.63575,10.295,65.994825,2.8505,-0.426,1.8375,291.2,350.6,7.40475,5.248,0.1267749852,0.0372,10.7555625,11.660125,13.379625,14.0845,13.8035,14.286125,15.5685,15.6175,12.047875
1,3.25,-54.8225,-22.1721,3.73642872775,-6.15479447425,0.2329069588,0.320175,408.4970928,7.8467,11.462445,89.3736,9.475,70.3149735,1.62025,10.095,65.653925,2.849642844,-0.42,1.91125,291.1,349.825,7.38775,5.0575,0.1228378739,0.0391185,10.6265,11.479375,13.269125,14.08575,13.8085,14.2945,15.5605,15.6175,12.021625
1,3.75,-55.685,-22.41715,3.9910000155,-6.44885,0.250764577225,0.3134327,406.9943,7.7477,11.5617,89.3589,9.505,69.38650968,1.606,10.0675,64.84735511,2.81267613925,-0.416,1.8955,289.7,348.875,7.23225,4.869,0.1244127184,0.0355,10.4605,11.329375,13.14875,14.081375,13.826875,14.3055,15.553875,15.62,11.991625
1,4.25,-52.88,-22.35437122,4.0334920105,-6.2009037965,0.2283430883,0.314575,408.4909748,7.82525,11.4592325,89.345555,9.395,69.231398435,1.5895,10.0325,65.081075,2.79821130075,-0.353,1.8485,290.4,347.525,7.1355,4.664,0.1205747639,0.037488,10.3027,11.178375,13.040625,14.06675,13.8465,14.289625,15.573125,15.61,11.95725
1,4.75,-53.175,-21.8022,4.2141057865,-6.23015,0.23134955135,0.32075,408.79532755,7.6256335465,11.354275,89.3422425,9.34,68.8206987125,1.606,9.97,64.93067736,2.80610700475,-0.263,1.90575,289.6,347.6,6.827,4.682,0.123747784,0.034722,10.1265,11.038125,12.945625,14.01025,13.83075,14.304875,15.554125,15.61,11.9315
1,5.25,-53.69,-21.45405,3.6797,-5.83495,0.24895,0.3224163,407.733118125,7.78063823925,11.28175,89.34811,9.2525,69.4747,1.61475,9.9175,65.34585,2.80004299625,-0.321,1.88,290.2,347.875,6.9355,4.645,0.1244127184,0.0335,9.968,10.909625,12.845625,14.0345,13.85,14.298625,15.550125,15.6175,11.884875
1,5.75,-53.58,-21.462307745,4.4119206985,-7.86455,0.25978692635,0.312558075,407.065316375,7.71215,11.321765,89.354095,9.33,69.888225,1.56875,9.9725,65.078174055,2.826395958,-0.409,1.897,290.5,347.15,6.9415,4.5525,0.122161274,0.032375,9.8075,10.772375,12.754,14.00125,13.8545,14.310375,15.564,15.62,11.851125
1,6.25,-54.87,-21.154547855,3.795726829,-7.245713753,0.25465,0.3199375,407.0952399,7.768125,11.06703,89.3709,9.1975,70.101284305,1.58,9.89,65.9508359825,2.805385322,-0.434,1.90875,288.825,347.3,7.03,4.36525,0.121078541125,0.03261,9.6495,10.649125,12.631125,13.989,13.8695,14.311625,15.579375,15.61,11.8165
1,6.75,-55.375,-20.3066,3.761875,-5.76673979,0.247125,0.3225,407.387198425,7.7159,11.18445,89.3892,9.0625,69.5699927975,1.581,9.8975,65.61715,2.77245,-0.39075,1.9095,290.225,346.6,6.9475,4.4175,0.1228378739,0.0547,9.4649,10.506625,12.519375,13.949,13.834,14.312375,15.54725,15.61,11.7605
1,7.25,-54.0225,-19.87763368,4.065118091,-6.1738700245,0.24051850495,0.3232,407.042875,7.643,11.18,89.407505,9.26,70.00134811,1.575,9.895,66.0227,2.80555,0.7405,2.34325,289,346.75,6.87725,4.56775,0.7480511549,6.80783,9.3221,10.37525,12.3775,13.9375,13.835,14.335,15.563875,15.6,11.725
1,7.75,-35.1175,-12.95182079,5.15791228875,-6.398374303,0.2075499842,0.3339227,407.809516075,7.622902317,11.1496425,89.423275,9.4575,68.222554865,1.586,10.0775,64.5653443175,2.755825,29.18,8.5475,288.675,348.2,7.34325,5.1005,7.8634,69.051075,9.170325,10.24225,12.257,13.905,13.8265,14.314,15.569875,15.6075,11.678875
1,8.25,20.8875,7.91649601075,10.361275,2.682825,0.2340866928,0.325497725,408.11878245,7.7667,11.9193375,89.4359325,11.1225,61.78658119,1.399,11.075,61.7767686175,2.458,128.925,31.745,289.65,355.9,9.27,6.7825,30.241561185,279.343475,9.195325,10.11975,12.176875,13.86175,13.8195,14.3335,15.556125,15.6,11.640125
1,8.75,93.85,32.804175,20.7022,35.791775,0.23658343265,0.318161825,407.9006,7.92,13.281725,89.450785,13.755,54.07106602,1.168,12.84,55.780036025,2.00318443,227.4,45.43,292.3,368.325,12.36,9.56,50.354925,483.215925,9.2897,10.0525,12.09375,13.84625,13.8205,14.3385,15.56275,15.61,11.606875
1,9.25,173.2,59.06273517,31.33837618,74.87385,0.2717227997,0.33255,408.237412075,7.9725306805,14.5872725,89.46845,15.71,50.386040865,1.1675,14.26,53.018270795,2.007753696,327.2,54.97,296.3,381.825,14.545,12.425,69.411,680.2458,9.60075,10.104,12.0015,13.813375,13.80875,14.35925,15.565375,15.5975,11.5695
