DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,TS_1_3_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1
1,0.25,-0.0594971,-20.9457,1.10358,0.51775225,0.99942725,0.0788639,5.56763,428.1035,6.5936025,0.32035975,0.266615,0.07507995,0.182097,101.187,4.9546425,83.471825,-2.950365,-3.3306975,-2.70907,-1.94093,-2.9072125,273.64525,1.0927425,326.3465,-0.0230345,-0.0607931,7.2006025,6.913755,6.9622925,-65.19535
1,0.75,-0.06416745,-16.8326,-0.4518725,0.4956195,1.1097575,0.0651248,4.9205475,427.4715,6.42444,0.30976,0.30874225,0.073760125,0.175006,101.17825,4.68002,85.22335,-2.9166025,-3.4064925,-2.996785,-2.1199325,-2.88342,273.318,0.9405165,325.79325,-0.0204333,-0.0601,7.089375,6.8748425,6.8790325,-64.26815
1,1.25,-0.066854475,-20.017475,-1.07169,0.57186825,1.04781,0.089347675,4.74379,427.80725,6.386495,0.31240325,0.3172565,0.0801963,0.1336725,101.156,4.28659,86.32,-2.94769,-3.3357325,-3.223035,-2.3001325,-2.9033775,271.652,1.0678275,324.67975,-0.0231333,-0.0608,7.0472775,6.8406225,6.8467025,-62.6857
1,1.75,-0.06250345,-16.9455,-1.05207,0.540168,1.10398,0.0831191,4.3331,429.2335,6.405605,0.320459,0.2986,0.0894262,0.158252,101.2,4.046525,86.3033,-3.0148475,-3.2842475,-3.3957275,-2.476685,-2.8843275,271.12275,0.93097525,324.3375,-0.0224667,-0.0598667,7.003145,6.8176925,6.852355,-62.9706
1,2.25,-0.0685775,-18.18085,0.39303325,0.44571275,1.2426625,0.08072245,4.0677525,429.2575,6.2245225,0.3144945,0.26848825,0.087214325,0.1663035,101.2,4.025575,85.3033,-3.094825,-3.3775725,-3.6679725,-2.65157,-3.1520975,270.28975,0.964975,322.36025,-0.0248333,-0.0592,6.95522,6.783585,6.8194825,-66.45035
1,2.75,-0.0550687,-14.354225,-0.4228425,0.3832545,1.10475,0.0856778,3.89024,429.239,6.031825,0.293675,0.274704,0.0814809,0.141156,101.2,3.56121,86.6173,-3.1820425,-3.5046725,-3.928945,-2.732215,-3.15179,271.201,1.0516475,321.4135,-0.0244,-0.0604333,6.9157725,6.7703,6.786815,-63.666625
1,3.25,-0.0443511,-17.170625,-0.3477175,0.263717,1.2656125,0.09135795,3.6274,429.23475,6.1212775,0.3239485,0.303278,0.08695475,0.154305,101.2,3.0865325,86.4367,-3.273075,-3.61857,-4.1165225,-2.84676,-2.794125,272.467,1.0084275,321.4455,-0.0231667,-0.0589667,6.9279275,6.7009275,6.74223,-62.2357
1,3.75,-0.051550375,-14.62325,1.20361,0.276425,1.2587425,0.08320555,3.518875,430.567,5.893805,0.31820025,0.30391325,0.091882675,0.16937,101.2,3.14156,86.584975,-3.3671275,-3.72906,-4.3969975,-3.0234775,-2.9896475,275.08925,0.86911675,321.53525,-0.0219667,-0.0586,6.915725,6.609945,6.6833025,-60.131825
1,4.25,-0.04551125,-13.700925,-1.35885,0.41051,1.0613675,0.084819775,3.3449175,432.117,5.95048,0.29917375,0.28619775,0.091556525,0.159034,101.2,2.615225,87.8533,-3.4635575,-3.8551675,-4.65176,-3.20799,-2.8919325,270.8555,0.85273325,320.005,-0.0196333,-0.0588667,6.88899,6.5313,6.6224675,-58.658375
1,4.75,-0.0496282,-15.879825,-0.53162325,0.3878135,1.1602875,0.091355275,3.3558225,431.2495,5.8778275,0.307295,0.2922725,0.083975325,0.165103,101.15025,2.566405,87.1267,-3.5250775,-3.971065,-4.7738275,-3.37108,-2.7753475,272.09525,0.9604335,319.277,-0.0202,-0.0591,6.89127,6.45854,6.56558,-57.580425
1,5.25,-0.040622575,-15.48915,-0.8296855,0.329481,1.03408,0.08745615,3.167165,433.584,5.53634,0.3161925,0.2558705,0.09161685,0.131391,101.1075,2.31521,86.59,-3.6301575,-4.09157,-4.830545,-3.4544925,-3.0272075,271.239,0.98596075,319.07575,-0.0226333,-0.0582333,6.8907925,6.40053,6.505375,-56.65515
1,5.75,-0.0425525,-13.09655,-0.68027675,0.357141,1.33991,0.0843113,2.71988,434.809,5.707985,0.324836,0.304995,0.0959697,0.148929,101.1,1.889905,87.0767,-3.771445,-4.2117175,-4.9419175,-3.628895,-3.101555,268.8135,0.84814175,317.46225,-0.0246667,-0.0582,6.86284,6.3804475,6.462505,-59.1803
1,6.25,-0.059478325,-15.18345,0.233717,0.259992,1.290275,0.09350675,2.62689,432.56575,5.5440175,0.2928265,0.298753,0.0929068,0.14758875,101.1,1.6712925,87.381675,-3.8770225,-4.3374175,-5.149015,-3.799055,-2.6993475,267.7755,0.94525,316.7605,-0.0222,-0.0571333,6.819455,6.35281,6.43703,-60.956625
1,6.75,-0.06620085,-16.7656,0.49043,0.274623,1.26052,0.091121375,2.3337275,432.58,5.85009,0.3248245,0.30343875,0.10409725,0.1384985,101.10975,1.4586525,87.9825,-3.975955,-4.46175,-5.37919,-3.9040325,-2.9865075,271.3345,0.86909975,317.2825,-0.0027,-0.0559333,6.77082,6.2793925,6.41468,-57.60625
1,7.25,-0.0644339,-18.696,0.22427175,0.209723,1.3258475,0.0949433,2.3612675,431.214,5.65571,0.32156775,0.3116175,0.0984091,0.1504405,101.1975,1.3951275,87.8467,-4.076825,-4.58788,-5.61981,-4.0813425,-0.68661675,271.6425,0.96933325,317.1315,1.73633,0.0572667,6.7193525,6.20226,6.37034,-56.852975
1,7.75,-0.0925799,-14.48685,3.051335,0.265146,1.13021,0.08915215,2.6256725,430.55525,5.64295,0.3121245,0.27326075,0.096064075,0.1461865,101.2,1.847305,87.068325,-4.17769,-4.7146225,-5.882925,-4.21584,9.7814975,271.35775,1.95378,318.91825,18.838,1.27567,6.6839675,6.12928,6.2959,-30.594375
1,8.25,-0.06927655,-13.0486,4.50626,0.2860915,1.185915,0.10119775,3.4714,430.694,6.08057,0.334392,0.3130555,0.1148665,0.1717575,101.2,3.12573,85.889975,-4.2041925,-4.8481925,-6.1450275,-4.3331925,31.37825,271.3025,3.9852075,323.06,56.0357,4.00017,6.6651275,6.122685,6.217925,-0.88618925
1,8.75,-0.069504,-10.7276,8.61193,0.01432415,1.4357475,0.125833,4.8072825,431.772,6.45484,0.3721245,0.3407995,0.14257575,0.19501125,101.27175,4.7201225,82.79665,-4.297885,-4.9749025,-6.4092325,-4.4408275,52.792525,270.002,5.516825,332.83475,101.363,6.5441,6.6412475,6.139805,6.1497775,20.453825
1,9.25,-0.100760975,-5.92047,13.5259,0.223666,1.4183,0.140964,6.38957,428.86,6.75704,0.410274,0.375525,0.141548,0.176562,101.3,6.04444,79.95355,-4.3479275,-5.080815,-6.6311775,-4.563,72.529,267.635,7.547625,340.9465,151.987,9.38343,6.611515,6.1319725,6.1128,42.7347
1,9.75,-0.101142125,-7.13989,22.339375,0.2825425,1.587355,0.140861,7.3733575,428.49875,6.7285475,0.42760325,0.415323,0.15984625,0.20715925,101.30225,6.9128275,75.07455,-4.41062,-5.22029,-6.7840725,-4.661905,114.144,271.2035,8.94519,349.575,209.77,12.427,6.58685,6.122245,6.083805,79.073
1,10.25,-0.111236,-4.61773,24.2164,-0.25820975,1.4811275,0.140857,8.58077,426.049,6.78751,0.44715375,0.4489205,0.17458275,0.250299,101.36225,7.85317,69.53985,-4.4856475,-5.3364475,-6.9260325,-4.741205,166.75225,274.61275,12.38835,354.0085,284.967,16.572,6.57265,6.149415,6.0866725,113.02975
1,10.75,-0.112159,-0.252609,29.1143,-0.348409,1.478875,0.149557,9.17827,426.213,6.88989,0.444859,0.454908,0.184179,0.247755,101.31725,8.17621,65.1481,-4.549995,-5.4369775,-7.151985,-4.813915,190.83,276.435,14.846925,356.535,382.331,22.984025,6.566855,6.18507,6.09718,141.944
1,11.25,-0.125767,0.12417815,31.8901,-0.49069175,1.4444,0.144533,9.805905,424.2325,6.95025,0.482684,0.481191,0.1778055,0.210114,101.3,9.131,61.84735,-4.805235,-5.50933,-7.223,-4.8238975,190.3885,279.78025,17.61285,361.50575,393.703,28.095,6.54163,6.2256475,6.128115,143.93925
1,11.75,-0.108965,0.322682,29.5965,-0.1475545,1.46513,0.15188275,10.1867,423.61575,6.865975,0.500127,0.470617,0.180742,0.188272,101.2365,9.4519975,55.689,-4.6082,-5.5596725,-7.2622475,-4.7861,208,284.722,19.368325,366.14,438.96,32.4917,6.5781775,6.2616075,6.1648925,158.05
1,12.25,-0.109496,0.0535708,31.411125,-0.177178,1.35783,0.152079,10.365625,422.638,6.836425,0.50943075,0.51708475,0.18369775,0.1607025,101.18925,10.0101075,56.286275,-4.6800775,-5.5862475,-7.1555975,-4.779435,213.427,288.2885,20.1176,367.042,470.713,35.6843,6.594975,6.28208,6.2997425,158.113
1,12.75,-0.109329,3.3899725,36.06725,-0.05669295,1.60323,0.15224975,10.610475,422.388,7.1897975,0.5275885,0.4864075,0.19314725,0.193349,101.083,9.883,58.706,-4.7826325,-5.5714,-6.9219675,-4.64943,219.0185,289.183,20.26,368.51,506.993,39.3323,6.6188675,6.3312925,6.3266025,151.327
1,13.25,-0.114277,0.198346725,37.1763,0.02374695,1.74018,0.152234,10.7785,421.74325,7.1941525,0.5087635,0.48587,0.1841685,0.1545595,101.1,10.4417,56.305,-4.878805,-5.5243525,-6.6634475,-4.514885,192.9135,289.797,19.0843,368.197,425.413,35.4107,6.65353,6.33537,6.5047575,140.4415
1,13.75,-0.10852725,-1.649595,35.6763,-0.137699,1.6719275,0.14903675,11.169175,421.563,7.32097,0.55588,0.48660675,0.172791,0.171403,101.003,10.721,52.5973,-4.9348675,-5.43699,-6.2624825,-4.1892075,175.162,291.837,15.84,369.58,424.4,28.8133,6.73331,6.3348225,6.6395675,127.7995
1,14.25,-0.137952,-3.3157,32.521,-0.0248027,1.5692975,0.143638,11.282475,420.4555,7.2307475,0.52653675,0.51783325,0.17937875,0.15245475,101,10.8852,49.7873,-4.777935,-5.375615,-5.802515,-3.80487,150.691,293.45825,15.978425,368.15575,336.8,27.012975,6.896685,6.444165,6.881665,114.312
1,14.75,-0.128591,-6.878075,33.22445,-0.0607206,1.701515,0.1561035,11.4892,420.41175,7.256945,0.4946015,0.4758545,0.17323,0.129836,101,10.993575,48.27,-4.726685,-5.21818,-5.2775,-3.55892,113.16425,293.134,10.973575,366.882,262.36075,21.858575,6.94848,6.521,6.94198,81.6837
