DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_4_1_1,TS_4_2_1
1,0.25,-70.23345,-24.55495,1.9774,-22.86785,0.26935,0.15385,402,6.2093,9.0082,87.401,8.52,38.0486,1.9274,0,0,259.0247,326.5181,0,0,4.67005,6.0667,6.805,7.4637,8.16105,10.5285,5.44695,6.82545,10.11,10.585,9.375,10.755
1,0.75,-70.33255,-24.78,1.661,-22.2804,0.2723,0.15245,401.7,6.092,9.037,87.3977,8.44,39.14,1.97485,0,0,257.4359,326.43455,0,0,4.4501,5.9016,6.76835,7.4608,8.19105,10.52425,5.0867,6.6611,10.12,10.59,9.39,10.76
1,1.25,-69.91,-25.1175,1.983,-22.22,0.27715,0.15315,401.6981,6.036,9.0085,87.38965,8.36,38.9974,1.9066,0,0,257.0011,325.5251,0,0,4.2866,5.8085,6.7575,7.47,8.1871,10.52425,4.866,6.501,10.12,10.59,9.405,10.755
1,1.75,-69.79,-24.67,1.9605,-22.74,0.26405,0.1548,401.9,6.0545,8.8577,87.384,8.28,40.37,1.9607,0,0,256.45,324.8766,0,0,4.14195,5.6497,6.73155,7.47735,8.18605,10.51925,4.746,6.4203,10.115,10.59,9.415,10.755
1,2.25,-69.6441,-23.94,1.9585,-23.54795,0.2678,0.1558,401.53515,6.0148,8.56655,87.3848,8.11,40.55,1.9775,0,0,256.2725,324.8369,0,0,4.01285,5.5545,6.7192,7.46385,8.21105,10.51925,4.6661,6.29455,10.12,10.585,9.425,10.75
1,2.75,-69.8,-24.64,1.83905,-23.3033,0.2348,0.1549,401.313,5.966,8.58275,87.37735,8.09,39.8558,2.0468,0,0,255.7,325.7011,0,0,3.8964,5.4414,6.6775,7.4583,8.205,10.51925,4.5552,6.202,10.12,10.59,9.425,10.755
1,3.25,-69.97,-24.4925,2.2817,-25.39,0.26395,0.16235,401.8,5.9775,8.50625,87.37,7.924,40.0537,1.98085,0,0,255.3077,324.21525,0,0,3.771,5.3444,6.6477,7.4942,8.205,10.51925,4.452,6.101,10.125,10.58,9.44,10.75
1,3.75,-69.6661,-23.5057,2.3821,-25.0557,0.2733,0.16,400.9,5.985,8.4933,87.36,7.995,38.78,1.998,0,0,256.4569,324.4708,0,0,3.722,5.244,6.5877,7.45,8.2469,10.51695,4.3748,5.969,10.135,10.58,9.45,10.755
1,4.25,-69.81215,-23.828,2.30355,-25.5972,0.27265,0.159,401.2674,5.93185,8.5188,87.35,7.864,39.5616,2.07475,0,0,256.64885,323.7618,0,0,3.6538,5.14,6.546,7.5052,8.2171,10.51695,4.2809,5.85,10.13,10.58,9.45,10.755
1,4.75,-69.8764,-23.4771,2.4038,-26.8105,0.2772,0.1636,400.73895,5.98035,8.353,87.35555,7.803,39.3135,2.0195,0,0,256.50415,324.35,0,0,3.5498,5.0081,6.5092,7.4956,8.2542,10.51695,4.1714,5.698,10.135,10.585,9.455,10.75
