DOY2,HR2,LE,USTAR,TA_1_1_1,WS,FC,H,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,9.75,-0.221,0.09525,-31.44625,0.47325,0.0695,-14.4745,65.491,374.6855,0.13,-5.869,4.68725,12.61825,24.14775,12.0385,0.278
1,10.25,-0.3245,0.101,-30.99575,0.484,0.0345,-5.082,65.0055,374.656,0.135,0.27,21.49875,29.76875,48.6585,20.76575,0.31825
1,10.75,-0.218,0.148,-30.164,0.657,0.1075,-4.685,64.5605,374.411,0.155,4.73075,34.36375,40.67025,70.52,35.18475,0.35275
1,11.25,-0.2115,0.1885,-29.2705,0.682,0.159,8.1775,63.85025,374.334,0.1625,10.5185,51.872,57.062,92.6085,49.89725,0.39625
1,11.75,-0.2045,0.193,-28.60025,0.897,0.0575,14.36275,63.3435,374.2955,0.18,15.701,65.165,74.32075,113.41525,57.25,0.42
1,12.25,0.00525,0.2225,-27.90375,0.958,0.015,21.96275,62.2335,374.25,0.2,19.84075,83.99125,92.46025,125.0935,62.57525,0.4435
1,12.75,0.039,0.276,-27.208,1.066,0.106,19.34725,61.2985,374.20725,0.22,23.183,79.68625,120.83675,128.10925,62.514,0.46775
1,13.25,0.0885,0.296,-26.61525,0.9635,0.1245,29.51275,59.6445,374.14775,0.24,22.327,81.3435,116.317,123.16675,57.928,0.4975
1,13.75,-0.0585,0.295,-26.298,1.0805,0.11925,30.014,60.0255,374.03775,0.26,19.947,72.05925,90.345,109.6645,53.514,0.4995
1,14.25,-0.372,0.269,-26.176,1.0565,0.108,25.337,60.3025,374.025,0.26,13.26675,62.09725,68.78525,89.84225,47.213,0.512
1,14.75,-0.083,0.2845,-25.87575,1.077,0.154,12.704,60.468,374.015,0.27,8.9765,41.15575,47.8445,68.96275,34.056,0.5
1,15.25,-0.295,0.2545,-25.91425,0.947,0.084,5.65075,61.1,374.035,0.265,-0.83825,28.136,39.34425,49.6265,21.639,0.503
1,15.75,-0.37075,0.225,-25.90475,0.912,0.08425,-8.0845,61.5515,374.138,0.25,-10.699,10.31625,16.6545,28.4565,9.57,0.48825
1,16.25,-0.27125,0.189,-26.2545,0.792,0.0945,-14.129,63.087,374.1045,0.23,-26.4355,-1.78875,3.32,10.67075,2.643,0.46775
1,16.75,-0.2245,0.1325,-26.7675,0.584,0.054,-17.9085,64.5915,374.123,0.215,-31.10775,-10.80275,-0.45275,1.5975,0.577,0.44
1,17.25,-0.392,0.1145,-27.21225,0.504,0.0555,-24.5395,66.2565,374.099,0.205,-32.389,-15.22425,-2.05525,0.06725,0.223,0.414
1,17.75,-0.2485,0.092,-27.80725,0.5655,0.0145,-17.6255,67.2325,374.1745,0.19,-32.36975,-16.38675,-2.32775,-0.129,0.2525,0.363
1,18.25,-0.398,0.1185,-28.10725,0.568,0.0745,-19.276,67.5975,374.1855,0.18,-32.05125,-16.655,-2.174,-0.14125,0,0.3435
1,18.75,-0.287,0.1095,-28.43,0.532,0.0205,-20.9495,67.9125,374.1325,0.17,-31.441,-17.257,-2.0735,-0.13475,0.2655,0.3535
1,19.25,-0.1755,0.1175,-28.85575,0.534,0.03725,-20.52325,68.512,374.1025,0.17,-30.12175,-17.7,-2.1585,-0.1475,0.2,0.343
1,19.75,-0.4085,0.1015,-29.146,0.527,0.043,-18.74325,67.9965,374.14725,0.16,-29.88925,-17.268,-2.20175,-0.14275,0.147,0.36
1,20.25,-0.14125,0.0985,-29.28675,0.537,0.02375,-18.3615,68.174,374.18725,0.16,-30.90575,-17.661,-2.0445,-0.148,0.00125,0.346
1,20.75,-0.29125,0.0895,-29.72075,0.51,0.01225,-16.603,68.344,374.2155,0.15,-28.8245,-17.106,-2.1155,-0.143,0.097,0.3245
1,21.25,-0.194,0.1215,-29.753,0.5905,0.04625,-24.656,68.11,374.26325,0.16,-29.26025,-17.356,-2.16625,-0.1375,0.1255,0.3285
1,21.75,-0.153,0.1045,-30.38225,0.53,0.038,-14.903,67.8265,374.407,0.15,-30.16325,-17.31475,-2.105,-0.139,-0.029,0.31325
1,22.25,-0.087,0.0925,-30.47625,0.463,0.011,-16.301,67.893,374.465,0.15,-27.362,-0.0715,-2.072,-0.13975,0.058,0.30075
1,22.75,-0.254,0.1185,-30.59375,0.591,0.017,-12.925,68.0175,374.586,0.145,-28.49025,-0.0775,-2.09425,-0.139,0.082,0.307
1,23.25,-0.141,0.083,-30.6805,0.5645,0.069,-19.8045,67.503,374.606,0.145,-30.1795,-0.08,-2.1845,-0.13975,-0.17775,0.301
1,23.75,-0.2255,0.0775,-31.24125,0.586,0.0055,-21.85575,67.171,374.63325,0.14,-27.848,-0.074,-2.0435,-0.146,0.0135,0.30175
2,0.25,-0.16075,0.07025,-29.59325,0.42375,0.00375,-14.5715,68.3305,375.84975,0.16,-27.4665,-0.66775,-1.934,-0.13225,-0.0915,0.519
2,0.75,-0.1025,0.0675,-29.91425,0.43225,0.00375,-13.8355,68.2865,375.75925,0.1525,-29.601,-0.09625,-1.94225,-0.145,-0.10575,0.5305
2,1.25,-0.1445,0.0625,-30.2685,0.3735,0.01525,-18.9235,67.9785,375.8365,0.1525,-28.17275,-0.1025,-2.0795,-0.14575,-0.05675,0.54375
2,1.75,-0.24575,0.067,-30.35075,0.31825,0.00275,-19.341,66.89075,375.84225,0.15,-26.48425,-0.082,-2.02025,-0.14425,-0.19225,0.519
2,2.25,-0.298,0.07575,-30.06625,0.40575,0.017,-19.85675,67.0355,375.8745,0.15,-26.57225,-0.0785,-1.89675,-0.13775,-0.24025,0.457
2,2.75,-0.09725,0.063,-30.389,0.35025,0.007,-14.44525,67.55,375.90275,0.15,-27.0225,-0.09425,-1.8505,-0.147,-0.145,0.49625
2,3.25,-0.067,0.06125,-30.51225,0.4045,-0.0125,-16.481,67.411,375.951,0.15,-27.97925,-16.777,-2.18725,-0.146,-0.14225,0.447
2,3.75,-0.133,0.067,-30.9695,0.30375,-0.00275,-14.774,67.39325,375.965,0.1425,-27.811,-16.826,-2.0175,-0.143,-0.181,0.426
2,4.25,-0.073,0.0755,-31.0845,0.334,-0.02,-13.62,66.193,376.265,0.145,-27.584,-16.994,-1.96475,-0.12475,-0.2385,0.434
2,4.75,-0.0965,0.061,-31.099,0.388,0.01,-12.886,66.3325,376.679,0.14,-27.043,-16.741,-1.74025,-0.14175,-0.19775,0.399
2,5.25,-0.29875,0.0725,-31.211,0.3565,-0.0045,-13.851,66.0625,377.38525,0.13,-25.804,-16.85575,-1.82625,-0.1305,-0.272,0.434
2,5.75,-0.1405,0.0705,-30.83225,0.3425,0.002,-13.9475,66.2975,377.337,0.135,-23.90625,-16.945,-1.85525,-0.1155,-0.125,0.4445
2,6.25,-0.1105,0.0675,-31.04225,0.291,-0.016,-12.2,66.469,377.1675,0.13,-23.32475,-17.407,-1.91325,-0.1355,-0.028,0.423
2,6.75,-0.176,0.05525,-30.89125,0.32825,-0.01675,-11.11675,66.3705,377.369,0.13,-24.40575,-17.3645,-1.84825,-0.108,-0.15625,0.42
2,7.25,-0.317,0.056,-30.98275,0.352,-0.022,-9.439,66.715,378.3395,0.14,-23.47125,-17.153,-1.63925,-0.08425,0.006,0.423
2,7.75,-0.1375,0.06825,-30.959,0.314,0.0215,-17.6795,67.0165,378.3785,0.14,-23.605,-14.0325,-1.3405,0.11125,0.14225,0.427
2,8.25,-0.122,0.0665,-31.041,0.366,0,-12.9365,66.9615,378.743,0.14,-18.0835,-9.18425,0.574,2.679,1.351,0.439
2,8.75,-0.107,0.0675,-31.07,0.401,0.033,-8.406,67.444,378.1155,0.14,-10.872,4.54975,12.7245,18.58275,8.1055,0.3925
2,9.25,-0.254,0.1085,-30.04325,0.4355,0.0285,-1.4375,67.4725,377.9565,0.16,4.4915,34.46125,36.432,47.25775,19.9185,0.399
2,9.75,-0.0375,0.138,-28.6135,0.5325,0.095,7.9375,67.237,377.0605,0.19,15.523,82.44,73.2845,90.43475,38.62625,0.45
2,10.25,-0.6015,0.1875,-26.945,0.694,0.091,12.5025,63.973,376.487,0.215,22.0685,125.49925,101.346,131.43825,51.947,0.527
2,10.75,0.115,0.18775,-25.542,0.801,0.066,22.4315,61.3965,376.378,0.245,31.2005,150.00575,115.95725,185.94375,76.653,0.588
2,11.25,0.197,0.21125,-24.164,0.7745,0.032,31.353,57.945,376.0435,0.285,37.5335,194.7575,152.34275,220.5645,98.86,0.6065
2,11.75,0.5075,0.2345,-23.2085,0.79975,0.034,39.3255,55.012,375.89,0.33,41.181,185.997,149.94925,249.50025,105.551,0.5735
2,12.25,0.93675,0.2535,-22.2265,0.89675,0.0845,43.94025,53.6765,375.925,0.36,41.468,227.88525,146.29775,254.15925,116.5265,0.5835
2,12.75,0.97425,0.26,-21.5585,0.94975,0.051,52.69925,52.1805,375.89075,0.385,50.414,240.407,165.489,265.31475,132.943,0.5965
2,13.25,1.218,0.2775,-21.17825,1.02925,0.05225,55.37725,50.419,375.643,0.41,45.503,220.6755,183.5185,264.57075,122.85825,0.6275
2,13.75,1.45675,0.3095,-20.62975,1.0805,0.0685,50.82825,49.512,375.405,0.43,42.004,227.5315,162.14075,246.96075,107.0015,0.63325
2,14.25,1.4185,0.305,-20.13525,1.1045,0.07325,52.21975,49.1465,375.30725,0.455,41.46825,201.30875,157.816,234.7015,99.032,0.6435
2,14.75,1.06075,0.3055,-20.1745,1.096,0.06175,44.689,48.936,375.26125,0.485,32.903,187.50825,131.35925,194.4435,83.798,0.66425
2,15.25,0.90275,0.313,-20.00175,1.1715,0.08375,30.704,48.754,375.22575,0.49,25.19,144.301,108.1665,147.126,65.1395,0.687
2,15.75,0.803,0.291,-19.79575,1.1195,0.07075,21.097,49.0365,374.96475,0.49,15.0685,110.695,77.826,108.2735,47.7895,0.6845
2,16.25,0.3205,0.2755,-20.1005,1.084,0.0525,12.1085,49.901,374.77,0.48,4.2335,68.49075,52.4315,71.51275,29.6665,0.689
2,16.75,-0.1605,0.2625,-20.33425,1.016,0.046,-1.103,51.02,374.713,0.44,-10.59025,29.74625,27.80275,37.26,13.1265,0.7005
2,17.25,-0.448,0.2365,-20.707,0.881,0.0715,-11.622,52.041,374.73,0.39,-24.6015,3.6285,6.69975,10.671,3.56725,0.663
2,17.75,-0.4105,0.1645,-21.01675,0.6795,0.0205,-17.118,54.0405,374.657,0.36,-34.098,-6.7,-0.08375,1.36975,0.1585,0.6525
2,18.25,-0.289,0.1235,-22.10075,0.5685,0.011,-16.967,56.4105,374.6675,0.33,-35.07575,-11.848,-2.14575,0.01925,-0.042,0.638
2,18.75,-0.321,0.1105,-22.95925,0.6035,-5e-04,-14.9415,58.371,374.864,0.315,-34.21825,-13.528,-2.4835,-0.13,-0.1545,0.62
2,19.25,-0.259,0.0935,-23.60625,0.5885,0.017,-18.5265,61.192,375.001,0.29,-32.0995,-13.3235,-2.57275,-0.141,-0.3015,0.605
2,19.75,-0.243,0.0855,-24.5635,0.529,0.0155,-20.403,62.505,375.1085,0.265,-32.355,-13.61075,-2.363,-0.136,-0.0785,0.574
2,20.25,-0.2835,0.083,-25.31225,0.4935,0.0185,-19.3525,63.6565,375.1465,0.245,-31.2125,-13.6915,-2.28775,-0.1285,-0.1385,0.551
2,20.75,-0.268,0.103,-25.7935,0.4915,0.01775,-21.5125,64.217,375.35525,0.24,-32.307,-13.489,-2.099,-0.14,-0.11,0.6155
2,21.25,-0.25975,0.091,-26.31825,0.49,0.01375,-18.524,65.373,375.28475,0.23,-32.87425,-13.961,-2.0785,-0.14275,-0.207,0.5505
2,21.75,-0.161,0.0745,-27.1255,0.454,0.012,-17.30325,66.1185,375.38775,0.21,-30.42375,-15.096,-2.1685,-0.13375,-0.1725,0.51775
2,22.25,-0.15275,0.061,-27.45075,0.3955,0.00275,-18.85475,66.871,375.4175,0.195,-31.0855,-4.551,-1.97175,-0.154,-0.153,0.56
2,22.75,-0.293,0.063,-27.646,0.4115,0.00775,-15.057,67.5165,375.52625,0.19,-30.09875,-2.94925,-2.165,-0.12825,-0.203,0.53
2,23.25,-0.08025,0.0625,-28.19125,0.3415,0.00475,-20.38625,68.2665,375.6725,0.18,-30.28225,-1.513,-2.2185,-0.158,-0.21,0.51675
2,23.75,-0.0545,0.05,-29.07975,0.378,0.0105,-15.97975,67.689,375.695,0.17,-28.772,-1.3095,-1.9645,-0.14075,-0.1615,0.502
3,0.25,-0.22725,0.0545,-22.46625,0.347,-0.01875,-13.2965,67.878,376.63075,0.25,-29.71075,-6.896,-2.11325,-0.1305,-0.221,0.659
3,0.75,-0.226,0.061,-22.713,0.379,-0.02025,-13.03425,68.6675,376.8275,0.24,-28.30775,-7.22325,-2.1345,-0.14625,-0.031,0.6255
3,1.25,-0.13175,0.054,-23.3265,0.357,-0.0105,-11.276,68.9175,377.25375,0.235,-25.6565,-7.212,-1.8915,-0.13875,0.03,0.673
3,1.75,-0.2535,0.0545,-23.6755,0.293,-0.004,-11.22975,68.807,377.309,0.22,-25.46,-7.24,-1.8485,-0.161,-0.098,0.616
3,2.25,-0.257,0.0655,-24.49075,0.411,-0.01025,-9.344,68.1805,377.303,0.22,-27.71875,-7.44975,-2.07825,-0.15275,-0.17225,0.6135
3,2.75,-0.19225,0.0545,-25.02675,0.2855,-0.01075,-5.87825,69.5515,377.23825,0.205,-26.441,-5.796,-2.081,-0.144,-0.282,0.603
3,3.25,-0.095,0.0475,-24.91875,0.397,0.0095,-7.124,68.1805,377.37075,0.205,-23.8725,-12.345,-2.0595,-0.16475,-0.3565,0.5945
3,3.75,-0.1585,0.048,-25.172,0.303,0.00125,-10.534,68.2205,377.2225,0.195,-22.957,-12.915,-1.9095,-0.1105,-0.149,0.5565
3,4.25,-0.0725,0.06,-25.3895,0.35675,-0.018,-12.416,67.659,379.261,0.205,-22.8455,-12.863,-1.944,-0.12975,-0.226,0.546
3,4.75,-0.2345,0.063,-25.944,0.29825,0.0085,-12.919,67.5765,380.011,0.2,-22.89225,-12.906,-1.966,-0.1475,-0.231,0.539
3,5.25,-0.319,0.059,-26.267,0.3875,-0.003,-11.211,67.981,379.167,0.195,-23.91725,-12.7835,-1.77125,-0.13975,0.0975,0.501
3,5.75,-0.22625,0.06075,-26.12975,0.349,-0.00325,-13.23875,68.8615,378.871,0.2,-22.1465,-13.36075,-1.7915,-0.10625,-0.0135,0.474
3,6.25,-0.174,0.071,-26.27775,0.42675,0.017,-16.618,67.839,379.4255,0.19,-22.31675,-12.469,-1.47975,-0.03725,0.18275,0.45025
3,6.75,-0.27375,0.06175,-25.9635,0.4305,-0.003,-12.752,68.405,379.952,0.185,-21.55125,-9.5015,-0.845,0.319,1.014,0.4545
3,7.25,-0.11875,0.0745,-25.9885,0.415,0.013,-10.83,68.186,380.041,0.185,-11.24275,2.45325,3.7075,7.02075,4.99825,0.4645
3,7.75,-0.157,0.072,-25.1255,0.443,0.05375,-3.99625,66.5645,380.02725,0.21,0.37775,42.372,24.0505,33.625,19.63975,0.519
3,8.25,-0.2855,0.108,-24.645,0.642,0.104,-3.94,66.3605,380.293,0.235,9.35275,114.02175,71.021,76.34275,35.397,0.572
3,8.75,-0.0215,0.1905,-22.87075,0.7515,0.12775,8.005,63.677,379.5075,0.28,19.85275,194.33825,116.0895,137.71825,62.777,0.6705
3,9.25,-0.28325,0.2245,-21.81775,0.926,0.122,18.90725,61.5585,378.05725,0.33,28.59925,285.724,160.514,205.28425,81.42375,0.728
3,9.75,-0.185,0.282,-20.40075,0.9805,0.0815,32.48125,57.8375,375.9105,0.41,43.5955,346.601,186.59375,271.69675,110.6545,0.7865
3,10.25,0.85375,0.3035,-19.562,1.0145,0.09175,56.81175,55.1595,375.787,0.475,51.9305,392.955,234.6395,342.646,133.196,0.79825
3,10.75,1.5065,0.34,-17.97975,1.1665,0.046,64.188,51.972,375.786,0.545,57.71075,453.26725,265.9995,377.205,162.158,0.82775
3,11.25,2.17825,0.3575,-17.04425,1.3245,0.05175,70.997,48.4955,375.46125,0.58,67.40525,546.972,289.451,392.9015,151.571,0.8275
3,11.75,3.082,0.388,-16.2845,1.427,0.09975,85.24825,45.457,375.23025,0.635,71.92725,588.553,318.14175,410.09575,174.703,0.86975
3,12.25,4.72025,0.3935,-15.70075,1.511,0.0425,81.24625,44.1735,375.0935,0.71,79.451,581.86,339.15375,415.48875,176.564,0.8855
3,12.75,4.83075,0.389,-15.0875,1.555,0.054,84.737,43.1785,374.93325,0.78,79.90225,626.35975,315.69925,412.948,185.931,0.90675
3,13.25,5.47025,0.406,-14.035,1.542,-0.0035,84.55,41.67,374.65325,0.775,77.458,604.95275,306.2665,401.20725,177.75775,0.9055
3,13.75,4.853,0.417,-14.194,1.578,0.049,73.954,40.862,374.546,0.815,72.65875,623.19225,326.92025,433.64025,188.4525,0.937
3,14.25,4.2,0.3885,-14.3145,1.5165,0.021,82.064,39.5535,374.481,0.81,71.419,541.88325,258.107,386.4055,219.907,0.95
3,14.75,5.045,0.386,-14.00775,1.4785,0.088,78.312,39.5695,374.4,0.825,66.79575,539.7705,255.9775,373.836,203.774,0.99
3,15.25,3.79,0.395,-13.62475,1.659,0.053,55.821,39.7275,374.351,0.82,58.0105,455.24475,219.17375,323.17875,164.85975,1.03
3,15.75,3.688,0.3945,-13.936,1.5005,0.095,46.793,40.366,374.374,0.795,45.31,377.67725,189.0055,266.29725,142.669,1.046
3,16.25,3.091,0.3975,-13.988,1.448,0.115,34.437,39.3315,374.231,0.81,33.2015,305.44325,155.659,208.5755,107.893,1.045
3,16.75,2.032,0.3705,-14.3515,1.3925,0.085,22.179,40.642,374.076,0.8,23.684,219.80025,108.98325,146.50625,77.5225,1.021
3,17.25,1.029,0.349,-14.41425,1.2845,0.082,10.24,42.462,374.072,0.785,10.8675,142.58525,72.49275,97.9645,57.781,1.021
3,17.75,0.378,0.303,-14.68625,1.1875,0.058,-6.805,43.249,374.05,0.72,-3.86275,64.32975,32.52525,48.444,26.4885,1.097
3,18.25,-0.123,0.2495,-14.9015,1.015,0.046,-17.096,45.2095,374.049,0.66,-26.1075,19.52125,9.5665,17.10525,6.541,1.08
3,18.75,-0.428,0.17,-15.429,0.817,0.012,-20.145,47.828,374.091,0.58,-39.709,-3.338,-0.4495,2.01575,1.135,1.075
3,19.25,-0.425,0.1055,-15.84025,0.618,0.002,-23.665,51.618,374.096,0.535,-39.78975,-8.75825,-2.4175,0.012,-0.261,1.061
3,19.75,-0.532,0.0695,-15.96875,0.5425,0.013,-24.771,53.4585,374.154,0.495,-37.71275,-8.849,-2.764,-0.11775,-0.38725,1.009
3,20.25,-0.432,0.061,-16.33425,0.538,0.003,-20.627,55.6825,374.833,0.46,-37.76325,-9.711,-3.0955,-0.13325,-0.422,0.941
3,20.75,-0.296,0.0545,-17.5635,0.4105,0.005,-16.101,56.977,375.09,0.44,-36.8945,-9.964,-2.77925,-0.14275,-0.20725,0.953
3,21.25,-0.471,0.0525,-18.736,0.3765,-0.002,-18.97,60.7385,375.382,0.39,-35.40775,-10.76125,-2.9745,-0.156,-0.1785,0.8665
3,21.75,-0.596,0.06,-19.65275,0.4745,0.002,-17.74,64.105,375.509,0.35,-34.017,-13.196,-2.64825,-0.146,-0.305,0.9135
3,22.25,-0.354,0.0535,-20.54375,0.5065,0.009,-19.562,64.987,375.777,0.325,-33.1015,-6.047,-2.66075,-0.1545,-0.314,0.847
3,22.75,-0.347,0.0525,-20.9875,0.4155,0.001,-20.755,66.4715,376.126,0.31,-32.5435,-6.744,-2.523,-0.15175,-0.258,0.721
3,23.25,-0.432,0.056,-21.4365,0.2935,-0.002,-17.472,67.711,376.41,0.305,-33.3285,-6.702,-2.37875,-0.12775,-0.0795,0.74975
3,23.75,-0.49,0.0575,-21.9755,0.284,0.006,-15.492,68.284,376.322,0.285,-32.7735,-6.7885,-2.28475,-0.157,-0.0885,0.731
4,0.25,-0.443,0.07025,-6.83925,0.493,0.048,-17.478,60.714,374.413,0.6725,-43.855,-4.1425,-2.794,-0.186,0.0255,1.892
4,0.75,-0.367,0.0755,-7.25375,0.475,0.01,-15.383,62.54575,374.487,0.595,-43.3615,-3.33075,-2.695,-0.16475,-0.0245,1.915
4,1.25,-0.195,0.07725,-7.7,0.50275,-0.01,-12.785,63.08725,375.157,0.575,-41.216,-3.486,-2.635,-0.1525,0.02575,1.901
4,1.75,-0.242,0.0695,-8.2955,0.4695,0.018,-15.971,63.4745,375.993,0.525,-42.151,-4.88175,-2.69625,-0.163,0.006,1.871
4,2.25,-0.15,0.07275,-8.62625,0.4615,0.03,-13.642,64.7805,375.508,0.47,-40.91625,-5.23,-2.574,-0.15125,-0.0025,1.836
4,2.75,-0.492,0.0525,-9.32,0.4055,0.003,-13.058,67.5055,375.491,0.465,-39.33325,-5.03625,-2.67275,-0.18325,0.04525,1.82675
4,3.25,-0.406,0.05025,-9.82775,0.45825,0.011,-9.851,68.4125,376.257,0.47,-39.1585,-9.088,-2.548,-0.1585,0.09075,1.797
4,3.75,-0.256,0.06325,-9.867,0.4655,0.012,-16.156,70.29775,377.163,0.4325,-38.81775,-9.485,-2.6215,-0.1535,0.1495,1.763
4,4.25,-0.295,0.07125,-10.47225,0.46675,0.006,-18.472,70.966,377.505,0.4025,-38.482,-8.7875,-2.26525,-0.1495,0.106,1.798
4,4.75,-0.208,0.06825,-9.71825,0.5405,0.081,-14.842,72.561,376.746,0.4125,-38.75125,-8.6925,-2.1625,-0.145,0.085,1.829
4,5.25,-0.211,0.069,-10.43875,0.47425,0.044,-15.865,72.34325,377.124,0.3925,-36.3595,-6.638,-1.2535,0.0115,0.331,1.806
4,5.75,-0.252,0.08725,-11.426,0.5425,0.08,-14.405,72.5925,376.951,0.375,-34.594,-0.03575,0.888,1.8535,1.48575,1.745
4,6.25,-0.128,0.082,-11.463,0.5305,0.0795,-12.5525,72.33775,376.628,0.3925,-25.473,24.58075,13.05825,12.2145,6.14425,1.7255
4,6.75,-0.0805,0.114,-10.888,0.52025,0.0645,-5.7355,71.115,376.851,0.4125,0.53425,83.98375,39.8785,34.85475,16.71425,1.812
4,7.25,0.345,0.176,-10.213,0.653,0.16275,2.35375,67.96125,376.108,0.5025,20.74575,166.17975,76.246,63.62775,31.5845,1.891
4,7.75,1.196,0.213,-7.93525,0.803,0.12575,15.1905,62.53325,375.706,0.6525,44.61475,255.85325,114.21075,81.17975,42.761,2.00725
4,8.25,1.925,0.262,-6.50625,1.00425,0.119,26.712,57.83775,374.556,0.75,67.92675,337.3405,148.93975,103.883,57.58725,2.187
4,8.75,4.122,0.29375,-6.1165,1.073,0.053,35.07,53.78025,374.313,0.89,87.91975,443.8335,185.355,122.89725,69.63725,2.121
4,9.25,6.738,0.29425,-5.7755,1.1405,-0.053,47.221,50.1615,373.569,1.1225,94.4855,527.0995,226.68375,152.5705,78.941,2.093
4,9.75,7.736,0.29775,-5.319,1.20775,0.003,50.654,45.87925,373.283,1.1825,114.46625,581.39925,244.6695,175.41,96.43875,2.174
4,10.25,11.771,0.3675,-4.9095,1.35725,0.018,58.973,44.00825,373.172,1.415,132.15525,658.57375,290.46625,217.4815,120.67725,2.169
4,10.75,11.411,0.35275,-4.6595,1.39125,-0.028,63.208,41.75075,372.788,1.66,150.74725,705.5995,296.78125,206.011,125.63475,2.254
4,11.25,14.591,0.38425,-4.218,1.501,0.009,67.941,38.47325,372.281,1.82,160.482,804.95675,352.702,198.38425,145.795,2.141
4,11.75,14.541,0.38875,-3.66125,1.5895,-0.036,72.693,36.60525,372.066,1.97,166.79425,795.564,341.3585,146.918,138.3065,2.075
4,12.25,16.757,0.39025,-3.18075,1.537,-0.036,73.202,34.87,371.996,2.13,174.531,915.55325,406.94575,145.4305,148.2535,2.058
4,12.75,17.316,0.413,-2.826,1.5385,-0.136,81.866,33.947,371.835,2.145,176.2915,926.166,387.295,157.893,146.0745,2.137
4,13.25,17.703,0.429,-2.4115,1.5605,-0.077,79.452,32.99225,371.496,2.255,179.38625,873.13075,382.30025,190.53,124.9935,2.073
4,13.75,16.843,0.42025,-2.085,1.58375,-0.123,78.877,31.6675,371.342,2.3525,169.80625,822.4525,375.13275,234.813,125.0455,2.028
4,14.25,17.281,0.4365,-1.93075,1.64275,-0.099,74.246,31.509,371.27,2.5025,170.808,816.24825,358.62325,254.47875,121.1065,2.072
4,14.75,17.07425,0.422,-1.455,1.674,-0.01475,62.9305,30.655,371.16725,2.61,159.42,788.206,357.304,241.869,112.688,2.04175
