DOY2,HR2,CO2_1_1_1,H2O_1_1_1,CH4_1_1_1,FC_1_1_1,FCH4_1_1_1,SCH4_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE
1,0.25,396.86809,0.2674103625,1957.0068,-1.026394365,-15.46964,-3.674015,-53.3350025,-44.632442,-4.04309685,0.24658024,0.0272953,94.127588,-28.8353,-26.61,-27.6749975,-29.7625,-30.8816675,-17.145,-13.5908325,-10.1749975,-4.00458325,0.29525,2.0710835,2.893599175,-61.66175,0,0,-0.0782979955,150.85934,197.4235,-31.64,-32.2525,-1.117322625
1,0.75,397.08354,0.2574468525,1958.832575,-0.75305744,-39.95751275,-3.53546085,-53.7010885,-38.687052,-3.59813955,0.2763725075,0.02467018175,94.13108,-29.21,-26.77975,-28.37358075,-30.29399925,-31.84974925,-17.29174925,-13.4756685,-10.009750225,-3.990842075,0.295558315,2.085292,2.8912154,-61.43376575,0,0,-0.02523964,155.4657,196.1191875,-32.13524925,-32.39316225,-0.94056238
1,1.25,395.6020625,0.252887475,1960.138575,-0.62508574,-26.145955,-7.70999865,-53.71925075,-40.544756,-4.35854745,0.30267374,0.025540025,94.200097,-29.697744,-27.417,-28.748,-30.14291925,-31.30775,-17.1265,-13.93700075,-10.07333075,-3.976049925,0.2943333,2.075592,2.890281575,-60.9780185,0,0,-0.01598599215,155.12738,195.21445,-32.18925075,-32.55275,-0.624502055
1,1.75,396.855415,0.2349642,1959.3845,-0.66108341,-18.127152,-2.9099923,-53.97274925,-36.71109,-3.73944085,0.2481756,0.025768075,94.20066875,-30.2548075,-27.69733075,-29.15733075,-30.3065,-31.82849925,-17.07041925,-13.66191925,-9.989,-3.985250075,0.2940083,2.059749925,2.8891294,-60.12388225,0,0,0.0045616663,160.949725,197.353425,-32.3516615,-32.5259985,-0.6221967
1,2.25,397.12017,0.228395085,1961.006925,-0.6851398125,-15.21291925,-7.080034375,-54.45458575,-39.05667,-4.89428775,0.2744789675,0.026418121,94.1855155,-30.794277,-27.366,-29.61483575,-30.80266575,-32.1520815,-17.39475,-13.54216425,-10.17091425,-4.006416425,0.2977333425,2.076883425,2.866560725,-59.836,0,0,-0.062947501,160.40054,197.30251,-32.95925,-33.30983425,-0.75707265
1,2.75,397.286475,0.23289308,1960.319475,-0.6230514475,-18.66189125,-3.91292325,-54.304,-37.80104,-4.236832675,0.20420937,0.02901736275,94.139814,-30.89375,-28.446666,-29.63867,-31.123334,-32.530002,-17.376,-13.753998,-10.848,-4.0384,0.28800002,2.0528664,2.8870118,-60.23903625,0,0,-0.034492164,160.5911675,201.054165,-33.707334,-33.72933,-0.560273465
1,3.25,397.4905875,0.225728425,1957.99525,-0.683737035,-10.2294302,-6.3061654,-53.468002,-34.6501225,-3.1290149,0.242088305,0.0284794385,94.14433,-31.16,-28.250666,-29.589334,-30.843336,-33.402002,-17.38,-14.446664,-10.5720028,-4.0611336,0.28253336,2.0496664,2.88659485,-59.6998775,0,0,-0.1562352775,160.00319,194.43088,-33.908666,-33.73733,-0.51888708
1,3.75,397.595765,0.22211838,1956.243,-0.620258525,-15.561241,-4.19797015,-52.612666,-32.85192125,-2.874112425,0.2872503,0.0273481605,94.117465,-31.37225,-28.791334,-29.929998,-30.936666,-31.879334,-17.602,-14.170002,-10.55067,-4.075933,0.28373334,2.0689998,2.8849464,-59.24,0,0,-0.106784145,159.4059225,193.17696,-32.506666,-32.389332,-0.86210612
1,4.25,397.680385,0.2057107325,1955.20325,-0.68209282,-17.4681435,-4.50041925,-54.0133385,-34.561158,-2.609973275,0.24952004,0.022426524,94.0562585,-31.67,-28.57099925,-29.79775,-30.59049925,-31.0507485,-17.7915,-14.0784185,-10.5805815,-4.089883075,0.2916917,2.05135815,2.88334175,-58.663,0,0,-0.032815188,158.744735,192.89742,-31.43549925,-31.56199925,-0.6217094075
1,4.75,397.4526825,0.2014906,1952.632825,-1.6966216,-8.540362625,-5.952100125,-55.415334,-34.24256375,-2.298671025,0.274108145,0.0284749225,94.0648685,-31.892635,-28.883334,-29.724,-30.248666,-30.62,-18.141334,-13.984666,-11.030664,-4.1086,0.31159998,2.0463334,2.882288575,-59.41205,0,0,-0.0251891925,158.73574,193.62787,-30.88,-30.868666,-1.455133175
