DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,LE,H,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,TA_1_1_1,RH_1_1_1,TA_1_2_1,RH_1_2_1,TA_1_3_1,RH_1_3_1,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT
1,5.25,429.02245,1.3801985,2.17431025,0.1126362,0.1374638,0.949433,0.84524515,3.7310525,0.187755075,-0.0040251025,0.921361175,0.946298,0.17166135,88.2622275,0.194786525,33.663205,1.243267,31.13398,-0.9243347,89.245055,5.32633725,1.44082075,0.39642965,0.888147925,-30.2030525,18.270525,0.7630555,278.879525,310.602025
1,5.75,429.043,1.4011365,2.31735825,0.105346875,0.05716481,2.22721925,2.49236475,3.923055,0.2105263,-0.007086644,1.0281265,0.90521275,0.18742765,88.2618025,0.357633275,35.4612625,1.09057625,33.3341775,-1.07468315,89.526855,5.22434525,1.44816425,0.37495955,0.832551325,-24.68889,18.270525,0.728527725,279.6174,310.3244
1,6.25,429.2271,1.3953575,2.326199,0.1195348,0.0895622575,2.8836785,1.90922225,3.7567275,0.200512275,-0.00649590075,1.0190495,0.994817075,0.176636025,88.25978,0.15777625,32.50971,0.8803785,30.56829,-0.982415175,88.90424,5.447952,1.22372575,0.3715766,0.741304475,-26.8293025,18.270525,0.7582777,283.84915,309.67485
1,6.75,428.68795,1.28161,2.30793275,0.1156424,0.103267595,1.986934,1.834956,2.99556975,0.15666045,-0.005379037,0.8526409,0.965341225,0.16836475,88.26934,-0.335073025,34.5965375,0.677902575,32.572775,-1.02167515,89.23928,4.9876085,0.847377375,0.39409215,0.6132073,-22.472085,18.270525,0.75743745,286.9871,308.48845
1,7.25,428.3354,1.2662565,2.34006475,0.1159529,0.187909175,2.017984,1.336133,3.03280375,0.156115,-0.00675030225,0.828695275,0.77633,0.169043025,88.282495,-0.6984478,35.24723,0.42201925,33.06001,-1.021708075,89.30054,4.598636,0.559333925,0.3936094,0.5357063,-19.398435,18.270525,0.64684715,290.06175,308.82925
1,7.75,429.253,1.100105,2.229293,0.1031976,0.1492658,2.130348,1.4500065,3.01335625,0.173091375,-0.004619403,0.797707525,0.744814725,0.174599325,88.307245,-0.795695975,33.793525,0.3257644,31.84998,-1.17843625,89.5608925,4.89821,0.455852925,0.3672787,0.4513526,-19.22058,6.454368,2.696222,292.4584,308.9692
1,8.25,428.843675,1.25340525,2.268368,0.1204168,0.2117094,2.6806105,1.5813155,3.553592,0.1771453,-0.0048185455,0.8306791,0.8041221,0.1750691,88.32665,-0.3032085,35.2691,0.636954625,33.37946,-1.390962,89.8315425,4.8025525,0.86185,0.3535803,0.4070383,-10.7601125,43.53903,7.704,293.07985,310.3295
1,8.75,428.759,1.14219,2.1921215,0.118141575,0.08433238,3.353039,3.187016,3.29912125,0.153386625,-0.007624224,1.0125145,0.684496425,0.163637575,88.324585,0.0274780775,35.45232,0.436193425,34.297575,-1.48624875,89.0334325,4.737635,0.664471,0.3566301,0.4259349,13.77478,113.1023,20.4752925,290.6887,312.3553
1,9.25,429.0701,1.227716,2.263494,0.107356,0.201206925,1.936309,3.333472,3.433265,0.2229452,-0.00631174175,0.95243995,0.8550599,0.18284655,88.320355,0.066010405,34.46611,0.44123935,33.28455,-1.433451,88.81296,4.863819,0.75386135,0.334071075,0.76637625,54.64425,180.0806,45.68072,289.5429,315.4478
1,9.75,428.403025,1.13349225,2.3280605,0.13140265,0.191777,3.2525065,4.492892,3.482073,0.1682634,-0.00593070175,0.8439486,0.83550685,0.182785,88.31815,0.4791763,34.92123,0.7147626,32.96774,-1.1784845,87.84228,4.76265075,0.94342695,0.3193632,0.9311769,91.076,248.1073,66.02339,294.4906,317.9136
1,10.25,428.58875,1.2896985,2.3967885,0.124819225,0.19308385,3.8475305,7.57732625,3.6592525,0.137490925,-0.005845905,0.7150857,0.79817885,0.16110855,88.317415,0.60123035,35.434015,1.22006925,34.73358,-1.13306535,86.7343575,4.94718525,1.3981715,0.2735751,1.3985885,132.5022,307.9929,81.68766,292.6186,321.0946
1,10.75,428.664725,1.090024,2.666806,0.13483225,0.1365436,5.73012025,10.42651,3.66259225,0.177381825,-0.007965255,0.706790825,0.652606475,0.166352675,88.31434,1.22666825,37.654245,1.578596,36.02459,-0.750459675,87.1073975,4.987357,1.73759025,0.27955835,1.6392245,181.3945,371.2929,107.6884,290.1812,325.299
1,11.25,429.4107,1.060016,2.808214,0.1436424,0.2586517,7.78253175,15.781725,3.452711,0.1807554,-0.00914237975,0.6884657,0.7228985,0.1811069,88.30806,1.974671,39.127095,2.214777,37.81713,0.1981,86.063305,5.2467255,2.354842,0.3350571,1.89142,208.915625,418.785275,113.1257,290.3771,331.1651
1,11.75,429.778675,3.1115065,3.038575,0.1813042,0.388284,11.61865,16.29313,3.669861,0.1983545,-0.008580886,0.7372108,0.6969743,0.1862766,88.27768,2.435139,39.420755,2.687469,38.9866875,0.38101385,85.24569,5.27257325,2.831118,0.2768663,2.449036,228.21295,443.404675,126.3702,289.30145,336.60265
1,12.25,430.33615,5.23054175,3.15801925,0.15695405,0.6418927,10.298365,16.12392,3.668545,0.180087725,-0.009556926,0.8356436,0.6584238,0.2032094,88.2561,2.892565,39.3222,3.04147925,39.31565,0.6279625,84.725025,5.38138,3.412845,0.3115104,2.758545,251.449,500.1515,153.4212,283.5174,341.1824
1,12.75,431.181775,1.15781475,3.2104245,0.15868605,0.49827475,10.35769,18.8274175,3.074543,0.1871813,-0.009221809,0.7587227,0.7287791,0.1997958,88.21791,3.298176,38.98914,3.36102825,38.82882,0.94623195,83.85866,5.727274,3.61443,0.2524228,2.955207,250.7227,490.31285,135.61345,288.3582,344.8185
1,13.25,431.596,1.29128075,3.171412,0.179770775,0.3075754,15.97782,25.67636,3.797801,0.1956151,-0.01082315,0.8437634,0.8381792,0.2256665,88.18397,3.533408,38.2205,4.071526,39.03916,1.0350915,83.962335,5.769816,4.180094,0.2822415,3.24651,264.17055,488.05655,126.1781,291.454025,347.904775
1,13.75,432.438775,1.317127,3.54916375,0.162163275,0.24614395,15.86244,26.7787675,3.712845,0.1815043,-0.00950409625,0.7088169,0.7149602,0.2243396,88.15926,4.171357,38.91683,4.384732,38.18391,1.4475555,83.276245,6.009063,4.612516,0.274615,3.511967,240.25135,475.4931,112.45855,287.0445,344.75895
1,14.25,432.402875,1.23910475,3.73400775,0.163345175,0.263370725,16.9823725,25.347555,3.914172,0.1997412,-0.007952285,0.9675405,0.8651111,0.2245986,88.11625,4.504435,40.1786625,4.83648075,40.109465,1.978158,82.14942,6.266795,4.839658,0.2624474,3.810676,205.85905,425.5625,105.4034,284.5448,347.2436
1,14.75,432.42595,1.2420475,3.485305,0.203950525,0.20398835,17.38859,26.3314675,3.805441,0.1826448,-0.012625405,0.8730853,0.8633916,0.2285993,88.11668,4.56995,38.24695,4.9920255,39.38449,2.092411,81.76019,6.291277,5.091304,0.2949241,4.180202,171.4422,409.88465,102.5342275,295.43125,347.763525
1,15.25,433.09295,1.2854615,3.483291,0.18304975,0.12491245,20.3007375,21.938405,4.941464,0.2212857,-0.01082341,1.094925,0.8850175,0.2334943,88.09478,4.534699,38.990955,5.0773615,38.84183,1.8473835,81.91509,6.22319925,5.246768,0.2737574,4.535787,135.006575,358.104875,98.38119,289.3507,348.075275
1,15.75,431.91085,1.348722,3.479037,0.1712032,0.2408146,21.30493,17.861225,4.806278,0.2007402,-0.009778402,0.9650101,0.9348059,0.2266728,88.0769,4.727475,39.030035,5.2614495,38.43765,1.9155385,82.458885,6.487003,5.428902,0.2247162,4.802425,81.8646125,284.9975,81.8694925,288.763175,345.0133
1,16.25,431.61925,1.31547,3.5439525,0.16124855,0.09036068,18.445855,13.164635,4.276844,0.18742195,-0.010168976,0.8715697,0.8700184,0.236147,88.09329,4.659247,39.30701,5.248804,38.564685,2.1487415,82.61585,6.596735,5.418889,0.229860925,5.074415,49.35633,216.6604,49.4898175,286.30315,342.1611
1,16.75,431.3359,1.365231,3.37851925,0.152905675,0.075665465,14.1700975,11.402325,5.209763,0.19048325,-0.0089139405,0.87527225,0.812951675,0.220166075,88.1212325,4.32787025,39.0466375,5.1239755,38.077045,1.947203,81.78361,6.438077,5.39889625,0.205227625,4.97691075,13.541045,146.18505,41.96867,290.25855,338.8439
1,17.25,430.746125,1.50756525,3.40072875,0.17720945,0.06542585,14.09224,11.31404425,4.811557,0.1893783,-0.006295267,0.882507475,0.7878655,0.2292557,88.1432975,3.9977675,39.3509125,4.94490625,38.25212,1.9241635,82.332455,6.2441335,5.118749,0.2392167,4.8037215,-23.8536125,66.892265,23.62907,291.753825,335.89595
1,17.75,429.87765,1.5042835,3.29293725,0.17424905,-0.008777848,9.119764,8.8385695,4.8948215,0.1932497,-0.004072352,0.824409025,0.761190275,0.2240947,88.16973,3.79941375,38.8455,4.7602675,36.5791225,1.51123475,82.7513425,6.059972,5.06385425,0.2560262,4.5636945,-35.1080425,9.69202075,2.473778,289.40455,331.841625
1,18.25,430.043175,1.18840375,3.22865675,0.142010075,0.0271139825,8.3155035,3.8607505,4.42286075,0.193767475,-0.0075378175,0.85412865,0.8241517,0.222320825,88.1975375,3.60141425,39.2889025,4.60334975,36.6055975,1.38508925,82.714305,5.96703225,4.93910775,0.239770775,4.3014165,-32.94183,9.69202075,0.891986075,292.28435,329.794025
1,18.75,429.8414,1.281274,3.191612,0.1429494,0.03557164,8.1655995,5.6949055,4.4286035,0.19892525,-0.005924213,0.777010025,0.7475673,0.20946935,88.21947,3.40590975,39.19612,4.385082,36.7149,1.6342025,82.52892,5.752273,4.618962,0.3085365,4.10249,-31.797025,9.69202075,0.8463888,292.248525,329.32265
1,19.25,429.2707,1.468931,3.068799,0.147088425,0.02339289,8.661593,4.59770675,4.27922425,0.187437475,-0.0058061915,0.855237275,0.7411784,0.2241277,88.2276475,3.152698,37.48476,4.03147125,35.67744,1.4376665,83.30193,5.592614,4.42194875,0.3491976,3.935748,-31.41322,9.69202075,0.7585694,293.1549,328.16825
1,19.75,429.4934,1.297964,3.06705025,0.118548025,0.02007035,6.45016875,4.69811375,4.305484,0.170423075,-0.007036533,0.924343525,0.699542925,0.198806,88.25481,3.13991275,38.202555,4.10097275,36.24722,1.3520975,84.60126,5.597639,4.2796455,0.331709625,3.7308675,-33.08706,9.69202075,0.774680525,293.1395,326.6649
1,20.25,429.6201,1.466531,2.93214075,0.1564688,0.0126075025,3.9819445,3.40087275,4.43312825,0.174890275,-0.008765994,0.7946489,0.7323888,0.2026106,88.2548225,2.7611065,38.39845,3.784587,36.25275,1.125825,84.64605,5.75252,4.0727715,0.335864225,3.41216875,-33.37858,9.69202075,0.78099995,290.2578,325.907175
1,20.75,429.4023,1.248749,2.8657145,0.111599875,0.0768937,3.89012325,4.47877825,4.23524675,0.17682435,-0.0079119095,0.8761213,0.870358275,0.213668925,88.254015,2.05661025,38.31696,3.340204,35.8913825,1.0864805,84.79979,5.356504,3.4480675,0.341093975,3.12681375,-34.44367,9.69202075,0.83040275,285.383175,322.78075
1,21.25,429.7673,1.425633,2.854049,0.1395197,0.04042284,3.1461335,2.7401105,3.98223225,0.189430175,-0.005935139,0.804703475,0.828003375,0.21206855,88.2754975,1.8531745,38.0232,3.273122,35.36472,0.9235111,85.58558,5.582374,3.44768175,0.328231375,2.815636,-34.4288875,9.69202075,0.5946389,282.13215,320.38105
1,21.75,429.7386,1.562828,2.7390065,0.156244325,0.04108423,3.42029525,3.741699,3.6179715,0.164791,-0.00628881425,0.899158575,0.72412705,0.18947725,88.2712375,1.8491065,37.665175,3.00569375,35.16397,0.90119995,86.343275,5.438403,3.33027475,0.47575465,2.6658685,-41.08314,9.69202075,0.5105,277.748625,319.087475
1,22.25,429.479575,1.3570585,2.702009,0.1199271,0.04019997,2.593507,2.91510025,4.04751125,0.1820217,-0.006477735,0.854276725,0.910396825,0.20344075,88.2863125,2.0956655,37.3295475,3.01550275,35.25715,0.89243885,87.0699,5.3854465,3.31909625,0.4151391,2.5611845,-36.2491375,9.69202075,0.5345278,284.906675,319.806125
1,22.75,429.3859,1.284636,2.61586175,0.120184625,0.1155868,5.09617925,4.39031025,4.2800385,0.193443375,-0.01096687,0.932186525,0.894931825,0.19309925,88.311005,1.9603845,37.395825,3.08769125,35.2991325,0.77870035,87.361605,5.3286855,3.15323525,0.3689202,2.45806525,-32.67161,9.69202075,0.6046111,283.8164,319.8455
1,23.25,428.975,1.23172,2.6921275,0.110203625,0.127004725,1.978963,2.43581975,4.179212,0.1566042,-0.006795541,0.7169739,0.885187625,0.18195475,88.3306975,0.87875765,38.08263,2.7703215,36.183455,0.61346385,87.9167275,5.305565,2.45212825,0.39249615,2.328226,-31.437995,9.69202075,0.648513875,289.1965,319.51015
1,23.75,428.8553,1.301875,2.706641,0.1137357,0.058487645,2.495036,3.11004175,3.91375975,0.168748825,-0.00806692525,0.920708725,0.8623035,0.1732204,88.3309875,0.71894355,38.12183,2.745214,35.54943,0.29320275,86.5709075,5.149411,2.1025575,0.4040272,2.2635195,-28.43951,9.69202075,0.6515278,285.6356,319.000075
2,0.25,395.62705,0.994734875,1.878249,0.1081155,0.197302,3.602566,1.086309,4.1560525,0.194652225,-0.0116368795,0.9417833,0.911084775,0.2001569,88.73128,1.54498,27.35172,2.818152,25.59878,0.0454041575,70.8783525,5.966251,2.53640875,0.482627025,1.66458775,-52.24081,18.270525,0.61391665,254.842525,314.616
2,0.75,395.43105,1.0757875,1.803515,0.09786947,0.2162401,3.616997,2.248188,3.75645475,0.183406375,-0.009047676,0.96695705,0.842824225,0.1749235,88.7317175,1.25990275,26.30114,2.528143,24.61434,-0.235113925,71.5362075,6.0186965,2.2443915,0.43893735,1.55834375,-59.67101,18.270525,0.640958275,248.8764,314.042925
2,1.25,394.673,1.0427015,1.78604775,0.10119435,0.1287216,2.32375025,1.0621646,3.44043925,0.161943475,-0.009905881,0.770136825,0.7952928,0.190707,88.7299325,0.765096675,26.9167675,1.933541,25.33151,-0.566397225,71.4236275,5.806336,1.8938675,0.392603275,1.42957525,-68.1975625,18.270525,0.6793333,240.8126,313.605325
2,1.75,395.005475,0.846865525,1.715363,0.08334153,0.08316573,1.645244,2.589612,3.12977075,0.151515225,-0.007507517,0.87622015,0.731459125,0.135038075,88.7237,0.638990975,26.18658,2.0824,24.3501,-0.824802775,71.66362,5.673436,1.70317,0.4566515,1.2498995,-68.277175,18.270525,0.682104125,245.40955,312.100125
2,2.25,395.3796,0.95071965,1.656841,0.0677751,0.08748522,1.229424,1.425825,3.420167,0.17402295,-0.00732856625,0.762589675,0.77879815,0.154445025,88.7116075,0.8501181,25.23008,1.841102,23.58803,-0.986062475,72.1184425,5.70672075,1.69263625,0.44132195,1.034746925,-62.83162,18.270525,0.67745835,255.058075,310.145525
2,2.75,393.8716,0.79919975,1.56686,0.08992811,0.1154928,2.193532,2.501442,3.2398125,0.1768775,-0.009364901,0.84139065,0.855642425,0.156811,88.711065,-0.1420151175,24.94408,1.554209,23.32436,-1.35070525,73.4976175,5.685763,0.7563171,0.35344975,0.878052525,-48.6887725,18.270525,0.6145555,251.440625,308.39675
2,3.25,393.7444,0.87203725,1.5564405,0.0769839775,0.0776810025,0.87301085,1.279704,3.33097025,0.150141575,-0.010356901,0.82456735,0.741525575,0.1551137,88.72442,0.32064995,23.99937,1.43286375,22.6102025,-1.163802075,73.5508,5.64170525,1.282779,0.36291165,0.746341975,-55.7421225,18.270525,0.643180575,249.058925,307.069025
2,3.75,394.435825,0.903313875,1.4201825,0.0975447175,0.120409175,1.84074,0.994148925,3.3241715,0.136736075,-0.0071158885,0.74885865,0.8532305,0.152073675,88.715715,0.1594418275,22.960315,1.4931,21.4856425,-1.49376375,74.2207075,5.5826965,1.37108225,0.36521725,0.7321723,-54.0575625,18.270525,0.7522916,248.547825,305.90475
2,4.25,393.5589,0.9951499,1.39885,0.1051444,0.1326957,2.340992,1.362616,3.076445,0.147115125,-0.00682464975,0.73389,0.7375059,0.127997675,88.72386,-0.21481635,20.01735,1.531728,19.12228,-1.5936225,75.53224,5.61898375,0.732468775,0.470774775,0.6713884,-54.9249525,18.270525,0.720097175,246.463675,305.2082
2,4.75,394.2498,0.9278233,1.326228,0.1034479,0.2458537,1.681296,1.795251,2.752867,0.164049225,-0.0082967625,0.825205525,0.827984225,0.146158,88.722295,0.0488849875,21.75797,1.163245,19.88823,-1.85213125,76.306255,5.668964,0.95760455,0.513732525,0.548705725,-53.609765,18.270525,0.56055555,242.629525,304.1748
2,5.25,394.573625,0.9657677,1.3519225,0.07998814,0.2244037,1.579596,2.088431,3.021331,0.1477808,-0.00701256875,0.739880975,0.84660795,0.13652545,88.690825,-0.8434988,20.78723,0.62761985,19.28545,-2.635411,75.809405,5.558019,0.04765824,0.4046792,0.501123725,-53.83319,18.270525,0.613888875,241.70255,303.61495
2,5.75,394.03935,1.042414,1.337874,0.083739045,0.08750376,1.10625255,1.7760705,3.0656255,0.12406885,-0.00754010425,0.7347843,0.695254175,0.14323695,88.69242,-1.210626475,21.5595,0.39371105,20.221995,-2.865,76.03142,5.470748,-0.16595845,0.334276675,0.2660567,-49.1038575,18.270525,0.5327361,256.047275,303.44325
2,6.25,394.0725,0.9497749,1.46645175,0.11128335,0.140496675,2.6246035,3.1499175,2.762683,0.1700285,-0.00768011275,0.767800575,0.85886255,0.145925675,88.69025,-1.58326075,21.2072275,-0.00917137500000001,19.70156,-3.0078155,76.1593175,5.365663,-0.73604005,0.376486075,0.18359635,-30.482255,18.270525,0.560437475,267.867825,303.03955
2,6.75,394.867725,1.26036025,1.269805,0.11307525,0.080118795,1.244899,1.522679,2.65457225,0.13955715,-0.007065021,0.656003225,0.7274043,0.133103525,88.6933675,-1.93589475,20.2173,0.02048645,19.13908,-3.40674875,77.87462,5.25313275,-0.979579925,0.3670969,0.16713915,-37.6990625,18.270525,0.5682222,265.1288,302.834125
2,7.25,393.74705,1.106268,1.2777,0.1118912,0.03711595,1.6677475,3.798543,2.68149375,0.18412045,-0.0067264465,0.8022906,0.7950174,0.1475521,88.70475,-1.86799875,21.356035,-0.2681347,20.07323,-3.201109,78.830865,5.4740535,-1.0097827,0.357985775,0.0436768975,-49.2883575,18.270525,1.4064585,264.68185,303.2163
2,7.75,394.0274,1.0843575,1.4955745,0.12638885,0.14374025,1.1970737,2.801193,3.093745,0.15965895,-0.00795634,0.83434455,0.83956545,0.1416376,88.706025,-1.697979,22.1444,2.0865545,20.857185,-3.9689345,79.70613,5.40991875,-0.82671865,0.335453475,-0.0198838,-27.03222,35.8163575,11.94953,262.6292,305.48695
2,8.25,395.7978,1.13448975,1.76433975,0.0943408325,0.199909475,1.76754,1.34188675,2.990765,0.13268845,-0.007076848,0.7419893,0.751735775,0.14172365,88.7376875,-1.9467385,25.46666,-0.282757525,24.2843825,-3.8621635,78.400695,5.216814,-1.113936525,0.334918575,-0.509040675,4.74734625,98.0613625,33.3980575,252.959125,305.546
2,8.75,395.942925,1.176514,1.858271,0.0808701775,0.2968523,1.956011,3.090415,2.9797865,0.192261125,-0.0061908055,0.79859435,0.791647,0.15548175,88.75361,-1.002353325,26.6778125,0.4180232,25.243815,-3.4535955,78.582625,5.301518,-0.853380225,0.28819805,-0.460694175,42.066865,177.053175,64.745195,263.87085,312.755675
2,9.25,395.27255,1.07368,1.869337,0.081798095,0.17039995,2.379436,5.610079,2.73589725,0.134555025,-0.0070588945,0.75192325,0.63345565,0.15799465,88.7523575,-0.65857895,26.449855,0.31267145,25.19847,-2.82439,77.505105,5.3111895,-0.363941525,0.2834018,-0.24692535,86.150875,251.63815,92.3171825,265.33095,316.7595
2,9.75,395.962975,0.966598275,1.950389,0.079388865,0.06735869,4.0659735,9.1909745,2.54287375,0.170280475,-0.0059028095,0.7165327,0.79031965,0.162803325,88.7613525,-0.0338789,27.44961,0.89956065,26.554945,-2.4899875,77.33406,5.5520255,0.345598075,0.295995475,0.197069875,141.1592,317.47805,117.885775,264.209175,321.340525
2,10.25,396.370475,1.17927575,2.063992,0.104266225,-0.00959724,4.1181685,12.49597,2.8934855,0.151065275,-0.00576259275,0.6984277,0.66459075,0.16676875,88.7659675,0.669937175,27.9086275,0.904719075,27.0778525,-1.642075,77.141135,5.75198375,0.5473684,0.3630912,1.1784,190.72515,403.00885,145.53185,267.284125,328.976325
2,10.75,396.8989,1.24379075,2.1656985,0.09255627,0.08661632,4.63332975,15.14472,2.662243,0.14105145,-0.00520451675,0.82120145,0.595285975,0.172268575,88.76809,1.68200275,29.564945,1.80838625,30.2810625,-0.3040111,76.06152,6.0774045,1.45542275,0.361500825,2.16822325,236.487225,469.0589,173.09035,259.832375,337.63095
2,11.25,396.6644,1.185328,2.1464855,0.1158714,0.2428465,6.8785435,16.6104925,2.499123,0.15662875,-0.007426921,0.7481605,0.6871085,0.20331755,88.78205,2.615772,28.452465,3.1215095,30.352255,0.77467635,74.996005,6.23435425,2.0972205,0.413116425,2.7838465,284.43855,530.3751,184.885925,272.870575,343.116225
2,11.75,396.315925,1.74467325,2.340102,0.1464439,0.323673975,8.85868,28.5357825,2.66647225,0.179676825,-0.008575634,0.763428375,0.818980875,0.228199125,88.7541575,2.96349175,29.87603,3.259798,29.87656,1.22458715,73.872585,6.448963,3.182935,0.35547625,3.52329475,287.2312,557.756575,198.49615,278.64685,345.601375
2,12.25,397.980475,2.54521375,2.356122,0.1087629,-0.0090245225,11.39611,22.905745,2.71346725,0.170772875,-0.007788469,0.644193525,0.6251197,0.23070365,88.7144125,4.26314675,29.4826,3.846964,28.0086,1.952979,73.376995,6.6919815,3.663104,0.356095475,4.29588925,321.307175,592.533,211.189225,283.270875,351.887075
2,12.75,395.570325,1.18325075,2.45629975,0.1181052,-0.18321055,11.214385,33.36366,2.9218815,0.218660075,-0.009996283,0.80216235,0.7080893,0.235184475,88.6812975,5.10981925,30.8630425,4.473857,29.1630125,2.9344985,74.93644,7.16791275,4.3481085,0.397283925,5.2747925,321.066025,601.76335,214.656825,280.583325,355.2396
2,13.25,396.8463,1.075912,2.4409565,0.14900335,0.1089065875,15.17431,31.435345,2.551411,0.178725475,-0.010624365,0.9285402,0.7288949,0.2595448,88.62543,5.229309,28.077705,5.2250355,26.61688,3.112537,73.79962,7.418405,5.172395,0.363857,6.035804,324.4611,596.6679,212.686,273.8705,358.7033
2,13.75,397.935,1.028205,2.456596,0.1179637,0.023424675,15.91137,36.9756,2.803251,0.1830352,-0.01319544,0.8283182,0.9196993,0.26056,88.59064,5.103605,27.96856,5.743296,26.962815,3.49916525,70.85853,7.572748,5.709742,0.4059365,5.784245,311.7335,582.2701,205.0888,272.0845,359.5498
2,14.25,398.6409,1.0757145,2.61720675,0.13858725,0.1785092,13.7203275,32.655555,3.03161275,0.19468665,-0.009676887,1.04345685,1.0402786,0.275142875,88.55988,5.37154925,28.51582,6.102586,27.6647225,4.29148,65.187395,7.97857175,5.980799,0.37195455,5.70491525,261.699375,553.635325,196.12285,274.0856,359.1819
2,14.75,398.33145,1.11749875,2.6475785,0.1197907,0.05356613,15.54249,34.599645,3.8692815,0.209199425,-0.015966155,1.04319675,0.89246065,0.264011275,88.551715,5.6557455,30.636745,6.0523055,29.831025,4.450908,60.18231,8.243171,6.13984,0.356660775,5.687189,247.376875,509.237975,177.135825,269.902425,356.09085
2,15.25,399.831825,1.24518675,2.698261,0.15702915,0.08454248,17.18799,33.17195,4.368986,0.2462816,-0.0111709875,1.03425925,0.925594225,0.265007875,88.57332,6.38847675,29.56234,6.4208355,28.012535,4.7614485,61.093145,8.3077285,6.3627345,0.3581899,6.193141,212.815575,449.0165,163.949175,270.8275,357.048275
