DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_1_2_1,TS_2_2_1,TS_3_2_1,TS_1_3_1,TS_2_3_1,TS_3_3_1,TS_1_4_1,TS_2_4_1,TS_3_4_1,TS_1_5_1,TS_2_5_1,TS_3_5_1,TS_1_6_1,TS_2_6_1,TS_3_6_1,G_1_1_1,G_2_1_1,NETRAD_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_OUT,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,419.7339929,3.7616212,1984.0792184,-3.9863413,-50.999713275,-76.770161625,-11.4793355,0.2654013,0.0331053,-0.26280075,0.1741185,0.0331191,11.2119837,0.10351325,100.358,23.853,3.264,0.20885675,3.00925,2.677125,2.826625,3.656225,3.144625,3.456,5.457875,4.901625,5.032875,6.6005,6.422125,6.28,7.536625,7.38025,8.42125,8.84875,8.65,9.69125,-53.900406875,-42.907560625,-80.630769425,-110.3184101,-2.353723875,0,0,-0.31074,-4.792963375,0.02574565,236.125816125,324.931331625
1,0.75,420.224903875,3.55880375,1986.1766472,-4.1122926,-73.387235775,-79.7658497,-11.80053975,0.3919395,0.0363574,-0.2007937,0.1827406,0.033862,11.1032379,0.09062025,100.353,24.151,2.997375,0.198008,2.77025,2.2955,2.329,3.67105,3.1775,3.422125,5.17425,4.5825,4.80225,6.4955,6.27525,6.191,7.4825,7.331,8.27875,8.85875,8.65125,9.72,-53.1186988,-43.8012439,-83.121154,-106.263249875,-2.304965,0,0,-0.31074,-4.461465,0.058266025,235.0399656,323.9179911
1,1.25,419.704945925,3.894492675,1981.1602196,-3.95699775,-37.823091575,-84.8263505,-4.6610396,0.2190244,0.0237166,-0.3828995,0.2101267,0.0376066,10.7056202,0.0919364,100.375,24.486,2.4678,0.1884707,2.70695,2.1696,2.1849,3.4212,3.0366,3.3208,4.8985,4.3185,4.5457,6.4195,6.18715,6.1114,7.4127,7.2836,8.326,8.8715,8.656,9.701,-52.65853675,-43.684798,-76.684615525,-107.84434905,-2.45124135,0,0,-0.31074,-4.375299,-0.00813015,234.853925,323.2732645
1,1.75,419.6381486,3.6923228,1979.566038975,-4.70720425,-62.4802056,-78.66306835,-7.26314135,0.2342811,0.0341555,-0.25105855,0.189197,0.0329772,10.7002917,0.1162306,100.371,23.803,2.4629,0.1647693,2.4916,1.94015,1.9809,3.372,2.79545,3.08535,4.6803,4.19125,4.381,6.27445,6.0157,5.9252,7.3813,7.23545,8.263,8.8685,8.6575,9.71,-51.916666875,-44.163742625,-73.288461525,-110.29057985,-2.500000225,0,0,-0.31074,-4.5572046,-0.0650411,234.6982507,323.2775199
1,2.25,419.2386346,3.6516686,1980.58270425,-3.42653005,-56.05776455,-84.460804025,-11.1952893,0.2507267,0.0366567,-0.288105525,0.172503,0.0345868,10.7056656,0.0917896,100.42,24.202,2.368,0.1534874,2.522125,2.0865,2.096875,3.260725,2.7005,2.969,4.646375,3.94475,4.182875,6.101875,5.832125,5.74725,7.372875,7.201375,8.215,8.87375,8.6625,9.67375,-51.49187025,-44.54458475,-73.3884617,-110.3430323,-2.5487591,0,0,-0.31074,-4.42197225,0.163957,234.6588676,323.962715
1,2.75,420.139317,3.63489875,1978.4429552,-5.40743175,-62.313029,-76.192217925,-12.0947765,0.2421083,0.0313836,-0.272514075,0.1963759,0.0322894,10.5511408,0.1028757,100.372,24.199,2.4093,0.1319246,2.905625,2.452,2.549,3.568825,3.10775,3.351625,4.445625,4.015375,4.2475,5.947,5.678375,5.61475,7.360625,7.201875,8.18125,8.87375,8.66375,9.67125,-51.247967375,-44.811772375,-75.521153875,-108.184794125,-2.304965,0,0,-0.31074,-4.99521315,-0.054201,234.23046125,323.8740905
1,3.25,420.0441102,3.7724142,1973.55343525,-4.41888835,-47.41513955,-76.93105,-12.324098,0.2104772,0.0427082,-0.26941175,0.1792862,0.0389096,10.0365209,0.0994202,100.314,24.358,2.1589,0.1307675,3.0564,2.544,2.7173,3.79555,3.3861,3.7839,4.4113,4.1033,4.3254,5.7988,5.5355,5.6057,7.351,7.2048,8.01375,8.87,8.667,9.673,-50.8634143,-44.9545379,-77.44999965,-110.66418475,-2.304965,0,0,-0.31074,-5.040689675,0.1544719,233.4987568,325.4279312
1,3.75,419.864235275,3.4762046,1979.5312756,-3.3553747,-70.7470419,-83.2887646,-6.96125105,0.382066625,0.03886325,-0.343414875,0.199837625,0.03390325,10.38640025,0.0843147,100.337,23.96875,2.0135,0.127412,2.575625,2.145375,2.24475,3.401075,3.002125,3.323,4.458,4.182375,4.412,5.67725,5.535625,5.614,7.366625,7.185,7.957875,8.8925,8.67375,9.67125,-50.9934958,-45.2089643,-79.046154175,-113.6789628,-2.362589125,0,0,-0.31074,-4.830062,0.098916,230.97394125,324.28844
1,4.25,419.515258,4.01843475,1981.155253475,-2.321838375,-51.7577374,-77.900174075,-5.413492075,0.280797875,0.041118,-0.323992725,0.19167275,0.0373525,10.352098625,0.0865705,100.31625,23.99625,1.935375,0.109423875,2.287125,1.85275,1.935125,3.099125,2.6785,3.005125,4.546125,4.017375,4.343875,5.691125,5.5525,5.459625,7.352875,7.16175,7.89825,8.8775,8.665,9.68125,-46.833333625,-45.431887375,-80.153845925,-106.8138915,-2.402482475,0,0,-0.31074,-4.5955,-0.001355025,230.32373085,323.770918625
1,4.75,419.6757001,3.9251371,1989.379246325,-2.3489879,-44.8028277,-74.821829,-6.68097255,0.306543625,0.032908875,-0.2831072,0.16007475,0.03973275,9.72289825,0.073972125,100.3,24.87875,1.412875,0.123652,2.083625,1.61925,1.704375,2.87585,2.43275,2.741875,4.331375,3.762625,4.0835,5.67775,5.405,5.2865,7.328375,7.126,7.86925,8.8775,8.6575,9.64125,-44.27886195,-40.705854,-73.74615375,-108.8795566,-2.4645392,0,0,-0.31074,-4.346577,0.107046,231.45105875,322.98007815
