DOY2,HR2,H,LE,FC,SH,SLE,SC,CO2,H2O,RH,VPD,WS,USTAR,LW_IN,LW_OUT,RH_1_1_1,NETRAD,SW_IN,SW_OUT,G_1_1_1,G_2_1_1,G_3_1_1,TAU,T_SONIC,TA,PA,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA
1,0.25,-48.8447425,-2.242505,-0.01879467,-1.274321,-1.768198,-0.2130941,377.326,10.703415,83.07157,0.031176405,1.31328725,0.05840159,302.079925,360.988,81.2841075,-66.3842,-0.8075317,0.68609265,-22.536325,-35.190925,-27.5318775,-0.165424975,19.7342425,9.862159,102.481875,0.31781100625,0.255911125,0.0686529175,0.2082377,0.6326185,0.1065147
1,0.75,-48.68632,-2.650391,0.499501,-1.2217525,-1.65508775,-0.1124683775,380.2791,10.508275,82.719835,0.030840885,1.2684025,0.070634885,305.2556,359.617875,82.026415,-69.8329575,-0.5766039,0.73726,-22.8780775,-34.6838275,-27.85298,-0.195182825,20.034255,9.5646425,102.460025,0.25193076775,0.24269015,0.0837645225,0.187188575,0.6061887,0.105580175
1,1.25,-48.433355,-2.22843,0.2267097,-0.6241085,-1.017553,-0.125771275,382.66805,10.59796,84.26882,0.031018855,1.336985,0.0720153725,305.8244,359.224275,81.36461,-70.3649125,-0.6655986,0.706709975,-21.760295,-32.7248,-26.1817725,-0.1819426,19.24115,9.576447,102.45625,0.3059497775,0.2477877,0.088458822,0.207000725,0.575362,0.09779822
1,1.75,-49.45971,-1.80622675,0.401365,-1.0434775,-1.075072,-0.227156025,380.8151,10.630935,83.57961,0.0331079875,1.377037,0.0778295,302.950075,361.237825,82.7351975,-66.9157075,-0.588050025,0.65945585,-22.9721025,-34.3603,-27.81699,-0.173051,19.356545,9.691532,102.4497,0.2696171,0.2656056,0.0909705,0.1920609,0.624096725,0.0937504
1,2.25,-49.4360675,-1.5731265,0.441570725,-0.99851325,-1.098762,-0.1044448,381.4238,10.78135,83.1284175,0.03165333,1.3851145,0.07021791,305.3989,361.617825,81.433795,-67.0816075,-0.77419475,0.608739825,-23.597895,-34.31036,-27.79355,-0.1741678,19.267335,9.599343,102.431375,0.335285475,0.258520525,0.09325714,0.17892191625,0.5555515,0.082262758
1,2.75,-46.001725,-3.357103,0.6099093,-1.1629645,-1.3582845,-0.05568857,381.29,10.2500175,83.6444225,0.031355445,1.47000225,0.0804863275,302.129075,359.53165,80.817385,-68.4319025,-0.627826,0.63071165,-23.376645,-34.4398825,-28.561095,-0.19312465,19.19821,9.378339,102.3979,0.29224367925,0.27243242,0.0977272125,0.1893303,0.6049011,0.0870524365
1,3.25,-47.871955,-4.043246,0.6077556,-0.8805262,-0.778884,-0.04689308,380.923,9.96877,84.614675,0.0316059775,1.5411125,0.103135875,296.30575,357.8556,83.0757875,-66.844015,-0.603931925,0.70731185,-23.032125,-34.51931,-29.2237025,-0.1989428,19.062065,8.7419435,102.39425,0.3806647305,0.286747275,0.12782305,0.19441623225,0.647417497,0.092870868
1,3.75,-44.8723475,-2.811006,0.2711962,-0.8542103,-0.9306143,-0.2074003,379.1625,10.015495,85.34192,0.03068106,1.517002,0.1015902075,298.792375,357.181725,83.5481475,-67.7446825,-0.7585991,0.71303025,-23.1755475,-35.1588925,-29.378235,-0.187198875,19.048105,8.6523775,102.3955,0.33025274475,0.30173520875,0.13388825,0.19493274225,0.6582456,0.08659011
1,4.25,-45.681695,-2.04634975,0.5248081,-0.878382075,-0.841025425,-0.2246536,380.9592,9.875545,85.3400275,0.0304730375,1.414844,0.08549291,307.9775,357.7933,83.747825,-68.0635475,-0.64985995,0.776839275,-24.0325,-36.615575,-29.486555,-0.1827965,18.9642225,8.78698275,102.363925,0.341808675,0.273032225,0.11392084775,0.183133822,0.5854315,0.08261209125
1,4.75,-43.3819825,-1.22378125,0.7136427,-0.8994331,-0.540917475,-0.08200965,381.435,9.8633355,85.8392175,0.03068998,1.538284,0.118226125,305.324775,358.584,84.524655,-64.52564,-0.624248925,0.7619404,-24.60763,-37.293765,-29.60831,-0.160304125,18.8739125,8.8475225,102.346225,0.36412859275,0.28739485,0.1515288525,0.17882055,0.5528763,0.077366806
