DOY2,HR2,PA,TA,RH,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,WS,USTAR,TS_1,TS_2,T_SONIC,G_1,G_2,CO2
1,0.25,100.73175,-1.045215,95.2931,0.371383,1.1947725,311.01614,357.4680525,8.95696749999998,0.0229608,0,6.7035975,0.27580725,-0.357314,0.139466,-12.81565,0.213313949999999,0.5151355,465.199
1,0.75,100.7385,-1.290126,95.331425,0.2364895,1.2687675,311.33702,360.5898925,8.90684749999998,0.02963175,0,6.5917,0.27580725,-0.37078475,0.1354,-12.81565,0.168847599999999,0.733703749999999,465.199
1,1.25,100.77075,-1.3249015,95.543075,0.50063125,1.22354,311.72875,359.8052675,10.45013,0.031577925,0,7.781145,0.27580725,-0.369082,0.137958125,-12.81565,0.11265907,0.735044999999999,465.199
1,1.75,100.793,-1.33953775,95.602375,0.383279499999999,1.2667525,312.092035,345.6150625,10.242895,0.027010725,0,7.810261875,0.27580725,-0.3711395,0.1435852,-12.81565,0.0497878499999999,0.794601749999999,465.199
1,2.25,100.7685,-1.18006575,95.2453,0.45941775,1.430375,312.5065025,327.5618425,10.389,0.022418725,0,7.83937875,0.27580725,-0.37365475,0.152693,-12.81565,-0.0143188750000002,0.645557749999999,465.199
1,2.75,100.7585,-0.775844900000002,94.805925,0.43625775,1.3340775,313.1608225,326.293125,10.0991575,0.02205535,0,7.868495625,0.27580725,-0.382113,0.1376685,-12.81565,-0.0625604250000004,0.5131085,465.199
1,3.25,100.76525,-0.652006000000002,94.690925,0.50151775,1.413385,313.47696,338.8829225,9.65309999999997,0.029053175,0,7.8976125,0.27580725,-0.3812785,0.12780255,-12.81565,-0.0765176000000005,0.4787245,465.199
1,3.75,100.77875,-0.576334250000001,94.6982,0.4669915,1.457055,313.9496375,351.2832825,8.90191249999997,0.025151075,0,7.74252604166667,0.27580725,-0.38096075,0.126824825,-12.81565,-0.0752180000000005,0.37614125,465.199
1,4.25,100.8165,-0.28547225,95.17215,0.5351425,1.412005,314.0397275,341.3766775,8.62274999999997,0.025532525,0,7.58743958333333,0.27580725,-0.39282225,0.1229937,-12.81565,-0.0856247500000006,-0.855704250000003,465.199
1,4.75,100.86525,-0.212665250000001,95.822925,0.5193975,1.40359,313.9553425,331.512605,9.18978749999997,0.02552425,0,7.432353125,0.27580725,-0.41043625,0.10556545,-12.81565,-0.0592822500000006,-0.881880000000003,465.199
1,5.25,100.924,-0.404935050000001,96.1324,0.44249625,1.736805,314.1695925,348.1424775,7.51424999999999,0.02537375,0,7.27726666666667,0.27580725,-0.4134735,0.109268675,-12.81565,-0.0682272500000007,-0.418013250000002,465.199
1,5.75,100.9595,-0.726588475000002,96.1727,0.397622,1.8473025,314.626855,347.53877,7.55045499999998,0.022181375,0,7.12218020833333,0.27580725,-0.4108185,0.100860725,-12.81565,-0.0642320000000008,-0.313040500000002,465.199
1,6.25,100.934,-2.009035,96.435725,0.68425525,1.478135,314.81016,336.7540775,14.0145475,0.01996555,0,6.96709375,0.27580725,-0.4041375,0.113226275,-12.81565,-0.0335795000000008,-0.446123250000002,465.199
1,6.75,100.8985,-2.607265,97.123075,0.9210445,1.52037,314.6717675,339.2591675,15.2010275,0.02377765,0,6.81200729166667,0.27580725,-0.395976,0.124390325,-12.81565,0.000256249999999181,-0.817941500000003,465.199
1,7.25,100.86525,-2.9802125,97.264225,0.59954825,1.9365475,309.6651225,329.033385,15.1348675,0.026926425,0,6.65692083333333,0.27580725,-0.4230695,0.103556925,-12.81565,0.0228852499999992,-0.930597750000004,465.199
1,7.75,100.8685,-3.1437725,97.2894,0.50455825,1.605685,307.607295,322.40874,10.661775,1.0013725,0.98379875,6.501834375,0.27580725,-0.43043975,0.09110325,-12.81565,0.0504947499999992,-0.915444750000004,465.199
1,8.25,100.913,-3.1165375,96.836475,15.5392,13.0854,306.45542,341.1252225,11.0687275,22.471425,20.99665,6.34674791666667,0.27580725,-0.44473675,0.078667025,-12.81565,0.0845527499999992,-0.897481500000004,465.199
1,8.75,100.9185,-3.2111925,96.4517,85.80315,64.71175,305.4637375,334.357345,12.90197,101.1589,94.9968,6.19166145833333,0.27580725,-0.438546,0.0964671999999999,-12.81565,0.0855619999999991,-0.885618500000004,465.199
1,9.25,100.9075,-3.2623775,96.4604,152.33025,113.57975,304.5885,348.105665,14.3196075,230.46975,206.1,6.036575,0.27580725,-0.41756825,0.20798975,-12.81565,0.082108749999999,-0.872919750000004,465.199
1,9.75,100.91775,-2.769935,96.2292,226.1445,174.753,305.4632325,357.163215,21.2997525,399.6305,353.97525,5.6597,0.27580725,-0.37873375,0.27502975,-12.81565,0.0748659999999988,-0.824700750000004,465.199
1,10.25,100.94,-2.297715,95.7407,289.2945,217.35675,306.3211625,362.88481,24.661175,539.098,478.3145,6.171545,0.37846975,-0.37907275,0.23837975,-11.215775,0.0560629999999987,-0.743854750000004,463.58202
1,10.75,100.94875,-1.59858,95.104875,341.293,257.94275,307.2635375,374.12691,28.219205,638.8755,582.548,8.054325,0.3769525,-0.3801325,0.22366475,-3.50165,0.0332119999999986,-0.695799250000004,455.8529
1,11.25,100.90975,-0.746746000000003,94.334075,386.92275,292.5025,307.912845,383.134335,39.67996,762.205,691.885,7.612845,0.3883465,-0.373572,0.19506075,-1.80787375,0.0181162499999984,-0.625357250000004,458.661275
1,11.75,100.88325,-0.515798500000002,94.188975,428.7725,309.84225,316.27564,391.4687525,40.42821,807.80225,736.03,7.4410525,0.354841,-0.349283,0.177547825,1.9043575,-0.0046697500000018,-0.547955250000004,463.70522
1,12.25,100.86875,-0.402921000000002,93.9164,438.64525,325.84475,317.881945,399.025565,50.8953175,854.028,778.2965,6.66555,0.324846,-0.35666625,0.1095085,2.18279,-0.0268987500000019,-0.459820000000003,465.16186
1,12.75,100.86,0.31931025,93.769325,434.87825,331.50575,318.0332325,413.3902025,42.05532,898.1935,790.776,7.167805,0.298587,-0.34186575,0.14601875,3.12682665,-0.033139000000002,-0.376043500000003,464.50123
1,13.25,100.89875,0.780716249999999,93.603975,415.66825,327.0595,318.2118125,413.7113775,46.9271725,857.54925,792.526,7.835855,0.331792,-0.352069,0.1498825,3.2946215,-0.0393507500000021,-0.295563250000003,465.19664
1,13.75,100.93075,0.989754249999999,93.55385,406.32925,320.19625,317.9945475,411.1536575,47.6196475,838.50675,759.219,7.8360475,0.3395505,-0.34905975,0.17046,3.813905,-0.0407737500000022,-0.202455500000003,465.43679
1,14.25,100.9505,1.38072,93.284475,356.80425,288.88225,318.054375,409.7709425,31.7514675,730.62,677.37525,10.4663125,0.3535665,-0.3564995,0.1560635,4.4791225,-0.0441425000000024,0.0341992499999976,464.92073
1,14.75,100.956,1.9652755,93.393125,312.53675,256.4655,317.707345,398.220925,16.6734075,644.6175,594.13225,9.7471275,0.40335125,-0.358932,0.15203575,4.8800125,-0.0493352500000024,0.580081999999999,459.209583333333
1,15.25,100.947,1.801398,93.624425,259.837,215.6545,317.8867375,401.8684625,14.56745,551.52325,486.216,9.3254875,0.348433,-0.360587,0.15445975,5.16088,-0.0527402500000025,0.80348475,458.482329166667
1,15.75,100.977,1.59002325,93.759675,186.6615,161.6565,317.2878125,391.2388375,8.1992625,376.2405,345.61075,7.0740775,0.3226225,-0.36623825,0.14965325,4.780275,0.0202754999999976,0.8301155,464.9495
1,16.25,100.96375,1.4614915,94.286525,128.24,116.504,316.7792825,379.4162525,7.01427499999999,227.806,225.511,6.61595,0.310192,-0.3741845,0.1428295,4.41808,0.176861999999998,0.92710225,464.9745475
1,16.75,100.9805,1.30799075,94.794225,49.840475,48.659675,316.320445,373.9088425,3.64841499999999,93.031175,84.74605,6.73102,0.34522925,-0.393822,0.1020815,0.987252500000003,0.321512249999998,1.08722625,464.9981075
1,17.25,101.0195,0.594491499999999,95.4408,8.8429625,9.5833275,315.75263,374.6606025,6.47556,21.215225,17.5417,6.53282,0.26858925,-0.4164665,0.081662125,0.580195000000003,0.465141882499999,1.09535225,465.443005
1,17.75,100.98525,0.0873075499999995,95.458325,0.2948145,1.176,314.13825,372.04229,5.93553499999999,1.01468525,0.8302845,7.37496,0.270386,-0.41359175,0.0953191249999999,1.16006000000001,0.547794499999999,1.1827045,465.868845
1,18.25,100.92775,-0.103488250000001,94.819775,0.16639525,1.2571625,311.727455,380.2177875,7.411145,0.0354559,0,6.5983975,0.31265525,-0.41616,0.0999134999999999,0.760387500000002,0.592446499999999,1.481061,465.378275
1,18.75,100.86775,-0.0822267500000011,94.3677,0.284414,1.2976025,311.827345,373.0147375,9.1385225,0.02498065,0,7.746955,0.3415695,-0.4190295,0.10365555,-6.852845,0.611230499999999,1.322306,467.921885
1,19.25,100.78775,-0.0602280000000011,94.09905,0.25413225,1.068668,312.0688675,368.6078675,7.6826475,0.02330695,0,8.242425,0.304188,-0.4191375,0.110927125,-7.93712,0.602288749999999,1.26281,466.43363
1,19.75,100.76325,-0.027416500000001,94.1111,0.407316,1.301285,312.0555825,360.72334,6.98918,0.0240067,0,8.25344,0.314282,-0.416111,0.11507535,-8.41724,0.6444405,1.10329,471.16107
1,20.25,100.74775,-0.0501315000000009,94.3569,0.58897275,1.2135175,312.0673425,378.3866975,4.9750825,0.0299044,0,8.26257,0.32498,-0.41593175,0.115838225,-8.62192,0.66723575,0.9538995,472.27641
1,20.75,100.743,-0.0217995000000009,94.83195,0.393278,1.4936575,311.4862225,372.6124125,3.6140975,0.03209335,0,7.6482,0.302644,-0.41707425,0.111590625,-9.04714,0.60138075,0.84616,473.67469
1,21.25,100.746,-0.056819500000001,94.9196,0.1912302,1.2349575,311.7734975,374.2131525,3.4271275,0.029062925,1.73775e-11,7.76328,0.29660625,-0.43324325,0.09421615,-9.6814375,0.525870499999999,0.797598999999999,478.1677375
1,21.75,100.76275,-0.311995250000001,94.850075,0.2016435,1.1599375,311.7836625,367.9759775,4.265915,0.028642625,0,7.9586575,0.3011775,-0.42816625,0.0985012,-8.861325,0.424251249999999,0.749537249999999,476.45284
1,22.25,100.764,-0.543003250000001,94.70935,0.32974925,1.2413975,311.5660325,362.815325,3.48233,0.026109825,1.18125e-09,6.822475,0.3202675,-0.419352,0.1104105,-9.457775,0.332024349999999,0.744190999999999,476.45284
1,22.75,100.7365,-0.761356750000001,94.78835,0.565608,1.2862725,311.265055,364.9844725,4.2300725,0.02993655,0,8.53775,0.298575,-0.4332395,0.097353875,-10.07775,0.245548749999999,0.755899749999999,476.45284
1,23.25,100.71875,-0.714389000000001,94.484325,0.501211,1.5632375,310.8541525,361.81212,4.0964225,0.02504235,0,6.5925225,0.0828480000000001,-0.43476575,0.098964725,-10.3354,0.227158449999999,0.748358999999999,476.45284
1,23.75,100.724,-0.780428500000001,95.01165,0.59648875,1.1391675,310.8276225,357.8899775,8.42371999999998,0.021117925,0,4.54672,0.0828480000000001,-0.43884675,0.096616175,-10.3354,0.228189799999999,0.599255999999999,476.45284
2,0.25,100.24,0.500971749999999,91.448625,0.710106249999999,1.4857575,281.1286275,317.2626675,5.4923675,0.03641825,8.21175e-05,6.884075,0.27580725,-2.81032,-2.550245,-12.81565,-3.154575,-3.41555,465.199
2,0.75,100.241,0.635539249999999,91.590675,1.07677975,1.3712975,281.77955,328.371335,5.5240375,0.176490425,0,3.8513425,0.27580725,-2.8166225,-2.5564725,-12.81565,-3.1947,-3.451775,465.199
2,1.25,100.23325,0.723732249999999,91.5266,0.905285,1.57822,280.1677675,311.4880675,5.9003175,0.0239586,0,7.781145,0.27580725,-2.8078125,-2.5481325,-12.81565,-3.235675,-3.53295,465.199
2,1.75,100.18,0.686497424999998,91.2467,0.950789249999999,1.310515,277.4997225,319.5150325,6.23529,0.038048575,0,7.810261875,0.27580725,-2.8186,-2.5584625,-12.81565,-3.303675,-3.8046,465.199
2,2.25,100.14,0.684077249999998,90.8777,0.91533,1.3565575,274.54707,316.4062275,5.1557725,1.23943875,0,7.83937875,0.27580725,-2.81075,-2.54909,-12.81565,-3.3787,-3.7815,465.199
