DOY2,HR2,USTAR,TA_1_1_1,WS_1_1_1,NEE,FC,H,LE,G,TS_1_1_1,TS_2_2_1,RH_1_1_1,PA,CO2,VPD_1_1_1,NETRAD,SW_IN,SW_OUT
1,0.5,0.422675,6.2525,4.38525,0.2293,0.2293,11.49665,5.5689,-0.602700000000001,4.66035,4.35475,102.37,86.50805,399.42625,5.49775,-3.61815000000001,0,0
1,1.5,0.5349,6.54575000000001,5.2075,0.21925,0.21925,17.44675,11.4595,-0.983,4.489725,4.029,102.9325,86.5028,399.68975,5.41725,-5.69995,0,0
1,2.5,0.45225,6.47775,5.6155,0.2064,0.2064,10.467,7.0022,-1.29075,4.3467,3.844,102.54,86.5415,399.219,4.51775,-3.8669,0,0
1,3.5,0.37625,6.13825,4.20425,0.289075,0.289075,12.4068,10.223775,-1.38,4.300825,3.66425,102.27,86.5233,399.77,5.14225,-3.9563,0,0
1,4.5,0.37055,5.853,3.72825,0.1755,0.1755,16.5155,8.59057499999995,-2.30965,4.642675,3.5025,103.69,86.509,399.101,4.29925,-4.05875,0,0
1,5.5,0.334975,5.739,3.3275,0.2512,0.2512,9.82369999999997,14.75585,-3.02587500000001,4.742825,3.25200000000001,102.76,86.50705,399.756,4.3905,-4.69165,0,0
1,6.5,0.30365,5.37575,3.68025,0.3131,0.3131,11.990625,8.10119999999999,-3.096625,4.77489999999999,3.1355,102.86,86.52265,399.994,4.585,-4.98175,0,0
1,7.5,0.33505,5.6705,3.85675000000001,0.18105,0.18105,5.7618,9.495875,-3.183175,4.74412499999999,3.00575,102.6,86.5762,400.15925,4.96650000000001,-2.45305000000002,14.8825,5.51
1,8.5,0.322,6.45575,3.89325,0.200275,0.200275,18.70775,12.78875,-3.015,4.52837499999999,3.106,100.91,86.6045,399.494,5.20025,32.45435,168.6825,86.88
1,9.5,0.3259,8.04675,3.865,0.160825,0.160825,59.558325,24.443825,-0.029,3.782025,3.47275,97.805,86.60245,398.9025,6.64125,139.738,331.375,205.085
1,10.5,0.40365,9.04825,4.57425,0.12555,0.12555,109.362,50.6895999999999,6.6603,3.862,4.19975,96.0275,86.60385,398.5145,7.12950000000001,229.85,483.4125,300.45
1,11.5,0.4384,10.01125,4.80325,0.1734,0.1734,146.511,67.046225,20.214575,5.551,5.30375,91.3275,86.48185,398.2,7.61675,310.9645,576.78,346.28
1,12.5,0.5295,11.04,4.881,0.2844,0.2844,167.7375,54.655,28.74115,7.682,6.782,93.2700000000001,86.42675,397.762,8.42475,343.4265,607.895,328.655
1,13.5,0.436675,11.516,5.07175000000001,0.18825,0.18825,152.65175,65.9490999999999,34.149925,9.8,8.10125,86.2999999999999,86.35325,397.7075,9.11475,302.91875,586.93,295.78
1,14.5,0.4714,12.061,4.722,0.129525,0.129525,121.908,46.5176,55.1828,11.125,8.95275,92.4825,86.28355,397.3645,9.50375,261.3955,489.26,232.2
1,15.5,0.4235,12.021,4.2295,0.137599999999999,0.137599999999999,77.955275,37.1937999999999,50.5418,12.15,9.5525,92.83,86.246475,396.944,9.47025,161.10475,355.18,157.595
1,16.5,0.403149999999999,11.101,4.41675,0.1016,0.1016,24.884425,21.4843,30.3545,12.333,9.44525,92.89,86.299975,396.7485,8.18925,42.0319,178.9,58.28
1,17.5,0.365124999999999,9.00875,4.19925,0.189199999999999,0.189199999999999,5.93325,6.71534999999997,20.605375,11.27925,8.63025,97,86.3328,396.832,6.8715,-8.250125,23.31,6.62000000000001
1,18.5,0.3675,7.622,4.1595,0.24,0.24,7.34085,5.2385,9.07785,10.1205,7.7165,98.39,86.38515,397.417,6.157,-8.1741,0,0
1,19.5,0.3199,7.11775,3.941,0.30525,0.30525,7.6003,5.86215,0.9816,8.4355,6.95075,99.1825,86.4195,397.7485,6.4115,-7.19549999999999,0,0
1,20.5,0.4781,7.67475,4.16375,0.22395,0.22395,10.6193,4.42325,-0.493725,7.53555,6.14625,102.39,86.51495,398.74,6.4085,-5.03017499999999,0,0
1,21.5,0.4124,7.7385,4.27775,0.181,0.181,7.86115,8.03375,-0.172700000000001,6.54485,5.5025,102.03,86.5217,399.068,6.0605,-7.98250000000001,0,0
1,22.5,0.399,6.45500000000001,4.51775,0.2242,0.2242,9.40139999999999,7.1268,-0.483750000000001,5.65455,4.93225,102.26,86.52135,400.5625,6.11225,-6.40115,0,0
1,23.5,0.300625,6.08325000000001,3.97325,0.3565,0.3565,13.98425,7.48474999999999,-0.595,4.9962,4.5765,101.96,86.5217,399.944,6.11025,-6.4801,0,0
2,0.5,0.33035,9.51199999999999,4.8125,0.163075,0.163075,10.734375,13.1895,-0.349300000000006,8.606875,7.942,102.14,86.0152,395.61875,6.47749999999999,-6.1658,0,0
2,1.5,0.3165,9.5375,4.6355,0.178375,0.178375,11.304375,14.7932,-0.38,8.435625,7.8215,103.0475,86.05795,391.0015,7.02099999999997,-5.50985,0,0
2,2.5,0.312,9.15949999999999,3.999,0.12665,0.12665,13.366125,9.61634999999998,-0.928900000000001,8.137125,7.688,102.9,86.08835,395.80675,6.5595,-5.12124999999999,0,0
2,3.5,0.3635,9.175,4.0805,0.1349,0.1349,12.7421,9.96024999999998,-1.30515,8.05,7.457,102.75,86.095,391.319,6.1275,-4.57294999999999,0,0
2,4.5,0.35425,8.958,3.988,0.2725,0.2725,12.561125,10.80015,-1.362925,7.94,7.23999999999999,102.85,86.1189,396.58025,6.42899999999999,-5.77294999999999,0,0
2,5.5,0.36605,8.4415,4.83399999999999,0.2058,0.2058,15.567,10.0746,-0.797125000000005,7.86,7.0985,101.675,86.1265,391.3635,5.5775,-4.24939999999999,0,0
2,6.5,0.4051,7.925,5.22299999999999,0.11885,0.11885,11.98485,6.386525,-1.657575,7.67,6.8565,103.45,86.1425,396.4565,5.297,-6.43704999999999,1.2,0.489999999999998
2,7.5,0.383799999999999,8.66199999999999,5.72249999999998,0.196,0.196,14.6555,8.16447499999999,-2.1041,7.49,6.742,103.9375,86.1779,391.1265,6.07349999999999,7.67565,90.2899999999999,38.09
2,8.5,0.427725,9.591,6.42299999999999,0.272925,0.272925,41.85,16.7796,-0.419075000000001,7.27,6.815,101.6375,86.19975,396.9,7.5005,98.319175,292.67,133.15
2,9.5,0.4654,12.054,5.73849999999998,0.177125,0.177125,101.30935,34.2676,7.163525,6.926,7.158,97.385,86.20195,392.085,9.0095,226.88575,484.585,244.02
2,10.5,0.474699999999999,14.189,5.86699999999999,0.289,0.289,163.03925,61.58905,28.608,7.86,7.797,96.0475,86.214075,394.568,10.8695,334.549,655.36,321.35
2,11.5,0.6357,14.4245,6.128,0.3743,0.3743,207.927,84.3604,47.4451,9.025,9.029,90.145,86.21115,391.0635,11.177,381.4435,753.6,369.29
2,12.5,0.6355,15.4145,6.7035,0.3472,0.3472,238.692,108.81315,59.4197,11.24,10.562,94.945,86.13245,393.47925,11.8925,413.3925,788.41,288.819999999999
2,13.5,0.632599999999999,15.538,6.8195,0.4031,0.4031,230.3875,121.3845,68.2592,13.15,12.043,93.07,86.0746,390.816,13.077,376.5245,761.6,232.36
2,14.5,0.662624999999999,15.838,6.5055,0.3248,0.3248,185.9105,86.7577999999999,64.86835,14.52,13.0225,93.8275,86.00805,393.65,13.372,328.378,653.005,218.209999999999
2,15.5,0.6078,15.9145,6.9845,0.3044,0.3044,160.143,69.9122,57.5606999999999,15.82425,13.3605,92.2975,85.94785,389.925,14.289,233.334,510.32,161.969999999999
2,16.5,0.681824999999999,15.2745,6.25425,0.22735,0.22735,96.88475,38.9946,35.92375,15.79925,13.015,96.25,85.89975,394.38925,13.565,128.6365,319.355,97.27
2,17.5,0.5213,13.62275,5.408,0.128425,0.128425,12.8427,12.059525,23.85425,15.87775,12.419,95.65,85.8747,389.734,11.91875,-4.2855,97.15,28.2
2,18.5,0.522974999999999,11.273,5.269,0.224625,0.224625,6.96235000000001,8.31035,10.735,14.9675,11.6715,98.3475,85.933275,393.505,9.5635,-10.643,1.89,0.4
2,19.5,0.398149999999999,10.8545,4.8,0.148475,0.148475,11.421025,8.870075,3.04655,13.61275,10.7985,98.01,85.9975,389.959,8.615,-7.018975,0,0
2,20.5,0.379924999999999,11.778,4.3765,0.14185,0.14185,11.36835,10.587475,0.162924999999999,12.882,9.97649999999999,99.75,85.9975,393.469,8.5395,-5.67907500000004,0,0
2,21.5,0.38565,12.201,4.7605,0.140325,0.140325,13.842325,10.0306,-0.45975,12.3095,9.24849999999999,99.95,85.999625,390.654,9.90299999999999,-8.13710000000001,0,0
2,22.5,0.379649999999999,11.5825,5.3705,0.19095,0.19095,8.14705,13.22875,-0.419550000000002,11.31775,8.66199999999999,101.4475,86,394.57875,8.74199999999999,-12.490875,0,0
2,23.5,0.37465,10.7815,5.59299999999999,0.142,0.142,14.0011,7.5058,-0.397025000000008,10.2695,8.2845,102.22,86,390.9775,7.84699999999999,-10.081175,0,0
3,0.5,0.372,13.39275,4.85925,0.41655,0.41655,10.56575,18.08425,-6.03975,15.308,14.143,98.53,86.243725,393.967,11.4465,-13.834625,0,0
3,1.5,0.3634,12.696,5.2865,0.338799999999999,0.338799999999999,17.0405,22.341475,-6.02595,14.768,13.642,100.0175,86.23135,394.295,10.46025,-13.59075,0,0
3,2.5,0.409449999999999,13.6155,4.73275,0.198,0.198,11.4967,15.0867,-5.35812499999999,14.392,13.10825,101.71,86.2416,395.191,10.6515,-13.88425,0,0
3,3.5,0.39255,11.67075,5.33675,0.2832,0.2832,15.554675,28.9035,-5.186125,13.906,12.6255,102.11,86.2832,394.6285,9.56275,-13.5733,0,0
3,4.5,0.394725,10.95975,5.196,0.17465,0.17465,16.64165,31.7950749999999,-5.85615,13.426,12.2285,103.09,86.27935,394.938,9.28275,-13.94875,0,0
3,5.5,0.430775,10.82,5.58925,0.169,0.169,12.641525,20.16125,-6.469,12.986,11.88375,101.3225,86.2811,394.51875,9.15175,-13.125,0.2,0
3,6.5,0.397599999999999,11.661,4.9775,0.225275,0.225275,12.424575,23.4089749999999,-7.3969,12.762,11.67825,102.16,86.28695,394.4005,8.97675,-8.58255,49.765,14.855
3,7.5,0.32655,13.981,5.004,0.161175,0.161175,32.85625,29.4593999999999,-7.4313,12.37,11.661,100.705,86.2901,394.757,11.37325,94.6118999999999,244.225,69.475
3,8.5,0.4034,16.21825,5.394,0.384349999999999,0.384349999999999,100.610525,66.541875,2.457,11.66,12.01,101.55,86.29745,393.562,13.3875,231.5375,458.02,179.09
3,9.5,0.515225,17.96075,6.07375,0.5752,0.5752,175.105,104.949,26.1243,11.73,13.091,102.15,86.317,392.507,16.131,357.235,654.33,235.72
3,10.5,0.45225,19.53675,6.62425,0.505375,0.505375,251.286,100.11215,51.785075,12.48,14.5025,96.4,86.3061,392.00125,17.32,456.376,806.7275,326.205
3,11.5,0.4876,20.54375,6.5275,0.474625,0.474625,284.32,117.65975,70.62145,14.75075,16.34425,94.8225,86.2825,392.28825,18.6075,508.337,902.68,330.64
3,12.5,0.5968,20.961,7.17225,0.336,0.336,313.15575,127.0315,78.37435,16.71025,18.267,93.5825,86.2325,391.9535,20.16275,524.995425,942.1675,241.69
3,13.5,0.5802,22.0865,7.40375,0.339,0.339,308.2925,131.408,80.201225,18.9005,19.8985,89.95,86.17375,391.678,21.487,482.89375,886.2,214.75
3,14.5,0.6338,22.5865,7.67950000000001,0.4312,0.4312,275.582,108.245,72.3396,20.312375,20.66925,92.5275,86.08,391.69375,22.00075,409.738,780.785,187.33
3,15.5,0.589775,22.88675,7.77925,0.2777,0.2777,219.088,87.8630999999999,59.34085,21.219,20.69875,84.325,86.06,391.734,22.74925,303.324,634.29,155.62
3,16.5,0.6275,22.277,7.26425,0.26425,0.26425,125.81075,63.50025,40.4936,21.65,20.2665,91.4,86.055,391.717,21.6865,188.80125,427.55,106.95
3,17.5,0.597,20.71475,6.31800000000001,0.1984,0.1984,45.028275,30.211725,32.783,21.348,19.6515,97.05,86.051175,392.792,19.456,53.639875,196.17,49.71
3,18.5,0.534,18.2765,6.29825,0.327475,0.327475,8.81620000000001,12.616575,21.913,20.772,18.72575,102.655,86.056575,392.688,16.85025,-21.61025,16.655,4
3,19.5,0.49345,16.23375,5.96275,0.3908,0.3908,5.51939999999998,12.933775,9.5644,19.932,17.7265,98.99,86.101625,393.2235,14.30125,-19.66865,0,0
3,20.5,0.524975,16.173475,5.97975,0.351825,0.351825,8.9785,14.7911249999999,2.430625,18.58,16.7855,98.955,86.1478,393.466,13.62475,-16.954,0,0
3,21.5,0.429225,15.32775,5.20825,0.353875,0.353875,13.4690999999999,22.4200999999999,-1.25400000000001,17.53,15.97025,99.8825,86.155,394.293,13.44875,-17.2845,0,0
3,22.5,0.3754,14.39925,4.8755,0.2888,0.2888,16.815775,17.292,-3.18002500000001,16.628,15.30925,99.76,86.21315,393.4935,11.86825,-13.473,0,0
3,23.5,0.32775,13.872,4.49925,0.30845,0.30845,10.1776,8.91300000000001,-4.26795,15.88,14.72125,100,86.23175,393.605,11.25025,-12.207375,0,0
4,0.5,0.5154,17.6695,5.80425,0.511625,0.511625,5.30325,11.441975,-4.7875,20.86075,19.79125,97.3125,85.61275,395.9725,15.903,-20.47225,0,0
4,1.5,0.4641,17.06125,5.4885,0.66825,0.66825,8.81584999999996,9.73475,-4.702025,20.12425,19.30275,97.7275,85.600775,395.1315,15.071,-19.79795,0,0
4,2.5,0.463399999999999,16.93,5.59325,0.7008,0.7008,8.61995,13.6188,-5.32155,19.4205,18.8185,96.6275,85.6,395.356,14.588,-21.724425,0,0
4,3.5,0.445,16.19125,5.2465,0.5812,0.5812,9.62337499999999,16.85575,-6.394175,18.68075,18.3175,98.5175,85.6,397,14.003,-20.4406,0,0
4,4.5,0.4292,15.43425,5.495,0.365275,0.365275,11.0626,21.63425,-7.519,17.80875,17.862,97.7025,85.6,395.513,12.7095,-18.0916,0,0
4,5.5,0.44715,15.79825,5.818,0.49395,0.49395,8.21825,17.496,-8.607,17.229,17.38925,98.88,85.6282,396.77125,13.024,-16.0744,13.1375,4.455
4,6.5,0.47705,17.79775,6.4185,0.283,0.283,16.60375,22.2368999999999,-8.4304,16.56625,17.02025,93.43,85.686,393.8605,14.48425,33.0346,153.62,46.805
4,7.5,0.5278,19.86175,7.3165,0.1732,0.1732,80.20425,61.05875,-5.1912,15.545,17.13575,82.59,85.732625,392.43825,17.50225,174.15075,378.91,99.59
4,8.5,0.59975,22.3675,7.28375,0.19055,0.19055,170.616,97.6866249999999,17.585825,15.55175,17.7975,83.695,85.70855,390.958,20.16575,301.7115,585.3575,143.57
4,9.5,0.66975,23.23375,7.444,0.21875,0.21875,241.59,109.234,47.26415,16.747625,18.8685,77.21,85.7388,390.33425,22.00275,420.446,766.3875,178.255
4,10.5,0.67925,24.3485,8.023,0.3139,0.3139,315.885,156.255,70.098125,18.790625,20.587,71.7375,85.75855,390.183,24.014,514.752775,911.21,204.255
4,11.5,0.7334,25.2115,8.54225,0.2473,0.2473,349.9315,161.657,83.46325,21.207875,22.28375,64.23025,85.69825,389.756,26.21625,569.63,991.2925,220.055
4,12.5,0.745,26.1565,9.06925000000001,0.278725,0.278725,364.91075,141.7035,87.615,23.81575,24.154,69.0135,85.695175,389.59625,28.7415,579.89425,1013.53,225.455
