DOY2,HR2,USTAR,TA,WS,FC,H,LE,RH,PA,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,TS_1_1_1,TS_2_1_1,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2
1,0.25,0.21488240475,-9.43,3.9815,0.23774820225,-1.060418732,1.9026619475,77.4,90.4,-6.55175,0,0,1.175825,0.1375,-2.6615,-1.919,-3.53975,-3.469,-3.2085,-3.8405,-3.336,-4.51075,407.2
1,0.75,0.212935942,-9.66,3.97,0.2262240255,-1.6998875,2.26795,77.3,90.4,-7.0825,0.00712658,0,0.99165425,0.134,-2.58,-1.876,-3.5635,-3.443,-3.204,-3.854,-3.4585,-4.485,407.375
1,1.25,0.2241825765,-9.31,3.903,0.1792535,-1.345854674,1.695575,77.03,90.4,-8.01,0.029426,0,1.0195175,0.121,-2.605,-1.899,-3.74,-3.441,-3.24,-3.89,-3.441,-4.5005,407.275
1,1.75,0.226353883,-9.1525,4.08875,0.28194194575,-1.642957866,1.3739625,76.9575,90.5,-7.077,0.033291975,0,0.975139,0.14175,-2.5445,-1.881,-3.75775,-3.4565,-3.3035,-3.9465,-3.435125,-4.51575,407
1,2.25,0.21088,-8.98,3.99675,0.28242843475,-1.421,1.5219306585,76.9675,90.4,-7.6765,0.0302808,0,0.976238,0.13475,-2.56575,-1.888,-3.77925,-3.44825,-3.3325,-3.9555,-3.433625,-4.5235,407.2
1,2.75,0.20043722725,-9.165,4.3645,0.23519627475,-0.9863622905,1.61978767275,77.01,90.4,-5.63625,0.0260486,0,0.999903,0.1455,-2.5575,-1.89375,-3.757875,-3.462,-3.34125,-3.9575,-3.39,-4.557,407.275
1,3.25,0.22962495975,-9.445,4.1735,0.2110629555,-1.8123,2.8942668785,76.56,90.4,-6.64075,0.024486375,0,0.985746,0.161,-2.5305,-1.8285,-3.79175,-3.49625,-3.355,-3.9545,-3.38425,-4.54275,407.15
1,3.75,0.1894959435,-9.145,4.2465,0.23307476625,-1.783625933,2.3432974355,76.73,90.4,-6.775,0.031343,0,0.98970375,0.145,-2.5275,-1.8405,-3.83425,-3.49225,-3.368,-3.957,-3.35525,-4.54275,407.1
1,4.25,0.221305,-9.005,4.3255,0.193088516,-1.2923627365,3.721235,76.91,90.4,-4.8475,0.10192825,0,1.0662075,0.146,-2.5435,-1.8305,-3.996,-3.5515,-3.3705,-3.8895,-3.4005,-4.46775,407.3
1,4.75,0.22279286475,-9.305,4.1335,0.22,-2.0192246545,3.1378675,77.095,90.4,-5.571,0.1380525,0,1.050555,0.1515,-2.6375,-1.881,-3.9255,-3.564,-3.3345,-3.8855,-3.34275,-4.41225,407.3
1,5.25,0.215955562,-9.5275,4.231,0.289419136,-1.79897875125,1.5507,77.26,90.4,-6.131,0.129025,0,1.07443,0.14,-2.6785,-1.97775,-3.9555,-3.55825,-3.32175,-3.92075,-3.3935,-4.446875,407.275
1,5.75,0.21373,-9.2425,4.194,0.25,-1.77339,2.32498040975,77.115,90.4,-6.674,0.130971,0,1.07763,0.17875,-2.77475,-1.99,-3.91,-3.56025,-3.287,-3.9185,-3.362875,-4.43275,407.45
1,6.25,0.19780342025,-9.4975,3.97,0.2085971275,-1.868762803,2.258013436,77.3025,90.4,-7.252,0.134712,0,1.07107,0.16075,-2.758,-2.0095,-3.919625,-3.56475,-3.26925,-3.95575,-3.416375,-4.436625,407.35
