DOY2,HR2,FC,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,T_SONIC,TS_8,TS_7,TS_6,TS_5,TS_4,TS_3,TS_2,TS_1,NETRAD,SW_IN,LW_IN,SW_OUT,LW_OUT,PPFD_IN,G,CH4,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,2.5268845,134.06855,6.539916,80.138645,8.82917,0.591125,102.699,96.875,14.062,4.78590872599462,20.0940000000001,12.3667333333333,12.7867333333333,12.6900666666667,12.7600666666667,12.9000666666667,16.2133333333333,16.35,16.3066666666667,-3.24007393876922,-0.309985802177,370.707576829673,2.12014134275618,379.155410894421,0,3.70085082292512,2688.953,533.5785,14.54761,1.78810234606412,1.51229957349726,0.672156231838997
1,0.75,2.371477,217.69925,5.29615,67.9441375,8.45902,0.54422,102.703,96.815,14.116,4.18550147137362,20.026,12.3734,12.7234,12.7534,12.8534,12.8567333333333,16.1633333333333,16.34,16.0733333333333,-2.19404483390765,-0.444865120681497,368.717778148343,2.17093639575971,377.848904644621,0,4.19424843036339,2746.11144275,532.6175,14.425785,1.86939562425935,1.34277324965908,0.627314912942455
1,1.25,1.828662,158.949475,12.6210825,77.9431049999999,8.266,0.646158,102.689,97.015,13.973,3.8638368088293,20.113,12.3634,12.6600666666667,12.7167333333333,12.7867333333333,12.7967333333333,16.3533333333333,16.28,15.8566666666667,-1.8782608123244,-0.12778040700426,369.19288314076,2.3476148409894,377.520146721998,0,5.46823610805476,2697.0881363,520.12075,14.95427,1.91628546933905,1.5101953516019,0.681713282839641
1,1.75,2.449267,27.54,7.77723,58.7833725,7.89016,0.670077,102.699,97.315,14.0105,4.10000381229135,19.634,12.3767333333333,12.5900666666667,12.7034,12.7600666666667,12.7667333333333,16.4133333333333,16.24,15.82,-2.31850301950675,-0.364410790345481,372.272618529342,1.86837455830389,377.296795689767,0,6.00832681353385,2678.1074721,515.06175,15.4373975,1.90119962129178,1.06204048887036,0.711266476083331
1,2.25,3.4501735,85.4014999999998,2.431309,49.26668,7.93143174999999,0.62693785,102.72455,97.33,13.8695,4.11772364539573,19.486325,12.3767333333333,12.6189833333333,12.70365,12.7583166666667,12.76165,16.2436666666667,16.2665,15.8045,-2.32082948408982,0,370.571855152399,2.17756183745583,376.862815118136,0,5.70225643449411,2775.4274821,522.054,14.93658,1.56686402428625,0.946658857422829,0.670869208248927
1,2.75,2.311412,62.443725,13.8698,37.7048,6.30450175,0.548217549999999,102.719475,97.335,13.97875,3.86122669137054,19.6921,12.3802333333334,12.63465,12.6880666666666,12.73265,12.73815,15.8698333333333,16.2723333333333,15.8380833333333,-1.89602485899317,0.0165641268338852,370.589858771987,2.4083480565371,376.032757806493,0,6.46781020481454,3071.47446655,521.7612,14.529165,1.34933166286236,1.26419358985424,0.587317324881581
1,3.25,2.72745425,74.9949499999998,3.12490249999999,72.2211150000001,4.48435324999999,0.365773249999998,102.73425,97.4175,13.89675,3.74702779347905,19.54855,12.3768166666666,12.6404833333334,12.5894833333333,12.6584,12.5319833333333,15.70875,15.9166666666667,15.38225,-1.32941922771454,-0.181022243256034,371.634976506696,2.46024734982332,375.721734477995,0,4.23250820270577,3455.07812765,567.81735,14.3957325,1.6117081797605,1.14068965704079,0.410439202572351
1,3.75,2.42226,54.285875,1.57437,29.353025,4.61258874999999,0.35926275,102.732075,97.5175,13.72,3.78581718623983,19.7001,12.3838166666667,12.6173166666666,12.6903166666667,12.67765,12.7202333333334,15.3451666666667,15.8108333333333,15.5206666666667,-1.07241520142301,-0.0698059630856606,371.639193851959,2.53312720848057,375.991389319702,0,5.7932092565985,2975.62,594.23405,14.37032,1.10160042208935,1.17609626222212,0.421034331291906
1,4.25,2.4866965,196.9617,6.48232799999999,42.994315,5.12145275,0.403144525,102.7221,97.6,13.734,4.94842019597894,19.8832,12.3934583333333,12.5603583333333,12.6842333333333,12.6979,12.7108166666667,15.3621666666667,16.04225,15.3570833333333,-0.738295581407907,-0.228348319924278,370.711207379422,2.51766784452297,374.69803808555,0,5.54615401323215,2860.8139547,600.6145,14.3556275,1.12725881470735,1.13931238624797,0.446069862659085
1,4.75,2.1373785,67.1600000000001,10.5610625,38.830235,5.325079,0.368669349999999,102.70865,97.5175,13.5845,4.12838933102433,19.801125,12.384625,12.4939833333334,12.4850666666667,12.6475666666666,12.5084,15.2039166666667,15.3461666666667,15.2303333333334,-2.10702006454136,-0.117132039753905,369.588813704146,2.62919611307421,374.806023467583,0,4.52686806036628,2972.33175,601.958975,14.1396125,1.05760896187945,1.13748895680036,0.429912429107128
