DOY2,HR2,FC,H,LE,TAU,USTAR,TA,PA,RH,VPD,WS,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,9.3482,16.1402,8.16567,-0.12284025,0.5770535,2.59500000000003,99.347775,100,0.106489,3.9543275,1.17880491188552,0.964193532798099,0.715236067847437
1,0.75,8.0264,4.173635,7.07111,-0.08225,0.50136,2.52800000000002,99.322,100,0.042509825,4.10505,1.29014519306748,0.968320579915082,0.653576315360341
1,1.25,8.84081,10.3805,10.2025475,-0.127507,0.53856,2.59125000000003,99.303525,100,0.12388675,4.2237,1.27052879404076,0.997641652187547,0.644444722222162
1,1.75,8.0766525,7.0079175,7.23782,-0.1554,0.527612,2.548,99.3052,100,0.20867,3.9840775,1.25005199891844,1.00101031082493,0.693654092469727
1,2.25,8.854195,10.210595,8.45359,-0.14532775,0.511767,2.48000000000002,99.3358,100,0.155341525,3.87731,1.2739897958775,0.926496087417535,0.685892848774501
1,2.75,6.4349325,14.7126,6.78835,-0.1568665,0.5312735,2.19800000000004,99.3429,100,0.124660875,4.30785,1.21947939711993,1.01284550266687,0.71096311077026
1,3.25,7.2245775,10.3683725,8.7179,-0.13857,0.514176,1.84800000000001,99.3037,100,0.10913715,4.378435,1.2501185543913,1.01262154337975,0.727855986144336
1,3.75,8.0743975,7.1734625,7.6325325,-0.14447025,0.5329695,1.73600000000005,99.3108,100,0.082032,4.1788,1.19345410730989,0.972714062597982,0.729329991809403
1,4.25,7.96193,8.256125,6.7911525,-0.127185,0.53061625,1.65800000000002,99.3303,100,0,4.14916,1.17462753508259,1.04596412787775,0.712581141177523
1,4.75,7.802075,8.722625,8.89422,-0.183198,0.5620635,1.46900000000005,99.3515,100,0.0176004,4.2096775,1.22461313886487,1.11409663027517,0.731721357009442
1,5.25,9.0933275,10.7093,6.070105,-0.184311,0.57630375,1.34500000000003,99.3488,100,0,4.1529875,1.32167436816264,1.05701410812767,0.766098678609004
1,5.75,12.892075,9.0181175,7.568735,-0.115701,0.560073,1.32900000000006,99.3596,100,0,4.3035175,1.35633077765149,1.09069379845976,0.758609490907043
1,6.25,18.1031,9.56738,6.6034925,-0.1270115,0.552346,1.37175000000003,99.382775,100,0,3.945635,1.31157553095235,1.03684135719984,0.724006232085588
1,6.75,21.7039,12.5116,7.5992575,-0.1415975,0.5576625,1.27000000000004,99.4096,100,0,4.33384,1.23948164617938,0.965473083678,0.683962759724594
1,7.25,24.52845,10.97605,6.14415,-0.116806,0.515551,1.291,99.4268,100,0,3.910665,1.29180265613634,1.02535066605261,0.70760510014354
1,7.75,29.7878,16.88175,9.54193,-0.12018825,0.528991,1.32800000000003,99.4193,100,0,4.1186525,1.27559005954107,0.950346252688987,0.731988428658789
1,8.25,27.502,13.1627,8.83163,-0.1428135,0.5809455,1.45775000000002,99.41335,100,0,4.20216,1.27844045618089,0.97591393063118,0.705386049612362
1,8.75,32.319975,23.8151,9.748185,-0.1315505,0.5438715,1.30700000000002,99.4026,100,0,4.103395,1.27071033700158,1.02365488913556,0.731588490219856
1,9.25,30.5487,40.84035,12.49465,-0.13538,0.61544425,1.33700000000005,99.3853,100,0,3.9245425,1.39594054314645,1.1139389570349,0.805359817527328
1,9.75,26.295375,41.309475,14.6502,-0.1265305,0.60582225,1.51000000000005,99.4137,100,0,3.8669375,1.38487053482325,1.10345014323642,0.820445502651119
1,10.25,32.6574,60.72205,18.0336,-0.154019,0.593146,1.70700000000002,99.4216,100,0.04468283,4.26397,1.35737102279426,1.18190073499622,0.73476924797573
1,10.75,24.55495,62.2937,21.46865,-0.18793425,0.62042725,1.58325000000001,99.45445,100,0,4.0683175,1.33322916259734,1.2077292742995,0.815703443669012
1,11.25,28.7123,94.58105,24.5989,-0.19329575,0.65505,2.17250000000001,99.458575,100,0,4.31162,1.38666866987035,1.1970410124095,0.79516098998882
1,11.75,24.146925,125.41275,24.885375,-0.174977,0.63803025,2.44275000000006,99.4403,100,0.1129615,4.25359,1.45843449300467,1.21723528915073,0.797000626013515
1,12.25,31.6596,101.48325,33.067125,-0.21596475,0.68207775,3.16950000000004,99.410725,100,0.35713325,4.513485,1.50440021270937,1.29565813392268,0.801849142012014
1,12.75,31.206275,81.6387,23.098875,-0.178449,0.657233,3.36550000000001,99.3803,100,0.4685185,4.25961,1.52015130825849,1.32941755474413,0.79372098372161
1,13.25,30.0909,139.17925,45.8099,-0.283575,0.65804075,3.90300000000002,99.336875,100,0.61868825,4.943935,1.50785204412414,1.42177861547447,0.85445313346586
1,13.75,36.038575,150.596,34.37255,-0.263358,0.638382,4.19600000000003,99.305525,100,0.68814675,4.804055,1.53566923521962,1.38894885781876,0.783228892287268
1,14.25,35.6991,113.2815,36.14295,-0.2383675,0.66040525,4.41125000000004,99.28745,100,0.7157245,4.9035625,1.54463710940962,1.38594160917919,0.853931377331235
1,14.75,35.7209,101.797,42.5763,-0.23290825,0.714825,4.53700000000003,99.2914,100,0.714867,5.19419,1.57549992066011,1.33280906359463,0.857093927174846
1,15.25,40.8914,106.075,27.376425,-0.267778,0.681178,4.33800000000002,99.3425,100,1.0010405,5.427795,1.54220945399774,1.25949990075426,0.817035577243793
1,15.75,38.812325,75.9547,30.419,-0.244164,0.668147,4.27700000000004,99.355,100,0.921538,5.426815,1.54494012828977,1.30023843967174,0.797137822767272
1,16.25,35.6273,63.309825,23.33385,-0.2786755,0.674649,4.28300000000002,99.3704,100,0.954866,5.0682475,1.45981964560507,1.27718686348379,0.801742318536159
1,16.75,39.098125,34.527875,19.9872,-0.20823925,0.618992,4.27075000000002,99.337075,100,1.060795,5.0256,1.47772180374407,1.251755092519,0.738568886428341
1,17.25,31.23665,31.707225,19.8163,-0.2206065,0.579212,4.14800000000002,99.31075,100,0.9946,4.9462475,1.43876550888781,1.1899414646146,0.77234017484986
1,17.75,29.845075,17.0207,11.60615,-0.11926375,0.61271,4.02800000000003,99.325875,100,0.897119,4.76743,1.39964570714482,1.15664600159945,0.773792311215224
1,18.25,25.46385,11.4639,14.3899,-0.1210215,0.588243,3.98750000000004,99.3286,100,0.77313,4.565035,1.47309110664463,1.1308800952194,0.726654128079468
1,18.75,22.97235,8.907845,11.524255,-0.1040865,0.603064,3.33075000000004,99.341875,100,0.6455045,4.80539,1.43497191009045,1.16514001369713,0.759005746992406
1,19.25,19.622,8.60852,9.1761675,-0.120595,0.58874025,3.21900000000002,99.367675,100,0.406515,4.769575,1.37359086182117,1.12745033753657,0.752200559631594
1,19.75,20.0021,12.4471,7.19864,-0.1159715,0.5319825,3.34275000000001,99.381375,100,0.344391,4.661455,1.36810087347388,1.13224997240009,0.670172447206627
1,20.25,16.66335,7.79895,10.81475,-0.10531275,0.57273925,3.33925000000004,99.384275,100,0.139344,4.4332875,1.3879982509508,1.10305031616876,0.684412887079137
1,20.75,17.542,7.30912,10.606,-0.140692,0.60015625,3.26000000000005,99.3856,100,0.15431375,4.4347875,1.44906986711825,1.14233840301281,0.735633602929295
1,21.25,12.91945,7.2495725,10.8859,-0.10727675,0.572448,3.08925000000001,99.406675,100,0.189593,4.37078,1.34718507124567,1.11224507045256,0.721583674981634
1,21.75,13.9619,4.1702,12.9899,-0.1085155,0.5716975,3.08100000000002,99.4075,100,0.3156125,3.88848,1.45006505394329,1.07803664991749,0.706797375611056
1,22.25,14.5508,8.09522,7.32092,-0.123056,0.5624015,2.90000000000003,99.3845,100,0.32469025,4.39032,1.43170599607646,1.05355433892815,0.73692155332128
1,22.75,13.1491,11.3568,11.2618,-0.1681355,0.58389075,2.83900000000006,99.3957,100,0.325362,4.1520825,1.4219186938236,1.07486581510097,0.719718699493684
1,23.25,10.925,6.71512,10.1887,-0.06985,0.56206575,2.81700000000001,99.3866,100,0.302582,3.9452075,1.30153230090786,1.12998555802977,0.753381008737842
1,23.75,10.1898,17.56745,9.88304,-0.097546,0.601902,2.65500000000003,99.3559,100,0.15652125,4.4994,1.38144127634873,1.14829593668518,0.829837935985093
2,0.25,9.730145,7.98637,7.92442,-0.134696,0.5115765,4.36100000000005,99.3803,100,1.57016,4.118465,1.19597145693046,0.966182043421156,0.669561677947418
2,0.75,7.0225775,9.31515,8.22479,-0.0947,0.5479705,4.25300000000004,99.3789,100,1.6048275,4.50898,1.32065892644543,0.96370898096884,0.703665997031205
2,1.25,6.219545,11.154395,4.94673,-0.1064085,0.539294,3.416,99.4346,100,0.870273,4.31302,1.34804452001904,0.986531803846181,0.697180034137525
2,1.75,6.73861,0.1375075,7.72253,-0.099575,0.4951045,2.83650000000002,99.4422,100,0.9173825,4.70769,1.35387462107635,1.00061403723973,0.713721151126947
2,2.25,6.362325,13.526,7.50512,-0.13988475,0.577621,2.48700000000004,99.447725,100,0.911373,3.94192,1.27073335365177,0.955128140229978,0.692281734556098
2,2.75,6.826505,12.426385,10.0041475,-0.103736,0.487811,2.28350000000002,99.431175,100,0.8518715,4.37762,1.21300920241573,0.955534583437312,0.70071572289871
2,3.25,7.71513,-3.0751975,7.476935,-0.06115,0.46534125,1.78500000000003,99.4372,100,1.0225135,4.04424,1.25709444822045,0.927238687520444,0.603869300585829
2,3.75,6.9681,5.679875,8.01868,-0.08155,0.487671,1.51300000000003,99.4225,100,0.8291395,3.98034,1.15145992075328,0.928346975409626,0.638866965807436
2,4.25,7.09995,7.71679,7.12847,-0.070775,0.524848,1.59100000000001,99.4235,100,0.637335,3.75293,1.18117817161699,0.936230813765472,0.687382717268917
2,4.75,7.49669,-1.142495,5.05316,-0.122175,0.490151,1.58900000000006,99.415,100,0.6335775,4.37222,1.27320058885097,0.978340841440879,0.693302964078475
2,5.25,9.793565,5.4424325,5.4706025,-0.133728,0.53576,1.64100000000002,99.4291,100,0.6983155,3.9972325,1.30652907545317,0.903797477464648,0.699050451083494
2,5.75,16.84775,8.1029,5.7304375,-0.1404565,0.505025,1.42000000000002,99.4523,100,0.92038075,4.17363,1.1739819072187,0.912307607150488,0.720979888762509
2,6.25,17.4281,8.58772,5.0476125,-0.135123,0.503367,1.29000000000002,99.4568,100,0.911081,4.15211,1.12555587109762,0.908075466146023,0.669982835601032
2,6.75,26.9646,10.263975,10.251475,-0.123322,0.5383055,1.38550000000004,99.44795,100,0.8597945,4.30573,1.32378796343796,0.927661113736677,0.694002973915312
2,7.25,20.97935,12.4402,9.87847,-0.16887925,0.525795,1.53850000000001,99.465725,100,0.892175,4.4205075,1.24337846209431,0.91267080593169,0.713865089725199
2,7.75,36.699,7.3752975,7.64122,-0.1489105,0.5490185,1.62575000000002,99.468875,100,0.851293,4.3880575,1.17831852614926,0.971447649001301,0.697278023751197
