DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
3,9.75,376.59,6.75,0.344,8.0375,159.77,44.559,2.73,0.61,1.1464,1.18555,0.746135,99.995,56.513,9.575,5.22,10.194,0.419265,9.3405,9.6875,999,547.275,65.3835,290.87,377.71
3,10.25,376.25,6.647,0.4,7.6425,204.53,47.9955,2.8965,0.622,1.164,1.2524,0.79204,99.984,52.146,10.287,5.89,10.82,0.46242,9.565,9.685,1148.6,627,76.192,293.85,384.975
3,10.75,378.92,6.6905,0.05,10.8,227.69,45.574,2.776,0.586,1.1711,1.31695,0.80484,99.9485,48.4985,11.201,6.655,11.5795,0.49151,9.9225,9.6975,1264.6,684.92,81.9,299.085,390.49
3,11.25,376.38,6.661,-0.06,12.075,262,54.738,2.922,0.6535,1.2342,1.3767,0.86544,99.937,46.3195,11.915,7.45,11.965,0.50684,10.1715,9.73,1350,734.225,88.7625,300.58,395.365
3,11.75,375.78,6.7175,0.31,15.075,277.99,59.9825,2.9635,0.672,1.28125,1.4592,0.86938,99.9045,43.9425,12.477,8.14,12.642,0.51921,10.37,9.825,1390.7,762,93.6175,300.675,401.115
3,12.25,374.995,6.652,-0.589,13.91,286,67.778,3.096,0.712,1.34255,1.5388,0.8996,99.8875,42.45,13.144,8.765,13.225,0.533875,10.6085,9.915,1410,765.06,94.8965,301.665,403.14
3,12.75,374.805,6.554,0.219,15.95,277.455,64.13,3.1925,0.705,1.3257,1.5598,0.90433,99.8285,40.4995,13.975,9.355,13.636,0.53063,10.886,10.01,1384.85,759,94.973,304.045,405.945
3,13.25,373.21,6.818,-0.0705,18.45,278.705,64.38,3.243,0.701,1.3726,1.6141,0.90234,99.787,38.65,14.29,9.675,14.087,0.52557,11.1965,10.18,1351,750.19,94.806,308.785,409.875
3,13.75,373.82,6.9665,0.318,18.575,257.575,56.2685,3.37,0.762,1.4092,1.5622,0.93627,99.761,38.35,14.61,10.13,14.401,0.48771,11.4285,10.285,1255.5,712.13,92.117,306.92,407.385
3,14.25,373.785,6.495,-0.1545,16.1,244,59.106,3.28,0.744,1.4011,1.5779,0.91562,99.7445,36.75,14.78,10.625,14.512,0.46194,11.595,10.406,1165.55,663.435,85.407,308.185,406.04
3,14.75,373.3,6.5685,0.3715,14.2,222.465,50.751,3.196,0.716,1.3517,1.5275,0.88915,99.682,36.1395,15.022,10.93,15.298,0.43137,11.7055,10.475,1069.4,590.425,78.023,311.295,404.43
3,15.25,373.175,6.658,0.254,12.2625,173.02,42.3,3.15,0.703,1.3496,1.4737,0.871365,99.674,36.25,15.305,11.025,15.297,0.37284,11.72,10.5375,908.5,513.72,67.79,308.55,400.63
3,15.75,373.11,6.614,0.4415,10.05,151.925,38.593,3.129,0.6885,1.27905,1.43625,0.85702,99.651,35.8555,15.46,11.155,15.458,0.31968,11.785,10.57,764.5,433.5,58.7355,310,396.71
3,16.25,373.4,6.65,0.4155,7.9175,112.48,37.231,3.163,0.68,1.2367,1.3809,0.82289,99.652,36.8255,15.35,11.135,15.453,0.26069,11.7495,10.655,578.885,320.315,46.936,310.94,391.83
3,16.75,373.54,6.5575,0.35,5.425,71.186,25.668,2.809,0.646,1.161,1.2688,0.7521,99.66,36.956,15.345,11.08,15.511,0.19254,11.69,10.685,375.815,244.315,39.35,304.535,386.3
3,17.25,373.695,6.55,0.6195,3.32,24.45,19.8955,2.7885,0.5785,1.06925,1.16645,0.70055,99.657,38.233,15.215,10.88,15.313,0.12763,11.5485,10.745,229.43,146.67,28.7145,304.805,380.285
3,17.75,373.8,6.708,0.904,1.15,0.443,12.919,2.4855,0.471,0.86927,0.95127,0.58304,99.6865,39.7865,14.615,10.26,15.063,0.13554,11.425,10.8025,92.5,58.05,15.5,301.76,374.195
3,18.25,373.82,7.023,0.669,0.0165,-12.494,6.77,2.15,0.33,0.707875,0.695855,0.471815,99.715,42.44,13.915,9.13,14.5335,0.18963,11.27,10.8075,7.32295,8.0235,3.946,300.25,367.91
3,18.75,373.71,7.039,0.662,-0.8825,-14.658,3.385,2.054,0.277,0.58808,0.60594,0.37526,99.728,45.682,13.2685,7.69,13.692,0.20152,11.1135,10.81,0,-2.2355,1.9075,297.195,362
3,19.25,375.23,6.925,0.611,-1.765,-13.374,2.509,2.046,0.258,0.542985,0.581385,0.362145,99.735,49.479,12.606,6.82,13.2465,0.21401,10.9835,10.785,0,-2.7225,1.885,292.615,357.795
3,19.75,375.88,7.008,0.6455,-2.4825,-18.103,2.466,2.1275,0.265,0.54975,0.61351,0.37609,99.743,51.819,12.102,6.02,12.62,0.21128,10.828,10.7575,0,-2.44,1.8575,288.22,355.19
3,20.25,376.86,7.1465,0.7,-3.125,-17.5985,2.751,2.1705,0.249,0.55621,0.61368,0.36639,99.769,54.4,11.572,5.49,12.2085,0.20535,10.6865,10.76,0,-2.4005,1.825,288.5,352.775
3,20.75,376.85,7.124,0.7655,-3.7275,-20.7145,2.867,2.175,0.243,0.592625,0.584665,0.373525,99.783,55.9,11.085,5,11.913,0.20751,10.6035,10.7625,0,-2.281,1.748,287.385,351.875
3,21.25,376.285,7.026,0.9595,-3.985,-19.248,2.9985,2.2455,0.277,0.63004,0.64023,0.39154,99.79,58.64,10.825,4.72,11.876,0.20226,10.4745,10.725,0,-2.2865,1.724,288.415,350.05
3,21.75,376.525,6.905,0.891,-4.3525,-21.239,2.555,2.33,0.289,0.65504,0.68616,0.423205,99.788,59.8,10.515,4.5,11.4645,0.19575,10.4035,10.68,0,-2.2435,1.6735,289,350.195
3,22.25,377.155,7.0955,0.8855,-4.55,-22.343,2.2005,2.3325,0.295,0.64734,0.66663,0.42073,99.81,60.4,10.255,4.33,11.247,0.18794,10.355,10.6125,0,-2.21,1.6275,283.75,349.025
3,22.75,378.075,7.117,1.042,-4.61,-20.669,1.826,2.37,0.283,0.629525,0.675285,0.40289,99.796,63.54,10,4.15,10.7945,0.19259,10.2835,10.58,0,-2.25,1.683,279,346.78
3,23.25,378.53,7.063,1.02,-4.69,-21.1055,1.598,2.371,0.297,0.62732,0.70341,0.43061,99.796,64.33,9.39,3.99,10.6885,0.19164,10.155,10.5075,0,-2.2,1.709,277,345
3,23.75,379.03,7.003,0.759,-4.945,-19.6535,1.502,2.386,0.3225,0.65724,0.716675,0.435345,99.806,65.8,9.065,3.76,10.2885,0.184335,10.037,10.4675,0,-2.1825,1.65,278.5,345.065
4,0.25,378.74,10.873,1.659,-3.4,-24.257,5.357,2.289,0.302,0.64489,0.67869,0.43993,99.624,70.6,13.49,4.34,15.394,0.22145,14.3825,14.58,0,-2.1,1.59,314,367.25
4,0.75,378.98,11.034,2.064,-3.52,-21.582,5.266,2.304,0.301,0.62897,0.698455,0.429555,99.609,71.5,13.175,3.97,15.0975,0.21302,14.3115,14.5325,0,-2.114,1.6255,312.62,368
4,1.25,380.595,11.017,1.927,-3.88,-22.9005,4.9475,2.28,0.306,0.65847,0.68221,0.42702,99.6175,73.5,12.965,3.81,14.808,0.21548,14.2465,14.4725,0,-2.0055,1.625,310.37,366.96
4,1.75,380.98,11.252,1.5615,-3.99,-23.681,3.379,2.1615,0.2985,0.63436,0.682455,0.425015,99.601,75.638,12.645,3.57,14.3695,0.210225,14.145,14.4475,0,-2.072,1.755,307.34,365
4,2.25,380.98,11.22,1.722,-4.16,-24.517,3.655,2.16,0.29,0.64165,0.68993,0.4275,99.5935,77.3,12.4,3.25,14.057,0.21445,14.06,14.45,0,-2.09,1.7355,305.925,361.88
4,2.75,382.8,10.783,1.874,-4.58,-22.796,3,2.059,0.2715,0.62685,0.66813,0.41286,99.6015,79.1,12.185,2.87,13.795,0.20981,13.9865,14.4375,0,-1.96,1.63,304.04,359.79
4,3.25,382.69,10.92,1.6905,-4.69,-23.7915,3.138,2.0185,0.2825,0.623075,0.700445,0.40158,99.58,80.7,11.93,2.645,13.675,0.21538,13.8635,14.395,0,-1.977,1.732,301.785,360.01
4,3.75,383.095,10.861,1.3,-4.7,-21.178,2.8925,1.987,0.2725,0.583975,0.65217,0.385215,99.552,81.8815,11.72,2.575,13.478,0.2067,13.763,14.3325,0,-1.9735,1.7625,300.47,359.04
4,4.25,383.505,10.982,1.38,-4.68,-21.137,3.32,1.9435,0.272,0.5783,0.61219,0.36684,99.57,82.75,11.475,2.28,13.3815,0.193015,13.686,14.3175,0,-1.8445,1.6785,300.53,358
4,4.75,385.22,11.0145,1.3265,-4.755,-17.385,3.305,1.898,0.243,0.533685,0.58935,0.361825,99.5805,84.05,11.25,2.03,13.0905,0.20128,13.596,14.305,0,-1.817,1.674,302.865,355.49
4,5.25,384.37,10.833,1.151,-4.845,-16.2665,2.48,1.87,0.23,0.540035,0.597185,0.33917,99.609,85.85,10.95,1.845,12.787,0.19903,13.52,14.2875,0,-1.295,1.771,304.02,354.33
4,5.75,384.84,10.58,1.3705,-4.89,-18.9635,2.4815,1.905,0.249,0.5649,0.615295,0.34472,99.6225,86.2205,10.795,1.75,12.32,0.19131,13.4715,14.2625,6.432,3.435,3.04,306.895,355
4,6.25,385.12,10.5835,0.816,-4.6,-12.945,2.784,1.9015,0.257,0.55325,0.60801,0.37347,99.655,85.05,10.9,1.88,12.4645,0.1793,13.4465,14.235,62.853,39.531,11.3175,309.04,358.97
4,6.75,386.19,11.006,0.339,-3.835,-6.056,11,1.83,0.279,0.59879,0.66928,0.38381,99.7045,82.35,11.27,2.325,12.71,0.19731,13.4,14.205,191,104,24.4,306.31,363.45
4,7.25,385.24,10.835,-0.843,-2.6975,4.09,20.7075,1.91,0.35,0.70762,0.75785,0.48354,99.726,77.186,12.1985,3.375,13.279,0.27061,13.348,14.1935,357.9,203.87,36.5145,305.61,369.18
4,7.75,383.67,10.949,-1.558,-1.415,29.717,35.7,2.009,0.404,0.80103,0.89742,0.54801,99.7285,71.7,13.18,4.4,14.1515,0.29155,13.3275,14.1815,556,312.815,48.253,305.42,377.85
4,8.25,380.305,10.8615,-2.338,0.786,54.9,55.065,2.22,0.474,0.93309,1.01305,0.634345,99.744,66.1,14.36,5.43,15.183,0.344355,13.333,14.1415,751.5,410.335,59.893,304.845,386.54
4,8.75,377.83,10.577,-3.1795,2.181,94.941,66.1,2.333,0.52,0.97252,1.091,0.67305,99.7505,60.73,15.105,6.51,15.966,0.38617,13.52,14.11,955,517.29,71.227,311.55,392
4,9.25,376.12,10.839,-3.6245,4.4625,134.37,75.8,2.515,0.553,1.0616,1.1857,0.71348,99.752,57.2,15.93,7.6,16.7725,0.41043,13.7,14.0875,1120,603.925,80.8,320.51,398.575
4,9.75,374.03,10.8695,-2.779,5.755,160.58,91.2905,2.45,0.5855,1.0811,1.2015,0.734565,99.745,53.079,16.71,8.79,17.4065,0.45311,14.0465,14.0505,1263.8,688.95,88.8705,322.94,405.41
4,10.25,372.395,10.514,-5.3105,7.0975,194.78,96.2155,2.509,0.585,1.12655,1.26635,0.75867,99.743,49.85,17.37,9.895,18.1345,0.496645,14.3265,14.0325,1392.95,741.5,96.861,325.62,410.925
4,10.75,374.26,10.362,-3.673,7.61,208.045,109,2.533,0.604,1.1977,1.2789,0.76428,99.7225,45.51,17.9,11.065,18.613,0.51067,14.542,14.0505,1485,808.69,103.36,329.95,415.76
4,11.25,370.48,10.621,-4.38,8.9275,242.25,109,2.607,0.617,1.2469,1.29555,0.792005,99.711,43.325,18.55,12.18,19.111,0.51359,14.9485,14.0915,1530,815,107.44,335.63,417
4,11.75,370.06,10.546,-3.401,10.05,236.235,120,2.58,0.607,1.2291,1.36535,0.801725,99.663,41.2155,18.9,12.985,19.7325,0.537525,15.2615,14.1595,1576,840.505,113.5,335.49,421
4,12.25,369.66,10.4395,-4.173,10.0975,237.29,118.94,2.622,0.599,1.2425,1.3443,0.81934,99.625,39.1,19.45,13.995,19.829,0.53392,15.635,14.227,1595.1,849,112.1,339.17,422.63
4,12.75,369.655,10.0525,-3.59,10.6,248.77,135.145,2.6055,0.628,1.3268,1.42305,0.814805,99.606,37.7,19.821,14.485,20.1345,0.5359,15.8595,14.329,1508.6,805.35,113,337.25,425.38
4,13.25,369.93,10.092,-4.0015,10.9,243.13,127.365,2.7,0.656,1.3148,1.445,0.840035,99.5795,37.02,19.765,15.19,20.4575,0.539805,16.0465,14.387,1521.45,788.97,114.31,342.56,427.15
4,13.75,369.67,9.6985,-3.4,13.1325,228.1,114,2.7455,0.657,1.31565,1.4256,0.837465,99.548,35.806,20.215,15.655,20.825,0.49908,16.2535,14.45,1414,750.17,107,344,428.43
4,14.25,368.91,9.637,-2.66,12.05,198.33,104.345,2.698,0.617,1.29145,1.405,0.81232,99.525,34.72,20.43,16.17,20.52,0.4686,16.3865,14.5465,1302,689.94,98.6,342.7,429.02
4,14.75,369.84,9.315,-2.764,10.75,196.8,107.4,2.749,0.653,1.29805,1.4591,0.809515,99.505,33.499,20.5,16.63,20.7,0.443195,16.512,14.6505,1250.5,638.575,94.7405,343.015,423.98
4,15.25,368.965,9.31,-2.284,10.25,170.48,102.1,2.92,0.662,1.28555,1.4496,0.820565,99.463,32.915,20.7,16.78,21.224,0.392625,16.52,14.704,1093.25,563.325,85.55,342.025,422
4,15.75,368.52,9.321,-2.9735,8.975,119.51,91.194,2.739,0.626,1.2396,1.3149,0.78477,99.469,33.835,20.9,16.775,21.52,0.34237,16.5585,14.7925,951.5,484.775,73.761,337.77,421
4,16.25,368.615,9.415,-2.19,8.36,96.1,74.9,2.5865,0.57,1.17515,1.23465,0.74791,99.479,33.685,20.99,16.64,21.5675,0.27055,16.5535,14.8825,769.265,388.44,64.3135,337.085,417.2
4,16.75,368.565,9.5725,-1.37,6.53,56.265,64.95,2.6215,0.556,1.1304,1.1686,0.71032,99.4455,33.6,20.645,16.345,21.182,0.19034,16.522,14.9725,582.125,306.55,52.309,332.3,412
4,17.25,368.815,9.5745,-0.893,5.215,21.65,48.5,2.412,0.5,0.983195,1.00915,0.62468,99.449,34.682,20.42,16.16,20.9545,0.16285,16.4145,15.045,402.18,209,39.832,329.25,409.25
4,17.75,369.01,9.96,0.027,4.2,-0.1815,30.304,2.19,0.449,0.83876,0.902475,0.526845,99.42,36.5,19.71,15.245,20.431,0.14328,16.3455,15.1025,238,117.76,27.677,325,403.63
4,18.25,369.5,10.02,0.267,2.19,-13.4535,18.79,2.022,0.339,0.67627,0.73555,0.44469,99.419,39.7905,18.96,13.67,19.934,0.21175,16.2205,15.145,96,46.346,14.02,326,397.91
4,18.75,369.88,10.243,1.102,1.191,-20.199,9.552,1.926,0.267,0.5357,0.57909,0.36235,99.446,45.015,18.1,11.2,19.2445,0.25269,16.1235,15.1825,0.83472,3.668,3.082,318.65,392
4,19.25,370.23,10.5235,1.0805,0.448,-18.172,6.644,1.965,0.24,0.517365,0.553885,0.32852,99.458,52.546,17.21,9.455,18.896,0.24639,15.871,15.1975,0,-2.5335,1.981,321,387
4,19.75,371.41,10.543,1.604,-0.251,-19.694,6.0695,2.094,0.258,0.550275,0.60005,0.349965,99.489,56.11,16.595,7.85,18.4125,0.24331,15.7285,15.205,0,-2.6295,1.874,319,384
4,20.25,373.11,10.41,1.6045,-0.5645,-24.228,7.88,2.11,0.261,0.6051,0.63887,0.3894,99.505,59.6,15.9,6.66,17.895,0.24625,15.5365,15.2075,0,-2.51,1.892,317,381.59
4,20.75,375.1,10.526,2.087,-1.11,-25.018,7.912,2.205,0.2815,0.60476,0.63173,0.37182,99.53,61.796,15.7,6.28,17.424,0.24384,15.401,15.1875,0,-2.4205,1.85,315,379.75
4,21.25,375.68,10.704,1.825,-1.72,-25.182,7.162,2.1505,0.297,0.61309,0.67354,0.40699,99.556,63.3,15.6,6.015,17.256,0.23558,15.222,15.1515,0,-2.3815,1.837,312.5,376.5
4,21.75,376.975,10.893,1.755,-2.185,-25.534,6.2675,2.2235,0.297,0.60662,0.66624,0.40327,99.573,64.248,15.25,5.445,16.947,0.22856,15.1065,15.0965,0,-2.303,1.88,311,375.745
4,22.25,377.79,10.9025,1.9895,-2.475,-24.307,6.377,2.2475,0.292,0.655615,0.69502,0.431545,99.591,65.348,14.85,5.55,16.76,0.219145,14.9815,15.0175,0,-2.149,1.792,312.445,373.785
4,22.75,376.6,10.9365,1.941,-2.67,-27.724,6.17,2.2565,0.317,0.678,0.71926,0.44385,99.6055,66.799,14.47,5.04,16.495,0.22623,14.892,14.95,0,-2.2105,1.77,310.645,372.31
4,23.25,377.78,10.93,1.9495,-2.725,-25.153,6.8,2.2,0.301,0.649655,0.695905,0.41956,99.599,67.74,13.915,4.78,16.199,0.227965,14.725,14.8775,0,-2.128,1.76,310.8,370.23
4,23.75,378.3,11.066,1.8665,-2.95,-24.7875,5.9915,2.248,0.297,0.66092,0.69364,0.42208,99.616,68.62,13.7,4.46,15.849,0.22082,14.58,14.8325,0,-2.1,1.63,312.75,368.96
5,0.25,376.645,14.8695,2.73,-0.185,-20.4255,4.696,1.953,0.223,0.51408,0.548175,0.3269,99.582,86.85,16.96,2.265,18.5205,0.236265,18.625,18.795,0,-1.875,1.6105,334.925,390.015
5,0.75,377.52,15.0205,2.9435,-0.2485,-21.425,4.8685,1.9935,0.2145,0.545435,0.55904,0.329305,99.588,87.5,16.5185,2.195,18.227,0.237605,18.5115,18.745,0,-1.8555,1.5635,333.83,389.215
5,1.25,379.19,14.917,2.43,-0.422,-19.6625,4.468,1.963,0.227,0.504805,0.58401,0.32074,99.569,87.15,16.2455,2.085,18.076,0.22223,18.4135,18.68,0,-1.9435,1.514,327.935,388
5,1.75,380.355,14.814,2.069,-0.4525,-19.169,3.75,1.961,0.232,0.52297,0.57515,0.33207,99.564,88.656,15.94,1.905,17.829,0.2182,18.322,18.5925,0,-1.7595,1.5045,328.485,386.5
5,2.25,381.615,15.066,2.2905,-0.644,-19.391,3.51,1.93,0.229,0.49458,0.55337,0.32627,99.5495,89.8,15.58,1.615,17.376,0.22091,18.215,18.5375,0,-1.737,1.5295,327.445,384.705
5,2.75,381.69,15.2745,2.2565,-0.8495,-18.25,3.27,1.854,0.207,0.48802,0.555165,0.306035,99.579,90.25,15.3,1.545,17.2675,0.214815,18.0615,18.5125,0,-1.8335,1.5745,325.48,382.67
5,3.25,384.555,15.02,2.372,-1.075,-17.3,3.8565,1.85,0.218,0.4869,0.56687,0.32187,99.594,90.65,15.2,1.465,17.077,0.22054,17.9135,18.48,0,-1.6285,1.5995,325.245,382
5,3.75,385.14,15.015,2.011,-1.31,-17.8895,3.09,1.8855,0.2165,0.49322,0.556395,0.308495,99.572,92.3,14.92,1.28,16.833,0.217545,17.7855,18.4325,0,-1.7555,1.61,325.675,383.46
5,4.25,386.36,15.017,2.279,-1.535,-15.4115,3.0835,1.873,0.2,0.490955,0.55846,0.326015,99.598,92.4955,14.7,1.31,16.654,0.20769,17.6775,18.3775,0,-1.7845,1.623,321.415,381.425
5,4.75,385.24,14.9055,2.22,-1.745,-17.7,3.339,1.86,0.214,0.52152,0.550415,0.325565,99.611,92.45,14.549,1.16,16.5675,0.21173,17.5615,18.325,0,-1.3425,1.73,318.54,380.535
5,5.25,385.605,14.714,2.116,-1.8,-18.988,3.937,1.9235,0.2185,0.52423,0.5876,0.33189,99.6275,93,14.31,1.06,16.332,0.19624,17.469,18.2675,10.877,4.8375,3.2455,320.46,379.375
5,5.75,385.7,14.803,1.012,-1.73,-14.294,5.1145,1.8665,0.216,0.543785,0.58989,0.332125,99.6455,92.9515,14.5,1.16,16.3345,0.185515,17.4275,18.2175,72,40.347,12.751,322.95,380.16
5,6.25,385.61,14.887,-0.267,-1.86,-8.897,13.064,1.75,0.2485,0.54893,0.61354,0.37105,99.6865,92.2,14.748,1.36,16.231,0.18735,17.394,18.1925,203,110.595,28.481,318.625,383.025
5,6.75,382.74,15.143,-3.483,-1.0535,-1.025,24.571,1.8,0.292,0.61232,0.67745,0.42638,99.727,89.238,15.245,2.025,16.681,0.23635,17.43,18.1225,360.895,202.645,42.759,322,388.69
5,7.25,380.17,15.167,-5.892,0.0715,11.444,46.9915,1.851,0.343,0.704355,0.768785,0.46451,99.736,85.05,15.905,3.095,17.45,0.28684,17.47,18.0675,538,296.765,53.718,326,396.88
5,7.75,376.41,15.1675,-10.1415,1.62,30.891,73.07,1.988,0.383,0.77701,0.83965,0.52832,99.746,79.65,17.1,4.22,18.003,0.31867,17.5415,18.0275,746.5,403.58,67.671,327,402.9
5,8.25,372.94,15.1745,-12.0085,3.2,53.8645,107.08,2.135,0.4385,0.84985,0.936545,0.560125,99.7565,75.0405,17.95,5.36,19.051,0.32399,17.6035,17.9925,928.5,503.825,82.4785,330.5,409
5,8.75,368.77,14.896,-14.4,3.92,73.9,134.97,2.2335,0.468,0.92857,1.0088,0.61656,99.7665,71,18.885,6.38,19.5605,0.337565,17.795,17.9675,1106.5,588.76,93.8,337.84,417
5,9.25,367.02,14.8985,-15.809,4.54,94.6125,161,2.236,0.4845,0.95888,1.02725,0.6298,99.7665,68.18,19.552,7.51,20.143,0.37108,17.956,17.9425,1277.5,682.92,102.55,340.5,420.365
5,9.75,365.31,14.705,-16.9265,5.19,120.45,187.93,2.184,0.503,1.0094,1.13845,0.6455,99.763,64.4335,20.313,8.745,20.882,0.403965,18.2565,17.94,1429.5,747.84,111.27,339.69,426
5,10.25,364.32,14.5845,-19.0255,5.99,137.55,215.045,2.163,0.501,1.0476,1.13355,0.66708,99.761,61.045,21,9.825,21.329,0.42376,18.58,17.9725,1562.6,827,121.43,341,430.69
5,10.75,363.86,14.429,-18.818,6.875,157,237.305,2.334,0.5145,1.086,1.2183,0.68817,99.7515,58.2,21.52,10.98,21.887,0.43803,18.999,18.02,1618,867,127,345.665,434.645
5,11.25,361.55,14.569,-19.4515,7.245,166,243.69,2.369,0.537,1.0764,1.2216,0.6837,99.738,56.686,22.058,12.175,22.453,0.44206,19.372,18.09,1690.45,901.98,134.05,349.035,438.94
5,11.75,361.68,14.681,-20.775,7.8,168.375,256.93,2.273,0.524,1.10005,1.2321,0.679255,99.704,53.535,22.425,12.96,23.006,0.46553,19.899,18.155,1692,924,134.21,351.46,440.59
5,12.25,360.59,14.661,-19.4335,8.375,154,265.12,2.33,0.549,1.17245,1.25865,0.6998,99.676,51.93,22.775,13.73,23.33,0.43909,20.2845,18.245,1614.5,891.56,132.125,355.275,442.755
5,12.75,360.04,14.6105,-19.8,8.28,149.335,258.295,2.3965,0.5335,1.149,1.2724,0.70361,99.652,50.79,23.285,14.54,23.684,0.41094,20.7175,18.355,1608,888,135.785,360.57,445.165
5,13.25,359.39,14.48,-18.507,8.305,134.28,245.47,2.437,0.5455,1.1461,1.2222,0.69489,99.626,49.5685,23.5,14.99,23.803,0.3929,21.033,18.4675,1521,864,133.89,362,445
5,13.75,359.23,14.469,-18.032,8.42,124.545,238.1,2.297,0.549,1.1295,1.22135,0.68828,99.611,48.8,23.925,15.67,24.178,0.375315,21.2705,18.5875,1466,799.165,127.455,363.7,447.565
5,14.25,358.085,14.5735,-16.77,8.315,105.4,226,2.405,0.536,1.1386,1.2392,0.68492,99.56,48.455,24.154,16.435,24.317,0.35463,21.44,18.74,1379,748.435,118,364.41,446.74
5,14.75,358.095,14.2145,-15.828,8.05,93.375,214.95,2.43,0.547,1.1217,1.1929,0.68706,99.534,47.55,24.164,16.56,24.237,0.32705,21.605,18.8925,1270,684,112,364,445.47
5,15.25,357.55,13.9665,-14.8,7.795,78.745,207.71,2.361,0.54,1.1045,1.1995,0.67017,99.504,47.2,24.26,16.33,24.407,0.2881,21.6875,19.0125,1153,609.99,104.08,362.02,442.2
5,15.75,357.21,13.935,-14.21,7.43,56.1,185.81,2.3325,0.4955,1.03795,1.13715,0.626535,99.4995,47.613,24.19,16.49,24.3515,0.25226,21.67,19.14,1035.8,550,95.4,358,440.13
5,16.25,358.01,13.7295,-11.7345,6.65,38.843,151.365,2.09,0.467,0.967535,1.0291,0.59525,99.4865,48.1,24.001,16.12,24.352,0.21595,21.6275,19.2075,837,441,81.407,355.23,436
5,16.75,357.02,13.975,-9.171,5.87,13.955,118.01,2.046,0.423,0.895045,0.9341,0.542635,99.4785,49.345,23.83,15.16,24.1935,0.162295,21.687,19.275,659.65,339,66.3,353.37,432.96
5,17.25,357.73,14.077,-6.98,5.165,4.434,90.2,1.871,0.383,0.805955,0.821695,0.48206,99.471,50.5,23.6315,14.62,24.1205,0.14935,21.6345,19.355,489,269.33,55.3,351.36,429.6
5,17.75,358.74,14.5105,-4.471,4.485,-5.06,55.767,1.706,0.316,0.67772,0.67682,0.42595,99.463,53.4,23.41,13.84,23.675,0.14913,21.5505,19.405,330.92,179.56,44.527,348.57,427.54
5,18.25,358.545,14.705,-1.7805,3.88,-9.212,29.0845,1.622,0.232,0.5112,0.52471,0.31351,99.462,57.6,22.848,12.2,23.481,0.18328,21.3535,19.4225,178,93,29.012,345,422
5,18.75,358.28,14.993,-0.0725,3.375,-9.1205,11.6635,1.539,0.161,0.419465,0.428465,0.242485,99.468,62.7,21.76,9.93,23.0095,0.21698,21.135,19.4125,60.98,28.225,11.261,343,414.05
5,19.25,360.09,15.074,0.6295,2.73,-10.89,7.3395,1.649,0.143,0.403315,0.38087,0.200345,99.488,68.81,20.625,7.285,22.3335,0.24598,20.7735,19.3975,0,1.77,2.3795,342,408
5,19.75,361.475,14.842,1.079,2.26,-11.811,5.7825,1.745,0.145,0.39239,0.39127,0.20281,99.4865,74.65,19.7305,5.815,21.884,0.25722,20.656,19.395,0,-2.373,1.8205,340.515,402.54
5,20.25,363.7,14.978,1.207,1.75,-11.865,4.913,1.745,0.1455,0.39732,0.41225,0.1957,99.5075,78,18.83,4.77,21.327,0.26803,20.463,19.39,0,-2.385,1.8075,338.555,399
5,20.75,365.54,15.013,1.609,1.285,-13.662,5.19,1.777,0.1575,0.4158,0.41336,0.22605,99.515,81.35,18.385,3.885,21.001,0.26079,20.1305,19.3625,0,-2.238,1.8125,336.73,396.275
5,21.25,366.35,14.862,1.61,0.895,-14.932,6.091,1.874,0.169,0.42229,0.44577,0.24662,99.5445,84,18.06,3.13,20.435,0.25521,19.865,19.315,0,-1.9845,1.87,335.33,395.87
5,21.75,368.6,15.044,1.72,0.615,-16.3435,5.205,1.934,0.182,0.46721,0.491995,0.263125,99.5535,85.239,17.61,2.86,20.129,0.237985,19.659,19.2325,0,-1.875,1.8175,334.3,395.31
5,22.25,370.97,15.131,2.224,0.4635,-17.659,5.892,1.9485,0.204,0.49174,0.50576,0.268335,99.562,85.7,17.54,2.64,19.8245,0.245605,19.5015,19.135,0,-1.9865,1.7075,335.97,394.735
5,22.75,372.92,15.089,2.3595,0.244,-24.6,4.284,1.9825,0.2215,0.50132,0.55019,0.29978,99.559,86.875,17.669,2.41,19.478,0.23885,19.3185,19.05,0,-1.974,1.664,336.18,393.98
5,23.25,373.375,14.912,2.28,0.015,-21.15,4.8365,1.947,0.226,0.52641,0.55594,0.31016,99.564,87,17.4705,2.37,19.0825,0.22952,19.095,18.99,0,-1.935,1.653,338.01,393.8
5,23.75,375.05,14.909,2.46,-0.105,-20.639,3.804,1.919,0.22,0.51061,0.55334,0.30742,99.576,86.5,17.2,2.36,18.823,0.23694,18.885,18.945,0,-1.8875,1.643,338.235,394.02
6,0.25,378.02,20.991,2.955,-0.0635,-15.687,4.54,1.784,0.1995,0.49026,0.5209,0.27891,99.619,90.92,20.525,2.08,22.967,0.2245,22.3265,22.935,0,-1.36,1.334,373,416
6,0.75,379.76,21.0255,3.241,-0.1895,-16.271,3.889,1.841,0.207,0.48444,0.518165,0.285685,99.618,91.25,20.29,1.96,22.671,0.212805,22.1305,22.8875,0,-1.444,1.34,373.93,415
