DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU
1,0.25,393.3416247,4.494010875,1953.9597126,-0.53468325,-43.435895725,-73.38265175,-17.522401,0.1099985,0.02920995,0.11558115,0.02848195,100.688375,60.2765,0.06705,0.07762575,3.34924565,0.082189375,2.35755,2.4506169,2.4238669,2.40356695,2.482717,11.127,-74.00232545,0,0,-3.913043,-0.076923,255.10261675,305.76803595,-0.5899355
1,0.75,393.0360086,4.289847425,1948.292107,-3.1784428,-67.4048165,-75.570073225,-15.283936,0.1008516,0.0259163,0.1199152,0.025841,100.667,62.656,0.0541505,0.06723515,2.8507424,0.0715715,2.35640005,2.4447669,2.430017,2.40978305,2.476567,11.127,-73.6126,0,0,-4.202899,-0.076923,256.514699,305.1995104,-0.6433757
1,1.25,393.204466,4.3864392,1961.1551956,-1.70911225,-81.0467861,-83.53284835,-26.8613095,0.1625159,0.0234616,0.11704465,0.02540165,100.674225,61.0525,-0.30545,0.0615036,2.8577278,0.0897615,2.34191695,2.42729995,2.4155831,2.40328305,2.47274995,11.127,-74.8274655,0,0,-4.0797102,-0.076923,255.1077129,304.66167045,-0.641969
1,1.75,392.535036825,3.939971325,1952.5678464,-0.34078075,-59.6299254,-85.92328995,-39.4410628,0.09909865,0.0213591,0.0982595,0.02891095,100.676475,57.5635,-0.62805,0.0566468,2.34943525,0.07690025,2.3361669,2.414517,2.422183,2.396617,2.473233,11.127,-74.6011639,0,0,-3.9963766,0,255.0047755,303.73088225,-0.636357525
1,2.25,393.47590765,4.125688125,1963.3082174,-1.36478025,-40.266011,-82.3799178,-16.7528603,0.1264172,0.0215738,0.1046426,0.0250444,100.7038,58.602,-0.8064,0.0448658,2.0965166,0.078141875,2.3421998,2.4052,2.4204,2.3979334,2.473733,11.127,-73.3157806,0,0,-3.985507,0,254.6340018,303.3131206,-0.5971782
1,2.75,393.86131855,4.07373515,1957.5358969,-1.93784785,-44.559034,-77.9543661,-9.2458918,0.1628686,0.0244268,0.1246674,0.0239862,100.7026,62.916,-1.101,0.0397988,2.1541986,0.0842107,2.3219334,2.3756666,2.419733,2.3996664,2.4743336,11.127,-72.9368908,0,-0.0425531999999999,-3.9999998,-0.153846,253.8941804,304.138558,-0.643595625
1,3.25,394.4278407,3.9903266,1955.5066323,-1.325714125,-65.3030755,-69.719152,-11.2207363,0.1351846,0.0229996,0.0984856,0.0280854,100.7587,62.338725,-0.77135,0.0382737,1.8392912,0.0775993,2.31356685,2.360867,2.421875075,2.398525,2.47620815,11.127,-74.75348535,0,-0.0478723499999999,-3.985507,-0.076923,253.019889675,303.1528475,-0.69947785
1,3.75,394.346346425,4.116809625,1949.356984,0.117258975,-44.8445583,-62.795861925,-12.493556,0.120314925,0.024796825,0.103078,0.02619165,100.7534,63.781,-1.200825,0.039950475,1.648851725,0.0777303,2.308392,2.38074185,2.42760815,2.398083,2.47484185,11.127,-72.87927845,0,0,-4.202899,0,252.90881255,301.84517105,-0.602048425
1,4.25,396.00342675,4.100498025,1954.479558475,-2.3424779,-60.1641938,-80.0135774,-9.6076833,0.089971725,0.024885,0.102997525,0.030617475,100.7396,62.59675,-1.403925,0.036359975,1.339055,0.0818797,2.313267,2.374467,2.424824925,2.398016925,2.483066925,11.127,-74.315721825,0,0,-3.9293474,-0.076923,250.745052875,300.813833275,-0.704892425
1,4.75,393.289786,3.956727675,1959.40799375,0.448932675,-47.29259645,-88.69971715,-15.375984,0.128625225,0.022165325,0.10918465,0.025230325,100.7184,60.877575,-1.545325,0.033365325,0.685497475,0.0784,2.298825,2.3612,2.422358075,2.39215815,2.49875815,11.127,-74.050723675,0,0,-4.057971,-0.076923,250.202752075,301.5254142,-0.5963983
1,5.25,394.91872945,3.9418428,1962.09453025,0.272945825,-46.666505,-64.6709355,-8.5620451,0.1446821,0.02295445,0.09954965,0.028259525,100.745,63.182375,-1.725025,0.02154445,0.5108352,0.069446625,2.29615815,2.354392,2.421325,2.391350075,2.500291925,11.127,-71.3830492,0,0,-4.057971,-0.076923,250.2890224,300.631928075,-0.6157508
1,5.75,392.9568382,3.8930954,1961.790174425,-2.7331904,-66.5432101,-59.446245225,-5.24736125,0.112949875,0.0263639,0.1180561,0.0266824,100.7331,63.947525,-1.914675,0.027338475,0.3375156,0.069539175,2.28965,2.342625,2.419108,2.39395815,2.469442,11.127,-72.20050365,0,0,-3.7119564,-0.076923,250.789635525,300.485839625,-0.6971694
1,6.25,395.0567806,4.16633875,1974.892673825,-2.0513825,-18.525141875,-50.6416984,-8.87145,0.120845225,0.02242525,0.118403775,0.02747895,100.7417,61.128925,-2.1735,0.023340075,0.227067275,0.0744952,2.280491925,2.334508075,2.397575075,2.38780815,2.442558075,11.127,-71.815195275,0,0,-3.985507,-0.171153675,254.202322075,300.67247485,-0.7968762
1,6.75,395.0250876,3.69378205,1959.6015205,-3.53358595,-81.525262125,-83.6138613,-13.483861125,0.1213435,0.0296065,0.10789175,0.0292475,100.7545,59.091,-2.054075,0.019929625,0.049704,0.06962875,2.256124925,2.327325075,2.399125075,2.38269185,2.45013315,11.127,-71.580837725,0,0,-3.84058,0,252.425630675,300.232086125,-0.832726525
1,7.25,393.19554995,3.8519153,1967.94049425,-0.3712499,-40.7521159,-81.83265,-19.4224919,0.12238175,0.02537125,0.09873875,0.02977625,100.79425,58.713,-2.281525,0.015667175,-0.35307025,0.0678288,2.260466575,2.336417,2.414258575,2.38302515,2.471591425,11.127,-67.5523604,0.9583334,0,-1.231884,0,252.23758085,299.903186725,-0.80488075
1,7.75,394.11272235,4.1763237,1972.339653525,0.1434224,-74.25490375,-48.81789195,-8.767270525,0.126340275,0.029181875,0.11424835,0.0316491,100.81675,60.067,-1.66361,0.0127034,-0.5758063,0.07316,2.231775,2.307958,2.396175,2.37057515,2.483833425,11.127,-47.8723012,6.1666668,0.638298,2.436594275,0.538462,252.493234775,301.0196854,-0.7590352
