DOY2,HR2,LE,H,CH4,FCH4,CO2,FC,WS,USTAR,PA,RH,TA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,T_SONIC,TS_1_1_1,TS_1_2_1
1,0.25,65.27,1.7175,3332.682,176.43,490.277,17.62125,2.9945,0.3685,99.99,97.6205,25.40125,4.5835,0.15310175,1.95730525,440.01741,457.450815,29.98693575,29.15256775,28.68899875
1,0.75,69.0272499999997,1.1505,3279.1875,144.54325,494.6445,21.2555,3.0155,0.367,99.971,97.6115,25.32025,5.2245,0.0398857499999994,2.4557335,441.3896075,455.3250325,29.88617825,29.06927075,28.6626075
1,1.25,38.28875,1.706,3219.23,144.1785,494.4535,15.7205,2.7985,0.32,99.941,97.72025,25.005,3.47299999999999,-0.1227595,2.474278,437.538675,454.07894,29.68625725,28.9768565,28.652395
1,1.75,39.215,2.6735,3206.2,170.69,486.845,19.237,2.68,0.34425,99.921,97.702,25.1025,4.90625,0.0406422499999986,2.60415025,438.5771975,452.803205,29.31720775,28.8906515,28.6310625
1,2.25,24.66075,2.477,3586.784,124.925,485.039,14.24925,2.58975,0.31425,99.91075,97.762,25,5.1375,-0.1517375,3.230129,437.535805,453.6067175,29.05059575,28.805578,28.62927775
1,2.75,52.91,0.99125,3500.7695,120.1415,490.346,14.6595,2.4655,0.3185,99.8905,97.9105,24.8025,5.06399999999999,-0.13365675,2.24254125,440.8842525,453.128715,29.0955105,28.7324255,28.622242
1,3.25,38.39125,1.71025,3320.13075,113.38,487.32875,28.41825,2.508,0.29275,99.87025,97.9205,24.7415,5.1895,-0.20197825,1.85041675,441.6291325,452.75386,28.91701525,28.657858,28.5961145
1,3.75,32.22825,4.3885,3333.65725,152.2625,499.78,17.988,2.36225,0.27,99.87,97.7915,24.60325,5.939,-0.0874982500000006,2.10665425,436.9854625,451.73463,28.815047,28.57618175,28.581652
1,4.25,27.1332499999999,2.6035,3549.02,138.3255,497.4525,18.81125,2.761,0.32425,99.8805,97.89125,24.70125,5.277,-0.0638359999999989,2.165606,439.77354,451.1734,28.9802255,28.4875865,28.56255725
1,4.75,132.4335,0.925249999999998,3680.8425,159.12125,499.3085,15.7285,2.70125,0.398,99.9205,97.91025,24.702,6.6755,-0.0446319999999999,1.838698,438.38728,450.36448,29.35059025,28.14988325,28.544191
1,5.25,22.157,3.24724999999999,3317.952,196.25125,510.3795,22.71,2.7515,0.319,99.95025,97.8905,24.5635,6.90999999999999,-0.0898959999999999,1.6258,439.14516,449.78234,29.0206905,28.1008535,28.522105
1,5.75,57.57875,3.655,3653.96999999999,168.7925,508.25325,27.06,2.47475,0.31475,100.00025,97.99025,24.50475,39.857,2.261898,2.529596,439.2726575,450.0696825,29.080775,28.1381885,28.497572
1,6.25,39.4399999999999,2.3495,3613.406,176.449,497.884,27.3652499999999,2.51375,0.339,100.04025,98.00075,24.561,107.76275,31.8766485,8.33278275,439.0568675,450.34957,29.384911,28.13562375,28.48675025
1,6.75,122.271,13.804,3860.4275,259.905,536.568,24.185,2.6775,0.36475,100.06,98.2805,24.78675,206.59075,129.28026,25.279418,441.3098,452.72406,29.564032,28.04918875,28.46210825
1,7.25,186.3835,26.58675,3532.5325,315.387,512.275,27.9645,3.35325,0.48,100.08025,98.4505,25.71025,323.40975,277.9907275,50.49600625,440.3440325,458.738115,30.2629245,27.978208,28.43363725
1,7.75,201.5,67.5267499999999,2929.77125,604.644249999999,566.1045,39.1135,3.8,0.51425,100.10025,98.38,27.86325,415.726,399.09973,72.3496635,442.519985,464.8248475,30.4703565,27.94353775,28.42833925
1,8.25,331.63275,78.32475,2713.64275,242.4775,534.25375,34.685,4.28675,0.587,100.1405,98.02125,29.34125,503.8705,542.28313,97.32837775,444.49338,471.4893175,31.03749725,27.9335935,28.388794
1,8.75,415.365,131.709,2612.5385,415.78375,481.42625,13.058,4.33125,0.60425,100.17025,97.5255,30.6805,609.7285,638.85279,109.9896925,444.5207525,477.0311,32.161695,27.94225325,28.35701325
1,9.25,432.85225,138.067,2543.99,420.544,509.60125,56.1974999999999,4.43425,0.62425,100.19,97.287,31.56,699.25375,732.96921,121.88692,453.23508,482.276505,32.67246525,28.08494325,28.33557925
1,9.75,502.02,168.1475,2449.925,294.1045,502.79375,14.54375,4.11675,0.62,100.18025,96.80175,32.56025,731.60875,824.6412675,136.04958,453.56858,489.07572,33.39648575,28.197211,28.313806
1,10.25,658.039,169.191,2446.78,235.074,440.748,17.73075,4.27,0.6215,100.16025,96.69525,33.31475,783.4885,945.5452425,154.471905,453.829445,496.1091525,33.82554,28.34028325,28.27250075
1,10.75,525.69,174.581,2446.271,350.101,453.9625,41.1055,4.3805,0.677,100.14,96.3705,33.66025,807.959,978.28151,154.198085,459.7109925,499.132425,34.1675095,28.6469925,28.243303
1,11.25,621.83,184.5425,2420.038,357.297,478.945,34.545,5.06575,0.70475,100.122,95.876,34.02425,868.694,1029.841,168.35793,460.2666975,503.1098425,34.81899125,28.9937795,28.245042
1,11.75,710.1645,215.01075,2350.596,349.0975,466.825,-3.95,4.90375,0.70475,100.09225,95.0975,34.574,872.2295,1048.3471,166.935125,457.838165,507.3963675,35.1830725,29.4089955,28.2520085
1,12.25,642.5425,200.0735,2393.6715,360.034,431.29,30.665,5.336,0.71,100.0525,95.7825,34.80375,878.0555,1065.0505,172.8706725,463.239565,511.0528725,35.7294795,29.94151025,28.23657825
1,12.75,640.442,230.5,2389.8,323.04,473,27.23,4.7525,0.669,100.03125,94.249,34.79275,861.8985,1047.8152,165.87741,467.9311525,512.2442725,35.943912,30.4776905,28.234941
1,13.25,654.33375,200.87725,2284.16,373.181,491.84125,34.6349999999999,5.056,0.738,99.99025,94.5235,34.54525,851.652,1058.5551,167.562895,464.55423,511.6235725,35.9128215,30.6087045,28.23495275
1,13.75,669.109,181.9125,2281.7835,356.21625,461.20625,24.65,4.641,0.6945,99.9405,95.52275,34.85075,814.1865,1000.71149,159.63132,465.451215,514.6427875,36.354486,30.59497,28.24731825
1,14.25,579.345,183.93825,2257.235,355.1815,447.307,28,5.05975,0.73,99.91125,96.02525,35.644,769.596,957.7969975,157.60229,464.287525,515.622045,36.29105675,30.64483925,28.2759725
1,14.75,565.35875,139.575,2282.095,399.75525,456.4745,29.6287499999999,5.1885,0.777,99.87075,96.4975,35.8355,704.994,891.9865275,145.7994025,464.3383325,515.622005,36.56762125,30.7441725,28.298341
1,15.25,599.914,151.352,2256.78375,423.4225,441.833,15.5855,5.486,0.717,99.83025,95.79025,36.45375,690.9075,816.56471,137.06126,468.5976275,513.83546,36.4916005,30.83448775,28.34531925
1,15.75,517.943,128.28125,2327.765,313.65775,474.154,12.922,4.9835,0.73125,99.80075,95.9885,36.59025,561.244,709.3292025,122.16251,461.616525,511.6802925,36.6070905,30.9617905,28.397383
1,16.25,473.71875,102.245,2316.066,469.62,461.2675,13.7085,4.674,0.62425,99.7705,95.8045,36.20225,447.133,570.208555,97.45433,457.549945,509.3709775,36.4849135,31.03353775,28.4402005
1,16.75,757.34025,65.59175,2317,340.1915,459.179,18.1775,5.0485,0.70825,99.74075,96.14025,36.20075,322.4385,453.08864,82.1931015,454.5621775,504.4740925,36.08242075,30.9691635,28.445895
1,17.25,399.07925,67.0145,2295.352,258.136,495.2175,34.23675,4.01975,0.6055,99.7505,96.391,35.64225,208.763,323.48432,62.58989375,457.1558325,502.87087,35.96932575,30.855896,28.47042925
1,17.75,326.284,19.5875,2289.34275,228.9625,519.195,24.67025,3.33,0.4535,99.7225,96.64125,35.2105,121.204,201.6474725,41.55132625,452.3365575,496.7075125,35.6527225,30.776483,28.4806475
1,18.25,141.34125,23.58325,2307.22,181.724,502.78375,27.7105,3.0285,0.5425,99.781,96.7135,33.706,49.604,102.4936825,22.785226,447.169475,488.58676,35.1855685,30.6915495,28.48317875
1,18.75,176.14825,4.73199999999999,2422.198,142.63475,477.81925,22.093,4.2485,0.56,99.82025,96.88025,30.82625,6.12199999999998,23.1713935,7.32897925,450.1983375,478.55305,34.159602,30.5711435,28.4833805
1,19.25,151.204,8.69199999999997,2455.13375,136.9585,476.6115,17.244,3.648,0.603999999999999,99.8305,96.95125,28.7085,1.41049999999998,0.999330999999996,3.15376749999999,450.594745,472.61802,33.5699,30.4209775,28.48570025
1,19.75,202.0515,9.57599999999999,2555.09325,151.882,479.3025,31.5795,3.36,0.508,99.8805,97.041,27.31275,3.91675000000001,0.324363499999999,3.339519,449.6872925,468.2979,32.834978,30.2723365,28.52329775
1,20.25,54.472,7.44799999999999,2610.13625,147.28475,498.9365,19.832,3.2,0.462,99.91025,97.14,26.7015,2.04099999999999,-0.0122727500000003,4.94761275,444.3126875,462.8312325,32.174778,30.11628925,28.543607
1,20.75,141.934,2.29999999999999,2786.406,183.477,477.3715,48.4937499999999,2.87,0.434,99.96,97.36175,26.30075,3.609,0.779361749999998,4.52460775,447.8102225,461.34236,31.705256,29.96114475,28.5710245
1,21.25,68.536,4.86599999999997,2878.2945,171.4745,469.748,15.96675,2.928,0.35,99.99025,97.43,26.1025,4.42575,0.566967749999998,3.439401,444.4356675,460.301915,31.39177,29.824123,28.60687875
1,21.75,57.17075,0.631999999999995,2955.234,140.689,484.8525,19.642,2.57,0.31,100.01025,97.531,25.8025,2.777,0.551455249999998,2.407834,440.7428475,457.3715225,31.394158,29.68799725,28.614824
1,22.25,83.36,2.04599999999999,2959.932,162.058,515.41875,16.245,2.854,0.33,100.03025,97.60025,25.6025,3.567,0.372538499999999,2.39499125,444.516365,458.1616525,31.118752,29.55601625,28.61690025
1,22.75,83.83725,1.28799999999999,3011.71,166.39,480.13125,16.961,2.71,0.344,100.05025,97.58375,25.37575,3.986,0.334904749999999,2.7366695,442.7940975,457.66931,30.60401,29.44410575,28.64104275
1,23.25,43.44025,1.306,3173.821,185.476,463.53875,13.1525,2.722,0.344,100.03075,97.63275,25.50275,4.2885,0.135675,2.01104975,439.1067725,456.28542,30.351024,29.33775525,28.647668
