DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,RH,VPD,WS,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PA,T_CANOPY
1,0.25,0.125459,0.059169,0.0663435,0.002208,-5.9742975,-0.0288405,-0.131252,-0.001558,393.019105,3.955273,-7.281904,-6.693564798,-0.63445455,-0.5364191,-0.49124875,-0.3404762,-11.854415,82.193615,0.4300521575,2.621593,0,0.45767415,269.9645,278.71375,0,98.757235,-5.412627
1,0.75,0.1369615,0.1095375,0.122971,-0.0016325,-7.272443,-0.035018,0.325893,0.00018,392.690381,4.0000045,-7.2149525,-6.1540497865,-0.6342593,-0.5362145,-0.49230595,-0.34501175,-10.8792415,82.55311,0.4811121465,2.4839675,0,0.42586505,265.954,277.0254,0,98.73637,-5.375991
1,1.25,0.132183,0.068344,0.059864,-0.004701,-7.7506465,-0.1241195,0.1645665,-0.0223405,392.772469,3.9292235,-7.3357565,-6.3277762835,-0.652053,-0.5389468,-0.4966125,-0.3437934,-13.167895,82.355185,0.4717072605,2.5574825,0,0.41933745,262.61175,278.8464,0,98.70151,-5.391658
1,1.75,0.129054,0.092298,0.096986,-0.0001475,-6.868497,-0.077256,0.313027,-0.0202345,393.388926,3.879421,-7.529329,-6.609426442,-0.66363535,-0.50311905,-0.4524159,-0.3221196,-13.925275,81.431125,0.442034581,2.3816965,0,0.35426825,259.43755,279.1979,0,98.67525,-5.631492
1,2.25,0.1257235,0.078553,0.0829965,0.000347,-5.289888,-0.0421745,-0.181275,-0.014023,393.360893,3.780881,-7.9131745,-6.320230364,-0.61372175,-0.49279645,-0.4363275,-0.3206356,-14.030445,81.638155,0.409853729,2.8937925,0,0.43462355,264.51335,277.10345,0,98.68407,-5.561778
1,2.75,0.127179,0.024393,0.0347885,-0.01123,-6.172417,-0.075943,0.166488,-0.022796,393.619168,3.944045,-8.3609315,-6.9356599125,-0.6513788,-0.4991672,-0.45581165,-0.34362645,-11.529865,81.62884,0.415564081,2.487957,0,0.42850925,266.92355,276.14395,0,98.669465,-5.8172385
1,3.25,0.1252295,0.093141,0.098914,0.002336,-7.2372085,-0.097488,0.066196,-0.046804,393.9399645,3.839942,-8.410219,-6.852400384,-0.69480155,-0.4995179,-0.45017595,-0.3146349,-9.9200775,81.502755,0.4149095105,2.496961,0,0.56903495,267.60515,275.19235,0,98.641775,-5.8651805
1,3.75,0.1291035,0.014804,0.006137,0.006029,-5.42638,-0.092298,0.405742,-0.0160225,393.8342675,3.9812415,-8.4044445,-7.160045102,-0.72497805,-0.5373188,-0.47194285,-0.3320272,-8.8393915,81.780855,0.4110773125,2.2407715,0,0.3470126,268.90655,274.46175,0,98.62214,-6.149434
1,4.25,0.134068,0.062816,0.068005,0.005684,-4.008575,-0.100218,0.452326,-0.0141135,392.127887,3.928639,-8.7470475,-6.8758749415,-0.72965365,-0.56127605,-0.49164165,-0.331628,-10.114159,81.855855,0.415589366,2.179962,0,0.3190219,266.0136,272.69435,0,98.611925,-6.199269
1,4.75,0.123853,0.078651,0.0574075,0.007213,-4.66685,-0.076711,0.3802935,-0.029499,392.8433265,3.831205,-8.8739465,-7.165482298,-0.7819521,-0.5699244,-0.49024135,-0.3414662,-10.94155,81.489735,0.4118378965,2.272277,0,0.366051,262.87445,274.7077,0,98.613335,-6.678544
1,5.25,0.12121,0.080279,0.064099,-0.001508,-7.54767,-0.094426,0.91285,-0.005883,392.919169,3.731988,-8.756175,-7.0537318355,-0.7915211,-0.6092383,-0.52286575,-0.3573993,-11.05266,81.76938,0.42684527,2.3198825,0,0.31405695,251.82185,276.08765,0,98.639575,-6.880088
1,5.75,0.122222,0.017892,0.034954,0.0136945,-5.698683,-0.018981,0.228118,-0.001491,393.6845955,3.648495,-8.3585545,-7.261379732,-0.83778705,-0.66422005,-0.57306865,-0.37156855,-11.145015,82.35146,0.456723025,2.6752505,0,0.33083175,254.20075,278.27075,0,98.653975,-6.2869395
