DOY2,HR2,T_CANOPY,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,-5.6173025,426.48175,20.6591863875,0.66348,2.12817,1.460377,-2.7227,2.8554025,98.70295,99.405205,-2.872,0.323254353,-4.4081525,0.32657225,283.27395,293.628425,-4.5034275,0.082832756,-0.2893609625,0.33882975,-0.491475975,-0.01612,0.8782018915,0.2746035,0.659751189,0.3292567225,5.35956
1,0.75,-5.75942775,426.79625,20.6671355825,0.64982425,2.09299,1.4481157265,-2.798005,2.2255425,98.7213,99.39217625,-3.1835,0.2901690885,-4.585064,0.3185745,282.3475625,292.975725,-4.804839625,0.08058480625,-0.3257866125,0.332980475,-0.49318014375,-0.0141,0.9000817555,0.2825055,0.6917553255,0.3337233745,5.41946
1,1.25,-5.9209145,427.8285,20.6911605325,0.73591925,2.10028,1.4506223745,-4.0736,3.579455,98.7348,99.40085125,-3.327,0.288790582,-4.765728,0.317130375,283.5016,292.66725,-4.938634875,0.078460571,-0.3109094125,0.38750395,-0.51182220625,-0.0136,0.85419904,0.275663,0.677163939,0.321608458,5.17416
1,1.75,-5.948605375,430.74725,20.75629382,0.65519975,2.04715,1.432253469,-4.0427725,3.614495,98.7292,99.39493375,-3.345,0.2941510915,-4.672469,0.308993125,282.81465,292.500275,-4.70780675,0.078435572,-0.279396725,0.3669126125,-0.51409026,-0.0148225,0.8688249625,0.266214,0.6737177655,0.319665296,5.3119625
1,2.25,-6.1014805,430.0765,20.7423364375,0.65422025,2.0283,1.425629685,-5.781235,3.39685,98.7337,99.38798,-3.403,0.2626883805,-4.91695175,0.311479875,282.590325,292.11165,-4.327713875,0.084,-0.276493925,0.3856677625,-0.51495393875,-0.016425,0.884859112,0.28005625,0.6855886615,0.318364289,5.3715275
1,2.75,-6.308712875,433.77925,20.835382805,0.6783985,2.016465,1.421456844,-2.3393525,4.00933,98.73255,99.3759075,-3.423,0.2831905415,-4.943396,0.30803975,282.050675,291.479925,-4.30038775,0.084375,-0.264965075,0.396629525,-0.526404622,-0.0197,0.904665916,0.2781175,0.661809628,0.3333486605,5.41215
1,3.25,-6.464838,433.6505,20.846570415,0.6559855,2.0491175,1.43291097425,-3.3595775,4.070885,98.7777,99.363815,-3.36925,0.27925912075,-5.269642,0.314588125,281.69505,290.687725,-4.1115755,0.084536092,-0.27246985,0.3396172,-0.51916894375,-0.01785,0.90861414325,0.2805175,0.66945624325,0.3279785645,5.52054
1,3.75,-6.658891125,432.746,20.81165539,0.74979,2.0530025,1.4342889345,-2.65784,4.865685,98.7657,99.23717,-3.453,0.30724583,-5.388024,0.313851125,281.3791625,289.4558875,-4.217321,0.08152385375,-0.2393090375,0.36143985,-0.5159175125,-0.0179,0.918030501,0.285551,0.691135298,0.336325735,5.36038
1,4.25,-6.879111375,430.38475,20.7556076725,0.6564665,2.0490475,1.43290259525,-2.47527,6.10701,98.7663,99.2932125,-3.886,0.297310673,-5.435007625,0.308831,280.6408,289.3656,-3.591006375,0.083,-0.2446519,0.3389289625,-0.51803077825,-0.015715,0.904422527,0.2897895,0.676928099,0.3397068495,5.33747
1,4.75,-6.618415375,429.227,20.72112384,0.6757735,1.97594,1.407071427,-2.3811175,6.5535875,98.7459,98.9158175,-3.60525,0.29837056625,-5.32062925,0.3280355,280.92465,289.3946625,-3.764629875,0.081952167,-0.229148575,0.3465918875,-0.527831841,-0.0145,0.9326742245,0.2839345,0.69559217,0.342032854,5.4909175
1,5.25,-6.623946125,427.8185,20.683773815,0.6146995,2.053285,1.4344008305,-1.15061,5.3671,98.75825,99.32429625,-4.0815,0.289678194,-5.340378875,0.32714625,279.333875,289.516775,-3.710547625,0.0866195585,-0.2251915125,0.3260256875,-0.54002984375,-0.0148,0.9137565635,0.2843165,0.6748414505,0.3420343035,5.50768
1,5.75,-6.79962325,426.911,20.68586605,0.6970765,2.122745,1.45850434025,-1.451505,5.912015,98.747475,99.3805375,-3.70925,0.2939812825,-5.499123875,0.3390545,279.2521125,289.8989375,-4.013301,0.08574158425,-0.20015400625,0.35003796,-0.52069595,-0.0141,0.92894660025,0.28477925,0.7139635635,0.3346240925,5.734985
1,6.25,-7.085452875,428.916,20.71921813,0.603706,2.05716,1.43575764,-3.57058,4.754395,98.7203,99.39266,-3.9265,0.2795507975,-5.367237125,0.3613055,278.9755,288.383575,-3.394913,0.08491646875,-0.221781875,0.3925255,-0.528546725,-0.0129,0.9335108305,0.2921495,0.673723032,0.336220489,5.67002
1,6.75,-7.188088,429.045,20.72655302,0.736975,2.04997,1.433241082,-0.89671,5.00711,98.7074,99.3695725,-3.57625,0.28233300075,-5.41834025,0.337168375,278.6672625,286.52145,-3.7237935,0.090375,-0.216560625,0.347042125,-0.5317111625,-0.010475,0.92803268325,0.29252025,0.67652293925,0.34036850175,5.68153
1,7.25,-7.148278125,429.4275,20.7504098725,0.644478,1.9637875,1.402724612,-2.686455,4.4143375,98.68795,99.3730475,-4.084,0.2987473495,-5.55038025,0.339861625,278.833025,287.5476375,-3.25946,0.2105489935,-0.167388725,0.44671405,-0.52338558125,-0.013725,0.918324911,0.29228475,0.6947826395,0.3394257165,5.7049
1,7.75,-7.2466035,428.3985,20.6988159225,0.65486775,1.9941975,1.413568967,-2.0272,4.288115,98.704425,99.3322975,-4.01225,0.2915042545,-5.50722875,0.310747875,278.15745,287.350225,-1.629650375,9.068125,3.777773375,3.16328075,-0.5186087625,-0.012575,0.91097551525,0.29711775,0.68822633825,0.3292182505,6.0566675
1,8.25,-6.7302665,432.977,20.80862802,0.60097,2.082075,1.4444204995,0.50255,4.6031175,98.6981,99.3853325,-3.846,0.29786507,-5.389042375,0.302911775,276.853025,288.548275,2.0176475875,60.4011868625,38.3831025,21.2125225,-0.5335240375,-0.0175,0.912331628,0.283511,0.682120957,0.333355666,5.48555
1,8.75,-6.221774,428.034,20.69333226,0.634204,2.2049975,1.48656229525,4.3181625,5.603925,98.719225,99.2678075,-3.66925,0.27861081,-5.224335125,0.346971625,277.7593125,290.24985,16.31379375,168.4620626,96.3019225,54.41782375,-0.62776550875,-0.01895,0.9291636385,0.3063535,0.6668061025,0.34289181325,5.75544
1,9.25,-5.753129875,426.27425,20.651463945,0.41883575,2.13753,1.463592991,7.2490125,7.03117,98.750625,99.195235,-3.05325,0.28075780725,-4.64100975,0.38131725,277.865075,292.1355625,30.61547625,314.741257825,160.1851,90.74718,-0.66556077225,-0.0208,0.935090629,0.3087215,0.7307930225,0.34406564625,5.4457475
1,9.75,-5.225563125,426.11475,20.6535947725,0.4919025,2.25143,1.502168433,14.432,9.1204,98.79745,98.9441675,-3.126,0.303729168,-4.392237625,0.4182882625,279.3672,295.5479,50.29876625,470.65,232.3533875,139.4036,-0.70174171875,-0.0257,1.017476921,0.3369085,0.812732057,0.361284089,6.217265
1,10.25,-4.467419875,426.02475,20.658466595,0.41553,2.3927,1.548689769,19.0762,15.177,98.7852,98.46301375,-2.382,0.305286575,-3.77937775,0.443200575,279.3873625,298.909625,71.2876275,592.3752719,293.9297,181.1279,-0.68385125625,-0.02525,1.043358111,0.3360815,0.8020761365,0.380818822,6.58009
1,10.75,-4.04004175,425.152,20.6258333175,0.2917635,2.5843675,1.609677103,22.875,12.1643,98.8266,98.62335,-2.192,0.3252943145,-3.50602925,0.53717225,282.01335,301.2512,88.136965,697.2375,351.4484375,214.9154375,-0.6523927875,-0.03048,1.089792785,0.3400425,0.84634326,0.396788135,6.653705
1,11.25,-3.712439,424.9845,20.6288690225,0.334112,2.649195,1.62979331925,29.23635,9.364325,98.81565,98.62836875,-2.0205,0.3078837085,-3.134536625,0.58978025,283.230225,302.85295,98.31340625,800.009865725,390.8292125,247.3632,-0.6459571625,-0.03635,1.0917071575,0.346513,0.902332289,0.395132756,6.877205
1,11.75,-3.316701,423.0265,20.578362415,0.329397,2.72874,1.654149328,32.50325,16.3347,98.754075,98.36007125,-1.60475,0.3013415555,-2.79450275,0.63393875,282.603925,305.1375,102.74612875,850.108789375,413.968575,266.02425,-0.63542025,-0.03755,1.1232778305,0.3596365,0.90365996175,0.39191445775,7.1234375
1,12.25,-2.998213125,422.5955,20.5732046325,0.23524225,2.82974,1.684568194,34.384,16.679075,98.6901,97.67691625,-1.393,0.283019434,-2.52029,0.60779375,282.68845,306.9689625,109.22025,858.625,424.6659875,274.052825,-0.608011997,-0.0366,1.173545909,0.370101,0.936625859,0.398512233,7.2721
1,12.75,-2.657933,422.21,20.565687225,0.2957535,2.70138,1.645812869,34.7469,15.83175,98.6523,98.0788525,-0.88,0.294788059,-2.555270375,0.664977625,283.54215,308.516825,105.225525,856.375,423.9241125,274.9940125,-0.55457085625,-0.0382,1.191507449,0.376749,0.958711114,0.387990979,7.5279
1,13.25,-2.50179625,421.31425,20.542930555,0.27930175,2.73035,1.6546372875,30.056775,18.348625,98.66075,98.4084625,-0.63125,0.25748698225,-2.130210125,0.661456625,286.1893125,309.2847375,105.82665,828.527258575,400.789975,266.39025,-0.5353602025,-0.03695,1.16602293025,0.3682865,0.97841948,0.4058434085,7.3385225
1,13.75,-2.281815,421.3315,20.54160329,0.350958,2.7270575,1.653634916,28.9636,15.8434,98.64545,97.321045,-0.26675,0.255929678,-1.883701125,0.664877875,284.0739875,309.1338625,98.05172,784.5153168,374.8001,243.87525,-0.495347066,-0.03615,1.17980503425,0.37630775,0.91842923,0.4150964835,7.25349
