DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,CO2_1_8_1,FC_1_1_1,SC_1_1_1,TAU_1_1_1,H_1_1_1,H_1_1_2,LE_1_1_1,G_1,SH_1_1_1,SLE_1_1_1,SG_1,SG_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,VPD_1_1_1,TA_1_2_1,RH_1_2_1,VPD_1_2_1,TA_1_3_1,RH_1_3_1,VPD_1_3_1,WS_1_1_1,USTAR_1_1_1,T_BOLE_1,T_BOLE_2,T_BOLE_3,TS_1,TS_1_1_1
1,0.25,389.1875,389.3525,389.77,390.09,389.5525,390.13,391.905,394.02,0.067,-0.13225,-2.4075,-84.1375,-91.51,1.3775,-2,-2.58,-0.69375,-0.06,-0.085,-2.74,0.545,179.425,264.165,-82.025,0,-0.1985,69.41,-10.405,38.27,0.753,-11.5,41.37,0.63475,-11.565,52.6825,0.51475,3.06,0.373,-10.57,-10.5175,-10.15,-2.2925,-0.756
1,0.75,393.88,394.19,394.6,394.88,394.35,394.83,396.93,397.9475,0.084,-0.136,-2.4625,-79.91,-87.1725,0.9845,-2,-2.5525,-0.7665,-0.06,-0.097,-2.68,0.5,179.4125,263.5575,-82.095,0,-0.1835,69.41,-10.47,38.24,0.7295,-11.67,40.975,0.629,-11.6275,52.62,0.515,3.02,0.3935,-10.455,-10.5275,-10.185,-2.2925,-0.75475
1,1.25,389.18,389.32,389.66,389.8925,389.44,390.11,392.035,394.1325,0.0435,-0.10425,-2.5425,-80.77,-88.81,1.07525,-1.9975,-2.2425,-0.727,-0.07175,-0.08375,-2.61,0.534,179.365,263.1325,-81.955,0,-0.191,69.4,-10.47,37.9275,0.7405,-11.7825,40.805,0.634,-11.6925,53.145,0.504,3.23,0.449,-10.455,-10.4875,-10.235,-2.31,-0.755
1,1.75,393.82,394.1475,394.58,394.78,394.3475,394.8275,396.85,397.985,0.03775,-0.117,-2.52,-83.34,-90.455,0.823,-2.0075,-2.1825,-0.733,-0.12025,-0.097,-2.67,0.523,178.86,263.55,-81.725,0,-0.1785,69.41,-10.575,37.01,0.758,-11.735,40.535,0.63825,-11.8125,52.385,0.515,3.2025,0.423,-10.545,-10.62,-10.1675,-2.3025,-0.751
1,2.25,389.0325,389.115,389.66,389.77,389.3275,390.01,392.07,394.48,0.096,-0.124,-2.495,-86.1925,-89.6725,0.648,-2.01,-2.2025,-0.7125,-0.06,-0.09625,-2.7,0.482,177.15,263.0375,-82,0,-0.1805,69.42,-10.57,37.5075,0.7565,-11.75,39.79,0.633,-11.8575,52.0475,0.50675,3.175,0.41625,-10.525,-10.7975,-10.1975,-2.3,-0.7535
1,2.75,393.695,394.1875,394.405,394.62,394.355,394.765,396.87,398.2,0.05475,-0.1,-2.5925,-83.16,-93.3675,0.778,-2.01,-2.2925,-0.657,-0.12,-0.08575,-2.61,0.48,177.3375,263.625,-81.495,0,-0.195,69.41,-10.5775,37.06,0.7525,-11.935,40.015,0.625,-11.88,52.415,0.49,3.0725,0.419,-10.57,-10.945,-10.31,-2.2925,-0.7505
1,3.25,389.19,389.2525,389.7,389.885,389.3775,389.9725,391.755,394.6225,0.047,-0.11175,-2.76,-82.28,-92.36,0.5215,-2.01,-2.0575,-0.6775,-0.0715,-0.093,-2.7,0.503,177.56,263.5325,-82.1025,0,-0.192,69.4075,-10.74,37.485,0.734,-11.965,40.455,0.625,-12.04,51.79,0.483,3.1,0.417,-10.755,-11.025,-10.405,-2.29,-0.75025
1,3.75,393.75,394.135,394.51,394.64,394.29,394.795,396.815,397.99,0.05325,-0.18125,-2.705,-84.575,-96.545,0.7555,-2.01,-2.1625,-0.742,-0.06025,-0.06275,-2.68,0.488,177.8425,263.8,-81.8625,-0.00075,-0.16925,69.4,-10.7925,37.3,0.744,-11.99,40.73,0.62975,-12.05,52.0175,0.47775,3.27,0.44625,-10.715,-10.9075,-10.41,-2.29,-0.75
1,4.25,389.065,389.165,389.605,389.79,389.2975,389.9125,391.88,394.5025,0.033,-0.116,-2.63,-80.6075,-89.995,0.191,-2.02,-2.38,-0.616,-0.16275,-0.0965,-2.68,0.492,177.6125,263.8425,-81.1625,0,-0.164,69.4,-10.8225,37.15,0.751,-11.945,39.88,0.6165,-12.0575,51.45,0.47425,3.18,0.437,-10.725,-10.84,-10.5175,-2.2825,-0.7505
1,4.75,393.605,394.27,394.495,394.56,394.3325,394.7625,396.855,397.96,0.0535,-0.1,-2.575,-83.44,-91.87,0.529,-2.01,-2.3825,-0.62425,-0.18025,-0.097,-2.68,0.48,176.5325,263.6175,-80.91,-0.001,-0.16675,69.405,-10.63,37.8825,0.73725,-12.0175,39.76,0.60675,-11.97,52.08,0.469,3.2525,0.4325,-10.805,-10.8425,-10.5375,-2.2825,-0.7485
