DOY2,HR2,CO2,FC,H,LE,TA,T_SONIC,T_SONIC_SIGMA,RH,VPD,PA,NETRAD,PPFD_IN,TS,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,384.24085,-0.382527175,-75.3577735,-10.057675775,-6.921363725,-6.8406736,0.055106174,44.29594625,0.6070731225,92.223437,-60.722137,0.00033914432,0.1033333,1.676916,0.092162276,0.2603967,0.2897721,0.092727004
1,0.75,381.092925,0.363236925,-69.485055,-5.477126,-6.7224118,-6.57017975,0.07416693825,46.973248,0.5716895,92.2174205,-66.204982,0.0008073961,0.1,1.1688213,0.0962429785,0.2819672825,0.334329545,0.1034841625
1,1.25,385.3009125,0.31151685,-67.16668575,-24.3296885,-7.28209805,-7.094495325,0.067244969,54.4970525,0.533723855,92.2386535,-66.45884,0.000339600615,0.1066667,0.95765487,0.079076576,0.2786551125,0.2873477975,0.09517324625
1,1.75,381.3167,0.3590577,-61.244516,-9.7086224,-7.49140055,-7.2191856,0.0583174615,52.552476,0.53553514,92.24788175,-66.66315625,0.000988879825,0.1,1.270544425,0.14642599,0.319100365,0.347360355,0.1376044025
1,2.25,381.3973825,0.4178697,-55.820812,-18.4652,-8.011255625,-7.767428,0.065428364,56.765588,0.50627236,92.2507045,-66.45069975,0.00070122886,0.1233333,1.1850496,0.12004112,0.24037774,0.32327058,0.12792516
1,2.75,379.0829625,-0.1087824,-57.392716,-6.966289675,-8.411235875,-8.1052308,0.08136305125,54.6443645,0.45242859,92.25740425,-66.517251,0.002082478275,0.12,0.8721758425,0.1154737875,0.2301269125,0.3420644575,0.1139677275
1,3.25,381.5052925,-1.0211875,-53.11176925,-6.7379277,-8.13629025,-7.799987375,0.06915624275,55.50005,0.4050237,92.26026525,-64.99180125,0.00294016365,0.1366667,0.7082280575,0.1208861175,0.247544885,0.36656137,0.07821381625
1,3.75,381.3283,-1.574514,-53.5875975,-10.85488,-8.293425325,-8.084258925,0.080871217,51.90037125,0.3965767975,92.23206025,-65.623775,0.007319135125,0.1533333,0.6615140575,0.060420586,0.2541605725,0.32632334,0.076230872
1,4.25,381.100235,0.577473575,-62.228468,-7.068421425,-8.118025775,-7.964727825,0.03719887025,45.19286375,0.3779191275,92.1902695,-66.44869575,0.0095540423,0.15,1.1495613,0.086289318,0.2076286325,0.3343476875,0.092766652
1,4.75,377.47728,-2.37656625,-65.37934,-6.4979412,-8.359125175,-8.17681115,0.053984114,47.918659,0.42738558,92.16787875,-66.46483025,0.00291399145,0.1566667,1.300550875,0.1018078285,0.314602015,0.2873436525,0.1162099725
1,5.25,379.1128525,0.40335985,-55.12596625,-9.01956575,-8.341913275,-8.200416125,0.04980239175,53.385619,0.43069011,92.15422275,-62.0496855,0.001643247575,0.1566667,0.87569126,0.127600065,0.3007942225,0.395849695,0.124477055
1,5.75,381.18994,-0.00249330000000001,-56.8092425,-6.21423395,-8.35637345,-8.2049334,0.06647451775,53.1152215,0.3658372075,92.125026,-63.6047435,0.00167223575,0.1233333,0.947357075,0.1379607,0.328097175,0.363022015,0.1259046325
1,6.25,380.2951625,-0.47895775,-54.1271255,-5.3439132,-8.3964128,-8.2969068,0.065905096,52.292138,0.41113342,92.10068025,-64.30260525,0.001926930525,0.1533333,0.64240472,0.10218424,0.322666,0.32547928,0.11667644
1,6.75,379.968945,-2.8923235,-62.34525,-14.40811,-8.6674197,-8.5718044,0.072150524,52.63395875,0.45360605,92.0996915,-62.10439225,0.002131384525,0.2,1.2711888,0.1218452,0.27600302,0.3448592,0.11032316
1,7.25,379.981905,-0.8456296,-62.05926025,-24.5160395,-8.762348575,-8.774886425,0.0700871415,52.5256655,0.260151325,92.104243,-63.31413225,0.3670053,0.2,1.5441325,0.1164042275,0.2739353375,0.3191737925,0.1108649625
1,7.75,380.1784275,-2.72389775,-62.744154,-12.2686488,-8.46061855,-8.4280174,0.06798407225,52.8420425,0.2773581925,92.120999,-54.8933905,4.16608475,0.2,1.57885455,0.1330445225,0.32027343,0.2648388625,0.12365409
1,8.25,380.286705,-2.1935235,-55.5314,-18.22278925,-8.523007575,-8.6549569,0.0615685435,52.479561,0.53291791,92.13242725,-42.31808825,17.52312625,0.2,1.28524855,0.11778337,0.3595759375,0.42269098,0.12988028
1,8.75,380.4301625,-0.1894341,-47.7465875,-16.25514,-8.0735425,-8.3482504,0.051902077,51.96775075,0.603431345,92.1670865,-36.88527625,23.31815925,0.2,1.7362117,0.138198635,0.2917782175,0.3120345125,0.1270182075
1,9.25,381.12148,-1.1005312,-61.275603,-10.8384111,-7.769802375,-8.0551356,0.064430332,52.440507,0.325936475,92.1919115,-48.13823225,35.4618285,0.2,1.589255,0.10630746,0.30702088,0.37915404,0.11844082
1,9.75,381.964155,-2.2994925,-40.38585,-15.666698,-7.6099949,-7.881044825,0.064757724,50.8131385,0.4179707825,92.19861375,-68.7964385,39.59507075,0.2,1.236253925,0.142233465,0.2657166975,0.3794575225,0.106799835
1,10.25,382.2319975,-1.595644,-31.058041,-4.58081675,-6.8081872,-7.0000935,0.053302555,49.139124,0.67926613,92.21078,-75.221674,43.507412,0.2,1.574555825,0.1310235675,0.26134552,0.3864074125,0.1375076
1,10.75,382.455425,-0.533581975,-27.143771,0.37127365,-6.18921975,-6.4748805,0.0587547675,48.76003,0.8801889375,92.210628,-65.6284275,74.73338975,0.2,1.04443925,0.07632583,0.270625025,0.290479925,0.102696155
1,11.25,382.4398,-0.0314313875,-31.59935075,0.1320954,-6.01442625,-6.1827375,0.07556908,47.78024,0.7097712,92.1661725,-68.0572325,81.16111,0.2,0.754015375,0.0939066625,0.354977775,0.281163025,0.10218684
1,11.75,382.3003275,-2.138738,-28.5748325,0.481101000000001,-5.461690175,-5.746972425,0.06410140525,48.319581,0.7068274,92.133577,-57.573003,72.5996015,0.2,0.5449366925,0.0897405695,0.308590285,0.31533856,0.0998280265
1,12.25,382.44399,-1.6149085,-36.5630175,4.19488275,-4.946952075,-5.133414725,0.068812095,47.916543,0.448357743,92.1151115,-67.993694,59.1672765,0.2,0.831444875,0.0881630075,0.359403345,0.36888739,0.114334735
1,12.75,382.4397575,-0.299088625,-40.13336075,1.402180525,-4.4704938,-4.5468868,0.053741906,47.76895525,0.68543808,92.088249,-70.92650925,49.7898155,0.2,0.50830512,0.12949194,0.41572334,0.38565924,0.103153884
1,13.25,382.101385,-0.11564305,-65.261848,-12.78773936,-4.335548725,-4.306121475,0.0679417665,51.814037,0.64318561,92.0652055,-40.0563415,46.3629845,0.2,0.7415177125,0.122836,0.40779478,0.5192098975,0.1082529
1,13.75,382.434355,-0.3603587,-70.4906695,3.4848839,-4.2535177,-4.0756577,0.0645597785,50.733274,0.62126067,92.052399,-49.4234935,44.4756905,0.2,0.765063275,0.12493399,0.293548695,0.291535345,0.10319916
1,14.25,382.56046,-3.5638844,-68.981436,3.0568848,-3.896208475,-3.69843795,0.05761426375,48.90531875,0.6276864125,92.0396165,-54.5935025,69.0766565,0.2,0.967080545,0.0966098585,0.32652847,0.2864578725,0.1040234225
