DOY2,HR2,CO2,H2O,FC,SC,G_1_1_1,G_1_1_2,G_1_1_4,H,LE,WS,USTAR,TA,PA,RH,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_3_1,TS_1_4_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,NEE
1,0.25,409.964,4.75233,-0.127256,0.0304036,-1.546,-1.3435,-3.0715,-8.25088,4.3235,2.2329,0.27782,-5.562,92.95865,86.8,0.338352,-4.815975,0.162956,-0.267,-0.0605,0.459,-13.11085,0.0882422,0,0,0.449,268.884,284.343,0.505777
1,0.75,409.62,4.85915,-0.142349,0.0117846,-1.548,-1.345,-3.057,-7.72912,3.36862,2.24052,0.300922,-5.67133,92.965,86.9,0.334627,-4.80495,0.165729,-0.2675,-0.062,0.4605,-13.072,0.0264528,0,0,0.4625,268.52,284.189,0.505918
1,1.25,409.313,4.94345,-0.0455267,0.0051515,-1.5495,-1.3435,-3.035,-7.7666,2.40308,2.34736,0.303226,-5.606,92.9883,86.6,0.329805,-4.993715,0.1682365,-0.268,-0.063,0.46,-12.9722,0.00594,0,0,0.4635,269.395,283.703,0.504926
1,1.75,409.005,4.78256,-0.01570925,0.00505682,-1.5445,-1.346,-3.04,-9.28932,3.85042,2.32294,0.312998,-5.805,92.99095,86.4,0.3500385,-5.04792,0.168345,-0.2675,-0.066,0.462,-14.55,0.0115127,0,0,0.4775,269.354,283.492,0.5054515
1,2.25,409.135,4.98671,-0.0633996,0.0176518,-1.5445,-1.3475,-3.0685,-10.5759,4.307455,2.284885,0.294939,-6.15,92.9748,85.9,0.340412,-5.199315,0.1643485,-0.271,-0.0635,0.459,-12.626,0.0114745,0,0,0.477,268.59,283.167,0.505432
1,2.75,409.8365,5.058615,-0.04328775,0,-1.5475,-1.3465,-3.0595,-8.72965,5.52812,2.22722,0.288076,-6.192,92.97435,86.2,0.3316,-5.40351,0.172689,-0.271,-0.0625,0.457,-10.4335,0,0,0,0.4544445,270.572,283.857,0.5048625
1,3.25,409.695,5.18918,0,0.00804347,-1.5505,-1.3445,-3.05,-7.691975,6.71881,2.27491,0.280228,-6.103,92.9733,86.6,0.3301715,-5.285075,0.1716675,-0.2715,-0.063,0.4595,-10.8035,0.002396595,0,0,0.418,268.966,284.181,0.505551
1,3.75,409.5135,4.898115,-0.1289235,-0.0033556475,-1.5525,-1.34,-3.101,-9.166915,4.961785,2.25226,0.298742,-6.204,92.9517,86.66,0.332779,-5.475195,0.164964,-0.2735,-0.062,0.46,-9.544,0.000495,0,0,0.3996145,269.066,284.009,0.504767
1,4.25,409.496,4.89119,0.0155615,0.00514413,-1.5455,-1.3465,-3.063,-10.67555,7.094075,2.38051,0.309695,-6.225,92.9365,86.9,0.32685,-5.515085,0.163319,-0.274,-0.0585,0.456,-11.2575,0,0,0,0.4075,269.148,283.403,0.507341
1,4.75,409.396,4.88217,-0.103452,0.00994538,-1.546,-1.347,-3.1115,-9.37527,3.22038,2.28983,0.317195,-6.326,92.9085,87,0.308049,-5.74689,0.167429,-0.274,-0.064,0.458,-11.75,0.005631685,0,0,0.409,267.452,283.336,0.5043285
1,5.25,409.144,4.84453,0.000572309,0.00706359,-1.5485,-1.3475,-3.049,-8.51094,5.74303,2.262065,0.310852,-6.64,92.89415,86.9,0.309617,-5.89829,0.162853,-0.2755,-0.062,0.4605,-12.5032,0.001901595,0,0,0.4316665,268.312,282.413,0.5045465
1,5.75,408.6465,4.781345,-0.0281431,0.03754365,-1.5505,-1.348,-3.0575,-10.368,4.37729,2.267505,0.306945,-6.477,92.8904,87,0.314541,-5.670925,0.165552,-0.281,-0.064,0.4585,-11.8099,0.0405481,0,0,0.457,268.873,281.805,0.503719
1,6.25,408.736,4.68806,-0.0988474,0.00585503,-1.547,-1.347,-3.063,-8.03403,3.40472,2.37152,0.311358,-6.494,92.8751,86.9,0.317591,-5.81924,0.156636,-0.282,-0.066,0.455,-9.84103,0.04158,0,0,0.453,268.811,282.386,0.5042635
1,6.75,408.429,4.6465,-0.0962713,0.05364225,-1.547,-1.349,-3.073,-6.86873,3.7738,2.35082,0.309618,-6.6,92.8674,87.1,0.323147,-5.781965,0.162892,-0.2745,-0.0635,0.456,-8.204,0.0497304,0,0,0.424,268.962,281.823,0.503768
1,7.25,408.715,4.7467,-0.105089,0.0516671,-1.5435,-1.34,-3.1035,-6.372635,3.37199,2.36042,0.321229,-6.68,92.8714,87.25,0.323514,-5.78625,0.161909,-0.28,-0.071,0.453,-6.9745,0.055995,0,0,0.4495,268.572,281.569,0.506168
1,7.75,409.441,4.81233,-0.2670325,0.0253831,-1.5455,-1.3395,-3.0735,-7.1858,3.89319,2.43262,0.322801,-6.58779,92.88795,87.2,0.322153,-5.62251,0.1633275,-0.2845,-0.069,0.456,-7.6165,0.205637,0,0,0.455,268.448,281.775,0.506054
1,8.25,408.955,4.76886,0,0.0317532,-1.543,-1.34,-3.11125,-8.37316,4.95082,2.42795,0.346442,-6.658,92.8845,86.9,0.342329,-5.82122,0.1591015,-0.282,-0.068,0.4555,-7.038,1.53416,0,0.766,0.769611,266.913,281.828,0.506448
1,8.75,409.322,4.79016,-0.0411416,0.04849365,-1.5415,-1.3395,-3.05125,-7.0576,3.29852,2.390085,0.337138,-6.62,92.91325,86.8,0.3519905,-5.667255,0.1476685,-0.2805,-0.0655,0.456,-1.2365,14.04,3.6165,6.828,2.2565,266.557,282.3,0.5016925
1,9.25,409.538,4.90789,-0.210266,0.007100675,-1.5415,-1.3395,-3.07575,-2.25747,2.42449,2.46534,0.371902,-6.40063,92.9439,85.5,0.3791265,-5.60502,0.1469505,-0.2855,-0.068,0.4565,3.7745,39.6396,9.55,20.02,5.665,267.048,282.473,0.5004645
1,9.75,409.5025,4.91693,-0.1156705,0.01205415,-1.5415,-1.3415,-3.06925,0.1696775,6.94492,2.34986,0.364367,-6.175,92.97395,85,0.388017,-5.23255,0.149671,-0.2855,-0.0695,0.455,12.881,71.7333,18.055,36.46,10.17,268.171,284.202,0.5010395
1,10.25,409.1325,4.841265,-0.0755136,0.02944175,-1.5415,-1.341,-3.08725,4.90122,10.102885,2.40721,0.357322,-5.866,92.97675,84.2,0.411899,-4.97855,0.151476,-0.291,-0.064,0.4535,23.2495,104.6,26.48,50.39,14.26,270.638,285.54,0.501171
1,10.75,409.604,4.79077,-0.35,-0.0489643,-1.541,-1.344,-3.1005,8.7779,11.82725,2.4892,0.384524,-5.635,92.9616,83.9,0.441498,-4.81161,0.15399,-0.2875,-0.062,0.457,32.222,124.7735,33.07,62.745,17.41,270.284,287.301,0.501542
1,11.25,409.414,4.601805,-0.406377,-0.03818715,-1.543,-1.3425,-3.10625,12.946,10.0079,2.49025,0.410098,-5.13283,92.96,83.4,0.486126,-4.40612,0.149873,-0.2815,-0.0635,0.463,40.907,158.95,40.77,75.76,21.31,269.356,289.419,0.501771
1,11.75,410.059,4.293595,-0.256701,-0.05269135,-1.5395,-1.346,-3.1355,19.16425,12.6236,2.58204,0.413697,-4.841,92.9512,82.3,0.525214,-4.24506,0.159661,-0.277,-0.056,0.4695,47.216,176.561,44.99,87.65,23.93,269.552,290.829,0.504443
1,12.25,409.713,4.206085,-0.3431495,-0.0363328,-1.5445,-1.3495,-3.098,18.0538,11.759,2.60847,0.421859,-4.60675,92.9579,81.85,0.557224,-3.94319,0.151577,-0.272,-0.054,0.472,53.4375,183,46.595,92.5,25.12,271.164,291.9105,0.5025815
1,12.75,408.938,4.22186,-0.83,-0.07164605,-1.5435,-1.3495,-3.06325,25.0687,13.782,2.59566,0.434023,-4.437,92.9396,81.45,0.584255,-3.52392,0.153584,-0.2605,-0.0415,0.4775,50.7335,191.586,44.975,93.5,24.185,270.555,293.1315,0.503417
1,13.25,408.7595,4.133635,-0.66,-0.04918665,-1.544,-1.3475,-3.094,22.00935,11.4117,2.56811,0.437259,-4.134,92.9375,80.55,0.6213595,-3.32804,0.1494795,-0.253,-0.035,0.481,44.1905,171.9,40.605,84.05,22.175,270.0625,293.6755,0.5025945
1,13.75,408.979,4.26506,-0.5873575,-0.0308025,-1.539,-1.347,-3.115,19.0751,13.6301,2.61041,0.420931,-3.877,92.92265,80.3,0.6400725,-3.13395,0.132293,-0.2475,-0.035,0.49,35.3455,150.472,35.11,75.17,19.34,269.009,293.8255,0.505217
1,14.25,408.903,4.24284,-0.398707,-0.0183125,-1.537,-1.3465,-3.178,13.55525,11.529,2.51392,0.409384,-3.806,92.9554,80.9,0.64879,-2.96606,0.116407,-0.238,-0.0305,0.4955,23.4595,117.65,29,58.15,15.82,269.046,293.925,0.5026705
1,14.75,408.653,4.172725,-0.584082,-0.00394359,-1.533,-1.344,-3.128,11.54035,12.0504,2.55407,0.394239,-3.926,92.9366,81.15,0.651197,-2.95257,0.106969,-0.2355,-0.0195,0.4985,11.691,87.7,21.78,43.99,12.005,267.955,293.502,0.5029465
1,15.25,409.107,4.20376,-0.53,-0.00729842,-1.5335,-1.345,-3.121,2.36855,8.44163,2.545275,0.383754,-3.9,92.9538,81.35,0.601416,-2.94601,0.1068395,-0.225,-0.0205,0.503,3.655585,52.1159,12.69,25.74,7.327,267.346,292.578,0.5057285
1,15.75,408.194,4.21378,-0.2475795,-0.00952651,-1.5305,-1.343,-3.1585,-3.87173,5.03013,2.44062,0.355109,-4.216,92.9667,82.35,0.5503745,-2.98187,0.12407,-0.224,-0.0185,0.5085,-3.7185,24.6114,5.023,11.625,3.202,266.696,292.1345,0.505199
1,16.25,408.628,4.279,-0.165462,-0.0124643,-1.5285,-1.3425,-3.199,-6.3898,4.47751,2.39487,0.3020045,-4.124,92.9497,83.45,0.512647,-3.27534,0.139002,-0.229,-0.0185,0.5115,-13.3,4.102845,0,1.9485,1.156,268.95,291.76,0.510519
1,16.75,408.399,4.34109,-0.108935,-0.01696105,-1.5285,-1.3425,-3.157,-8.3334,4.62736,2.33015,0.2883875,-4.272555,92.93755,84.15,0.493399,-3.3736,0.145653,-0.2295,-0.026,0.506,-19.915,0.442431,0,0.0275,0.608,268.306,291.23,0.51029
1,17.25,408.073,4.71985,-0.1178265,0.04523885,-1.526,-1.34,-3.16375,-8.12149,6.21058,2.36815,0.298112,-4.37527,92.9276,84.55,0.478454,-3.63757,0.147838,-0.2295,-0.0315,0.501,-20.794,0,0,0,0.5285,266.9075,289.6745,0.508994
1,17.75,408.611,4.584305,-0.0287457,0.0513656,-1.5245,-1.3405,-3.12225,-9.0619,5.92222,2.301925,0.292672,-4.594685,92.9189,84.55,0.449918,-3.71295,0.1544275,-0.233,-0.025,0.5,-21.142,0,0,0,0.485,268.39,288.9085,0.5104425
1,18.25,408.912,4.50224,-0.02461,0.0396728,-1.532,-1.3415,-3.135,-8.67091,6.768775,2.32296,0.2817735,-4.622425,92.9112,84.8,0.4488195,-3.74734,0.162882,-0.2325,-0.034,0.4965,-22.741,0,0,0,0.469,267.7805,288.9625,0.509451
1,18.75,409.103,4.57127,-0.1510235,0.04105305,-1.5315,-1.344,-3.124,-9.473235,7.03357,2.11301,0.2844805,-4.8055,92.90295,85.05,0.4123335,-3.78253,0.152375,-0.237,-0.041,0.4895,-22.1143,0,0,0,0.493,266.7935,287.7525,0.509994
1,19.25,409.569,4.67597,-0.117998,0.0450264,-1.5315,-1.338,-3.128,-8.09125,6.96562,2.155335,0.286595,-4.99371,92.9028,85.5,0.3909675,-4.07083,0.1654375,-0.2455,-0.039,0.4825,-22.388,0,0,0,0.454,265.542,287.048,0.507816
1,19.75,409.907,4.57743,0.0307953,0.0244783,-1.531,-1.3375,-3.1465,-8.00222,6.29074,2.21583,0.271493,-5.02638,92.9107,85.65,0.395091,-4.03604,0.162088,-0.246,-0.0495,0.48,-18.966,0,0,0,0.497,268.0875,286.3255,0.509718
1,20.25,410.325,4.54834,-0.0631032,0.01470235,-1.5345,-1.3395,-3.10325,-8.297335,6.16673,2.22895,0.274951,-5.0275,92.94855,86.15,0.3900225,-4.00314,0.160174,-0.2465,-0.0495,0.4785,-18.126,0,0,0,0.4885,267.7825,286.6225,0.5092985
1,20.75,410.033,4.57564,-0.08009815,0.0207063,-1.5335,-1.337,-3.04725,-6.80349,5.64684,2.24367,0.2880405,-5.2415,92.9587,86.25,0.397293,-4.198195,0.164866,-0.247,-0.051,0.4735,-16.747,0,0,0,0.492,266.814,286.215,0.508499
1,21.25,410.411,4.47304,-0.09997205,0.00232188,-1.5345,-1.3405,-3.0715,-7.00546,4.62361,2.22727,0.286759,-5.3755,92.9372,86.05,0.376669,-4.56496,0.168593,-0.2575,-0.0525,0.4695,-18.311,0.03076015,0,0,0.4735,266.467,285.9945,0.506943
1,21.75,409.96,4.36358,-0.1439045,0.00308948,-1.536,-1.339,-3.08675,-5.627,1.44012,2.294225,0.280642,-5.408,92.9149,86.135,0.373622,-4.554495,0.157757,-0.2565,-0.055,0.4675,-18.19,0.00792,0,0,0.436528,267.8715,286.4105,0.5072235
1,22.25,410.0985,4.51832,-0.11497,0.01689585,-1.5265,-1.336,-3.095,-7.34463,4.99283,2.373365,0.288262,-5.57698,92.9265,85.9,0.38238,-4.480005,0.1681385,-0.261,-0.056,0.463,-17.4165,0.117656,0,0,0.497,267.56,286.5355,0.506562
1,22.75,409.356,4.54358,-0.114109,0.0296262,-1.535,-1.3405,-3.07175,-6.75234,8.53257,2.32199,0.296073,-5.590015,92.92565,86.2,0.368988,-4.25836,0.17073,-0.266,-0.0585,0.4595,-17.107,0.0392188,0,0,0.4545,267.188,285.5665,0.5063665
1,23.25,410.0565,4.594175,-0.000122349,0.0228127,-1.5355,-1.3405,-3.055,-8.23769,4.53943,2.2805,0.282816,-5.723915,92.91965,86.15,0.354191,-4.402395,0.1707545,-0.265,-0.057,0.458,-13.5865,0.06668525,0,0,0.45,268.176,284.754,0.505947
1,23.75,410.246,4.70605,-0.0784419,0.0209802,-1.537,-1.339,-3.06375,-10.4701,4.27784,2.28158,0.2859855,-5.38,92.92235,86.55,0.355292,-4.456775,0.168462,-0.2625,-0.059,0.458,-14.802,0.0347555,0,0,0.4508335,267.108,284.0495,0.5054945
2,0.25,406.12,4.51398,-0.0237311,0.03880265,-1.158,-1.292,-2.58275,-10.3959,0.906575,1.91998,0.221185,-7.110825,92.6871,82.85,0.435382,-6.42921,0.20265,-0.2775,-0.12,0.344,-28.536,0,0,0,0.565,254.187,277.27,0.498589
2,0.75,406.398,4.47686,-0.0873953,0.0292583,-1.157,-1.2935,-2.58125,-10.3362,0.332478,2.09404,0.2327975,-7.2885,92.6875,83.6,0.43448,-6.64424,0.186662,-0.2785,-0.1185,0.343,-28.0055,0,0,0,0.575,252.8295,275.799,0.498171
2,1.25,406.373,4.4183,-0.0121312,0.0439474,-1.156,-1.291,-2.57525,-10.4966,0.2709085,2.104525,0.2248905,-7.572615,92.6834,83.7,0.421309,-6.687,0.184722,-0.281,-0.1175,0.3355,-25.714,0,0,0,0.583,254.429,274.825,0.498033
2,1.75,406.567,4.320955,-0.0553453,0.0264674,-1.1565,-1.2925,-2.559,-12.2296,0.4419985,2.02872,0.237093,-7.7606,92.6942,83.5,0.424029,-7.09125,0.200778,-0.281,-0.123,0.3345,-24.5675,0,0,0,0.5865,253.236,275.003,0.4981375
