DOY2,HR2,CO2,FC,G,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SW_IN,SW_OUT,T_SONIC,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,USTAR,VPD,WS
1,0.25,420.124229,0.46032975,-3.5517989585,-1.970745,5.588638339,11.30155,302.375,312.325,-7.198,99.9715,0,0,95.47779323,0,2.207,1.569881667,0.2648996,5.30425,4.067,6.2,4.908,6.5,4.9,6.05425,7.025,3.508,4.243,4.784,5.192,5.54175,5.944,6.25575,6.85875,7.635,3.123,3.9245,4.613,4.995,5.33875,5.72975,6.097,6.487,7.384,0.530653,0.85869442275,3.24106
1,0.75,419.6975,0.64454,-3.27507083325,-2.484005,5.623499996,9.510615,303.6,312.5,-6.8375,100.005,0,0,94.78336699,0,2.141,1.360097759,0.1960856,5.3,4.07925,6.2,4.933,6.5,4.9,6.067,7,3.498,4.203,4.779,5.192,5.562,5.949,6.27125,6.84825,7.635,3.12775,3.974,4.65325,4.99,5.354,5.75025,6.11225,6.50225,7.39425,0.505945365,0.852302873,3.086575
1,1.25,420.829,0.72633575,-3.682789259,-3.3377,5.5515114115,9.4735275,303,312.3,-6.78725,100.03658015,0,0,95.28261308,0,2.2725,1.3978029315,0.2415249,5.3,4.0705,6.267,4.9,6.5,4.9,6.067,7,3.488,4.168,4.779,5.187,5.572,5.939,6.266,6.864,7.635,3.0985,3.92975,4.65325,4.99,5.354,5.75025,6.11225,6.50225,7.39425,0.51768119725,0.843211469,3.0156325
1,1.75,420.73425,0.498808,-3.180544444,-2.49793215475,5.548590993,9.82905,302,313.4,-6.81225,100.0478698,0,0,95.39897187,0,2.42175,1.365488456,0.22376,5.3,4.075,6.217,4.883,6.5,4.9,6.067,7,3.493,4.14875,4.774,5.207,5.562,5.92325,6.27125,6.864,7.635,3.12775,3.90975,4.64325,4.985,5.354,5.75525,6.11225,6.50225,7.39425,0.4648705,0.828937959,2.92198
1,2.25,420.954,0.471239,-3.67815753475,-2.95814,5.397888711,7.69003,302.6,313.2,-5.7555,100.049,0,0,95.346708385,0,2.23325,1.6904432105,0.15088445,5.3,4.0545,6.27525,4.85425,6.5,4.9,6.067,7.025,3.498,4.109,4.774,5.187,5.577,5.939,6.251,6.864,7.635,3.15275,3.89,4.62825,4.975,5.339,5.75025,6.11225,6.50225,7.3785,0.4940585,0.7871019585,2.79472
1,2.75,421.26775,0.600133,-3.261027778,-2.6434,5.590868836,10.812875,303.4,313.1,-4.1595,100.051,0,0,95.822138365,0,2.287,1.218868527,-0.0226551345,5.27525,4.0705,6.27525,4.8795,6.5,4.9,6.067,7.02075,3.45375,4.074,4.774,5.192,5.577,5.944,6.266,6.864,7.635,3.19675,3.86475,4.62825,4.975,5.339,5.75025,6.09725,6.50225,7.3935,0.487052,0.7414179365,2.77779
1,3.25,424.0275,0.724576,-3.3830559375,-2.39398,5.821328038,9.41095,302.7,312.5,-5.3665,100.083,0,0,96.98665602,0,2.12,1.692370369,0.04234215,5.25825,4.08325,6.2625,4.85825,6.5,4.9,6.071,6.95825,3.46875,4.06875,4.769,5.192,5.577,5.944,6.25625,6.84825,7.61925,3.28575,3.84975,4.60325,4.985,5.354,5.75025,6.09225,6.50225,7.39425,0.469859,0.7183695295,2.725985
1,3.75,428.39575,0.608758,-3.650375,-3.043595,5.80307110375,9.87311,302.9,312.9,-5.6875,100.019,0,0,97.072473,0,2.193,1.57263510025,0.12396547,5.28725,4.01275,6.27525,4.8625,6.5,4.9,6.067,6.854,3.493,4.06875,4.769,5.187,5.577,5.944,6.27125,6.84825,7.635,3.335,3.85475,4.60325,4.985,5.349,5.76525,6.09225,6.50225,7.3785,0.485526,0.72921299525,2.74909
1,4.25,426.43325,0.489826,-3.8307415105,-2.44976,5.8209292335,8.768767833,303,312.7,-4.1595,100.026,0,0,96.0946427725,0,2.351,1.332160586,-0.04758517,5.25425,4.02475,6.28725,4.78725,6.5,4.9,6.071,6.87525,3.478,4.049,4.784,5.187,5.577,5.964,6.25625,6.84825,7.635,3.37475,3.87475,4.58325,4.985,5.349,5.74525,6.087,6.50225,7.3935,0.488737753,0.72813678125,2.7526925
1,4.75,426.262,0.613179,-3.6975,-1.60958,5.83726895425,8.6722725,303,311.1,-4.5825,100.027813425,0,0,95.8890429225,0,2.394,1.38819318125,-0.106950325,5.25825,4.02475,6.27525,4.7915,6.5,4.9,6.05425,6.9,3.45375,4.044,4.749,5.177,5.58225,5.944,6.251,6.84825,7.635,3.37975,3.87975,4.57825,4.975,5.354,5.745,6.087,6.50225,7.39425,0.51903675,0.69882317625,2.97083
