DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.2,1.41,6.01,7.515,29.465,-5.82,0.545,-85.545,-1.605,-2.385,0.65,0.08,3.455
1,0.75,0.2,1.41,6.06,7.65,28.895,-5.935,0.41,-86.51,-0.655,-4.28,0.985,0.08,3.495
1,1.25,0.2,1.41,5.95,7.465,29.7,-5.815,0.405,-86.58,-0.55,-2.63,-0.52,0.06,3.285
1,1.75,0.19,1.6,6.155,7.48,28.32,-5.83,0.34,-87.23,-0.45,-2.665,0.84,0.07,3.49
1,2.25,0.19,1.4,5.95,7.39,27.59,-5.935,0.23,-86.395,0,-4.15,0.06,0.07,3.48
1,2.75,0.18,1.56,6.31,7.405,26.48,-5.895,0.185,-85.715,-0.77,-2.44,0.47,0.02,3.32
1,3.25,0.18,1.46,6.205,7.395,24.83,-5.96,0.175,-85.775,0,-2.13,-0.22,0.05,3.43
1,3.75,0.19,1.455,6.14,7.36,25.37,-5.845,0.545,-86.27,-1.91,-3.56,0.415,0.07,3.41
1,4.25,0.19,1.61,6.26,7.46,25.66,-5.75,0.66,-85.855,0.51,-2.81,0.74,0.03,3.29
1,4.75,0.19,1.43,6.35,7.56,25.64,-5.765,0.61,-85.37,1.43,-2.735,-0.04,0.06,3.38
1,5.25,0.18,1.54,6.32,7.435,24.51,-5.925,0.545,-86.045,0.25,-2.815,0.7,0.07,3.16
1,5.75,0.22,1.47,6.11,7.3,23.59,-5.655,0.575,-85.12,1.88,-3.08,0.555,0.04,3.2
1,6.25,0.2,1.54,5.975,7.45,24.295,-5.735,0.6,-85.79,1.46,-3.605,-0.26,0.07,3.45
1,6.75,0.2,1.68,5.945,7.22,24.875,-5.465,0.57,-83.39,2.04,-3.445,0.64,0.09,3.34
1,7.25,0.205,1.5,5.925,7.39,23.12,4.945,3.43,-80.465,2.26,-3.31,0.38,0.05,3.51
1,7.75,0.21,1.435,6.065,7.41,23.62,70.69,8.645,-54.48,1.91,-1.395,1.92,-0.15,3.48
1,8.25,0.21,1.18,6.34,7.615,24.3,160.555,16.81,-18.405,2.26,2.58,7.27,-0.69,3.24
1,8.75,0.25,1.12,6.48,7.57,24.87,214.575,26.73,35.9,2.54,13.61,18.84,-2.36,3.4
1,9.25,0.28,1.36,6.585,7.74,26.495,307.6,32.945,61.27,2.54,25.575,29.39,-3.845,3.21
1,9.75,0.3,1.33,6.94,7.92,27.405,324.23,37.08,92.75,5,45.87,40.11,-4.69,3.36
1,10.25,0.3,1.52,7.165,8.35,29.05,300.805,44.565,189.07,2.11,63.53,55.04,-5.32,3.52
1,10.75,0.34,1.72,7.185,8.355,31.155,386.775,50.565,286.535,-0.38,86.52,60.165,-6.58,3.44
1,11.25,0.37,1.86,7.38,8.26,31.745,557.73,53.745,303.055,2.79,94.55,63.66,-5.9,3.19
1,11.75,0.4,1.91,7.405,8.43,33.76,576.105,58.675,335.755,-2.57,117.26,71.55,-6.675,3.32
1,12.25,0.4,1.99,7.37,8.49,35.05,586.055,59.345,342.24,2.81,118.42,67.37,-6.93,3.42
1,12.75,0.39,1.98,7.275,8.29,37.785,565.665,58.855,330.24,3.6,117.92,73.61,-6.94,3.53
1,13.25,0.39,2.06,7.185,8.335,37.835,535.925,54.685,309.045,2.67,110.76,60.395,-6.375,3.69
1,13.75,0.4,2.01,6.99,8.21,38.66,478.64,53.41,263.38,-1.29,104.81,56.46,-6.23,3.42
1,14.25,0.39,1.935,6.86,8.05,41.73,423.62,49.64,218.11,2.54,93.52,52.43,-5.41,3.38
1,14.75,0.36,1.81,6.76,7.95,43.47,333.97,40.82,160.08,2.23,79.75,48.515,-5.53,3.58
1,15.25,0.345,1.68,6.74,7.76,43.81,255.35,37.355,98.35,0.8,55.57,34.905,-3.99,3.65
1,15.75,0.3,1.61,6.545,7.67,45.05,170.165,28.015,39.73,-2.82,26.62,30.8,-2.335,3.28
1,16.25,0.26,1.52,6.54,7.6,44.24,85.98,20.735,-2.025,0,4.9,15.74,-1.33,3.44
1,16.75,0.21,1.585,6.295,7.47,43.44,22.91,9.195,-48.73,0.3,-0.505,6.25,-0.39,3.34
1,17.25,0.2,1.64,6.035,7.305,43.06,-0.95,1.165,-79.25,1.51,-4.22,1.295,0.08,3.45
1,17.75,0.22,1.67,5.975,7.23,44.64,-5.395,0.535,-83.485,-0.66,-6.38,1.16,0.12,3.44
