DOY2,HR2,PA,TA,RH,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,WS,USTAR,TS_1,TS_2,T_SONIC,G_1,G_2,CO2
1,0.25,99.775,-11.243,87.1905,0,0.703295,278.55895,300.775425,-1.6854,0.0126365,0,5.288925,0.1941075,-0.805525,-0.355905,-17.163,-3.714275,-5.243275,457.4113
1,0.75,99.7925,-11.236,86.6695,0,0.70515,277.33425,303.66835,-1.99775,0.0136365,0,5.72685,0.1941075,-0.80192,-0.37505,-17.163,-3.6875,-5.370575,457.4113
1,1.25,99.7725,-11.846,86.05225,0,0.7162425,276.28145,302.3217,-1.451225,0.0113925,0,3.366075,0.1941075,-0.8038275,-0.37767,-17.163,-3.697225,-5.44985,457.4113
1,1.75,99.7,-10.26805,85.917,0,0.6830725,275.820025,296.870625,-1.477725,0.010673,0,3.8428875,0.1941075,-0.809255,-0.381065,-17.163,-3.711525,-5.680875,457.4113
1,2.25,99.6875,-9.9568,86.5,0,0.74425,276.519175,299.4417,-3.7182,0.01070125,0,4.3197,0.1941075,-0.8135975,-0.38192,-17.163,-3.708,-5.832275,457.4113
1,2.75,99.7225,-10.4196,85.9425,0,0.69128,276.89785,303.218275,-3.111225,0.009405225,-0.000246225,4.7965125,0.1941075,-0.81743,-0.3753175,-17.163,-3.733875,-5.8793,457.4113
1,3.25,99.74,-11.50575,85.81725,0,0.755615,277.758175,301.8869,-3.5674,0.008845225,0,5.273325,0.1941075,-0.817045,-0.379425,-17.163,-3.775075,-5.965875,457.4113
1,3.75,99.71,-11.92525,85.468,0,0.6937725,279.3183,299.864225,-5.081,0.007157225,0,5.20118541666667,0.1941075,-0.8029425,-0.3727275,-17.163,-3.820525,-6.039975,457.4113
1,4.25,99.72,-12.3145,85.8955,0,0.6329075,280.3015,305.436475,-3.5154,0.0109835,0,5.12904583333333,0.1941075,-0.79996,-0.3550175,-17.163,-3.887375,-6.129875,457.4113
1,4.75,99.6975,-12.76075,86.53275,0,0.63601,280.727325,301.965175,-3.1678,0.01085025,0,5.05690625,0.1941075,-0.8105625,-0.36601,-17.163,-3.927825,-6.19065,457.4113
1,5.25,99.6975,-12.71875,86.2575,0,0.6301775,279.3351,299.73785,-3.695825,0.01313625,-0.0002463225,4.98476666666667,0.1941075,-0.8236025,-0.38462,-17.163,-3.931275,-6.200175,457.4113
