DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU
1,0.25,431.059927,8.422952,2597.1436915,1.383306,22.7082745,-18.784216,-0.314275,0.710012,0.095011,0.292795,0.089847,102.2435,93,5.517,0.638745,14.068943,0.3107755,7.805333,7.551333,7.685,7.991,8.677,11.5405,-19.347564,0,0,-1.811594,1,314.573559,334.172303,-0.006736
1,0.75,430.385092,8.471066,2617.004363,0.890488,19.932204,-12.597958,-1.054967,0.70676,0.088421,0.30344,0.090015,102.228,93.4,5.197,0.616843,13.529078,0.297867,7.811,7.557,7.674667,7.994,8.685,11.5405,-18.94386,0,0,-1.666667,1.076923,314.827614,333.005813,-0.0060625
1,1.25,428.902684,8.4183385,2700.394919,1.257924,21.583824,-17.110862,-1.387412,0.700553,0.097607,0.289579,0.092056,102.2335,93.8,5.048,0.573549,13.567407,0.30727,7.804,7.569,7.673333,7.979,8.684333,11.5405,-17.889029,0,0,-1.666667,1.076923,314.250942,333.059891,-0.007744
1,1.75,428.1643775,8.346568,2659.339807,1.537835,24.862137,-14.44674,-1.991732,0.709085,0.095234,0.299703,0.097101,102.235,93.9,4.82,0.5513,13.416331,0.295776,7.766667,7.544,7.681,7.982667,8.672667,11.5405,-18.14671,0,0,-1.666667,1,314.829143,333.522278,-0.007689
1,2.25,428.820299,8.240696,2716.9926535,1.187801,21.76847,-12.512809,-0.7894,0.682855,0.087771,0.29681,0.093986,102.246,94.2,4.784,0.511493,13.305373,0.294955,7.774333,7.553667,7.668667,7.994,8.675333,11.5405,-16.084636,0,0,-1.594203,1,314.897105,333.333511,-0.006129
1,2.75,427.906475,8.53823,2757.560276,0.723494,22.8365485,-10.762357,0.139213,0.729754,0.093987,0.287207,0.097583,102.242,94.1,4.494,0.485154,13.106933,0.2897275,7.788,7.544,7.642333,7.971,8.680667,11.528,-15.064603,0,0,-1.521739,0.923077,316.490695,334.013894,-0.006806
1,3.25,432.148661,8.326786,2695.069246,0.989211,21.570686,-12.796685,-0.215076,0.676555,0.089591,0.290914,0.094629,102.2435,94.5,4.352,0.427888,12.682036,0.280432,7.798333,7.541,7.633333,7.977333,8.678667,11.5405,-14.787921,0,0,-1.449275,0.923077,317.081144,333.264849,-0.005905
1,3.75,427.2953455,8.243699,2716.9874335,1.1571425,22.361492,-11.3277315,-0.729665,0.665067,0.090248,0.305709,0.087856,102.234,95,4.1,0.397753,12.786306,0.297399,7.781667,7.526667,7.623333,7.978,8.675,11.5405,-14.70159,0,0,-1.376812,0.923077,316.84603,332.257945,-0.006364
1,4.25,429.072458,8.2198685,2800.538292,1.480635,26.878525,-17.3158615,-0.15763,0.670199,0.093481,0.313976,0.094047,102.2315,95.2,4.056,0.393827,12.38098,0.2763,7.779333,7.506,7.62,7.973333,8.68,11.528,-14.035754,0,0,-1.304348,0.923077,317.438149,332.715981,-0.006553
1,4.75,428.3971995,8.470444,2767.850145,1.743474,25.0607105,-9.500978,-0.374636,0.677845,0.092766,0.28688,0.093028,102.223,95.3,4.112,0.368134,12.390655,0.263183,7.780667,7.501333,7.605667,7.982333,8.674,11.5405,-13.63509,0,0,-1.449275,0.923077,316.436069,332.102549,-0.007051
