DOY2,HR2,CO2,FC,G,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SW_IN,SW_OUT,T_SONIC,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,USTAR,VPD,WS
1,0.25,406.1724,-2.5527422629192,-39.0185756954133,-55.18316,1.14636404891976,-7.33096675,169.08,241.34,-87.825,97.7235525,0.044,0.06535,66.1597708714972,-4.498375,-0.4242,-16.2748142809227,-17.1695,-4.53565,-2.327,-0.4147,1.661,3.2,-4.234725,-2.4928,-0.0328,0.117,3.116,-6.978625,-3.422775,-0.6012,0.202475,0.8727,1.5754,2.277325,3.1861,4.644175,-8.578,-4.42485,-0.7445,0.235725,0.619125,1.262225,1.822,2.7731,4.388,0.052880915,0.0163146933804734,0.75664325
1,0.75,405.9433,-2.30863375,-39.110024132894,-60.0702135784948,1.15950374018429,-15.5650871184355,167.695,239.5275,-87.9625,97.714,0.046475,0.067725,64.3205623420376,-4.51565,-0.3726,-16.514986010094,-17.3245,-4.6129,-2.3023,-0.4042,1.6615,3.201,-4.2325,-2.504,-0.028,0.117,3.1165,-7.056625,-3.533475,-0.63775,0.2054,0.863275,1.5856,2.279275,3.16955,4.641725,-8.65375,-4.571125,-0.803875,0.24,0.618225,1.26855,1.798575,2.808025,4.36,0.0468687293408945,0.0180646718902972,0.378418325
1,1.25,406.17045,-1.220606,-39.3245737460098,-33.9753489136484,1.15005717184777,-22.1935929067196,167.395,239.875,-89.065,97.7363525,0.05,0.06845,65.6325577789215,-4.66385,-0.282875,-17.336914436879,-17.3515,-4.7705,-2.2966,-0.38805,1.6615,3.201,-4.19525,-2.52075,-0.028,0.102075,3.1165,-7.190475,-3.590425,-0.69475,0.206375,0.863275,1.5856,2.279275,3.16955,4.6265,-8.474,-4.7425,-0.69475,0.233175,0.621075,1.269025,1.85515,2.78655,4.377,0.039144110755762,0.025383915814658,0.73324965
1,1.75,406.50195,-0.999450456820902,-41.5669815004519,-33.9580006490199,1.15261319027571,-1.44514597128624,168.4025,238.665,-89.035,97.74592,0.050475,0.065,65.3844029723439,-4.91235,-0.19065,-17.6970745769385,-17.552,-4.809,-2.3431,-0.37105,1.6615,3.195775,-4.25625,-2.55025,-0.028,0.107925,3.12,-7.307325,-3.6298,-0.7204,0.213,0.863275,1.567075,2.279275,3.16955,4.6265,-8.732,-4.85545,-0.67575,0.22985,0.583575,1.211025,1.820575,2.787025,4.4155,0.0477849577534198,0.0148673399320139,0.60615
1,2.25,406.452125,-1.841292,-39.3962641672387,-46.6346925,1.15165470202995,-21.6601082731974,167.05,237.02,-87.9025,97.76595,0.04795,0.064175,65.0366098893188,-4.5772,-0.23205,-17.6542648633043,-16.48,-4.931,-2.4074,-0.3549,1.6615,3.201,-4.3315,-2.61225,-0.048,0.109575,3.1198,-7.41975,-3.68675,-0.535925,0.1934,0.863275,1.567075,2.279275,3.16955,4.641725,-8.794,-5.007825,-0.6767,0.221,0.602575,1.269025,1.820575,2.81505,4.414,0.0452842025,0.0143744670574423,0.522163725
1,2.75,406.4681,-1.18310875,-40.6903918247098,-40.0777249877775,1.1351209586835,-5.78123257967617,171.495,237.24,-87.5875,97.78496,0.05,0.064175,65.0064967762709,-4.5355,-0.3462,-17.518695675996,-16.53,-4.9823,-2.4799,-0.3549,1.6615,3.195775,-4.410675,-2.68185,-0.0456,0.10835,3.133,-7.525675,-3.7803,-0.449,0.201,0.863275,1.567075,2.279275,3.16955,4.6265,-8.708,-5.10225,-0.670825,0.218,0.60305,1.25905,1.83905,2.774575,4.341,0.052807905,0.0185146271747811,0.52139074506794
1,3.25,406.1505,-2.906707,-37.3988986252041,-51.6187772190746,1.03959759480985,-4.87069204893952,170.4875,238.3,-87.5625,97.580165,0.05095,0.0639,64.564377076765,-4.635975,-0.261775,-18.3635968509999,-16.55,-5.0629,-2.5819,-0.33875,1.6615,3.195775,-4.502525,-2.7225,-0.0456,0.2357,3.137,-7.618325,-3.854825,-0.46325,0.201,0.8495,1.567075,2.279275,3.150525,4.6265,-8.756,-5.19815,-0.7038,0.255675,0.6211,1.211025,1.8732,2.81605,4.38,0.048456105,0.0124759453364219,0.40480595
1,3.75,405.896,-1.9904050364141,-38.2637226880699,-48.5364540434432,1.06891448592741,-25.3900587751378,167.3425,237.4,-86.9725,97.680615,0.05,0.06545,64.9368990177551,-4.7205,-0.2258,-18.0501605832482,-16.52025,-5.1035,-2.6601,-0.3226,1.647,3.201,-4.545925,-2.76675,-0.0456,0.2357,3.1202,-7.711725,-3.92935,-0.46325,0.201,0.8495,1.567075,2.279275,3.16905,4.6265,-8.866,-5.236575,-0.728825,0.2533,0.5831,1.269025,1.8381,2.795575,4.378,0.049442125,0.014070309541332,0.28611348588305
1,4.25,406.3392,-3.27770440637669,-39.5160299255987,-39.3977242400979,1.11675643487608,-9.77699,167.9225,237.37,-87.01,97.7485425,0.04895,0.064725,67.5145874864402,-4.37465,-0.288525,-17.236834265897,-16.81,-5.2418,-2.735,-0.3226,1.6615,3.201,-4.5936,-2.8706,-0.0456,0.1,3.133,-7.810125,-4.040475,-0.48225,0.1934,0.855,1.547575,2.28755,3.16905,4.6265,-8.96,-5.3472,-0.684325,0.23415,0.62205,1.279,1.82105,2.808025,4.38,0.0455903,0.0106545033261475,0.606379125
1,4.75,406.7765,-1.716564,-37.335603680898,-32.3149577630745,1.09368781639252,-3.37676882434899,168.4825,234.4825,-86.2525,97.80385,0.045375,0.0639,59.3101271231672,-4.436325,-0.283775,-18.1711097590857,-16.875,-5.3231,-2.768,-0.30645,1.6615,3.195775,-4.656775,-2.926325,-0.0456,0.08385,3.1066,-7.882225,-4.0794,-0.49175,0.1934,0.8495,1.547575,2.28755,3.16905,4.6265,-9.022,-5.39465,-0.728975,0.259,0.60305,1.250025,1.8181,2.787025,4.415,0.026734695,0.0138158792333458,0.52031445
