DOY2,HR2,H,SH,LE,SLE,FC,SC,TAU,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,USTAR,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_1_2_1,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,-59.533355,-5.64528,-8.1388895,-3.684805,-0.450832,-0.1931545,-0.325435225,354.5362,0.168337202175,2.3764075,0.010143561,0.211880675,0.1778783,0.072305,0.5688902,0.0322375,-0.5747474,0.0843825,-3.37495,16.49975,84.7,0.74921420015,-3.60335,-5.75835,-3.0594,-38.652449,-29.532475,-0.015714098,-0.05726883,-76.128175,-0.0283781165,-0.19074908
1,0.75,-64.3197225,-7.5019675,-6.4805705,-2.6050295,-0.3629539155,-0.0917625,-0.310546925,354.5632,0.19028404445,2.1729775,0.009947429,0.22843025,0.203048625,0.06591,0.4880028,0.039745,-1.687468,0.097405,-3.6671,16.915,84.7,0.8677863947,-4.10215,-6.3267,-2.98635,-41.193331,-29.1851,-0.009136932,-0.0712387,-75.180875,-0.029943058,-0.18278018
1,1.25,-58.7741675,-8.0441155,-8.4879025,-3.62214,-0.4427395,-0.0814375,-0.30695415,354.591825,0.1854999992,2.394775,0.00992348135,0.20007235,0.1932769,0.066025,0.5488726,0.0456425,-1.6962364,0.076775,-3.454825,15.65025,84.7,0.868557987,-4.32125,-6.85545,-3.202775,-40.18853625,-29.764675,-0.0090956728,-0.066562223,-75.8508,-0.0319100605,-0.18608628
1,1.75,-64.6148475,-7.215757,-5.8321145,-3.831565,-0.40593252625,-0.0910125,-0.275818025,354.841375,0.195448099875,2.2316775,0.0095018585,0.207309925,0.195336675,0.0653675,0.5431108,0.0418,-2.0507068,0.0703725,-3.352725,16.6765,84.7,0.83731063245,-4.774275,-6.6924,-3.55205,-40.00303075,-30.608775,-0.01030873,-0.060119589,-75.5647,-0.029339371,-0.17728795
1,2.25,-63.283975,-7.406429,-5.126078,-3.72032,-0.4922886,-0.104722225,-0.319647425,354.860125,0.19145732745,2.46153,0.009356989,0.2376773,0.176308675,0.0639575,0.375072,0.037315,-1.9265104,0.12300705,-3.47965,17.17825,84.7,0.76513035875,-4.89835,-6.722575,-3.503,-38.6064885,-30.6213,-0.0083911904,-0.061800133,-75.13175,-0.02497554,-0.18528323
1,2.75,-59.2025075,-9.13817525,-6.42002,-3.065595,-0.591774243075,-0.0966,-0.45956265,354.76705,0.20625986475,2.24331,0.00901409975,0.22133415,0.18428585,0.061225,0.448567,0.0371025,-2.350114,0.07795,-3.5661,17.33,84.7,0.7698673716,-4.984,-6.856575,-3.630925,-38.66225125,-30.83325,-0.006423117,-0.058921822,-73.464825,-0.0240977585,-0.19494992
1,3.25,-73.5509275,-7.98564725,-5.576529,-2.95103,-0.92850579175,-0.112432575,-0.2661711,354.86255,0.21942810035,2.480512,0.00891746235,0.2187518,0.1920185,0.06077,0.431469,0.0427775,-1.95207,0.11270725,-4.723075,17.995,84.7,0.7157786845,-5.160125,-6.950625,-3.990375,-38.82092125,-30.30845,-0.00583795,-0.0661741,-75.61065,-0.0308086075,-0.20065995
1,3.75,-62.96584,-11.446385,-5.622609,-3.81790575,-1.0555594114,-0.078175,-0.441364025,354.6606,0.171830258925,2.22932375,0.008335114,0.23914495,0.189945325,0.06542,0.3487658,0.0416175,-2.578868,0.0903525,-4.311025,17.8,84.61,0.679367837875,-5.54015,-7.336275,-4.707375,-40.91479275,-31.365375,-0.0060768606,-0.0589549,-75.689275,-0.0252915465,-0.197478
1,4.25,-66.388725,-10.8581575,-7.3740915,-4.5886,-0.4332086,-0.2485255,-0.3944225,354.6211,0.23071284145,2.65129,0.011624110475,0.2190625,0.205821,0.06505,0.393506,0.03227,-2.842688,0.105187,-4.9692,16.57,84.61,0.677485186375,-5.3025,-7.252825,-5.37135,-42.075706,-31.7681,-0.009982866,-0.057459679,-76.6188,-0.0248726035,-0.19476767
1,4.75,-64.49901,-10.38415,-5.344945,-3.489202,-0.43029875,-0.199238,-0.2934445,354.287325,0.182006042,2.63793625,0.01082720015,0.2372695,0.1993595,0.0629,0.2973668,0.04158,-2.895311,0.104296,-5.23855,17.18,84.61,0.59670588475,-5.7746,-7.840475,-5.79785,-42.616694,-32.08715,-0.010997794,-0.056777993,-75.88305,-0.029665006,-0.19331508
1,5.25,-62.96392,-8.6669725,-10.01673,-2.90315325,-0.6128672466,-0.143287025,-0.316988,355.039275,0.2185146997,2.462665,0.0098157671,0.2463075,0.1882095,0.06415,0.3299522,0.0389683875,-3.2372,0.1159145,-5.1035,18.4815,84.61,0.543998502625,-6.2189,-8.000075,-5.70415,-44.551628,-32.9262,-0.0097765512,-0.063110228,-75.2489,-0.0341443415,-0.20168616
1,5.75,-57.5515075,-8.686595,-6.65903625,-2.7130285,-0.4948288608,-0.1064255,-0.33104165,354.962075,0.189413666475,2.3585168936,0.007383106375,0.213911825,0.18888595,0.0599575,0.3372298,0.03325,-3.0713608,0.0941625,-5.2903,19.1755,84.61,0.46593677715,-6.475525,-8.82625,-5.672425,-42.8150685,-32.57684425,-0.011780532,-0.05777388,-72.877425,-0.0279792815,-0.18447234
1,6.25,-66.529125,-11.3315,-4.69615125,-2.6513275,-0.5641548,-0.373948,-0.407912,355.04235,0.224808711,2.5619198983,0.0085166244,0.2128645,0.201383,0.05475,0.3611484,0.04657,-3.385568,0.1035845,-5.372025,19.4945,84.7,0.549525264175,-6.38995,-8.7145,-5.689575,-43.91725,-34.17909725,-0.011604486,-0.056760896,-72.881475,-0.027420653,-0.19820974
1,6.75,-52.75785,-11.1485,-8.308188,-2.62522,-0.4284227,-0.1881985,-0.29006265,354.87845,0.182499918,2.6039755,0.0099063329,0.208328675,0.182939675,0.05905,0.383064975,0.042985,-3.19992375,0.0644375,-5.382175,20.43275,84.71,0.54040661795,-6.58465,-9.146,-5.911825,-42.0430595,-34.052552,-0.0099416824,-0.043830039,-72.229325,-0.029340633,-0.15982457
