DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,TA,RH
1,11.75,0.01903,35.523,22.2736,0.453325,2.489585,0.3405755,2.936135,407.028,3.57762,1.20634,1.30267,0.5076605,0.381478,237.4083,69.12752,300.17904645,329.8217569,599.1,2.258,89.7
1,12.25,0.0209,43.0894,17.898075,0.20104,2.597515,0.3537735,3.20366,392.83075,3.97781,1.22675,1.19059,0.531041,0.317458,264.744,80.35175,301.5148295,331.6163752,675.3,2.823,89.6
1,12.75,-0.03155,51.4624,22.3292,0.27211625,2.627125,0.333105,3.36886,378.74875,3.90318,1.267795,1.24996,0.543325,0.318545,323.0586,101.2371,298.5870006,334.00530815,799.2,2.812,89.4
1,13.25,-0.0152,44.2279,19.5978,0.031725,2.31232,0.314336,3.76015,380.27575,3.8930925,1.159425,1.209,0.527865,0.331615,315.01,104.239,298.94125965,329.68861775,901,2.669,87.1
1,13.75,-0.00429,33.2042,20.49835,0.145074,2.5453,0.3384845,3.57662,379.888,3.6320025,1.18185,1.27828,0.516987,0.35448975,371.5409,99.23234,298.3912462,328.58975145,833,2.661,87
1,14.25,-0.007995,39.42495,23.34185,0.5962255,2.65475,0.3670635,3.31338,379.8775,3.69399,1.176035,1.387555,0.5438075,0.325829,315.7668,94.09621,297.4020922,330.33545975,710.7,2.603,86.2
1,14.75,0.012105,18.76385,21.6028,0.016796,2.571925,0.3328905,3.42273,387.007,3.95103,1.23592,1.333935,0.5587025,0.223439,309.9333,82.09621,300.74227575,333.22602835,737.1,3.033,86.1
1,15.25,0.05435,13.46205,16.93795,0.33209,2.493965,0.318106,2.6798775,382.9465,3.758385,1.173805,1.259505,0.534258,0.20410225,214.7999,64.06549,299.30450675,329.29682275,522.2,2.711,85.1
1,15.75,-0.01965,9.53164,15.6561,0.150166,2.26811,0.3123655,3.199705,381.181,3.720345,1.15545,1.268,0.5062305,0.2216785,200.0799,60.11291,299.89495145,332.2201732,470.9,2.967,85.2
1,16.25,0.02915,5.63864,11.417,0.5269805,2.157525,0.327437,2.74127,380.25675,3.65286,1.0856,1.13181,0.5159885,0.164938,118.9825,40.65715,299.469995,329.31988255,294.6,2.854,85.6
1,16.75,-0.01269,1.1366125,10.936075,0.431534,2.1523775,0.2876865,3.10671,381.439,4.1247975,1.083525,1.13698,0.4693115,0.20812225,59.337595,24.175095,305.466153775,327.89984445,155.4,2.69625,86.7
1,17.25,0.01745,1.082306,8.5308575,0.408837,1.9481375,0.2932435,2.2795575,381.762,3.2633975,1.027145,1.0586975,0.46954275,0.27312825,19.97737,8.1728565,306.380465575,326.69131675,63.5925,2.33,86.225
1,17.75,0.01075,-0.2472585,7.39934,0.480336,2.0001075,0.24113625,1.9709775,380.007,2.74687,1.0650625,0.95989925,0.4505955,0.219254,3.716713,2.6982595,307.758444275,324.220600375,13.325,2.13125,85.975
1,18.25,0.0021,0.2462335,8.58552,0.813215,1.9201325,0.25988625,1.672635,376.376,2.7398275,0.93069275,0.99828825,0.44298125,0.29194,-0.320068225,1.32430175,307.4832846,324.94019535,0.637,1.87825,87.875
1,18.75,0.0097375,-0.6821125,10.4351225,0.715555,2.26686,0.24403075,1.41429,380.513,2.7454625,1.08102,0.92344825,0.536195,0.2579795,-0.364934975,1.32856325,307.397919625,324.28990975,0.06675,1.7825,88
1,19.25,0.00538,1.972655,8.5421225,0.66578,2.055235,0.2734555,1.502415,381.43775,2.6331975,1.013502,0.9372695,0.478043,0.272105,-0.370170775,1.4497025,307.3181751,325.0087402,0.04925,1.70425,87.7
1,19.75,0.0057,0.937948,12.672,0.57417775,2.231165,0.261521,1.533575,385.475,2.708515,1.010775,0.8909995,0.4261215,0.293463,-0.40273305,1.38642475,309.39749065,327.60222045,0.05275,1.623,87.95
1,20.25,0.010095,0.3345425,12.546475,0.66039825,2.19316,0.2884935,1.42373,379.77725,2.572015,0.9020745,0.8643855,0.4168475,0.2330005,-0.4352367,1.35457825,309.74836785,325.90035025,0.0495,1.645,87.3
1,20.75,0.003985,0.358872,8.62647,0.98085325,2.252305,0.26984,1.360095,378.9935,2.56491,1.05256,0.907468,0.4835905,0.2443305,-0.405383825,1.35948075,310.06310215,324.1187461,0.0605,1.709,88.8
1,21.25,0.00701,2.301995,9.1904625,0.644785,2.04854,0.2578055,1.3564175,382.4105,2.803375,0.9962725,0.972667,0.4476465,0.2262545,-0.484955725,1.24376625,309.29088585,323.252737575,0.059,1.69625,89.3
1,21.75,0.004845,-0.44200275,11.9873,0.57226975,2.217525,0.267557,1.10293,378.3425,2.69376,1.079375,1.06688,0.463328,0.2298215,-0.414747825,1.2594055,304.5371031,321.463207,0.05925,1.47575,89.575
1,22.25,0.00435,1.49408,9.77228,0.41552575,2.005625,0.28814,1.29723325,378.4625,2.73748,1.028045,1.0040565,0.4364405,0.2009335,-0.510007575,1.1106955,304.4598746,322.97930375,0.058,1.52125,89.5
1,22.75,0.002805,1.93346,10.9523,0.56262875,2.185835,0.2729105,1.1541725,378.338,2.7506,0.9975535,1.000169,0.4574495,0.1422885,-0.455214225,1.102396,302.15289555,322.883394525,0.0505,1.3475,90.875
1,23.25,0.00548,2.145845,16.3205,0.58773,2.109995,0.2860605,1.02992825,377.743,2.81433,1.003809,0.9453025,0.429965,0.185709,-0.45638375,1.101857,302.0618554,322.172107725,0.05925,1.2025,91.2
1,23.75,0.003885,1.633035,13.219975,0.419199,2.1505975,0.275559,0.539505,382.40725,2.7833925,1.00868525,0.954642,0.45712225,0.1878985,-0.53492535,1.08612325,301.943104825,320.3704905,0.054,0.99925,90.9
2,0.25,0.00312,1.99638,14.3023,1.16779,2.10129,0.249753,3.27897,409.8085,3.98,1.10688,1.07123,0.446437,0.235755,-0.42599655,1.5053845,306.6062608,328.2315118,0.052,1.1345,92.8
2,0.75,-0.00197,2.47282,12.449475,1.011476,2.08261,0.219161,3.02307,412.841,3.6621575,1.02993,1.01741,0.452573,0.246003,-0.39298705,1.439669,311.4021389,328.3787983,0.054,1.171,92.2
2,1.25,-0.00441,0.800978,12.734125,0.791302,1.88538,0.254299,2.30362,413.0365,3.92448,0.939198,0.881285,0.398153,0.234502,-0.2814909,1.4287705,305.256839,327.7031747,0.0585,1.1695,91.55
2,1.75,0.000211,1.36857,14.38005,0.6416115,1.77574,0.239361,2.8806,408.908,3.97333,1.0088,0.988762,0.400758,0.226365,-0.23584355,1.3539855,308.2931312,326.9719926,0.0535,0.7605,91.25
2,2.25,-0.00766,1.16176,15.7308,0.6055535,1.75115,0.264973,2.51977,408.7395,3.779255,0.975257,0.93464,0.45098,0.236128,-0.25136,1.3712405,310.8978782,326.4635783,0.0715,0.684,90.85
2,2.75,-0.00305,2.888555,13.3332,0.70507875,1.8764,0.273743,2.08733,412.62625,3.59978,0.986495,0.904137,0.432524,0.20840625,-0.38957725,1.477194,309.6021205,324.653009225,0.061,0.4995,91.1
2,3.25,0.0025,0.98495275,13.1681,0.62645725,1.6769,0.273271,1.8003,411.36625,3.4533025,0.905414,0.826731,0.400694,0.21080925,-0.36656325,1.4355595,307.4617974,323.7732394,0.0625,0.5975,91.2
2,3.75,0.004215,1.5345475,13.09185,0.73318675,1.8763825,0.249603,2.25504,411.24425,3.424745,0.91169725,0.7554945,0.3776725,0.22204225,-0.39565085,1.2558575,310.227577275,325.44448355,0.0595,0.213,91.65
2,4.25,0.002385,2.5032,12.8446,1.19282,1.93956,0.2880365,1.792255,408.836,3.420715,0.875605,0.8908155,0.398763,0.213825,-0.54364475,1.5575825,312.350390775,323.01477145,0.0695,0.2555,91.65
2,4.75,0.00284,1.0668625,13.702725,0.784783,1.765295,0.2402945,1.97129,409.436,3.4166625,0.8753325,0.855647,0.382353,0.191265,-0.427209425,1.514196,309.61024945,324.3757289,0.0595,0.17375,91.95
2,5.25,0.00108,0.0013015,13.931325,2.53085,1.844135,0.27102675,1.837365,415.253,3.657425,0.99926775,0.935964,0.41270575,0.2426635,-0.590250775,1.5552045,306.1090794,321.71945195,0.0655,0.17875,91.35
2,5.75,-0.002555,1.71711,11.269075,2.107955,1.822895,0.2514315,1.5522075,411.5105,4.01507,0.880155,0.9381435,0.406469,0.2233455,-0.531346,1.355509,305.016278175,322.1891814,0.057,0.224,90.9
2,6.25,-0.002955,0.79617525,13.8864,0.785655,1.753325,0.283686,1.17777,411.3675,3.52344,0.8550125,0.8998965,0.3962925,0.19543225,-0.4603975,1.418388,306.1295086,320.09577155,0.061,0.013,89.9
2,6.75,0.00976,0.654266,12.5629,0.693736,1.7953,0.324677,1.5245925,413.4345,3.66991,0.936409,0.9328895,0.493102,0.208316,-0.4287702,1.535841,311.47690275,320.6905832,0.059,-0.017,90.3
2,7.25,0.00309,2.16054,20.3131,0.925976,1.9966325,0.286822,1.129095,412.0725,3.62579,0.9333225,0.9366025,0.4432405,0.3152355,-0.2046399,1.684834,308.6429671,319.705294425,0.702,-0.064,90.4
2,7.75,0.001055,1.068061,19.646,1.1019575,1.84856,0.2779135,1.11372,413.926,3.71802,0.9364555,0.901179,0.4169735,0.234526,4.92111,4.046225,306.612008175,319.5268401,15.07,-0.284,91.1
2,8.25,0.007945,4.807855,21.6703,0.999741,2.184835,0.306249,1.51304,412.654,3.87929,0.968933,0.9835895,0.465054,0.315749,31.54725,16.39205,305.9271949,324.2497024,74.79,-0.203,90.8
2,8.75,0.01415,9.08926,20.565375,0.66381,2.512945,0.354065,2.420195,412.0425,3.85034,1.192145,1.183675,0.5541875,0.198718,73.45509,37.4189,305.304068225,325.1333663,180.8,-0.007,89.8
2,9.25,-0.001575,17.91955,25.63425,0.650888,2.81012,0.32087,2.550685,411.557,3.822205,1.228385,1.214575,0.57905,0.24224825,132.668,73.01302,303.8177753,324.624724475,319.4,0.581,87.7
2,9.75,-0.0166,16.3858,30.13105,0.8207615,2.83916,0.3495415,3.2340025,405.164,3.3515775,1.324515,1.54341,0.611856,0.2709725,194.912875,99.80272,305.669376925,325.0128708,501.525,0.9645,85.8
2,10.25,0.021775,14.660475,31.3092,0.5243345,2.795745,0.3652695,3.55472,404.438,3.36757,1.2787975,1.4041175,0.58424525,0.260215,291.043825,123.016575,304.6307521,326.8850703,644.55,1.21325,84.625
2,10.75,0.0212,14.78625,25.9716,0.5386865,3.0614,0.3560695,3.6262425,400.65375,3.54889,1.3380475,1.5532725,0.61451675,0.27715875,316.643175,139.688375,311.63705195,325.5329931,709.2,1.54525,83.5
2,11.25,-0.01785,18.39355,20.762425,0.5388105,3.146855,0.36109,3.55995,405.90075,3.7146175,1.35228,1.47902,0.594154,0.3172895,356.35215,170.065375,308.998427775,324.637967225,800.125,1.66125,83.55
2,11.75,-0.0274,22.72555,29.4368,0.212307,3.062425,0.359049,3.88856,407.828,3.88994,1.32706,1.54039,0.5925605,0.2922885,450.222175,184.953425,302.013205025,324.3891174,977.5,1.78225,83.775
2,12.25,-0.0212,22.4106,23.4696,0.316354,3.010145,0.3537835,3.889905,405.521,3.9483325,1.3463425,1.543185,0.6031225,0.271142,442.4252,194.50555,303.056390625,325.35745945,1052.25,1.8835,82.275
2,12.75,0.084525,21.847025,24.8162,0.34571125,2.8463775,0.37251025,4.37497,406.264,4.09741,1.356725,1.451805,0.5967045,0.30607525,474.4447,191.51985,305.53403365,328.7865591,1116.5,2.1575,81.75
2,13.25,0.052225,18.399275,20.28,0.355976,3.21826,0.37441475,4.491525,406.464,4.0845,1.3816275,1.480455,0.594846,0.2779505,442.912525,195.9126,304.96431645,326.8182016,1086.75,2.562,80.5975
2,13.75,0.074725,17.67645,28.675275,0.433291,2.896515,0.36877425,4.3734975,406.947,3.7256575,1.19635,1.3408725,0.558056,0.27472475,382.116775,183.211175,305.7463004,324.3441867,965.5,2.49775,78.88
2,14.25,0.1263155,26.9968,26.14345,0.81779875,3.06986,0.412614,4.41568,406.9955,3.827735,1.28893,1.542025,0.6245055,0.290416,386.2629,180.262175,305.6879907,324.8604163,975.25,2.47825,79.9775
2,14.75,0.0299,15.968275,25.92555,0.432198,2.87261,0.32527825,4.5422025,409.651,3.84494,1.2696325,1.514,0.55866375,0.283974,410.40915,154.8992,316.076092625,327.427560125,980.25,2.66275,78.0675
2,15.25,-0.0339,17.133475,18.90365,0.5544205,2.631785,0.312027,4.6539175,409.7395,3.86173,1.183625,1.357005,0.5213275,0.27686,342.7586,143.3113,310.17559,331.352139075,874.75,2.71525,78.795
2,15.75,-0.01715,15.2031,21.88055,0.759226,2.765705,0.2772915,3.920205,410.5,3.7395975,1.179855,1.28367,0.4800985,0.2096255,239.5276,123.042675,304.9989689,327.53897455,581.325,2.63275,77.7375
2,16.25,-0.0112,7.918615,25.7558,0.380794,2.5041775,0.2844555,4.02074,411.46575,3.92774,1.1262825,1.24582,0.46476575,0.200034,210.4225,103.31685,304.917455275,329.71995755,549,2.45975,81.025
2,16.75,-0.0115,4.451725,18.9814,0.4131155,2.708345,0.2877855,4.23393,408.4485,4.03894,1.160625,1.31259,0.499986,0.200887,162.235625,84.3001275,308.4568732,330.10823785,401.65,2.41775,81.425
2,17.25,-0.0109,1.10301,13.6477,0.897567,2.22715,0.275551,4.71711,410.029,4.490885,1.04823,1.17079,0.471085,0.2442215,94.63017,51.24642,308.4293202,331.3358663,246.85,2.345,81.6
2,17.75,-0.00895,1.81584,11.9793,0.760767,2.13898,0.25274,4.57999,411.628,4.38406,0.990946,1.00848,0.388835,0.34758975,44.939185,21.0578,309.6449159,329.9369794,120.6,2.154,83.2
2,18.25,0.000599,6.92364,10.115285,0.8923025,1.99286,0.25071,4.61973,410.8265,4.32174,0.948008,0.844937,0.396189,0.419921,7.6208415,5.224661,311.1065062,332.1797407,32.005,2.1095,84.65
2,18.75,0.000816,1.93407,5.70205,0.8831345,1.71578,0.22782,5.18958,410.35475,4.774065,0.867551,0.865114,0.403168,0.349146,-0.2846259,1.6599115,311.5797849,333.4833455,1.6405,1.5925,86.05
2,19.25,0.00389,2.70122,8.4317825,1.15968,1.81745,0.215041,4.89859,411.854,4.806165,0.821478,0.826902,0.372326,0.27553,-0.53880835,1.396128,311.709776,332.1562643,0.042,1.5085,85.3
2,19.75,0.00517,2.93823,10.0309,1.28111,1.79608,0.195812,4.09561,411.98,4.62426,0.755594,0.767333,0.346079,0.36843575,-0.51663605,1.5418325,312.8804533,331.178322,0.0375,1.2085,87.1
2,20.25,0.00356,0.245779,6.473615,1.27749,1.7885,0.193201,4.32987,413.089,4.433535,0.84804,0.788649,0.326897,0.3481815,-0.47522325,1.875066,313.1955235,331.7484689,0.039,1.3505,88.55
2,20.75,0.00465,0.749845,4.3357,0.836417,1.73103,0.245058,4.81279,412.512,4.3736275,0.893286,0.831696,0.403011,0.34473,-0.36673845,1.74924,314.065328,332.7155417,0.052,1.433,90.05
2,21.25,0.00727,3.33973,6.53722,1.61483,1.68409,0.236562,3.67833,413.988,4.336105,0.836167,0.845612,0.382486,0.354735,-0.4273527,1.690796,309.1519651,330.6566424,0.041,1.5945,90.5
2,21.75,0.00911,-0.181687,11.0983,1.32958,2.1571,0.260442,4.01364,415.161,4.2887275,0.930642,0.913005,0.391828,0.265203,-0.42959415,1.7534905,308.2711226,331.2003649,0.048,0.9205,91.6
2,22.25,0.00242,-0.313073,12.0163,1.1079225,2.20678,0.229964,4.02095,414.8385,4.31194,0.943917,0.976112,0.427632,0.297118,-0.3611847,1.668523,312.8743733,331.820607,0.06,0.944,91.75
2,22.75,0.00377,1.24444,16.137,1.18093625,2.28738,0.215894,3.69984,415.309,4.09224,1.03303,1.01868,0.448831,0.298633,-0.3516579,1.6707255,313.4764377,330.9886795,0.052,1.0825,92.2
2,23.25,0.0041,1.24869,13.14045,0.848431,2.05165,0.261592,3.36757,413.999,4.32566,1.03847,0.969792,0.447019,0.341824,-0.4548784,1.6198705,312.3084754,328.9411522,0.059,0.9515,92.65
2,23.75,0.00417,2.35202,12.6723,1.2341,2.05614,0.248745,3.27218,413.571,4.17184,1.02607,1.00296,0.472068,0.246271,-0.4754292,1.5666255,306.3356394,328.661073,0.0655,0.9045,92.1
3,0.25,0.0070325,1.0937975,12.1827,0.99387225,2.1601,0.26305125,4.198465,412.452,4.14815,1.0364025,0.9647235,0.42910675,0.27413775,-0.413923,2.607246,313.5311614,334.36379815,0.122,4.578,92.6
3,0.75,0.0034175,0.9644795,13.4698,1.1714625,2.4469875,0.27205725,3.8187825,413.97275,4.9673025,1.044515,0.95367325,0.42544175,0.2738675,-0.5789603,2.41572,307.0212699,334.376347775,0.125,4.758,93
3,1.25,0.0067275,3.851325,11.6979,0.797987,2.2348175,0.24669375,4.57943,416.448,4.87977,1.07391,1.007437,0.4562805,0.267515,-0.751497,2.453867,306.6454898,335.244824375,0.135,4.087,93.5
3,1.75,0.00409,1.514105,11.199,0.964102,2.121915,0.2604215,4.0156375,417.045,5.19196,0.96442175,0.86016525,0.39306575,0.295066,-0.7693216,2.572707,302.0415511,334.60672635,0.168,4.566,94
3,2.25,0.0036975,2.3393225,7.60944,0.9897565,1.970465,0.2402845,3.4502775,412.1195,4.139735,0.9814055,0.95472175,0.42367425,0.229712,-0.4678274,2.919024,303.636591475,329.919084625,0.12,4.379,93.4
3,2.75,0.007705,1.097005,9.17156,0.87317475,1.9883025,0.254474,2.9660275,410.845,4.9419725,0.92750375,0.8488885,0.3933025,0.257208,-0.3611684,2.535988,301.98561665,328.247893725,0.134,4.103,94.4
3,3.25,0.00326,0.7892915,10.70645,0.920031,1.94449,0.245751,2.847815,416.942,5.15113,0.9272545,0.880099,0.417787,0.207647,-0.3344395,2.62057,300.48725635,327.5457671,0.139,3.965,94.2
3,3.75,0.008995,1.827795,5.9625175,1.144475,1.75898,0.2561,2.758025,423.939,5.0611475,0.922556,0.8295375,0.399463,0.21236325,-0.4620904,2.568477,298.19133915,329.5026368,0.133,3.522,93.8
3,4.25,0.037715,2.944525,8.01785,0.954595,1.840005,0.25178775,2.62062,423.3535,4.93804,0.8698805,0.78978225,0.40240225,0.197249,-0.3004744,2.428011,299.79830455,328.92765715,0.146,3.378,94.4
3,4.75,0.02065,3.50825,7.42314,1.2361725,1.792735,0.2194045,2.84194,417.6995,4.0522025,0.9527375,0.7918165,0.4157215,0.22024925,-0.4264773,2.420012,295.108912875,329.32246355,0.148,3.34,93.7
3,5.25,0.009375,1.57052,11.3365525,0.8294715,1.752555,0.228298,3.25993,412.349,4.3352525,0.845983,0.8438145,0.378927,0.207369,-0.4311145,2.468507,295.5702456,330.7796638,0.153,3.083,93.7
3,5.75,0.010185,0.828489,13.66975,1.6650575,1.672645,0.212894,3.648205,414.74875,4.96769,0.9102805,0.7575575,0.370348,0.2303385,-0.56391,2.392705,302.280685325,331.033969525,0.189,2.902,93.4
3,6.25,0.00413,0.58378575,8.611335,1.380975,1.600365,0.2303665,3.23039,413.833,4.611525,0.820223,0.730723,0.343083,0.271025,-0.361818,2.644325,290.91933985,328.50228965,0.371,2.836,93.6
3,6.75,0.01023,2.234205,11.28085,0.72207125,1.60556,0.203044,3.53874,415.7405,4.53057,0.857388,0.65638,0.337989,0.3360125,1.293162,2.94745,307.170630375,330.28349185,5.198,2.682,94
3,7.25,0.0237,4.32427,14.254325,0.8386835,1.72325,0.2637275,3.76941,415.618,4.7914125,0.916775,0.717758,0.373776,0.33756325,25.231,6.062173,299.978811425,329.9647381,49.5,2.686,93.5
3,7.75,0.008605,7.616485,28.1197,0.7022025,2.21336,0.3144985,3.920885,413.624,4.97703,1.001297,1.108245,0.4704155,0.351572,77.49025,16.1547,313.292847275,331.073409325,148.4,2.876,92.5
3,8.25,0.014485,15.4554,26.177525,0.379328,2.503575,0.3454655,3.88041,414.008,4.6201225,1.094465,1.068665,0.4752535,0.40793075,195.7141,28.04246,307.85931905,331.421261775,361.9,3.278,91.1
3,8.75,0.00747,22.4817,28.0998,0.402522,2.67648,0.3458275,5.742955,413.3605,4.79569,1.22626,1.234595,0.5068485,0.468102,268.4873,39.86677,309.705859625,335.017227675,606,3.638,89.3
3,9.25,-0.014155,34.229575,37.67545,0.468864,2.99447,0.3901605,5.863015,411.608,4.95593,1.370165,1.31604,0.5393705,0.450384,359.4036,52.62028,300.341715425,335.679212625,874,4.035,88.2
3,9.75,0.0177,47.3069,34.8489,0.132429,3.299865,0.4175255,6.414695,413.13,5.62295,1.42353,1.41582,0.5807565,0.446727,528.5065,71.36089,301.202625925,338.32363985,1085,4.642,83.9
3,10.25,0.0238,66.9767,44.26575,0.497389,2.83676,0.4220815,6.6756,412.622,4.877555,1.35727,1.36927,0.5762815,0.4594295,587.5643,83.23301,299.2442669,339.442843,1259,5.199,82.5
3,10.75,0.03155,89.7804,53.0963,0.391613,3.137845,0.4103205,5.923505,412.2585,4.85127,1.41611,1.529525,0.5818735,0.5197285,660.6884,95.17883,305.9820626,343.01245035,1407,5.701,81.4
3,11.25,-0.0166,81.53215,48.5774,0.3747705,3.31617,0.431025,6.2874,412.1925,4.64674,1.347055,1.55842,0.608272,0.45904625,688.5128,93.05085,300.3977637,347.66225255,1483,6.486,78.89
3,11.75,0.01954,69.89415,62.9865,0.6103705,3.130825,0.401067,6.800585,412.017,4.63142,1.320245,1.65059,0.5712585,0.52354,724.6841,103.0805,301.26234605,349.10170725,1594,7.031,78
3,12.25,-0.015975,85.1008,55.685075,0.06815,3.15554,0.3739165,8.083095,412.6425,4.6369775,1.366415,1.585675,0.6083315,0.53090125,762.68,108.0776,319.472127025,352.547905575,1656,7.369,74.73
3,12.75,-0.01755,63.49535,65.5703,0.2207925,3.264355,0.3713575,8.538565,412.0025,4.60662,1.386995,1.55934,0.5786775,0.502493,756.6252,109.5901,318.52733225,354.9565871,1687,7.81,73.8
3,13.25,-0.0383,61.52645,66.0563,0.1415435,3.470975,0.421575,8.755465,411.333,4.56286,1.436435,1.61963,0.612491,0.4654475,686.6345,110.8011,319.70230925,360.82106675,1604,8.42,73.2
3,13.75,-0.0348,66.6632,71.8274,0.285638,3.427905,0.360978,8.620575,411.616,4.587495,1.413665,1.56953,0.602846,0.481812,739.3759,113.4394,311.5648061,363.382466875,1652,8.85,72.82
3,14.25,-0.031125,66.69945,74.12465,0.06733275,3.53124,0.3549095,8.3250025,411.21475,4.594505,1.37463,1.696605,0.603221,0.4218385,703.9544,113.7966,310.9979792,361.61393875,1630,9.04,74.79
