DOY2,HR2,CO2,H2O,FC,SC,G_1_1_1,G_1_1_2,G_1_1_4,H,LE,WS,USTAR,TA,PA,RH,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_3_1,TS_1_4_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,NEE
1,0.25,404.8635,4.44443,-0.150347,0.0210812,-1.546,-1.3435,-2.652,-8.23875,4.22295,2.18604,0.278861,-5.42181,92.9155,87.3,0.360169,-5.13021,0.162597,-0.2655,-0.0605,0.457,-16.114,0.574519,0,0.245,0.476,270.832,284.34,0.5013915
1,0.75,405.173,4.49668,-0.034941,0.0210809,-1.548,-1.345,-2.66,-9.25074,3.96497,2.22799,0.2970825,-5.67133,92.9263,87.3,0.341714,-5.10241,0.1658725,-0.2665,-0.062,0.46,-13.255,0.4382735,0,0.226406,0.495,269.148,284.189,0.501542
1,1.25,404.85,4.53669,-0.0716561,-0.001093595,-1.5495,-1.3435,-2.652,-5.780205,1.77443,2.28973,0.30537,-5.654365,92.9705,87.2,0.338593,-5.375275,0.1689755,-0.265,-0.063,0.4575,-11.239,0.352061,0,0.2026665,0.4995,270.644,283.703,0.5013165
1,1.75,404.971,4.41506,-0.00765287,-0.00356435,-1.5445,-1.346,-2.681,-8.513145,3.41952,2.27366,0.322322,-5.94533,92.9943,86.8,0.3561645,-5.35555,0.1682185,-0.265,-0.066,0.459,-11.283,0.57556,0,0.17,0.5134,270.44,283.622,0.5013845
1,2.25,405.149,4.57961,-0.207662,0.01467562,-1.5445,-1.3475,-2.6635,-7.99389,0.835788,2.169535,0.30091,-6.17539,92.9747,86.9,0.3645075,-5.287375,0.1666195,-0.2685,-0.0635,0.4575,-11.414,0.450125,0,0.188,0.488222,270.297,283.167,0.5021435
1,2.75,405.649,4.63939,-0.169435,0.00886817,-1.5475,-1.3465,-2.6115,-8.48002,3.69372,2.19732,0.288076,-5.979055,92.9791,86.8,0.3462975,-5.54053,0.172689,-0.2705,-0.0625,0.455,-10.009,0.312478,0,0.187778,0.4795,272.762,284.073,0.501021
1,3.25,406.012,5.18918,-0.0192447,0.00719446,-1.5505,-1.3445,-2.6235,-6.96461,4.026115,2.242845,0.27712,-6.09974,92.9774,87.4,0.348816,-5.757625,0.170618,-0.271,-0.063,0.458,-10.358,0.768089,0,0.286,0.4305,269.555,284.181,0.501021
1,3.75,406.065,4.87317,-0.1509755,0.00612248,-1.5525,-1.34,-2.676,-8.55684,2.72632,2.189945,0.284845,-6.02199,92.9584,87.5,0.343013,-5.79311,0.164989,-0.2715,-0.062,0.4555,-13.0205,0.890953,0,0.2620415,0.4394415,270.012,284.009,0.501435
1,4.25,405.817,4.6193,-0.122658,0.00880951,-1.5455,-1.3465,-2.682,-8.806315,0.899977,2.23485,0.304879,-5.98067,92.9661,87.5,0.3481585,-5.827315,0.1662685,-0.272,-0.0585,0.451,-14.902,0.5374825,0,0.2468,0.463889,269.757,283.403,0.5012845
1,4.75,405.871,4.56207,-0.18859,-0.0314568,-1.546,-1.347,-2.696,-8.83093,1.19129,2.27651,0.311756,-6.08783,92.9374,87.7,0.326861,-5.98147,0.1688975,-0.273,-0.064,0.4545,-15.455,0.660355,0,0.219988,0.47335,269.667,283.336,0.500604
1,5.25,405.513,4.75672,0.000572309,-0.008080215,-1.5485,-1.3475,-2.6455,-7.70273,3.39457,2.259,0.305149,-6.28668,92.9055,87.7,0.33548,-5.98585,0.16624,-0.2735,-0.062,0.457,-19.67,0.655528,0,0.245667,0.461,269.207,282.413,0.5008735
1,5.75,405.4515,4.61306,-0.0340134,0.0327681,-1.5505,-1.348,-2.6635,-8.31714,0.36323,2.23063,0.304886,-6.209365,92.8997,87.8,0.3341635,-5.79338,0.164875,-0.2795,-0.064,0.4545,-16.749,0.768089,0,0.25,0.4853335,269.724,281.416,0.5000135
1,6.25,404.988,4.473275,-0.149585,0.00797423,-1.547,-1.347,-2.6575,-6.279575,3.19616,2.36072,0.305451,-6.30071,92.8757,87.6817,0.3378465,-5.90787,0.15109,-0.279,-0.066,0.449,-11.064,0.498215,0,0.2285,0.48145,269.315,282.386,0.500229
1,6.75,404.8695,4.61405,-0.149685,0.0274602,-1.547,-1.349,-2.674,-6.59745,2.71175,2.311125,0.303622,-6.25555,92.8681,87.6,0.3477085,-5.781965,0.1611605,-0.274,-0.0635,0.4515,-8.8655,0.591869,0,0.289667,0.476625,270.4815,282.015,0.4999155
