DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,H,LE,FC,TS
1,0.25,0.56,4.285,19.894,20.308,89.9755,-0.95275,2.20375,-21.91975,14.08275,24.9335,2.489,17.39
1,0.75,0.60225,4.17749999999999,19.8975,20.123,90.775,-1.46,1.48425000000001,-24.16575,16.6265,14.2265,1.7345,17.268
1,1.25,0.5205,4.7555,20.077,19.82,88.6949999999999,-1.30275,1.64625,-21.74475,9.86049999999999,19.939,1.528,17.134
1,1.75,0.58075,4.741,20.009,19.956,86.1369999999999,-1.2305,1.48575,-26.84625,13.5897499999999,16.685,1.002,17.01
1,2.25,0.56,4.217,19.8685,19.854,84.2444999999999,-1.42125,1.84225,-23.01625,4.668,16.923,1.51474999999999,16.855
1,2.75,0.58075,4.22,19.6475,19.88975,87.0889999999999,-0.801999999999998,1.243,-23.45675,12.40825,14.17,1.15125,16.726
1,3.25,0.5715,4.06075,19.494,19.936,88.1884999999999,-1.27524999999999,1.5625,-22.45525,5.05374999999999,20.8975,1.13375,16.626
1,3.75,0.492,3.98225,19.3875,19.63125,90.514,-1.16524999999999,2.1535,-21.07375,14.27,22.007,1.16,16.536
1,4.25,0.472999999999999,4.21225,19.132,19.68275,90.0515,-0.632499999999998,1.7625,-20.5545,10.418,17.69025,1.1075,16.449
1,4.75,0.504,3.95999999999999,19.357,19.6685,88.0569999999999,-1.49625,1.4575,-21.72075,9.97699999999999,16.1705,1.08925,16.391
1,5.25,0.4815,4.089,19.3825,20.0345,88.7005,-0.483999999999999,1.386,-24.0675,5.20475,19.545,1.6015,16.327
1,5.75,0.52,4.17,18.9515,19.4885,89.6855,-1.10075,0.87075,-20.27275,6.853,19.1145,0.968500000000001,16.26
1,6.25,0.475,3.862,18.817,19.423,91.0239999999999,-1.1725,1.1035,-21.30725,10.906,19.59775,1.15525,16.171
1,6.75,0.496,4.049,18.7065,19.343,90.4075,3.19375,2.5405,-20.138,8.59599999999995,14.9465,1.00824999999999,16.096
1,7.25,0.43,3.931,19.109,19.125,91.3624999999999,39.186,13.71225,-6.70174999999999,7.603,18.9515,0.836999999999999,16.015
1,7.75,0.493,3.901,19.316,19.627,89.6555,161.0245,67.68425,51.11125,20.087,29.9384999999998,1.62875,15.957
1,8.25,0.552,3.506,20.4625,20.436,88.91,266.28975,85.32275,101.52525,24.659,31.73775,4.38175,15.968
1,8.75,0.46375,3.618,21.401,21.52,86.0585,354.3155,89.8445,158.846,66.99,36.646,1.226,16.048
1,9.25,0.56,3.45875,22.708,22.68625,84.2385,440.9125,112.24775,213.144,98.09125,54.964,0.891999999999996,16.269
1,9.75,0.52,3.422,24.229,23.114,86.905,529.434,131.8265,281.2715,116.628,54.6892499999998,1.06,16.634
1,10.25,0.551,4.744,25.1235,23.803,83.1924999999999,590.2395,145.7005,326.03025,132.599,68.806,1.35175,17.113
1,10.75,0.65,4.93,24.993,24.101,82.008,644.44925,154.0995,359.33175,163.906,83.75375,1.86025,17.661
1,11.25,0.591,4.606,25.964,24.538,80.1689999999999,677.944,160.3395,379.92525,175.64,79.7565,3.088,18.295
1,11.75,0.631999999999999,5.157,25.9185,24.929,80.5034999999999,702.03575,164.7415,396.0425,187.116,99.6072499999999,2.04949999999999,18.89
1,12.25,0.67225,4.54499999999999,26.2285,25.05525,79.0485,707.251,165.1195,400.42325,193.75775,104.605,1.604,19.432
1,12.75,0.6615,4.41049999999999,26.613,25.24375,75.793,676.22625,163.585,387.819,199.594,95.0195,1.3115,19.855
1,13.25,0.775249999999999,4.5405,26.5975,25.46275,72.0904999999999,645.82725,151.79425,358.675,181.21025,96.318,2.8405,20.44
1,13.75,0.79,4.35799999999998,26.5935,25.6135,72.051,584.9145,137.43175,323.00125,177.1535,95.93125,1.62625,20.926
1,14.25,0.68225,4.93425,26.4745,25.81075,73.5775,522.91775,123.849,264.65475,153.944,78.1705000000001,1.359,21.331
1,14.75,0.631999999999999,4.137,26.692,25.8025,72.6769999999999,446.311,104.97225,220.60275,129.186,78.9725,1.10875,21.606
1,15.25,0.6705,4.69599999999999,26.4115,25.7235,77.603,359.31625,86.62875,154.04025,107.057,74.225,1.42,21.714
1,15.75,0.577499999999997,4.8825,26.205,25.4215,74.675,250.5825,66.32325,75.5965,62.7915,54.5675,1.0945,21.815
1,16.25,0.7,5.5715,25.0005,24.6865,75.9135,85.1937500000001,22.5785,-5.57174999999997,26.6035,39.62125,1.36625,21.712
1,16.75,0.55,5.01849999999999,23.72,23.9855,78.371,24.82175,7.05775,-28.01075,6.739,22.775,1.2325,21.474
1,17.25,0.6305,5.486,22.9305,23.4145,80.0045,1.601,1.8025,-33.53875,3.54149999999999,24.47375,2.01375,21.202
1,17.75,0.602499999999999,4.61949999999999,22.357,22.75,81.8225,-2.226,1.54725,-33.1515,3.6505,34.49375,1.7625,20.856
1,18.25,0.5605,4.53999999999999,21.9305,22.4275,83.2705,-1.6005,1.34975,-28.312,4.5835,25.07425,1.9075,20.489
1,18.75,0.546499999999998,5.212,21.646,21.9115,77.5654999999999,-1.4295,1.40375,-28.0085,4.326,25.8875,1.6325,20.147
