DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_2_1_1,NETRAD
1,0.25,0.0838536611185478,-3.66865122550022,0.0743862370051256,-63.6046902641602,-17.7803334983146,0.209109029366919,414.267918708103,1.38145201477065,401.17943590122,1.24093187208519,416.483570855858,401.152064230565,1.23820176445031,416.481510073076,401.618254629004,1.24986670279973,419.614853778859,401.13532904089,1.14406933019619,419.562702443114,401.842765455269,1.26387243742657,416.584005345923,402.56131953124,1.28014801067995,417.50858764334,1.25811806706847,-15.8359748621856,0.0339447164203767,0.9575,0.7485,0.26925,0.27,0.1,-16.58141,-15.4134,-15.67348,-15.50478,-16.58698,-14.887465,-15.93614,96.39924425,39.12375,0.0326,-15.41525,-15.1525,-13.811,-13.401,-13.1065,0,-4.5795,0.2,-0.7955,170.0625,234.4275,217.835,245.9725,-0.04,-0.52,-0.17,-0.53,-0.43,-0.0605,-0.02,0.04,-0.31,-0.15,-4.2695,-2.9984,-0.640975,0.8241,1.8645,3.5335,4.40515,5.56485,6.00275,-2.333125,-1.50095,1.041675,2.631225,3.327175,3.743475,6.1299,7.882025,-2.41885,-1.45115,0.479875,1.839475,2.8565,3.67595,4.0559,4.6363,-2.8933,-1.7174,-1.498825,2.39145,2.78315,4.2459,5.7834,6.7498,8.760475,-3.4836,-2.379,-0.2758,1.23715,2.0994,3.8006,5.422175,6.6817,8.641625,-16.754875,-86.813
1,0.75,0.024212759313865,-4.95896553219885,0.0509483875347726,-64.2089627700416,-31.1409533427429,0.199594888082875,414.118934480634,1.36907060536838,401.877885105341,1.27309458802074,417.371761943823,402.500637693486,1.27697359479995,417.737101596944,402.305748965866,1.26982367190319,423.375801669085,401.169742111842,1.15545794409701,419.536732530203,401.479124470745,1.26960667819926,417.887689261425,401.656675822529,1.28954827388926,418.140838788683,1.37020308738545,-16.1649148482945,0.0297382773929532,1.077,0.94425,0.2695,0.268,0.0995,-16.6506925,-15.442,-15.82878,-15.76677,-17.2912525,-17.074135,-15.85759,96.3891055,42.2425,0.04142,-15.5775,-15.34075,-14.97325,-13.352,-13.15725,0,-4.55,0.2,-0.84325,164.18,233.805,206.9725,245.575,-0.04,-0.52,-0.18,-0.53025,-0.43,-0.06,-0.02,0.04,-0.31,-0.15,-4.30135,-3.01725,-0.64615,0.813525,1.8616,3.5344,4.4032,5.564,6.0027,-2.3593,-1.55495,1.017775,2.627125,3.3223,3.745275,6.128,7.880025,-2.44505,-1.473925,0.460925,1.840325,2.85555,3.672975,4.05315,4.634325,-2.906,-1.733425,-1.48485,2.39165,2.782375,4.2519,5.784125,6.7516,8.767325,-3.492925,-2.39385,-0.293775,1.2341,2.096075,3.8052,5.422175,6.691775,8.64015,-16.69975,-86.68
1,1.25,-0.00353719261451582,-5.67150970370201,0.0658405280278488,-78.8891865448731,-19.4830849781924,0.210901757732527,414.178954639281,1.39278156063822,402.257545054562,1.2523550293281,416.895270821899,402.205061990216,1.29227665788846,416.650719760835,400.527274516585,1.28015908104922,419.592950889818,401.507065657463,1.18536213694856,419.707876867398,402.739058800499,1.26873492346991,417.048737054935,403.09083880417,1.27541813720532,417.658308440007,1.28436145390483,-16.6972931208092,0.0333514010212776,0.974,0.837,0.32725,0.2595,0.1095,-16.9638,-15.8596,-15.927205,-15.69127,-17.191155,-17.48252,-15.720195,96.40640025,43.93775,0.02554,-15.7025,-15.431,-15.03475,-13.3495,-13.23675,0,-4.48075,0.1825,-0.99425,163.4625,233.495,206.825,245.2725,-0.04,-0.53,-0.18,-0.53,-0.43,-0.07,-0.02,0.04,-0.31,-0.15,-4.3991,-3.038775,-0.661075,0.801975,1.858725,3.5353,4.40125,5.564925,6.002675,-2.38245,-1.606525,0.99585,2.6248,3.3177,3.7476,6.1261,7.878025,-2.470175,-1.4947,0.441975,1.841175,2.8556,3.670975,4.051375,4.631325,-2.920275,-1.746375,-1.496025,2.391825,2.782575,4.257925,5.784575,6.767675,8.779,-3.5032,-2.404775,-0.311725,1.2253,2.09315,3.80885,5.4224,6.6918,8.63915,-16.68,-84.98725
1,1.75,-0.421346033541752,-2.1905712847919,0.0615230604279776,-88.7940767719613,-15.5863507696444,0.292937875724464,414.049802822008,1.40871117213454,400.000424967321,1.27595282823373,417.195784442066,401.673480023524,1.34197907407855,417.031187265625,400.196954149441,1.26295829415138,422.04033928969,399.678449018032,1.19127569849955,419.628634199285,400.22197971394,1.28747506879163,417.779330610584,400.432065200924,1.28058777066589,418.20942092227,1.67622869447217,-17.0834228227957,0.0335304195846674,1.137,0.96625,0.34,0.2895,0.11,-17.3126,-16.3938,-16.499215,-16.3106975,-17.49431,-17.1243725,-16.183465,96.4653535,43.8665,0.07942,-15.752,-15.431,-15.04225,-13.639,-13.237,0,-4.2425,0.2,-1.12875,161.935,233.115,206.0575,245.1725,-0.04,-0.52,-0.18,-0.53,-0.43,-0.07,-0.02,0.04,-0.31,-0.15,-4.49985,-3.076825,-0.679925,0.7904,1.855825,3.5372,4.40025,5.56685,6.003625,-2.433825,-1.657625,0.97395,2.62015,3.31395,3.747975,6.12615,7.8758,-2.522475,-1.51735,0.423025,1.84205,2.85565,3.668,4.0496,4.629325,-2.94645,-1.763225,-1.5039,2.39135,2.782775,4.2309,5.78675,6.774925,8.79135,-3.52525,-2.419575,-0.32965,1.220275,2.09025,3.8125,5.4226,6.690825,8.63715,-16.124025,-88.194
1,2.25,-0.222581659971512,-7.46209370265816,0.0610825927869072,-98.4518675178844,-28.7672908458217,0.196309686116446,414.881292712542,1.4168268344007,400.060775830593,1.350717992091,417.507528890794,399.902898905141,1.36005330877379,417.558768731245,400.311739032236,1.36570679623071,419.503868926813,400.277680265714,1.33804803195271,419.387639828515,400.652476490886,1.39327564968493,417.789927920582,400.705293481895,1.43492848008255,418.109643115416,1.31592966278874,-17.4714875181001,0.0266114548237795,0.9235,0.7185,0.2895,0.2655,0.1095,-17.684385,-17.0164,-17.2127825,-17.1245,-17.8283925,-17.235645,-16.94921,96.49324975,44.432,0.0887625,-15.75725,-15.52475,-15.27025,-13.979,-13.362,0,-4.4895,0.1,-1.0175,161.1525,232.605,205.84,245.55,-0.04,-0.52,-0.17025,-0.5305,-0.43,-0.07,-0.02,0.04,-0.31,-0.15,-4.61595,-3.1497,-0.7007,0.77885,1.854875,3.5381,4.400125,5.569725,6.00455,-2.4996,-1.70735,0.954,2.617275,3.3112,3.74915,6.1239,7.874025,-2.593025,-1.54085,0.405075,1.8429,2.855725,3.6611,4.04785,4.62735,-3.02785,-1.7898,-1.4942,2.3906,2.77975,4.2499,5.779775,6.7805,8.8032,-3.5781,-2.4411,-0.3481,1.208,2.08735,3.815925,5.42285,6.6908,8.635675,-16.5686,-89.915
1,2.75,-0.323762831469415,-5.19947598718644,0.0651491004227139,-64.1902551414304,-20.0197636694935,0.259811714085154,415.090193005274,1.39732151809957,399.81120663165,1.23117911343669,417.696890951898,399.485041481267,1.25333447936146,417.154846379032,399.701535382458,1.24928882591874,422.990102409976,399.613775862697,1.19348971618918,419.371826736184,399.898401896338,1.27358103870061,416.260010547343,400.064337579259,1.25732345413946,417.334717092805,1.48062797636399,-17.8299709008742,0.0304944997993269,1.03725,0.75925,0.2495,0.22,0.10925,-17.99161,-17.475825,-17.68282,-17.58645,-18.1558425,-17.34465,-17.3796,96.495131,42.88525,0.07488,-15.6745,-15.448,-15.226,-14.37825,-13.7055,0,-4.42975,0.1,-0.972,160.84,232.46,206.765,245.16,-0.04,-0.5205,-0.17,-0.53,-0.43,-0.07,-0.02,0.04,-0.31,-0.1405,-4.70085,-3.23685,-0.7214,0.778175,1.84625,3.537425,4.3963,5.562625,6.003575,-2.589275,-1.76265,0.932,2.611375,3.33705,3.75045,6.136625,7.867575,-2.6714,-1.582525,0.38445,1.8425,2.85375,3.77045,4.0442,4.62175,-3.127275,-1.849875,-1.52935,2.38525,2.777575,4.25985,5.7796,6.7832,8.811225,-3.70575,-2.48625,-0.3669,1.19655,2.08335,3.819225,5.42285,6.689325,8.63185,-17.328575,-88.50925
1,3.25,-0.75252572497812,-34.429944679458,0.0729760428265784,-60.6585784035451,-21.8975906595195,0.229560399645572,415.153606601562,1.41771646004239,399.873373604653,1.2386122394443,417.90381205837,400.15354113677,1.26760523714249,417.884953296838,399.986528413385,1.27556669210968,419.37316704844,399.837258308432,1.26138180271985,419.323329563011,400.392441151335,1.28701513275414,417.978272504897,400.572276304382,1.24622436639551,418.244193964968,1.61561893362187,-18.1741506248245,0.0195125762978451,1.0655,0.925,0.31625,0.259,0.1,-18.2985475,-17.9915,-18.2183975,-18.16677,-18.445655,-17.9276,-17.8576725,96.4693345,44.676,0.0736,-15.69975,-15.47775,-15.1935,-14.784,-13.715,0,-4.48,0.1,-0.88825,160.1125,232.0125,207.1025,244.89,-0.04,-0.52,-0.17075,-0.53,-0.43,-0.07,-0.02,0.05,-0.31,-0.15,-4.8142,-3.323375,-0.742575,0.78375,1.842675,3.538975,4.449875,5.5681,6.0035,-2.65105,-1.8116,0.91215,2.606425,3.33775,3.7527,6.1217,7.86575,-2.74665,-1.610575,0.3666,1.8418,2.85785,3.7673,4.159525,4.6946,-3.1977,-1.892725,-1.52545,2.383,2.7745,4.269,5.7826,6.7892,8.8221,-3.8143,-2.5575,-0.38335,1.188675,2.08065,3.82235,5.4233,6.68755,8.628175,-17.532375,-87.33
1,3.75,-0.324935600029548,-16.6401591137166,0.0649123452620004,-82.939450737845,-32.2817703509715,0.221233877994643,414.914607835581,1.47667763035635,399.557386251141,1.26324840192311,417.33017901871,399.817302244903,1.25112273144008,416.286326740018,399.847979631049,1.23825373497896,421.82547050754,399.601212981152,1.23592414852765,419.31020808632,400.105845353135,1.26037728597734,418.186481632736,399.833262973278,1.2216243904743,418.492542595395,1.36843519018218,-18.506418530533,0.0251369864029937,1.0025,0.822,0.2885,0.269,0.099,-18.6287925,-18.40125,-18.70225,-18.68177,-18.7694425,-18.4708875,-18.343285,96.428239,45.85,0.07235,-15.82275,-15.5915,-15.5115,-14.94,-13.94225,0,-4.35,0.2,-0.8925,159.3625,231.39,207.6825,244.5525,-0.04,-0.52,-0.17,-0.53075,-0.43,-0.07,-0.02,0.04,-0.30075,-0.15,-4.905025,-3.391625,-0.766275,0.7881,1.837275,3.5394,4.445625,5.569,6.00325,-2.710975,-1.873,0.8885,2.599625,3.3367,3.7525,6.110225,7.85925,-2.82875,-1.670125,0.348,1.839125,2.855875,3.7814,4.15735,4.6999,-3.296375,-1.9402,-1.490875,2.376625,2.768125,4.279625,5.7862,6.795375,8.82875,-3.891425,-2.6233,-0.4007,1.1784,2.07825,3.8235,5.423625,6.6865,8.623625,-17.5838,-86.08
1,4.25,-1.16783894099158,-4.21091298193638,0.0806533148632068,-69.5724932217134,-17.7027297578683,0.249145234653434,415.078535243677,1.46395805873819,400.900654131244,1.28439882567079,417.993042113792,401.025439253523,1.2764038284281,417.729669358728,400.822351349624,1.27127925656858,419.561400659484,399.519131140715,1.26454507661175,419.799510703889,400.898365269167,1.30102315345681,418.159108048829,401.395740728824,1.32060740792075,418.503603229313,1.27014299250243,-18.4308268522112,0.0311477424159161,1.3175,0.91125,0.278,0.26875,0.1,-18.808825,-18.28505,-18.81995,-18.9535725,-19.09681,-18.896005,-18.19855,96.446535,47.278,0.07329,-15.716,-15.446,-15.75,-14.84125,-14.212,0,-4.499,0.1,-0.8865,158.06,230.865,208.99,244.28,-0.04,-0.52,-0.17,-0.53,-0.43,-0.07,-0.02,0.04,-0.3,-0.15,-5.0143,-3.4797,-0.7818,0.7931,1.835375,3.5384,4.3878,5.5702,6.0036,-2.7848,-1.915025,0.8713,2.59545,3.2968,3.7564,6.1192,7.8595,-2.8689,-1.6932,0.3318,1.8402,2.8493,3.6445,4.0395,4.607125,-3.2673,-1.9606,-1.4799,2.3811,2.7716,4.2887,5.783525,6.8014,8.8383,-3.8619,-2.6346,-0.418125,1.16875,2.0894,3.8225,5.42415,6.6866,8.6234,-17.144325,-85.5555
1,4.75,-0.875754695314234,-11.5675623750565,0.0504719543949099,-67.6872336735685,-28.1747716234262,0.199944265529036,415.175433048994,1.32334548251174,399.406774556582,1.20759425751456,416.999784419225,399.357886515303,1.21386788852509,416.520585972628,399.864649968767,1.24341491678554,421.571257940476,399.530539235876,1.24029099207466,419.671053316653,400.750174525474,1.26518488836473,417.32979970517,401.036641918232,1.23392828802167,417.99296305525,1.61226733762515,-18.7133059789054,0.0445766459525224,1.2225,1.0825,0.328,0.27625,0.10875,-19.120925,-18.6055,-18.96795,-19.06276,-19.517425,-19.3043525,-18.267975,96.4453,48.856,0.064625,-15.71,-15.703,-16.062,-14.8475,-14.292,0,-4.1445,0.175,-0.867,158.48,229.725,210.67,243.42,-0.04,-0.521,-0.17,-0.54,-0.43,-0.07,-0.02,0.04,-0.301,-0.15,-5.0993,-3.5469,-0.7962,0.7981,1.8325,3.5374,4.384,5.571,6.0044,-2.8451,-1.964625,0.8532,2.59105,3.2944,3.7584,6.11585,7.8575,-2.9211,-1.7328,0.3156,1.8407,2.8471,3.6416,4.0424,4.6068,-3.2956,-1.9308,-1.4866,2.38,2.7717,4.3024,5.783525,6.80635,8.8503,-3.9121,-2.6262,-0.4341,1.1624,2.1053,3.8224,5.42515,6.6858,8.622,-17.50425,-82.39525
