DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN
1,0.25,436.919093,8.261653,2619.785486,0.9280295,17.495052,-6.345345,-1.3497705,4.365926,1.00682,0.107973,-0.0092145,0.3626425,0.1109835,102.09,91.519,5.2589,0.827838,10.7648095,0.295016,9.6350165,9.8608665,9.873917,9.9196165,10.4795665,-60.555986,-0.001869,0,-2.37
1,0.75,436.7287645,8.213408,2708.355658,0.759576,10.6464115,-6.9267955,0.25781,4.8659465,1.1185875,0.1060645,-0.0083205,0.353496,0.102237,102.09,91.437,5.1079,0.788946,10.555135,0.3017885,9.5210335,9.81095,9.8615165,9.9311165,10.48105,-57.5514085,-0.001869,0,-2.27
1,1.25,435.480334,8.138258,2661.762623,0.932588,16.732615,-7.3471205,0.875838,4.0977735,1.167564,0.111204,-0.007234,0.370117,0.108232,102.09,91.428,4.78365,0.7290755,10.676515,0.256866,9.44285,9.7162665,9.8396665,9.9372335,10.4934665,-56.7985915,-0.0028035,0,-2.22
1,1.75,433.283177,8.037442,2720.519479,0.642303,10.932561,-7.8203545,-0.4543395,5.1234495,1.065937,0.1019385,-0.007825,0.3597385,0.115604,102.095,92.492,4.6768,0.66944,10.673378,0.2697725,9.3770835,9.63495,9.8179165,9.94335,10.4844,-56.0676055,0,0,-2.105
1,2.25,432.589198,8.0891155,2709.085493,0.933026,18.530139,-8.4717795,-0.118857,3.6778485,1.038578,0.102195,-0.008296,0.354072,0.104896,102.105,92.578,4.5758,0.638386,10.3965965,0.255889,9.2870835,9.5797835,9.8087165,9.957167,10.4847,-56.15669,-0.001869,-0.001905,-2.03
1,2.75,432.934942,8.132635,2680.672433,0.907903,14.446986,-9.064379,-0.524335,4.3217395,1.076683,0.097965,-0.008208,0.349829,0.1046695,102.1,92.982,4.3272,0.634361,10.3085895,0.256754,9.165167,9.5392,9.764033,9.961133,10.501367,-56.375,0,0,-2.07
1,3.25,437.200626,7.865694,2626.094758,0.7691695,13.291191,-9.344256,0.5135855,3.775799,1.211987,0.1098815,-0.0084105,0.3681015,0.115601,102.11,93.03,4.1683,0.611731,9.977204,0.253927,9.0964,9.450133,9.725133,9.9288,10.499733,-52.637324,-0.001869,-0.001905,-1.84
1,3.75,433.7832645,8.042599,2718.613175,1.15019,18.483068,-9.495119,-0.614397,4.073169,1.1604875,0.101155,-0.007461,0.366602,0.113178,102.1,93.264,4.0015,0.6062445,9.999917,0.272071,8.982167,9.381267,9.6694,9.9166,10.4876,-49.395775,-0.001869,0,-1.76
1,4.25,431.09609,7.695732,2767.459055,0.583864,11.1678865,-9.713533,-1.1973785,4.32629,1.083634,0.106746,-0.008229,0.349853,0.121392,102.1,93.458,3.8586,0.614359,9.886605,0.291256,8.913933,9.297433,9.623733,9.904133,10.497267,-47.671127,0,0,-1.81
1,4.75,432.913032,7.731128,2697.042868,0.671444,11.5804455,-10.010512,-0.933611,4.2376535,1.0120575,0.100426,-0.0070365,0.329915,0.108925,102.08,93.1475,3.6351,0.57004,9.732947,0.25291,8.8480335,9.221925,9.581367,9.8909,10.4802665,-47.216197,-0.0009345,0,-1.755
1,5.25,430.224288,7.334918,2676.463153,0.543486,15.8947975,-10.3757035,-0.657661,2.625943,1.0361195,0.1085075,-0.006566,0.398854,0.11226,102.08,93.717,3.576,0.5946955,9.4973045,0.2707525,8.7621665,9.108967,9.5528165,9.8733835,10.4803165,-44.43169,0,0,-1.685
1,5.75,430.378345,7.7641205,2643.7701,0.529829,20.1523585,-10.493076,-0.000508,3.607214,0.998811,0.102901,-0.007017,0.357921,0.107872,102.1,93.549,3.3631,0.598425,9.401463,0.228707,8.635867,9.046267,9.484933,9.855067,10.495467,-48.1580985,0,0,-1.755
1,6.25,424.902001,7.2106635,2600.070834,0.902389,11.5550285,-10.757169,-0.445523,3.234583,1.128347,0.109643,-0.007586,0.338512,0.107645,102.11,93.558,3.23325,0.650945,8.938108,0.2633235,8.5413,8.9497335,9.418367,9.83295,10.490367,-47.892254,0,0,-1.685
1,6.75,424.999554,7.029483,2677.516599,0.734388,7.855486,-10.9391305,-0.116202,3.044862,1.1033195,0.101977,-0.006927,0.379094,0.1087315,102.11,93.4775,3.1116,0.648684,8.856616,0.256209,8.48945,8.8801,9.364,9.8070165,10.49895,-44.266197,0.033645,0,-1.46
1,7.25,424.740063,7.132965,2690.6157685,0.671896,15.4941295,-10.9957125,-0.430285,2.166515,1.1811585,0.1020755,-0.008101,0.362795,0.108295,102.13,93.64,3.1211,0.581568,8.833919,0.2604925,8.4407,8.77265,9.3476,9.7945,10.50515,-40.623592,7.988785,0.538095,1.785
1,7.75,427.110066,7.4941945,2722.284736,0.3904605,13.231479,-11.1832045,1.940191,3.459848,1.1914815,0.1074315,-0.00859,0.3621925,0.106555,102.145,93.599,3.5361,0.5914575,8.8333725,0.27306,8.3347,8.73395,9.3363,9.7916165,10.5093,-20.8742955,63.580374,5.04,28.04
1,8.25,425.331401,7.975303,2679.481125,0.604691,15.852802,-10.559699,1.676795,4.0887115,1.2827935,0.112815,-0.011353,0.3746505,0.126654,102.17,93.201,4.11095,0.698648,9.086063,0.2696915,8.2882,8.7281165,9.28865,9.76625,10.50845,13.2838025,164.035514,12.0190475,72.695
1,8.75,425.188194,8.097402,2607.187668,0.322905,12.030976,-10.1922885,-0.1897255,6.182071,1.449642,0.1261875,-0.0150855,0.3827165,0.1478815,102.185,90.795,4.831,0.889191,9.5257015,0.275267,8.3758835,8.6976335,9.3002835,9.78795,10.510867,56.101056,314.8037385,20.012381,143.25
1,9.25,426.409253,8.4632355,2447.777308,0.475154,11.350551,-9.603162,0.919792,7.62748,1.73102,0.149844,-0.024417,0.44066,0.170251,102.19,88.9,5.8176,1.0696225,10.340925,0.316016,8.4052,8.73405,9.2966165,9.7903,10.5046165,101.8309855,445.1775705,27.7638095,196.84
1,9.75,425.9940665,8.6864895,2421.042583,0.399012,8.397301,-8.555449,0.391933,11.134385,1.87175,0.157424,-0.02395,0.503037,0.185023,102.21,85.115,6.6296,1.4425,10.975648,0.2956145,8.4851,8.769833,9.273333,9.794767,10.512667,141.415493,548.317757,35.67619,241.96
1,10.25,418.103709,8.8897645,2301.458517,0.5399355,11.111654,-7.050397,1.5777345,16.00044,1.831709,0.163898,-0.0256015,0.5390385,0.1881055,102.235,82.2805,7.32905,1.841156,11.968347,0.307774,8.523083,8.8453665,9.2482,9.767883,10.5156665,190.96831,699.3364485,48.5857145,320.38
1,10.75,414.766034,8.881337,2235.938421,0.584854,10.0379575,-5.322712,3.5360295,22.5291155,1.944908,0.185194,-0.028287,0.582339,0.205571,102.23,79.5605,8.1205,2.4030715,12.7113985,0.28189,8.659833,8.941667,9.248333,9.7826,10.539333,232.232394,786.411215,63.238095,362.76
1,11.25,412.7160455,9.110602,2187.2315375,0.56948,13.553967,-2.961438,5.449245,29.311546,1.961326,0.183038,-0.026639,0.6420965,0.2242815,102.19,75.453,8.7786,2.866481,13.454807,0.313651,8.729633,9.0152,9.223067,9.7696,10.514,263.422535,876.392523,69.895238,391.655
1,11.75,414.31211,9.085763,2170.563386,0.550184,13.0125475,0.153078,9.0851105,35.402155,1.959242,0.1873625,-0.028072,0.661591,0.2232785,102.135,74.156,9.5077,3.353957,13.8129075,0.3298325,8.9557835,9.1115,9.2447665,9.7545665,10.5246665,280.721831,918.5607475,69.799048,416.115
1,12.25,410.981948,9.172728,2153.3542535,0.670277,12.340167,2.166524,9.6962,41.479723,1.933801,0.186643,-0.029534,0.6997635,0.231251,102.11,70.677,9.9055,3.695263,14.479396,0.3251675,9.1866335,9.2551585,9.2712835,9.739683,10.5325,286.475352,928.859813,72.5495235,420.68
1,12.75,409.5319345,9.177632,2108.21936,0.659628,16.141878,3.793819,13.061292,52.9627715,1.8648695,0.191339,-0.027081,0.7163785,0.2385555,102.06,68.997,10.6965,4.0563615,14.8988495,0.339468,9.34485,9.4145835,9.3086835,9.73845,10.5266665,285.080986,942.130841,77.928571,448.815
1,13.25,407.83245,9.296441,2094.209076,0.606253,14.2782385,6.590742,13.1617535,60.6650195,2.0162775,0.1964175,-0.035429,0.698818,0.2347115,102.04,67.506,11.421,4.349448,15.39536,0.32177,9.582967,9.600833,9.403367,9.746833,10.529667,268.746479,918.934579,76.914286,440.61
1,13.75,407.17448,9.2512,2071.08026,0.5923765,17.6199845,8.874518,11.347065,65.2091355,2.028664,0.192102,-0.0332525,0.709,0.234874,102,65.7955,11.778,4.719918,15.607823,0.308242,9.759267,9.779567,9.457867,9.751567,10.537,228.359155,835.327103,80.12,394.19
1,14.25,406.831336,9.438761,2069.0768865,0.56666,14.769185,10.552391,10.3538795,57.9951555,2.103448,0.189069,-0.0374745,0.681386,0.234035,102,65.19,12.2505,4.9533455,16.018906,0.271155,9.898367,9.913,9.5287,9.7236,10.536333,184.669014,746.224299,74.660952,358.185
1,14.75,405.4422515,9.161127,2047.810968,0.549184,14.4898425,12.443773,9.099426,62.0925585,1.998171,0.180223,-0.029787,0.641249,0.210851,102,63.097,12.831,5.1964675,16.179997,0.245404,10.069167,10.080333,9.614767,9.7786,10.534667,129.830986,635.28972,78.201905,307.45
1,15.25,406.4222435,9.4587145,2060.657048,0.442102,13.91289,12.9826325,7.488767,57.168916,1.915436,0.167108,-0.027987,0.573851,0.197556,101.99,62.369,12.823,5.373367,16.355016,0.204585,10.234867,10.174667,9.7011,9.7775335,10.5356665,69.322887,482.654206,65.527619,231.47
1,15.75,406.0722165,9.358144,2064.610277,0.437543,15.3487635,12.9883515,3.369886,54.5347255,1.863163,0.151241,-0.021061,0.515759,0.1845,101.985,62.4085,12.899,5.2401165,16.6707755,0.188262,10.4025165,10.235,9.7703165,9.7771835,10.538,20.5355635,312.4205605,42.66,156.71
1,16.25,406.501488,9.515857,2106.924435,0.49957,16.458505,12.800281,1.551082,42.211475,1.7436465,0.131568,-0.016851,0.411429,0.155195,101.97,63.6525,12.436,5.105387,16.641587,0.193867,10.484333,10.304,9.858167,9.8108,10.545,-19.230986,168.242991,26.828571,84.64
1,16.75,407.921777,9.7116555,2152.467552,0.532263,15.17736,11.670917,0.13402,29.963183,1.5422155,0.1125535,-0.0114535,0.326815,0.126546,101.965,67.187,11.941,4.2194945,16.31759,0.233643,10.5528,10.375333,9.8977,9.853467,10.5432335,-53.4,51.652336,6.251429,24.23
1,17.25,412.323391,9.848276,2244.892259,0.652378,17.596438,10.496732,0.284298,21.70793,1.274079,0.095574,-0.007544,0.309096,0.1019745,101.96,73.8355,10.749,3.210708,15.7119885,0.290257,10.689133,10.445167,9.984967,9.921133,10.587,-72.816901,4.805607,0.43619,-0.42
1,17.75,417.371919,9.996962,2292.517656,0.8435305,17.857657,8.983506,0.830489,14.6668375,1.042516,0.096623,-0.0072295,0.3363865,0.095554,101.98,77.618,9.4643,2.637432,14.9334875,0.3054515,10.619167,10.44,10.005133,9.9404,10.606,-74.390845,0,0,-3.34
1,18.25,423.0247805,10.053491,2364.141405,0.71703,24.256951,7.7447545,2.0410075,13.715933,0.990209,0.093701,-0.00576,0.327045,0.1019475,101.99,80.686,8.5668,2.26834,14.292779,0.307464,10.6579335,10.4751,10.040667,9.9361665,10.598,-73.6725355,0,0,-3.195
1,18.75,428.192599,9.925988,2512.565456,0.8045055,17.412888,5.823563,1.131508,11.876344,0.861215,0.0963215,-0.0075355,0.359787,0.0959625,102,83.674,8.16535,1.880458,13.8556335,0.295203,10.605,10.426667,10.090667,9.9429,10.598333,-72.302817,0,0,-3.04
1,19.25,429.065971,9.6767175,2588.3855765,0.853719,19.141927,4.754009,1.378815,9.859745,0.915667,0.101182,-0.0060755,0.345918,0.09994,102,85.5745,7.78865,1.582877,13.459441,0.31039,10.508667,10.468667,10.085967,9.952467,10.572667,-70.178873,0,0,-2.99
1,19.75,433.146103,9.4968395,2634.3504405,0.6077215,18.695728,3.002407,2.953978,9.3022065,0.921472,0.109023,-0.007711,0.367654,0.096679,102.01,86.305,7.3087,1.51639,13.051075,0.2963455,10.432333,10.433,10.117667,9.988333,10.562333,-69.366197,0,0,-2.79
1,20.25,430.772758,9.498258,2635.180419,0.8708475,14.99312,1.863431,1.640592,10.717653,0.981599,0.098058,-0.007419,0.335702,0.091173,102.03,87.0925,7.1316,1.3317555,12.659247,0.264803,10.4068335,10.4405,10.1455335,10.020167,10.564667,-67.757042,0,0,-2.71
1,20.75,430.141712,9.3680645,2655.853714,0.7904135,16.2513025,0.635131,2.477872,9.270065,0.983489,0.101317,-0.006127,0.356913,0.0919795,102.04,88.222,6.9985,1.272351,12.540081,0.2936195,10.386667,10.4225,10.152133,10.0178,10.56,-66.810563,0,0,-2.7
1,21.25,440.709282,9.233097,2729.508842,0.671448,21.895117,-1.1673735,1.1411295,8.627197,0.904825,0.09405,-0.0056615,0.3412485,0.0908755,102.06,89.183,6.55125,1.1620505,12.222932,0.280175,10.2340835,10.39,10.1727,10.0320165,10.563167,-65.547183,0,0,-2.69
1,21.75,424.31245,9.245305,2656.1188265,0.767233,10.989086,-2.082478,0.806123,12.20491,0.976846,0.102197,-0.00697,0.368685,0.09721,102.06,89.924,6.2581,1.097873,11.975053,0.318818,10.12555,10.3236665,10.1652665,10.0384835,10.5636665,-65.0771125,0,0,-2.55
1,22.25,435.768963,8.624628,2666.8899785,0.9300925,14.28486,-3.052071,-0.662714,7.194756,1.1189235,0.097268,-0.0066765,0.362402,0.101766,102.07,90.588,5.9712,0.973445,11.918026,0.289772,10.0466835,10.2421665,10.1365835,10.04865,10.564,-63.7577465,0,0,-2.53
1,22.75,431.481264,8.6267025,2557.116195,0.834829,14.082525,-3.939012,-0.9602945,8.7447105,1.0925785,0.1013075,-0.0066825,0.365947,0.1055,102.075,90.361,5.8489,0.917818,11.68088,0.298075,10.0043665,10.1759415,10.1060835,10.0611665,10.5611665,-61.471831,-0.0009345,0,-2.425
1,23.25,433.312618,8.455016,2617.434012,0.6083075,16.573485,-4.9329105,-0.518793,5.7954985,1.163287,0.102422,-0.0075575,0.3644245,0.110996,102.09,91.224,5.4762,0.8988145,11.447322,0.282164,9.9207,10.145667,10.1360335,10.0636,10.551,-61.3700705,0,0,-2.37
1,23.75,435.372201,8.302279,2692.524397,1.1568215,28.3070645,-5.5727225,-0.786138,7.407593,1.116187,0.110295,-0.009358,0.377572,0.1135085,102.08,91.289,5.5656,0.839798,11.279296,0.294655,9.8568665,10.0688335,10.1065,10.0665335,10.5598335,-60.610211,-0.001869,-0.0009525,-2.375
2,0.25,412.73868,10.102909,2267.876299,1.0767355,24.3790485,-15.111632,-4.522018,6.6990905,1.445807,0.117711,-0.0130805,0.404691,0.133842,101.86,88.036,7.32195,1.2668525,13.237514,0.277326,10.805733,11.403,11.766,11.866,11.667333,-61.823239,0,0,-2.67
2,0.75,414.3100805,9.666909,2285.5691675,0.852208,30.466021,-15.224068,-3.32643,5.018253,1.461761,0.114654,-0.012465,0.42142,0.128608,101.85,88.583,7.10195,1.1911875,13.019435,0.29913,10.664,11.215467,11.655667,11.848667,11.665,-61.038028,0,0,-2.57
2,1.25,414.799499,9.249926,2218.333612,1.166066,24.6727275,-15.749111,-4.3605095,4.820439,1.374007,0.11005,-0.011264,0.4105325,0.131422,101.83,89.096,6.88085,1.1114165,12.63042,0.304228,10.521,11.131067,11.622,11.823667,11.669,-60.747183,0,0,-2.53
2,1.75,413.7066485,9.014558,2343.2492065,1.237635,23.369613,-16.221459,-3.957052,5.961629,1.4861245,0.1148725,-0.011511,0.4226415,0.1286285,101.83,89.5345,6.6788,1.080626,12.6528915,0.296629,10.468833,10.9865,11.533833,11.782167,11.6795,-60.252113,0,-0.001905,-2.56
2,2.25,412.370573,9.125887,2233.783536,1.3125765,25.62238,-16.864047,-4.671925,4.115992,1.413231,0.113559,-0.0122145,0.424799,0.1325205,101.84,89.874,6.4286,1.018719,12.4813565,0.297467,10.3642335,10.8451665,11.456833,11.7675,11.6815,-58.609507,0,-0.001905,-2.435
2,2.75,412.038062,9.173956,2269.0961765,1.202038,28.331719,-17.423049,-4.6267205,4.5527855,1.593,0.121657,-0.016678,0.428264,0.1418235,101.85,89.955,6.3792,0.9856175,12.287407,0.308517,10.339067,10.700167,11.361667,11.723333,11.669,-58.137324,0,-0.00381,-2.41
2,3.25,414.710397,9.147282,2328.540201,1.3316005,24.9336125,-17.8178145,-3.893247,3.698863,1.4279235,0.1127425,-0.00885,0.4501885,0.130597,101.845,90.248,6.2145,0.971084,11.8774975,0.312429,10.168217,10.60205,11.284,11.685,11.667,-58.86831,0,-0.00381,-2.415
