DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_5_2,CO2_1_6_2,CO2_1_6_3
1,0.25,2.30152849342576,7.45801126331614,0.143907694294793,0.863404133190188,0.498913014009417,3.24283036449747,2.022849897185,0.264514533670985,-10.1913114613428,-5.27462560662977,0.520821935101106,1.93,1.505,0.55,0.32,0.15,7.1617,6.494,7.1516,6.80535,6.9532,6.25905,3.4691,101.90668,68.6,2.53775,6.505,7.45,6.4,5.5,8.485,0.7,-3.23,1.5,0.53,298.3,347,318.9,337.5,-0.19,0.13,0.09,0.21,0.13,0.07,-0.07,2.385,0.12,0.78,9.801,10.143,11.559,11.021,12.383,13.676,13.894,15.359,10.9885,11.45,11.8345,12.088,12.192,13.069,12.611,13.081,15.251,11.5195,11.488,12.1555,12.3635,12.709,11.911,13.8075,15.3815,11.498,11.925,11.89,12.503,12.4835,12.871,13.094,13.578,14.225,8.347,9.726,10.132,10.669,12.5275,12.975,15.1695,16.981,-11.1365,-17.929,-13.4195,-52.7,5.83328005722035,7.98625058109507,8.19536154605346,8.47949505043317,8.03838593100247,9.28009195729538,9.47719921767336,420.569654618748,427.038118038365,424.3855310145,426.212908950993,424.844553024423,426.598530374069,425.344025991381,427.904880703246,428.82205711879,437.076507040734,432.52105847989
1,0.75,2.20012569539545,6.86322120545719,0.140381733860412,0.873656134071626,0.0168501144116975,4.18832350034883,0.0916971370829255,0.278025273124698,-10.8769079198114,-4.93485887944405,0.509618807622928,1.9,1.435,0.535,0.32,0.13,6.656,6.1,6.6154,6.4759,6.48305,5.7815,3.19315,101.9081,69.94,2.33425,6.33,7.37,6.365,5.2,8.82,0.7,-2.99,1.5,0.52,298.8,344.5,316.7,337.6,-0.19,0.13,0.105,0.21,0.13,0.07,-0.055,2.38,0.12,0.76,9.754,10.174,11.514,11.012,12.373,13.661,13.892,15.3575,10.9695,11.422,11.8145,12.085,12.1635,13.036,12.5965,13.083,15.239,11.5125,11.482,12.163,12.342,12.7335,11.9085,13.801,15.3805,11.467,11.881,11.852,12.511,12.4695,12.865,13.086,13.559,14.223,8.233,9.7045,10.103,10.671,12.5205,12.97,15.167,16.9785,-11.3695,-17.8125,-14.296,-47.61,5.88202347122602,8.3780773481781,8.41592951444491,8.66932923250574,8.45553653917052,9.75547306721095,9.63358992138165,421.584998244074,425.808189937786,423.70357933095,426.671352237315,423.202704119992,426.588102569266,425.049104698428,428.057445216458,429.361319182037,431.418336894881,427.932590081531
1,1.25,2.26804859630492,6.77398892625246,0.128247021726645,0.905553550579895,0.133834628591236,3.98532285516845,1.04138480679811,0.271225591345642,-8.05687847457055,-3.16948804753201,0.506532362932801,1.95,1.5,0.53,0.33,0.13,6.5473,5.824,6.3307,6.1477,6.11385,5.65355,2.9551,101.8997,70.84,2.31665,6.23,7.275,6.48,5.18,8.25,0.6,-2.86,1.5,0.48,302.5,343.8,316.8,335.9,-0.19,0.13,0.11,0.21,0.13,0.07,-0.06,2.375,0.12,0.75,9.745,10.154,11.54,11.007,12.365,13.653,13.895,15.357,10.9275,11.41,11.814,12.0915,12.1245,13.051,12.5835,13.079,15.2495,11.523,11.5035,12.156,12.3535,12.6745,11.9065,13.794,15.3795,11.434,11.837,11.881,12.478,12.4775,12.825,13.055,13.558,14.223,8.138,9.662,10.088,10.671,12.5115,12.965,15.165,16.977,-12.0005,-18.1555,-14.626,-45.22,6.00526703669291,7.9178137917261,8.18440263077444,8.34308751615739,8.13397151484964,9.44715610874525,9.19519525049422,421.461291708986,426.513637127078,424.517996852821,426.539420637731,424.693148145165,427.014517970046,424.625740016427,428.394776438829,430.793033574812,435.568229236113,430.277544174891
1,1.75,2.26667793445834,6.80566856184845,0.121531755101479,1.17027850894856,-0.49741566375989,5.46230876761483,-1.85719769703301,0.276316389283331,-10.0168630738298,-4.19187934051949,0.497462949260713,2.01,1.59,0.565,0.34,0.145,6.3872,5.3585,6.0741,5.8215,5.9222,4.9142,2.9605,101.91168,72.35,2.1546,6.405,7.165,6.41,5.07,8.205,0.8,-2.94,1.5,0.53,304.4,343.1,318.9,335.7,-0.19,0.13,0.105,0.21,0.13,0.07,-0.055,2.38,0.12,0.74,9.727,10.21,11.511,11.016,12.36,13.656,13.907,15.3585,10.9145,11.42,11.781,12.0815,12.1095,13.058,12.563,13.114,15.248,11.539,11.5045,12.1515,12.347,12.662,11.9045,13.788,15.3785,11.429,11.799,11.859,12.475,12.4755,12.808,13.051,13.559,14.213,8.077,9.642,10.08,10.648,12.505,12.96,15.163,16.975,-10.926,-17.823,-13.615,-49.425,5.80651243981466,8.12471226620156,8.36690412347716,8.53864163389841,8.36746379165683,9.14996816295222,9.06998429351688,421.704203057623,427.248104998802,424.201559743211,427.117826976672,423.63526792081,428.080682330192,425.870729346906,428.801061847546,432.59964672371,434.206139047595,430.965697519692
1,2.25,2.18311177133712,6.81798064095591,0.134922743779172,0.924379171199484,0.524025082680573,5.12723387119728,1.66321705163711,0.273017068020753,-7.88922409659389,-3.14642158894351,0.543286631829686,1.965,1.5,0.6,0.35,0.16,6.2582,5.149,5.9559,5.57505,6.0122,4.9617,2.8711,101.90356,72.99,2.1485,6.21,7.34,6.3,5,7.94,0.65,-2.625,1.85,0.525,307.4,342.95,317.8,334.9,-0.19,0.13,0.1,0.21,0.13,0.08,-0.065,2.37,0.12,0.73,9.716,10.195,11.517,11.038,12.358,13.649,13.874,15.3545,10.9075,11.415,11.7725,12.087,12.1125,13.037,12.5535,13.064,15.246,11.521,11.473,12.1545,12.3245,12.682,11.903,13.7815,15.377,11.417,11.76,11.851,12.466,12.473,12.819,13.029,13.548,14.214,8.034,9.6045,10.07,10.554,12.495,12.955,15.1605,16.9725,-11.122,-18.6955,-13.4815,-47.54,5.92447830313882,7.76307652880182,7.90860007637495,7.75894524705034,7.83022998533974,8.92626362745972,8.93192987946249,421.406850022076,427.236755065892,425.693736961589,427.442924227907,425.340095196286,427.9231745156,425.869037867113,428.933821999064,431.045722303257,431.895049452251,427.798319515718
1,2.75,2.14752597391406,6.62258963197326,0.122796006045552,0.919879664952317,0.368528555400023,6.54894518447192,1.18386429228846,0.252931875472688,-7.46734660564335,-3.42924907572055,0.478859893856488,1.9,1.41,0.53,0.33,0.15,5.904,4.917,5.76835,5.5466,5.8275,4.67615,2.634,101.911565,73.39,2.0884,6.235,7.17,6.12,4.83,7.745,0.65,-2.525,1.84,0.495,306.6,342.3,317.6,334.5,-0.19,0.13,0.1,0.21,0.13,0.08,-0.06,2.365,0.12,0.69,9.698,10.103,11.422,11.044,12.347,13.648,13.87,15.355,10.8735,11.431,11.7735,12.09,12.1065,13.034,12.545,13.008,15.225,11.5025,11.4535,12.14,12.338,12.677,11.901,13.7745,15.38,11.385,11.851,11.857,12.455,12.447,12.821,13.019,13.546,14.209,7.986,9.579,10.074,10.503,12.4845,12.949,15.1585,16.9705,-11.602,-18.967,-15.145,-46.01,5.79252770902775,8.01790361413764,7.98675985145415,8.12894723487167,7.80441389031089,8.93746211206743,9.09881661268258,421.305650615793,428.042487024837,425.636445723238,427.92373255187,424.609201586456,428.526207963901,427.239667022789,429.051140759494,429.13023152623,431.501826115767,430.039760880288
1,3.25,2.12184515255475,6.36124455393963,0.126661547374448,1.1199645545956,0.213032028119473,5.31179811798478,0.704511532939822,0.265748750426944,-6.49360565360801,-3.92216545606699,0.513041073143173,2.02,1.53,0.57,0.375,0.16,5.71445,4.777,5.5833,5.3737,5.6115,4.67785,2.49975,101.906665,73.06,2.1282,5.87,7.16,5.925,4.84,7.62,0.7,-2.45,1.83,0.51,308.9,341.2,318,333.7,-0.19,0.13,0.105,0.21,0.13,0.08,-0.06,2.405,0.12,0.655,9.618,9.979,11.49,11.026,12.338,13.648,13.867,15.3535,10.857,11.422,11.779,12.094,12.1295,13.013,12.5405,13.027,15.231,11.5315,11.4715,12.143,12.328,12.643,11.899,13.771,15.3845,11.364,11.786,11.846,12.457,12.446,12.808,13.01,13.529,14.2,7.923,9.573,10.091,10.474,12.4835,12.944,15.1555,16.968,-12.2195,-18.85,-15.3585,-44.51,6.00325191954307,7.7211235198289,7.82491747748487,7.86756853660213,7.66451021486,8.68464958997258,8.83850568437102,422.158832580776,428.056987315407,426.444389356085,428.410237566572,426.654672251139,429.86011573284,428.404184886406,429.078464611216,428.218533680508,431.141315111342,428.657963073991
1,3.75,2.15196730782434,5.95319776471325,0.129653665603148,0.968827812578153,0.0575355008389225,5.47548850417264,0.22515877359118,0.274138574699585,-8.83812834656317,-5.50233000899507,0.534102644719389,2.03,1.65,0.62,0.37,0.17,5.55815,4.941,5.44705,5.3481,5.3895,4.6668,2.3466,101.90936,75.15,1.83435,5.97,6.89,6.045,4.8,7.405,0.6,-2.295,1.82,0.53,308.8,339.8,317.7,332.6,-0.18,0.13,0.11,0.21,0.13,0.07,-0.08,2.405,0.12,0.63,9.563,9.907,11.48,11.029,12.337,13.647,13.875,15.3385,10.849,11.421,11.7715,12.0745,12.1235,13.002,12.542,13.016,15.227,11.49,11.4865,12.1275,12.3,12.6765,11.8965,13.779,15.377,11.357,11.753,11.847,12.455,12.4435,12.785,13.013,13.521,14.179,7.865,9.57,10.108,10.476,12.485,12.94,15.152,16.9655,-12.117,-20.061,-15.831,-42.29,5.86704317587293,7.65001037205726,7.79935337864934,7.70696040132114,7.35104496815036,8.92595431192238,8.80067380909811,421.981293336529,428.598835734484,425.895998556118,428.496887718342,425.704706895012,428.773304027203,425.814422651654,428.732837875294,429.07893156429,431.277968482756,426.980578557917
1,4.25,2.09475843187083,5.49934691111366,0.131053839182433,0.887379921307406,0.0385925326241768,3.41815146872022,-4.38998329307892,0.277534584722388,-6.4836242593722,-5.21188358109832,0.51838192439362,1.925,1.56,0.6,0.365,0.16,5.39745,4.603,5.20335,4.964,5.32905,4.49,2.0446,101.89422,77.5,1.8452,5.765,6.88,5.96,4.6,7.63,0.6,-2.735,1.81,0.575,308.9,340.8,318.7,332.3,-0.185,0.13,0.11,0.21,0.13,0.07,-0.1,2.405,0.12,0.65,9.503,9.92,11.477,11.037,12.34,13.647,13.87,15.3265,10.8385,11.424,11.7675,12.051,12.0895,13.019,12.536,13.017,15.2365,11.4745,11.4765,12.1265,12.313,12.645,11.8945,13.7775,15.3695,11.365,11.76,11.849,12.458,12.454,12.783,13.011,13.525,14.164,7.8,9.5495,10.125,10.474,12.4875,12.937,15.149,16.9635,-12.615,-19.7195,-16.5685,-36.17,5.81902261265847,7.83192289908424,7.93534867624079,7.87405016472803,7.90380300250566,9.15985535058,8.87762359507803,422.293532160524,428.863161209629,425.537107970132,428.739476467073,426.017538715077,429.316512142527,425.722915037475,429.573776271174,429.936580811643,430.927938042683,429.582376704437
1,4.75,2.16949641107077,5.68355957543213,0.119243709540201,0.856133835339039,0.233938831523755,5.12874146127507,0.630449038254738,0.267947754612958,-9.59842164504565,-3.33634099599981,0.555238116499967,1.925,1.505,0.56,0.36,0.16,5.263,4.598,5.1172,4.928,5.12945,4.3271,1.84545,101.87478,78.425,1.6339,5.58,6.53,5.63,4.4,7.41,0.65,-2.725,1.8,0.655,296.2,339.3,311.7,331.8,-0.18,0.13,0.1,0.21,0.13,0.08,-0.1,2.425,0.12,0.66,9.473,9.91,11.459,11.038,12.317,13.646,13.883,15.331,10.832,11.408,11.7825,12.058,12.0895,12.995,12.539,12.985,15.211,11.414,11.4265,12.1225,12.3115,12.664,11.8935,13.778,15.36,11.349,11.741,11.844,12.453,12.4005,12.754,12.999,13.511,14.168,7.832,9.504,10.101,10.471,12.489,12.933,15.146,16.961,-12.093,-19.516,-15.412,-49.68,5.78801483511609,7.62557079587222,7.79662264123325,7.80272874353469,7.62600641662312,8.67088410856155,8.43218820623571,422.429780756486,428.967284615682,427.156442226952,429.142494395343,427.090745560688,429.426393383121,428.205972071289,430.184756535031,432.915238789716,432.574427705722,429.082765870558
