DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,SC_1_1_1,H_1_1_1,SH_1_1_1,LE_1_1_1,SLE_1_1_1,G_2_1_1,TS_2_1_1,TS_2_2_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,FC_1_1_1,G_2_3_1,G_2_2_1,PPFD_OUT_1_1_1,TAU_1_1_1
1,0.25,0.35231609,2.269016649,3.61044680325,0.8071428445,0.0266,-1.703022203,0.0821,4.29581270875,0.093775,-5.2524995,2.04141975,2.456129,84.450568145,98.6852016675,384.3082749,2.562895,-11.3137625,0.07471803,-0.290408675,1.722837,272.8632,312.6837,7.056573667,0.68427206225,-6.548903,-4.11975125,0.865578505,0.134165425
1,0.75,0.361309982,2.4682971325,3.772261647,0.7428625,0.0264,-2.12643749575,0.0647,4.6347998515,0.1067702255,-5.424907,2.02402275,2.449039,84.209,98.6805,384.1678694,2.605303025,-10.851695,0.07322361,-0.346845,1.6424925,274.8015,312.3737,7.114290295,0.55088080275,-6.565134,-4.12330025,0.855776323,0.118719575
1,1.25,0.340325388,2.18235321525,3.511078003,0.64376,0.0239,-1.538133493,0.0251,4.291797782,0.10260873225,-5.5193025,1.999427,2.442604,85.21962926,98.688268955,383.6562926,2.544485035,-11.0360525,0.0648957,-0.255731175,1.609165,272.84735,310.8673,7.066865891,0.6048308425,-6.652117,-4.1412125,0.8868970425,0.11649865
1,1.75,0.346093616,2.08825,3.489961328,0.67945883575,0.0276,-1.467628525,0.043,4.25033737925,0.09715,-5.5976975,1.99637625,2.4400365,85.25050687,98.707,383.6644453,2.5053926625,-9.215617,0.0705054885,-0.412620725,1.656037,274.136725,309.8743,6.860398684,0.59144252325,-6.650909,-4.594121,0.84440068,0.083792165
1,2.25,0.34422472725,1.877982258,3.4512,0.75255879,0.02305,-1.41705050125,0.111571246,4.108575,0.12402500425,-5.607375,1.996974,2.4015925,85.16524303,98.718,384.15845445,2.430922925,-8.66621066075,0.06858281,-0.3118111,1.6985115,274.4222,309.6198,6.836051383,0.57394694875,-6.629919,-4.78703925,0.688388677,0.09438846
1,2.75,0.329274619,1.74538,3.42381,0.676204655,0.0281,-0.67148958725,0.104064056,4.08863744,0.0927,-5.6157435,1.975203,2.3837485,85.61972998,98.7117035675,384.3559232,2.33,-9.4183945,0.068998505,-0.251382075,1.721411,271.3947,309.075,6.884238951,0.56219,-6.682635,-4.920251,0.661151249,0.099023825
1,3.25,0.32063349275,1.54513177625,3.482575328,0.761364632,0.029625,-1.980310063,0.064125,4.039832479,0.10946200225,-5.624059,1.8825895,2.3822485,85.9499877075,98.726,384.7859991,2.35881402275,-8.87067475,0.08184493,-0.2614633,1.7184245,275.8884,308.9164,6.920475487,0.629044754,-6.720247,-4.873678,0.6909240025,0.0920121
1,3.75,0.325469618,1.4221644575,3.477456845,0.7711923125,0.0305,-1.9734726305,0.205691325,4.255517433,0.11056518875,-5.631297,1.8581125,2.368001,85.631,98.70910137,383.620155725,2.2773761525,-8.233,0.072438705,-0.25347356275,1.7311485,274.37265,309.23645,6.819899116,0.64617358725,-6.748295,-5.083525,0.6318017,0.087955045
1,4.25,0.345673603,1.2819021545,3.510867813,0.729800205,0.024025,-2.063082661,0.16009835875,4.1484032125,0.120305332,-5.6225285,1.888245,2.3192235,85.900331515,98.71481291,384.0275256,2.18891113,-8.8581415,0.07281838,-0.254762775,1.697193,275.960025,308.6262,6.870770779,0.591820017,-6.787329,-5.137277,0.6711333425,0.085466145
1,4.75,0.34758172075,1.188385921,3.4894,0.711356783,0.0261,-2.24424,0.1517775,4.35448811375,0.12766131575,-5.616912,1.89191575,2.32914,86.2200987975,98.726087655,384.6593083,2.229710621,-8.7726795,0.0689501,-0.26667621875,1.7019505,275.79805,307.2481193,6.8549194025,0.595738301,-6.770323,-5.20886,0.650391765,0.0726597625
