DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT
3,2.25,-0.1324885,-15.4156,-4.152805,-2.8363325,1.47608,0.2129795,-2.8842575,423.542,4.5419225,0.51722675,0.3598945,0.354538,0.11231025,-3.565431,-2.9138445
3,2.75,-0.16107625,-14.1089,-5.17786,-2.1882525,1.4011625,0.224138,-2.85429,422.451,4.5263175,0.558119,0.392656,0.362796,0.1078025,-3.46462775,-2.86184375
3,3.25,-0.136674,-20.4926,-5.73474,-4.070435,1.474105,0.209211,-3.213995,422.973,4.467275,0.48754525,0.38898675,0.379576,0.1052595,-3.26416475,-2.69790575
3,3.75,-0.193894,-14.739,-4.991485,-5.49346,1.38141,0.223325,-3.3381225,423.88925,4.4948,0.564971,0.3824295,0.355311,0.100913,-3.44158525,-2.83523275
3,4.25,-0.1508595,-19.7428,-6.45896,-3.0158475,1.42172,0.2292665,-3.64156,424.257,4.513135,0.5270865,0.3977615,0.352331,0.117073,-3.475455,-2.9000175
3,4.75,-0.137595,-10.10465,-6.977055,-3.25886,1.5355225,0.250133,-3.6870525,424.421,4.542655,0.561288,0.4257855,0.363184,0.120632,-3.5822255,-2.94520775
3,5.25,-0.14848475,-18.039125,-3.746445,-5.94319,1.6382,0.23549775,-3.8374425,424.535,4.5256775,0.56268825,0.41787725,0.344545,0.11552975,-3.510379,-2.92681
3,5.75,-0.12748625,-13.879525,-4.439745,-3.180185,1.5095775,0.2397065,-4.09779,426.0925,4.466475,0.57276725,0.4279705,0.3538815,0.11106275,-3.44925725,-2.848014
3,6.25,-0.152782,-9.614405,-2.6415,-4.3092125,1.5529375,0.235327,-4.188155,423.5735,4.47724,0.560339,0.453345,0.35315275,0.1333525,-3.08595725,-2.56349825
3,6.75,-0.1754385,-12.410525,-3.3256375,-3.87541,1.68857,0.241483,-4.10242,425.6575,4.4713225,0.662429,0.4428585,0.400007,0.136224,-1.14457575,-0.894668075
3,7.25,-0.17963925,-14.6441,-7.765425,-4.88358,1.7027775,0.278377,-3.6352175,425.8215,4.4823,0.7171385,0.495519,0.43121525,0.177729,9.26208525,7.82788225
3,7.75,-0.207864,-39.4206,-14.8885,-3.13423,1.94989,0.30742025,-2.8812,425.184,4.44476,0.8436245,0.57111325,0.44243625,0.2038625,31.458225,26.45687
3,8.25,-0.234605,-49.143175,-17.2533,-6.70472,1.89784,0.30034525,-2.14498,423.11075,4.51896,0.85445775,0.68003475,0.47955375,0.237613,67.2415775,56.42466
3,8.75,-0.273145,-56.1688,-27.4179,-1.80972,2.16253,0.3696655,-1.72977,421.4135,4.34971,0.9424655,0.77990125,0.528054,0.2528205,94.6431225,79.4243075
3,9.25,-0.349095,-56.6359,-14.8938,-1.3983,2.4079,0.3413685,-1.1519625,420.471,4.40919,1.012725,0.8057525,0.5486045,0.27125525,130.197025,109.200375
3,9.75,-0.4274205,-45.23555,-11.6052825,-0.40710925,2.5788525,0.39968175,-0.69988025,420.0305,4.33417,1.08038,0.849314,0.5461165,0.2621635,175.329525,146.998375
3,10.25,-0.36668675,-35.92175,-8.95295,-2.1010675,2.56046,0.45477525,-0.148738,420.02625,4.143265,1.12129,0.933682,0.62321325,0.30062275,225.855975,189.358725
3,10.75,-0.414897,-55.439,-25.0955,-1.4232775,2.42337,0.437221,0.40305025,420.118,4.11336,1.14285,0.960903,0.607121,0.309165,221.483925,185.73345
3,11.25,-0.434129,-44.1393,-28.5525,-0.19645925,2.59164,0.421234,0.74270325,419.47725,4.1485575,1.17837,1.013935,0.652763,0.330016,225.579875,189.168
3,11.75,-0.39522775,-56.1924,-13.30185,-0.26893275,2.7335975,0.465956,1.0100815,418.959,4.200045,1.2770375,1.0463575,0.64850425,0.329674,259.9522,218.001125
3,12.25,-0.398757,-42.429325,-23.300325,-0.02815825,2.569005,0.515998,1.2465525,420.25,4.075985,1.2719125,0.9531585,0.69158025,0.33508525,265.792325,222.869225
3,12.75,-0.490299,-61.6432,-15.00725,0.092926,2.4936575,0.504936,1.4873075,418.65675,4.059965,1.19204,1.0574125,0.699701,0.36230975,278.31655,233.341
3,13.25,-0.523556,-30.37635,-7.6120875,0.3955135,2.7325325,0.4889825,1.58224,418.88175,4.060255,1.3041325,1.0268325,0.6445425,0.320352,289.036525,242.3279
3,13.75,-0.44062975,-38.599375,-19.4491,0.19550325,2.5864675,0.4647475,1.8527,418.61375,4.0671625,1.2137375,1.05293,0.6460615,0.33783275,251.787625,211.0992
3,14.25,-0.453704,-40.1379,-21.78985,-0.577357,2.63528,0.481443,1.97771,417.79675,4.0132475,1.23438,1.05546,0.673596,0.327052,239.284625,200.596975
3,14.75,-0.437627,-54.226,-12.1129,-0.7567285,2.4862,0.43408,2.0285775,418.16125,4.10651,1.22374,0.949876,0.671452,0.279457,211.3974,177.237325
3,15.25,-0.4106155,-53.641075,-20.2948,-1.7861475,2.52664,0.397379,2.17375,418.43,4.16654,1.22025,0.891273,0.63693625,0.285953,157.644175,132.246275
3,15.75,-0.388759,-36.270175,-5.456065,-0.962398,2.55154,0.440201,2.28378,418.794,4.17427,1.14873,0.857279,0.652909,0.267198,152.88495,128.165
3,16.25,-0.35063875,-52.0226,-17.493475,-0.60834225,2.74916,0.38679,2.13203,419.449,4.17106,1.10865,0.867501,0.603418,0.236472,111.22255,93.3176075
3,16.75,-0.262473,-61.4814,-18.08285,-1.03619,2.61451,0.402421,1.93139,419.72,4.1805675,1.091025,0.759469,0.585333,0.205498,73.641275,61.8107125
3,17.25,-0.290685,-34.43335,-21.60125,-4.8515725,2.3470075,0.357774,1.81722,419.648,4.212145,0.950419,0.766914,0.601724,0.177136,56.33421,47.24483
3,17.75,-0.219874,-16.007125,-6.91312,-4.82811,2.41362,0.350453,1.57153,419.527,4.213565,0.892559,0.729774,0.563204,0.160425,34.9491675,29.37959
3,18.25,-0.192234,-17.211,-1.16386,-4.6148225,2.16808,0.289909,1.0562525,420.2795,4.325715,0.78433,0.620016,0.493886,0.14095,12.4161125,10.4619175
3,18.75,-0.19752,-21.691875,-13.18,-6.3236925,1.89386,0.274985,0.733881,421.565,4.37209,0.740842,0.55742075,0.466773,0.137195,-0.4276995,-0.3487336
3,19.25,-0.182167,-12.86195,-9.28351,-4.60079,1.97473,0.279421,0.484409,421.825,4.28904,0.675983,0.5446755,0.445231,0.1379455,-4.1705785,-3.43942525
3,19.75,-0.1859075,-7.7471925,-7.765415,-3.411115,1.9869525,0.262045,0.30134875,423,4.267165,0.70289925,0.5151645,0.42168,0.12395125,-4.1607305,-3.40196975
3,20.25,-0.1616025,-4.233915,-6.95126,-4.353945,2.0168,0.2665735,-0.114779,423.364,4.27957,0.6719085,0.5534535,0.4189775,0.11980725,-4.1533885,-3.4636465
3,20.75,-0.1373525,-12.98895,-6.860485,-6.54328,1.7918825,0.23454925,-0.1454,424.443,4.31132,0.63472325,0.47519375,0.4002595,0.127865,-4.07968725,-3.362029
3,21.25,-0.1179755,-21.3296,-12.3664,-6.97231,1.850285,0.254857,-1.0307,423.77,4.35244,0.652152,0.5093545,0.400426,0.1177925,-4.034435,-3.34424625
3,21.75,-0.1642915,-13.0251,-4.2413875,-4.8517875,1.95198,0.2482685,-1.10342,423.242,4.3580325,0.6951255,0.4956935,0.39875,0.116999,-3.97863175,-3.32037025
3,22.25,-0.137416,-12.65745,-5.78804,-5.56343,1.74752,0.247108,-1.31821,422.47,4.42546,0.662923,0.49594575,0.345644,0.1082545,-3.869748,-3.2319965
3,22.75,-0.126952,-13.2641,-5.405395,-3.206515,1.73708,0.249366,-1.48255,421.4755,4.4548075,0.661145,0.483363,0.34758,0.124493,-3.7667805,-3.1016205
3,23.25,-0.1632525,-6.6878475,-4.31015,-3.16099,1.79739,0.22225475,-1.90568,422.6275,4.560485,0.664598,0.45698525,0.3793735,0.10548,-4.00599725,-3.29374775
3,23.75,-0.13139225,-8.2246775,-4.23463,-4.594545,1.6798025,0.23808075,-1.7873725,422.981,4.5577,0.59007575,0.453748,0.3540765,0.1120425,-3.88428525,-3.2498045
4,0.25,-0.109092,-11.7494,-8.5584725,-1.77202,1.68207,0.243571,1.55695,422.518,5.11637,0.637893,0.497409,0.342965,0.109723,-3.7174905,-3.03300125
4,0.75,-0.12350125,-9.5097775,-2.287205,-0.52428,1.77806,0.23674275,1.3161325,423.1985,5.30455,0.654007,0.4678025,0.3589845,0.118639,-3.893266,-3.2085005
4,1.25,-0.108321,-12.4219,-3.41369,-1.16816,1.80289,0.242991,1.6413075,422.565,5.311815,0.65744325,0.465942,0.338376,0.11928275,-3.9794735,-3.2620425
4,1.75,-0.114906,-16.2365,-3.178915,-0.21237,1.6899125,0.22667475,1.361005,422.4275,5.3482075,0.61092975,0.4341815,0.356539,0.105213,-3.745863,-3.06168475
4,2.25,-0.108328,-14.0773,-2.6164,-2.205245,1.65718,0.2004,1.27409,422.81475,5.351565,0.621825,0.452939,0.334901,0.100067,-3.62642725,-2.9718345
4,2.75,-0.09912175,-11.48195,-4.89033,-1.5148925,1.78658,0.2307065,1.1727,423.6485,5.522025,0.614017,0.4422825,0.3483195,0.111882,-3.50055725,-2.86227075
4,3.25,-0.108891,-15.580175,-4.96583,-1.8562325,1.84955,0.23282,1.20916,424.8365,5.46882,0.653825,0.459493,0.361971,0.107381,-3.56938575,-2.97717675
