DOY2,HR2,CH4,CO2,FC,FCH4,H2O,SC,SCH4,G_1,H,LE,SH,SLE,PA_1_1_1,RH_1_1_1,RH_1_2_1,TA_1_1_1,TA_1_2_1,VPD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,PPFD_DIF_1_1_1,PPFD_IN_1_1_1,PPFD_IN_2_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_1,TS_2,TS_3,TS_4,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS,WS_1_1_1,NEE
1,0.25,2028.71740722656,433.513740539551,0.933401003479958,-1.60797753930092,6.09530735015869,-0.104494001716375,-1.21527743339539,-7.02083253860474,-23.9831504821777,-0.610229499638081,-0.218427747488022,-0.133535005152225,100.883098602295,87.8272972106933,85.1599254608154,1.25235050916672,1.42093726992607,0.156071726232767,299.340827941895,306.982543945313,-22.0435376167297,0.534095257520676,0.00519675016403198,0.339534260332584,0,0,0.172541253268718,2.62594866752624,2.66842532157898,3.32296025753022,4.87225997447968,-0.0959702990949154,0.381482310593128,0.0911394730210304,0.319871582090855,0.101522067561746,1.14292925596237,1.47812819480896,0.712452739477157
1,0.75,2029.68746948243,432.400741577148,0.815833508968353,-6.63810491561889,6.10105741024018,-0.0998652018606663,-0.770393013954163,-6.96561694145202,-23.8337497711182,-0.797815516591072,-0.223200999200345,-0.108552750200034,100.849552154541,88.02707862854,85.4076194763183,1.3008017539978,1.43624126911163,0.157006833702326,305.378189086914,305.681930541992,-19.2791900634766,0.539995476603508,0.0134642499033362,0.339535757899284,0,0,0.150919746607542,2.57131290435791,2.689284324646,3.34840679168701,4.87876486778259,-0.0888283997774124,0.354339331388474,0.0835327506065368,0.290142506361008,0.0917468555271626,1.33985754847527,1.60717496275902,0.453707970678806
1,1.25,2040.1826171875,431.831993103028,0.78803975880146,-2.05810010433197,5.87091493606567,-0.0725742243230343,-0.954050958156586,-6.94506669044495,-22.1331996917725,-0.617687225341797,-0.211828999221325,-0.123162496834994,100.815628051758,88.312334060669,85.7581424713135,1.25591278076172,1.52217054367065,0.157368440181017,307.458297729493,305.222442626953,-16.9649982452393,0.539065480232239,0,0.337733507156373,0,0,0.224559750407934,2.55399388074875,2.70532816648484,3.361103951931,4.88895404338836,-0.0890227220952511,0.330481737852097,0.090873897075653,0.319663845002651,0.0931045170873403,1.15686249732971,1.46237200498581,0.593649104237557
1,1.75,2022.70010375976,432.115257263184,0.773507490754128,-1.47887498140336,5.89232742786408,-0.162261251360178,-1.43773502111435,-6.96807420253754,-22.0533242225647,-0.706020474433898,-0.180578749626875,-0.120930498465896,100.816497802734,87.8530330657959,85.5277729034424,1.36323651671409,1.31320029497147,0.177714928984642,306.027191162109,304.398880004883,-16.9984188079834,0.538788750767708,0.00414125004317611,0.339616000652313,0,0,0.269544497132301,2.49916172027588,2.68513131141663,3.3897510766983,4.88334560394287,-0.0864001512527466,0.308384969830513,0.0712666716426611,0.295514956116676,0.0945537947118282,0.880952015519142,1.27656501531601,0.50695214420557
1,2.25,2032.11999511719,432.769004821778,0.643312990665436,-2.32275003194809,6.06673491001129,-0.0926469992846251,-1.06294098496437,-7.02552199363709,-23.8754758834839,-1.02349802851677,-0.147557493299246,-0.118811499327421,100.81360244751,87.5682144165039,85.6291961669922,1.43005698919296,1.3453897535801,0.192725498229265,298.488136291504,302.218246459961,-19.7878389358521,0.532871514558792,0.00517725001554936,0.338228493928909,0,0,0.180778756737709,2.44877469539642,2.70277237892151,3.40655326843262,4.88315200805665,-0.0843092501163483,0.344282202422619,0.0879296250641346,0.301500454545021,0.0921950228512287,0.94666275382042,1.18708500266075,0.351401150226593
1,2.75,2025.60998535157,432.852241516114,0.942274257540703,-5.80305725336075,6.11313736438751,-0.0427683740854264,-0.966544508934021,-7.00020241737366,-25.2637748718262,-0.951416999101638,-0.216331005096436,-0.141992248594761,100.807472229004,87.6153297424317,85.8809223175049,1.57474449276924,1.58973973989487,0.197742536664009,302.916023254394,303.048217773437,-16.1356666088104,0.533439755439758,0.00414399988949299,0.339568257331848,0,0,0.153259251266718,2.44375938177109,2.70343112945557,3.42233389616013,4.89739632606507,-0.0878528505563736,0.400569587945938,0.0870883986353874,0.320560455322266,0.107002802193165,1.32190495729446,1.69207614660263,0.308991745114326
1,3.25,2017.46752929687,433.184494018555,0.920678496360779,-0.759416490793228,6.14808511734009,-0.0945011526346207,-1.48818001151085,-6.96397697925567,-22.5581502914428,-1.57456994056702,-0.175843000411987,-0.136503748595715,100.811700820923,86.4056510925293,84.1217632293701,1.4463309943676,1.54541796445847,0.175480075180531,293.918548583984,301.700942993164,-19.5916452407837,0.529558509588242,0.00414300011470914,0.337697997689247,0,0,0.181573245674372,2.50784891843796,2.68587797880173,3.43192160129547,4.90542471408844,-0.0784069765359164,0.342370741069317,0.0907153468579054,0.313674747943878,0.106336606666446,1.38742503523827,1.72091495990753,0.704770028591156
1,3.75,2015.1801147461,432.686996459961,0.729314744472503,-1.42334240674972,6.1909875869751,-0.0930850505828857,-0.524331264197826,-6.88969707489014,-21.9940004348755,-0.495053522288799,-0.238090001046658,-0.156569495797158,100.775053024292,87.0850353240967,84.9514751434326,1.33913099765777,1.34183397889137,0.159938585013151,298.837188720703,302.098983764648,-13.7952997684479,0.54661925137043,0.00414224993437529,0.339549258351326,0,0,0.119842750951648,2.52520883083343,2.64846134185791,3.44384723901748,4.91201436519622,-0.0867848992347717,0.365872830152512,0.0996240470558405,0.290448777377605,0.109731554985046,1.27532255649566,1.85847997665405,0.431575581431389
1,4.25,2018.56994628906,433.772491455078,0.815155506134034,-1.52708503603935,6.13989996910095,-0.0850594006478786,-0.47647275030613,-6.92924058437348,-20.5860996246338,-0.649103984236717,-0.232927501201629,-0.144177004694939,100.780424118042,88.3368263244629,86.9766349792481,1.34945178031921,1.17140546441078,0.148974735289812,304.924736022949,300.318962097168,-13.2262332439422,0.538178250193596,0.00621424987912179,0.33967399597168,0,0,0.0823630020022393,2.5324410200119,2.69753175973892,3.4432281255722,4.90014481544495,-0.0859154015779495,0.380705252289772,0.0950187500566245,0.323951050639152,0.119431771337986,1.35069248080254,1.7202624976635,0.70985496044159
1,4.75,2012.17999267578,433.915008544922,0.799143478274345,-3.11329996585846,6.06865000724792,-0.0975090768188238,-0.60317774116993,-6.85995244979858,-25.3404002189636,-1.27218502759934,-0.222709000110626,-0.113333748653531,100.786350250244,88.0794906616211,86.2199153900146,1.26873102784156,0.963164761662483,0.140358287841082,299.83863067627,300.672714233398,-16.6415064334869,0.528446733951568,0.00517775013577193,0.339655235409736,0,0,0.151702500879765,2.49364793300628,2.71838426589966,3.45684939622879,4.91120147705078,-0.0919541511684656,0.366191565990448,0.0927289985120296,0.32274366915226,0.110733855515719,1.30379500985145,1.62877249717712,0.569144010543823
