DOY2,HR2,FC,LE,H,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,G_8_1_1,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,FC_2_1_1,LE_2_1_1,H_2_1_1,CO2_2_1_1,H2O_2_1_1,T_SONIC_2_1_1,T_SONIC_SIGMA_2_1_1,WS_2_1_1,USTAR_2_1_1,TA_2_1_1,TA_2_1_2,RH_2_1_1,PPFD_IN_2_1_1,SW_IN_2_1_1,SW_OUT_2_1_1,LW_IN_2_1_1,NETRAD_2_1_1,PA_2_1_1,LW_OUT_2_1_1
1,0.25,1.529,9.7832,-3.4473,-1.21275,-0.745,-1.807,-1.9755,-1.38825,-0.5224,-1.59715,-1.0387,402.17,6.69562,87.693,4.9179,0.33735,4.5525,3.848,3.948325,90.6575,0,0,0,0,297.23,321.01,-9.92275,0.6485,0.974,1.366,1.6305,2.362,3.656,0.77,1.7144,1.45701,0.99512,4.760725,0.78992875,2.5418675,0.4738215,412.78575,4.812865,2.0962325,0.4554085,4.90707,0.34627775,2.072625,1.9197225,86.218325,0,0,0,294.703,-2.5764,87.9,315.20975
1,0.75,1.4015,9.4465,-3.52425,-1.2125,-0.74925,-1.668,-1.9835,-1.39825,-1.23643,-1.59745,-1.52325,402.085,6.722,87.68725,4.849575,0.3434375,4.5,3.4867,3.78025,90.852,0,0,0,0,298.3,320.84,-9.77975,0.6535,0.9475,1.35875,1.6185,2.36825,3.659,0.78884,1.737525,1.46795,1.00275,4.9475,0.663038,2.37469,-0.021491,412.74175,5.0049775,2.0861625,0.54073525,6.278535,0.35762675,2.192435,2.040245,86.57665,0,0,0,298.6665,-3.7503175,87.9,315.65425
1,1.25,1.48305,8.854,-4.1265,-1.21875,-0.7965,-1.65975,-1.98075,-1.4155,-1.5672,-1.5979,-1.887025,402.205,6.6749225,87.66975,4.7771625,0.354805,4.4025,3.50533,3.654075,90.68325,0,0,0,0,297.6575,320.5,-10.845,0.6425,0.97325,1.35025,1.616,2.35975,3.64925,0.7783275,1.708885,1.4779,1.01005,4.8653225,0.71802275,1.945065,1.38672,413.13575,5.23944,1.9990825,0.465958,6.05117,0.426284,1.7656175,1.5355275,86.26585,0,0,0,297.80075,-2.50088,87.89585,315.279
1,1.75,1.47095,9.47681,-3.9300825,-1.22225,-0.78675,-1.649,-1.98875,-1.42275,-1.5672,-1.5979,-2.0774,402.3,6.65185,87.672,4.5860325,0.345865,4.35,3.4313,3.5567,91.0335,0,0,0,0,296.45,320.5,-10.17025,0.63075,0.93075,1.33975,1.62475,2.35525,3.64375,0.7805,1.695,1.5245,0.9802,4.802725,0.82251075,2.3181425,-2.2861775,413.1085,5.1475775,1.62691,0.40948375,5.34631,0.396021,1.821285,1.5271775,85.254175,0,0,0,296.0815,-2.4590325,87.92085,315.269
1,2.25,1.5407,8.74103,-4.365,-1.23825,-0.788,-1.66975,-1.984,-1.43925,-1.5674,-1.5979,-2.077425,402.035,6.67225,87.6815,4.39199,0.3434975,4.1953,3.166,3.354925,91.616835,0,0,0,0,297.3525,320.33,-9.38425,0.62925,0.91775,1.333,1.61575,2.34875,3.63925,0.749,1.6409,1.3714,0.9516,4.6933275,0.6352325,1.46853,-1.55096775,413.1165,5.0287075,1.5014175,0.3797365,5.24495,0.39128025,2.18481,1.8172,85.166675,0,0,0,295.40525,-2.1918325,87.925,315.65225
1,2.75,1.4955,10.751,-2.58735,-1.2385,-0.7875,-1.668,-2.00025,-1.45025,-1.5674,-1.5979,-2.0776675,401.96,6.588125,87.6805,4.3913,0.35452,3.938475,3.1453,3.3492475,91.4165,0,0,0,0,298.38,320,-8.950775,0.634,0.954,1.33825,1.61175,2.35725,3.6405,0.768135,1.6931,1.4526,0.98023,4.59365,0.89081725,1.558285,-4.6661975,413.07525,5.02644,1.9324425,0.4359535,5.28583,0.425393,2.7094075,2.2720575,84.424175,0,0,0,296.89575,-2.264095,87.925,315.6355
1,3.25,1.48575,7.983,-2.7195,-1.24375,-0.7885,-1.65875,-2.0025,-1.439,-1.5674,-1.5979,-2.07758,402.2125,6.5695425,87.663,4.3488,0.35365,4.015,3.079,3.2712475,91.508,0,0,0,0,298.57,319.34,-8.745,0.637,0.8885,1.3955,1.63275,2.3625,3.6335,0.7578425,1.6901,1.3913,0.9428,4.6101225,0.88060275,1.161205,-1.71224,413.30825,4.9492075,2.00316,0.396672,4.720325,0.366021,2.2727825,1.91451,84.3421,0,0,0,299.54075,-2.686305,87.925,316.003
1,3.75,1.39775,9.648,-3.90037,-1.23725,-0.79125,-1.648,-2.00375,-1.4425,-1.5674,-1.5979,-2.0774525,401.7104625,6.6159,87.655,4.308325,0.34501,3.9225,3.049,3.2351725,91.9,0,0,0,0,297.9675,319.13,-8.099275,0.6205,0.86125,1.35075,1.61575,2.35425,3.632,0.75915,1.6814,1.4196,0.948,4.60599,0.690913,1.881,-4.10335,413.094,4.78504,1.9387,0.416806,4.92842,0.386899,2.406285,1.7001475,84.68585,0,0,0,301.3445,-2.8071075,87.925,316.11475
1,4.25,1.4861275,8.283,-2.4977875,-1.239,-0.77525,-1.6485,-2.02,-1.3905,-1.56737,-1.5979,-2.0775625,402.01,6.7808,87.65,4.31943,0.3705,3.83,3.001,3.1405,91.9105,0,0,0,0,297.6,319.23,-7.39,0.62125,0.87425,1.371,1.60375,2.35925,3.638,0.7255675,1.634975,1.33989,0.9072325,4.6115,0.963572,1.89556,-4.71804,412.874,4.68301,2.38549,0.380501,4.64847,0.420317,2.57183,1.41527,85.2167,0,0,0,307.86175,-2.5946675,87.9,315.22675
1,4.75,1.4263525,9.24975,-3.4534,-1.24025,-0.75775,-1.6325,-2.024,-1.457,-1.567385,-1.5979,-2.0776325,402.3574,6.7628,87.64775,3.9969,0.356185,3.73845,2.6927,2.987,91.8835,0,0,0,0,299.4475,318.71,-6.36975,0.6165,0.87025,1.36025,1.6135,2.34925,3.638,0.706595,1.575325,1.3649,0.8883425,4.50932,0.737153,1.56396,-3.40425,413.037,4.61091,2.60779,0.365479,4.5889775,0.421615,2.38313,1.68026,86.340025,0,0,0,306.7355,-2.57605,87.9,315.84725
