DOY2,HR2,USTAR,TA,WS,FC,SC,H,LE,G,RH,PA,NETRAD,PPFD_IN,SW_IN,CO2,VPD,TS_1_1_1,TS_1_2_1,NEE
4,7.75,0.5635,7.685,1.77175,-1.6445,-0.0455,110.85,52.36,3.14225,76.225,88.4,252.1,753.75,387.125,369.4375,4.7475,5.2635,6.4535,-1.55275
4,8.25,0.573,8.59,1.837,-1.78125,-0.07975,161.81,64.481,9.7405,73.4,88.4,308.9,890,469.075,369.485,5.3725,6.04425,6.21475,-2.14775
4,8.75,0.6245,9.0325,1.966,-2.4815,0.085,201.86,72.14,17.458,73.6,88.4,381.1,1089.5,553.525,367.77,5.615,7.3875,6.5475,-2.633
4,9.25,0.626,9.7425,2.077,-2.45675,-0.0315,251.1,87.45,27.53175,69.6625,88.4,448,1228,621.925,368.33,5.715,8.4875,6.56875,-2.41775
4,9.75,0.679,10.1175,2.19375,-2.8285,-0.086,292.35,109.43,35.451,67.3825,88.4,499.9,1372.5,687.15,368.6,6.32,9.94,6.74825,-2.8855
4,10.25,0.684,10.21,2.2295,-3.12025,-0.065,296.17,104.16,41.572,67.78,88.4,546.4,1467,732.5,368.45,6.915,11.5575,7.085,-3.345
4,10.75,0.733,11.0075,2.3255,-3.69225,-0.046,318.13,110.67,47.3855,68.16,88.4,575.7,1532.25,756,368.57,7.6125,12.5825,7.205,-3.7865
4,11.25,0.7705,11.5875,2.401,-4.18,-0.044,345.8,120.97,46.41475,66.835,88.301,597.4,1570,773.75,362.94,8.015,13.22,7.2175,-4.3575
4,11.75,0.74975,12.18,2.355,-3.76975,-0.0125,341.015,118.5525,45.59225,66.335,88.301,622.1,1612.75,795.75,363.19,8.515,15.305,7.375,-3.71675
4,12.25,0.744,12.6325,2.5365,-4.112,0.003,345.01,116.8,50.448,68.025,88.301,628,1631.25,812,364.07,8.995,16.0625,7.67,-3.806
4,12.75,0.7955,12.525,2.584,-3.84925,-0.039,343.9,113.26,48.672,66.6325,88.301,613.9,1597.75,786,363.175,9.6225,16.8625,7.9725,-4.0545
4,13.25,0.773,12.8875,2.688,-3.447,-0.004,325.4875,113.105,45.05375,65.9675,88.301,597.3,1559.75,768.75,363.905,9.7575,17.4275,8.0775,-3.568
4,13.75,0.8035,13.3675,2.66375,-3.765,0.104,346.07,105.84,41.16775,65.00775,88.301,548.3,1481.75,727.25,362.485,10.275,18.07,8.0775,-3.678
4,14.25,0.803,13.4975,2.68325,-3.61,0.218,298.8,103.8425,38.01475,66.4975,88.301,499,1364.75,671.6,362.5625,10.195,18.7675,8.2825,-3.502
4,14.75,0.772,13.6825,2.62725,-2.95775,0.181,285.1475,91.745,30.98275,67.74,88.301,446.5,1211,604.875,365.3875,10.285,18.7375,8.5325,-2.8735
4,15.25,0.773,13.9975,2.6875,-2.753,0.1775,237.36,82.91,25.1725,66.8875,88.2,387.5,1071.25,526.225,364.6525,10.3175,18.64,8.77,-2.716
4,15.75,0.752,13.61,2.6245,-2.7625,0.17975,189.52,70.84,20.168,67.95,88.2,327.7,940.5,456.7,363.5575,9.4475,17.6775,8.9575,-2.645
4,16.25,0.77225,12.9725,2.568,-2.85325,0.18525,154.0725,61.0425,15.9495,70.95,88.2,235.7,744.75,368.55,362.84,9.0325,16.965,9.31,-2.67975
4,16.75,0.71,12.835,2.3905,-1.85225,0.365,109.84,51.0225,11.409,72.975,88.2,179.6,554.675,280.6,362.965,8.885,16.4625,9.455,-1.24775
4,17.25,0.6775,12.6625,2.2965,-0.58675,0.289,64.371,38.06,7.39975,73.15,88.2,112,402.3,207.85,363.5,8.24,15.795,9.5575,-0.314
4,17.75,0.72075,11.75,2.23425,-0.086,0.468,21.71,30.15,3.3205,74.2,88.2,48.86,234.85,129.675,363.93,7.515,14.3,9.5525,0.32875
4,18.25,0.627,10.605,2.0285,0.69,0.369,-2.91,21.5775,-0.6905,76.7,88.2,3.501,111.35,50.7475,363.77,6.345,13.21,9.65,0.72
4,18.75,0.583,9.73,1.856,1.064,0.58075,-9.405,12.465,-3.672,78.85,88.2,-18.42,21.02,10.79,364.58,5.4925,12.3575,9.8225,1.4305
4,19.25,0.59075,8.655,1.8335,1.6155,0.8675,-12.86,8.695,-5.959,81,88.2,-22.05,0,0,367.1,4.5975,11.695,9.755,1.73325
4,19.75,0.5585,8.2275,1.78075,1.7575,0.446,-17.48,7,-7.2835,81.175,88.301,-20.6,0,0,366.0225,4.225,10.9025,9.7375,1.871
4,20.25,0.5805,7.465,1.85875,1.54125,0.299,-15.7275,6.7225,-8.6755,81.225,88.301,-20.57,0,0,366.185,3.8275,10.09,9.67,1.65125
4,20.75,0.59,6.82425,1.77175,1.51075,0.38825,-13.29,6.225,-9.35025,81.9,88.301,-17.48,0,0,365.64,3.6775,9.4375,9.57,1.64275
4,21.25,0.6095,6.6075,1.857,1.67625,0.27175,-14.025,5.48,-9.866,83.35,88.301,-15.43,0,0,366.7175,3.465,8.935,9.44,1.852
4,21.75,0.5445,6.352,1.65175,1.1455,0.536,-10.7075,5.595,-9.52275,85.175,88.301,-15.66,0,0,367.8925,2.985,8.33,9.275,1.3295
4,22.25,0.554,6.15175,1.772,1.407,0.237,-12.43,5.615,-9.70975,85.075,88.301,-15.72,0,0,366.8725,2.825,7.7025,9.1825,1.436
4,22.75,0.6125,5.91525,1.8375,1.317,0.4365,-9.3875,6.2675,-9.6955,84.8,88.301,-16.149,0,0,367.28,2.775,7.3275,9.13,1.5335
4,23.25,0.559,5.815,1.547,1.468,0.613,-12.235,3.36,-9.76875,84.85,88.301,-18.5,0,0,367.15,2.53,6.99175,9.105,1.347
4,23.75,0.60525,5.2245,1.63725,0.7455,0.4445,-15.7925,5.12,-9.61475,85.075,88.37525,-16.8425,0,0,369.5525,2.4275,6.65875,9.08,0.861
5,0.25,0.44475,9.4975,1.5685,2.533,0.318,-8.8825,3.89,-11.6875,82.775,88.4,-33.155,0,0,366.69,4.465,11.2125,13.5875,2.82125
5,0.75,0.53,9.535,1.32575,2.62475,0.2725,-10.98,7.345,-12.32125,82.775,88.4,-30.2225,0,0,364.6325,4.3275,10.895,13.48,2.733
5,1.25,0.51725,9.59,1.39425,2.8515,0.35575,-11.45,5.985,-11.958,82.6,88.4,-29.465,0,0,363.88,4.2775,10.59,13.385,2.9245
5,1.75,0.51425,9.42,1.48,2.403,0.35275,-7.765,7.18,-11.3655,81.85,88.37525,-27.9325,0,0,364.2125,4.4675,10.185,13.275,2.64725
5,2.25,0.487,9.1275,1.5705,2.5045,0.3365,-10.415,5.37,-11.257,82.4,88.37525,-31.3825,0,0,365.135,4.0225,9.86,13.1825,2.77925
5,2.75,0.491,8.7575,1.493,2.316,0.2835,-12.09,4.635,-11.224,83.325,88.37525,-33.0675,0,0,364.74,4.17,9.5925,13.0925,2.298
5,3.25,0.47075,9.1025,1.38175,2.5485,0.2505,-10.46,4.005,-10.89,82.85,88.37525,-29.4775,0,0,366.68,4.0825,9.3675,12.86,2.642
5,3.75,0.544,8.8075,1.52175,2.442,0.35,-10.01,4.995,-11.61525,83.65,88.301,-31.545,0,0,367.7025,3.9275,9.145,12.765,2.489
5,4.25,0.511,8.885,1.676,2.23975,0.56075,-10.195,6.81,-11.17175,83.4,88.301,-27.085,0,0,365.0775,3.445,9.0175,12.725,2.28175
5,4.75,0.521,8.7925,1.54,1.706,0.07375,-7.2,11.87,-10.76575,83.7,88.301,-21.61725,18.245,9.1,364.945,3.8275,8.855,12.57,1.4065
5,5.25,0.5,9.0125,1.5285,1.014,-0.065,-5.7975,14.84,-10.0205,82.875,88.37525,7.24425,73.025,50.0425,365.3,4.215,8.685,12.3675,0.671
5,5.75,0.464,9.515,1.61925,0.348,-0.0855,0.94,26.2575,-8.48125,81.4,88.37525,54.065,135.525,123.15,362.935,4.52,8.5775,11.84,-0.0345
5,6.25,0.482,10.4575,1.4675,-0.322,-0.10175,28.9375,34.305,-5.31675,79.725,88.37525,128.475,244.875,207.8,362.8725,4.995,8.8075,11.7025,-1.02525
5,6.75,0.529,11.2375,1.654,-1.78,-0.261,78.8425,63.605,-0.259,75.425,88.4,191.4,548.3,288.025,361.875,6.5625,9.4025,10.9925,-2.413
5,7.25,0.572,12.17,1.6515,-3.3435,-0.202,125.96,73.7425,5.33425,72.3,88.4,266.625,746,388.7,361.8525,7.4025,9.7525,10.265,-3.7225
5,7.75,0.566,12.745,1.7285,-3.593,-0.0225,180.685,86.41,12.36775,69.7275,88.4,339.575,923,465.95,361.5975,7.8875,11.15,10.3475,-3.813
5,8.25,0.594,12.8925,1.895,-3.74025,0.017,209.6,100.97,21.477,67.0875,88.4,407.825,1074.75,546.525,361.285,8.3125,12.3875,10.4025,-3.49125
5,8.75,0.638,13.3575,2.04175,-4.4975,-0.015,248.74,108.995,30.266,64.155,88.4,480.825,1199.5,629.55,361.2025,9.105,13.79,10.56,-4.733
5,9.25,0.665,14.645,2.19725,-4.594,-0.016,285.385,121.81,40.37,62.385,88.4,538.675,1373,695.475,361.605,9.6025,14.8925,10.8575,-4.792
5,9.75,0.667,15.26,2.34525,-4.768,0.01,317.5775,130.27,49.28225,59.2725,88.4,593.325,1512.75,755.5,361.665,10.7025,16.53,11.135,-4.726
5,10.25,0.7165,15.9975,2.47425,-4.72,-0.005,339.755,131.2775,52.5045,58.41,88.4,638.95,1603,799.25,361.41,11.7675,18.1575,11.26,-4.841
5,10.75,0.7245,16.47,2.454,-4.96625,0.013,356.94,141.67,56.57075,56.6525,88.4,674.7,1668.75,843.75,360.97,12.53,19.2325,11.535,-5.03125
5,11.25,0.7975,16.925,2.50175,-3.957,0.0065,375.18,129.79,57.6725,56.3275,88.4,702.75,1745.25,866,361.25,12.87,19.835,11.7875,-4.2135
5,11.75,0.7885,17.1875,2.7145,-3.93075,0.0175,389.7525,141.63,56.17375,53.0925,88.4,709.75,1757.75,878.75,361.0325,13.26,21.78,12.0675,-4.13875
5,12.25,0.801,17.525,2.67825,-3.8365,-0.003,381.62,135.06,56.53625,51.69,88.4,707.25,1756.75,869.75,360.29,13.65,23.695,12.3175,-4.0285
5,12.75,0.8425,17.465,2.68175,-4.195,-0.008,377.8325,134.18,55.5395,52.54,88.4,701,1729.75,862.5,360.8725,14.3075,24.6975,12.55,-4.4035
5,13.25,0.781,17.655,2.7855,-3.33325,0.04125,358.85,134.7,50.857,52.5175,88.37525,667.4,1662.25,837,361.465,15.1325,25.585,12.7775,-3.42425
5,13.75,0.8215,18.335,2.67875,-3.382,0.1,353.9525,134.86,44.8505,51.4325,88.301,646.3,1610.25,805.75,362.23,15.6875,26.105,12.795,-3.288
5,14.25,0.82,18.8075,2.78725,-3.54075,0.0885,326.7175,131.23,33.90575,51.79,88.301,600.725,1526.75,753.5,361.76,15.725,26.43,12.995,-3.554
5,14.75,0.777,18.8,2.8185,-3.0005,0.064,302.49,112.37,30.107,53.59,88.301,547.65,1419.75,701.225,360.6525,15.825,26.3775,13.255,-3.1465
5,15.25,0.831,18.4625,2.87175,-3.0025,0.07225,269.3075,114.8275,27.0305,52.3725,88.301,491.925,1295.75,635.65,360.8,16.0525,26.4875,13.5,-3.08425
5,15.75,0.8625,18.225,2.88025,-2.958,0.18,228.51,103.15,23.29375,55.645,88.301,420.45,1129,561,360.89,15.76,26.125,13.6425,-2.895
5,16.25,0.7925,17.88,2.7285,-2.1435,0.1865,185.44,84.05,19.55725,58.4725,88.301,360.65,992,481.125,361.805,14.5775,25.5225,14.0275,-2.099
5,16.75,0.7415,17.6825,2.55725,-1.62,0.22025,139.21,74.73,13.61725,59.175,88.27575,276.75,794.25,395,361.535,14.3125,24.6075,14.2375,-1.5505
5,17.25,0.74,17.19,2.5735,-0.9945,0.33575,89.4875,57.9575,10.5055,61.11,88.301,204.2,603.6,306.525,361.93,13.43,22.9225,14.345,-0.75275
5,17.75,0.73725,16.6525,2.54325,-0.121,0.3705,52.79,49.515,6.25525,64.2,88.301,119.15,419.05,215.925,362.215,12.72,20.6875,14.41,0.1425
5,18.25,0.6855,15.6975,2.33375,1.1985,0.5925,11.895,32.435,1.18075,65.85275,88.301,54.1075,224.525,138.175,362.05,12.0275,19.3575,14.6275,1.545
5,18.75,0.6555,14.555,2.20725,2.33,0.673,-7.89,20.95,-2.2945,70.88,88.301,-0.56775,78.25,49.8325,362.275,10.525,18.1175,14.685,2.76
5,19.25,0.6325,13.5975,2.1075,2.8945,0.73825,-18.89,14.34,-5.19075,73.025,88.301,-29.83,27.285,11.6725,362.6525,8.6225,17.065,14.6825,3.389
5,19.75,0.568,12.8775,2.074,3.3255,0.545,-21.8825,9.7875,-7.78375,74.15,88.301,-40.4375,3.0325,1.509,362.84,7.9225,16.03,14.7025,3.5935
5,20.25,0.57425,12.1875,1.7835,2.77025,0.62575,-17.025,9.135,-8.87775,75.875,88.301,-38.0125,0,0,363.03,7.03,15.16,14.53,3.35225
5,20.75,0.62,11.5175,1.81825,2.8985,0.50025,-16.895,4.2125,-9.409,75.55,88.37525,-32.88,0,0,364.19,6.155,14.25,14.3575,3.27825
5,21.25,0.51,11.39,1.77275,2.946,0.552,-10.6925,4.325,-10.007,75.975,88.4,-30.435,0,0,365.39,5.52,13.5275,14.2875,3.151
5,21.75,0.505,11.0175,1.7355,2.81025,0.4295,-10.98,3.23,-10.04125,76.375,88.4,-26.6975,0,0,365.4925,5.12,13.2525,14.2725,3.2495
5,22.25,0.493,10.645,1.58025,2.84,0.3435,-12.285,3,-10.3625,78.05,88.37525,-29.98,0,0,365.805,5.05,12.8075,14.175,3.34875
5,22.75,0.53725,10.485,1.64075,3.394,0.3675,-10.86,5.2,-10.51625,78.675,88.37525,-30.6475,0,0,363.97,4.7875,12.385,13.975,3.694
5,23.25,0.547,10.16,1.5375,2.5215,0.367,-6.46,4.345,-11.332,81.5,88.4,-36.85,0,0,364.635,4.6975,11.9575,14.035,2.72325
5,23.75,0.499,9.955,1.78375,2.8235,0.211,-9.4225,5.165,-11.658,81.975,88.4,-31.1725,0,0,363.51,4.2725,11.595,13.8275,2.941
6,0.25,0.407,12.9575,1.44175,3.50175,0.2455,-11.005,4.17,-7.2005,78.975,88.301,-37.6825,0,0,363.43,6.8875,13.08,17.0325,3.3225
6,0.75,0.427,12.855,1.44775,3.304,0.34,-10.3225,3.775,-7.608,79.975,88.4,-28.4725,0,0,363.955,6.4425,12.835,16.775,3.527
6,1.25,0.4355,12.5375,1.39575,3.32275,0.42325,-9.95,3.755,-7.591,80.675,88.301,-33.2525,0,0,366.19,5.92,12.4725,16.6525,3.32075
6,1.75,0.416,12.075,1.2805,3.30825,0.43075,-9.5175,4.39,-7.6155,81.9,88.301,-36.2325,0,0,364.76,5.8,12.145,16.385,3.526
6,2.25,0.454,11.8,1.29425,3.38075,0.32225,-8.73,4.645,-7.87725,81.875,88.301,-33.66,0,0,364.1125,5.7925,11.9325,16.1775,3.513
6,2.75,0.4855,12.015,1.3355,3.25425,0.21025,-10.78,5.68,-7.72525,81.675,88.37525,-26.3325,0,0,365.795,5.85,11.6925,16.08825,3.31075
6,3.25,0.512,12.1075,1.45225,3.1915,0.257,-9.575,7.24,-7.89,81.375,88.301,-22.02,0,0,365.0525,6.015,11.5475,16.0375,3.333
6,3.75,0.474,12.04,1.397,3.31275,0.3125,-9.5425,6.48,-8.19725,81.475,88.301,-19.6775,0,0,365.8925,5.7975,11.1875,15.8575,3.379
6,4.25,0.3745,11.56,1.27825,2.9055,0.4185,-7.665,4.53,-8.55725,82.1,88.301,-21.2825,5.48125,2.5815,365.385,5.5675,10.9125,15.77,2.96
6,4.75,0.4145,11.7275,1.32675,2.07875,0.0805,-6.77,8.2475,-8.6175,83.375,88.4,-14.135,32.80525,13.685,364.58,5.49,10.7275,15.6375,2.05325
6,5.25,0.3715,11.8475,1.272,2.081,-0.078,-3.93,16.9825,-7.78975,80.9,88.4,22.0475,141.25,80.65,365.175,5.6075,10.4875,15.2675,1.596
6,5.75,0.459,12.7475,1.2275,0.694,-0.225,11.335,42.815,-5.6415,78.05,88.4,78.55,307.8,169.475,363.35,6.8925,10.3175,14.2975,0.106
6,6.25,0.454,13.6525,1.4065,-2.017,-0.42625,47.195,51.81,-1.99925,74.975,88.4,154.4,397.55,247.2,362.04,7.9025,10.6675,13.5225,-3.012
6,6.75,0.4175,14.5375,1.59425,-3.8065,-0.37,98.9125,82.2875,2.864,71.3,88.4,229.3,619.85,332,359.865,9.1425,12.2,14.3075,-4.62775
6,7.25,0.4585,15.395,1.616,-3.827,-0.2405,131.37,91.57,8.8635,68.55,88.4,304.125,854,418.2,359.9475,10.2125,12.4675,12.9575,-4.32675
6,7.75,0.519,16.00575,1.6345,-4.4,-0.187,184.1225,109.1,13.84825,63.8925,88.4,371.775,1020.75,502.05,359.795,11.625,14.0675,12.65,-4.971
6,8.25,0.51825,17.0425,1.77025,-4.646,-0.081,199.07,128.215,22.42475,63.11,88.4,444.125,1176.5,578.775,359.94,12.5075,16.3675,12.9775,-4.843
6,8.75,0.532,17.6675,1.83775,-4.84325,-0.0815,236.15,151.6175,32.01425,60.0325,88.4,508.1,1271,653.675,360.6675,13.705,18.88,13.145,-5.0255
6,9.25,0.5715,18.335,1.9425,-4.998,-0.14,258.0725,144.675,38.29575,57.9075,88.4,555.825,1400.5,716.75,360.065,14.43,21.225,13.5525,-5.206
6,9.75,0.5835,18.9775,2.0215,-4.588,-0.198,300.555,172.675,41.61475,57.11,88.4,606.95,1534.75,771,360.0375,15.365,22.7075,13.79,-4.937
6,10.25,0.5625,20.0575,2.0555,-4.365,-0.11125,304.5775,166.775,43.57475,56.6625,88.37525,642.025,1612.5,815,359.8675,16.2775,24.7,14.13,-4.5695
6,10.75,0.6065,20.33,2.0135,-4.396,-0.102,309.41,157.525,43.2845,54.9325,88.301,684.675,1685.5,850,359.4175,17.965,26.32,14.2275,-4.531
6,11.25,0.594,20.9025,2.18375,-4.57975,-0.091,320.5,171.93,47.75725,52.5175,88.301,713,1751.5,881,359.24,18.86,26.7125,14.585,-4.662
6,11.75,0.677,21.3325,2.30125,-3.8705,0.04375,357.26,174.695,49.21375,50.61,88.301,719.25,1776.5,894,357.91,19.835,28.3225,14.835,-3.7555
6,12.25,0.6965,21.6275,2.4655,-4.28975,0.16625,338.34,169.26,53.62075,50.685,88.301,722.25,1785.5,895.75,357.335,19.83,30.7925,15.185,-4.3305
6,12.75,0.7185,21.89,2.40375,-4.10625,0.0925,347.9175,175.41,51.2835,49.5475,88.301,717.25,1802,884.75,356.545,20.495,32.6125,15.62,-4.03125
6,13.25,0.71625,22.3075,2.6125,-4.51925,0.03,346.5025,174.535,45.453,48.04,88.27575,696.275,1786.5,869.75,355.79,21.0075,33.51,15.6775,-4.45825
6,13.75,0.7375,22.5275,2.56225,-3.66025,0.0475,334.91,159.08,40.968,50.685,88.27575,664.925,1727,837.5,356.345,21.61,33.73,15.85,-3.72775
6,14.25,0.746,22.3275,2.72275,-3.54825,0.118,292.68,151.5125,31.5785,50.93,88.2,629.925,1609.5,797.75,355.8125,21.4325,33.545,16.1125,-3.52825
6,14.75,0.72,22.4275,2.59375,-3.335,0.111,290.6,148.4775,28.42575,52.2875,88.2,578.175,1500,738,356.065,21.16,33.815,16.4475,-3.395
6,15.25,0.73675,22.76,2.571,-3.631,0.08,276.53,149.03,24.84725,48.8325,88.2,527.25,1390,680.45,356.33,20.8575,33.6475,16.42525,-3.624
6,15.75,0.7335,22.68,2.5705,-3.19825,0.102,237.25,126.54,22.898,50.3125,88.2,457.975,1240.75,604.85,357.18,20.8975,32.9375,16.6275,-3.392
6,16.25,0.71175,22.475,2.52175,-2.393,0.147,189.485,110.5075,23.15125,52.295,88.2,393.4,1087,531.9,358.005,20.6125,32.41825,17.27,-2.421
6,16.75,0.71175,22.415,2.60375,-2.07,0.209,148.655,95.4125,18.04,52.815,88.2,313.925,904.25,451.25,357.86,19.99,31.205,17.5,-1.951
6,17.25,0.72025,22.2575,2.53675,-1.376,0.26675,108.59,82.17,14.49675,56.3875,88.2,239.025,736.5,370.55,357.49,19.4375,29.105,17.46,-1.194
6,17.75,0.69925,21.7875,2.5035,-0.31675,0.362,64.465,68.015,10.68275,59.9975,88.2,168.3,560.5,279,358.465,18.8275,27.01,17.57,-0.125
6,18.25,0.6635,20.9575,2.405,0.219,0.435,29.065,54.95,7.0745,62.67,88.301,100.075,363.85,196.325,358.415,17.6475,25.135,17.7175,0.563
6,18.75,0.656,20.2425,2.16625,1.3405,0.54875,1.76,35.41,3.61575,65.93,88.301,33.5875,168.2,94.575,359.305,16.715,23.5525,17.9775,1.904
6,19.25,0.56225,19.15,2.06175,2.245,0.672,-12.71,24.42,1.3325,67.46,88.301,-10.7125,65.88775,39.5075,359.9,15.49,22.0525,18.2475,2.921
6,19.75,0.5885,17.665,1.9495,3.534,0.73,-19.755,12.8625,-1.1405,69.11,88.301,-29.02,17.3225,7.715,360.195,12.8425,21.065,18.4475,4.14
6,20.25,0.58125,16.585,1.82775,3.726,0.59,-19.29,11.29,-3.19125,72.95,88.301,-33.945,0,0,360.17,11.5275,19.86,18.4775,4.2235
6,20.75,0.54025,16.07,1.64925,3.644,0.45675,-22.405,7.415,-4.79925,75.1,88.301,-38.145,0,0,361,10.215,18.6275,18.3325,3.9985
6,21.25,0.50475,15.56,1.64225,3.57,0.536,-16.875,5.29,-4.919,75.5,88.301,-39.6725,0,0,361.4275,9.41,17.5925,18.14,3.859
6,21.75,0.48825,15.0875,1.4735,3.548,0.413,-16.015,6.1875,-6.006,76.5,88.301,-41.985,0,0,362.74,8.7375,16.6225,17.9375,4.102
6,22.25,0.448,14.365,1.466,3.7585,0.39025,-10.4,4.335,-6.672,77.75,88.301,-40.8225,0,0,362.8175,8.325,15.8075,17.8025,3.861
6,22.75,0.4855,14.0025,1.39075,3.307,0.26525,-10.0825,3.6475,-6.4355,78.575,88.301,-36.9825,0,0,362.975,7.8175,15.02,17.53,3.5055
6,23.25,0.47375,13.395,1.41725,3.3315,0.3005,-11.48,3.75,-6.6095,78.925,88.301,-36.245,0,0,362.8725,7.7175,14.2625,17.385,3.44225
6,23.75,0.45075,13.185,1.287,3.66475,0.31525,-9.3,5.745,-6.9925,79.025,88.301,-35.5,0,0,363.3,7.2175,13.66,17.1625,3.5255
7,0.25,0.41225,16.35075,1.1305,3.526,0.3815,-13.5775,2.86,-6.301,76.7,88.301,-40.365,0,0,358.41,8.8525,16.005,19.5825,3.4825
7,0.75,0.38725,15.8075,1.133,3.0175,0.359,-11.4425,3.15,-6.42175,77.6,88.301,-34.3325,0,0,357.72,7.8775,15.585,19.43,3.29575
7,1.25,0.3575,15.4825,0.99,3.4865,0.314,-12.5275,2.3475,-6.79175,77.275,88.301,-35.47,0,0,358.5125,8.105,15.065,19.345,3.4275
7,1.75,0.38225,15.38,0.954,3.3815,0.335,-10.84,1.4075,-7.42725,77.4,88.301,-38.8175,0,0,357.815,8.6625,14.6425,19.02,3.48975
7,2.25,0.3695,15.2475,1.015,2.937,0.396,-7.49,1.7725,-7.512,78.15,88.301,-39.1625,0,0,359.39,8.64,14.3875,18.8975,3.061
7,2.75,0.3365,14.9825,0.98425,2.86925,0.2865,-9.0475,2.425,-7.84125,78.875,88.301,-36.715,0,0,359.96,8.0925,14.0375,18.6625,2.8945
7,3.25,0.3025,14.765,0.88925,2.82775,0.26425,-7.3825,1.8575,-7.61675,78.175,88.301,-36.315,0,0,360.125,7.6975,13.6375,18.5075,2.8965
7,3.75,0.2765,14.725,0.8545,3.1255,0.3085,-8.0875,2.0175,-7.5335,78.7,88.301,-33.43,0,0,359.32,7.76,13.27,18.3225,3.286
7,4.25,0.26125,14.28,0.76675,2.64675,0.30475,-8.9575,2.415,-7.61675,78.625,88.301,-33.245,2.3595,1.154,359.62,7.6125,12.9775,18.2775,2.663
7,4.75,0.1905,14.1525,0.974,2.5015,0.1675,-9.8975,3.395,-7.701,78.8,88.301,-26.3525,22.725,8.7525,360.19,7.315,12.78,18.115,2.6545
7,5.25,0.21575,14.5475,0.92175,1.92725,-0.038,-6.735,7.5375,-7.53775,78.05,88.301,7.09475,103,56.43,359.35,7.235,12.635,17.9575,1.523
7,5.75,0.2295,15.48,0.67525,1.7335,-0.424,2.7225,21.1525,-5.8295,74.65,88.301,61.85,244.675,148.175,358.065,7.9975,12.505,17.4925,0.92225
7,6.25,0.32275,16.735,0.77975,-0.344,-0.4845,36.36,45.9875,-2.80325,71.775,88.301,134.575,182.775,226.55,355.37,8.6425,12.7625,16.9475,-0.562
7,6.75,0.39225,18.1725,1.055,-3.1175,-0.3505,69.79,73.6525,1.59825,67.9525,88.301,207.875,536.375,310.5,355.58,10.435,13.8425,16.5625,-3.805
7,7.25,0.377,19.1275,0.95925,-3.599,-0.4425,106.0025,85.6575,7.659,64.45,88.301,280.15,788.5,392.2,355.28,12.9825,13.705,15.0625,-4.187
7,7.75,0.391,20.1125,1.0125,-3.59475,-0.1605,143.52,101.65,12.68325,60.445,88.37525,350.375,965.75,473.125,354.875,14.2575,15.25,14.7075,-3.9475
7,8.25,0.403,20.595,1.09625,-4.107,-0.10375,181.2025,125.775,18.5295,56.83,88.37525,422.525,1130,554.8,354.675,15.6325,18.295,15.0225,-4.082
7,8.75,0.374,21.405,1.1205,-3.5555,-0.088,207.16,135.11,27.80375,54.3475,88.37525,485.125,1257,625.45,354.47,16.9425,20.9575,15.3025,-3.873
7,9.25,0.41575,22.25,1.0835,-3.48075,-0.05675,246.475,150.215,34.99725,49.65,88.301,541.025,1365.25,691.625,354.795,18.285,23.4675,15.545,-3.671
7,9.75,0.47475,22.8525,1.41575,-3.39275,-0.08575,280.9,161.94,39.417,44.9025,88.301,595.825,1501,751.75,353.4975,19.845,25.5875,15.6975,-3.563
7,10.25,0.5075,23.4425,1.54575,-3.053,-0.068,295.12,158.0275,41.35575,43.9625,88.301,635.275,1613.25,799.75,353.345,21.19,27.6725,16.15025,-3.179
7,10.75,0.4875,24.1925,1.561,-3.24675,-0.107,327.845,167.645,42.5175,41.0825,88.301,678.4,1695.75,840,352.61,22.5475,29.3275,16.3,-3.56025
7,11.25,0.48775,24.9425,1.63875,-3.3305,-0.1025,338.5275,175.9,45.90425,38.7525,88.27575,700.75,1755.75,867,352.415,23.865,30.0375,16.685,-3.46425
7,11.75,0.50975,25.4175,1.865,-2.9895,-0.0835,361.825,186.22,45.6945,37.5275,88.2,711.5,1783.5,882,351.68,25.2225,31.535,16.9575,-3.07125
7,12.25,0.56125,25.8125,1.95775,-2.2495,0.018,346.005,169.82,49.6205,35.6575,88.2,726.25,1801,888.5,351.41,25.9575,34.1675,17.44,-2.401
7,12.75,0.61525,26.2325,1.99525,-2.79675,0.055,369.19,166.175,45.925,34.95,88.2,710.5,1787.5,879,352.02,26.8175,36,17.895,-2.71
7,13.25,0.63675,26.5,2.15325,-2.497,0.042,358.45,173.2225,40.67125,35.475,88.2,694.325,1755.75,859.75,351.245,27.785,37.1375,18.305,-2.49775
7,13.75,0.678,26.8525,2.251,-2.208,0.03475,327.465,161.98,35.60925,35.4475,88.2,665.275,1681.75,830.75,351.88,27.9725,37.265,18.2775,-2.203
7,14.25,0.71425,26.9375,2.21525,-2.73,0.071,327.0975,159.97,31.8825,36.8425,88.2,627.325,1599,791.5,351.59,28.525,37.42,18.5475,-2.665
7,14.75,0.73475,27.035,2.383,-1.90525,0.10925,288.4925,147.3375,31.81975,38.96,88.2,580.275,1500.75,740.5,352.0475,28.6775,37.5725,18.7425,-2.089
7,15.25,0.729,27.1375,2.35925,-1.8035,0.145,278.965,133.5,29.1525,38.74,88.2,529.4,1381.75,678,351.96,27.675,37.6875,19.175,-1.8545
7,15.75,0.738,26.895,2.43075,-1.8545,0.112,236.54,126.535,24.87375,38.675,88.2,471.15,1254.25,610.375,352.56,27.575,36.9575,19.38,-1.73525
