DOY2,HR2,CO2,FC,G_1,H,H2O,LE,NEE,NETRAD,PA,PPFD_IN,SC,SW_IN,RH,SW_OUT,TA,TS_1_1_1,TS_2_1_1,USTAR,VPD,WS,CO2_SIGMA,CH4,FCH4,SCH4,H2O_SIGMA,G_2,SH,SLE,T_SONIC,T_SONIC_SIGMA,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,402.4645,0.48,-3.44,-14.8148158978809,15.512295,20.3674,0.885,-27.835,101.9,0,0,0,77.7534987206981,2.5,16.93785,19.93,19.85,0.1128505,4.255,1.091,0.0488810274126001,2132.076,5.18932242474352,0.295598,6.06121274993709,-2.9965,-0.1279935,-0.132624619784566,18.6305000000001,0.143042653913522,21.445,21.55,21.725,20.57,20.555,20.895,20.865,20.45,0.435689716391306,0.338057458590336,0.184144585496279
1,0.75,403.0655,0.3802669,-3.9,-15.3299399868642,15.3971,19.7912,0.933,-26.3040772855699,101.9,0,0.00855619260641953,0,77.6894861554073,2.4,16.755,19.82,19.76,0.111315,4.19,1.11,0.0501590153070401,2135.9,5.84644,0.307506,5.60078783684983,-3.258,-0.19048,-0.128513,18.4058111512925,0.13381890748321,21.4,21.55,21.73,20.51,20.525,20.8,20.81,20.365,0.439224565395643,0.350164959625286,0.195092738900046
1,1.25,402.5818,0.424706128216279,-4.4,-12.7577,15.1884,18.21331,1.0675,-25.385,101.9,0,0.00912211,0,77.8144342792468,2.35,16.7385000000001,19.73,19.7,0.123,4.193163,1.14,0.0469624530875464,2133.27,6.13181,0.12938366995284,5.59013618571576,-3.9285,-0.20798,-0.177523,18.12685,0.142403195188872,21.375,21.575,21.76,20.445,20.475,20.695,20.745,20.27,0.445630415439882,0.349947625702102,0.201814738652522
1,1.75,402.817,0.489189,-4.77,-16.1779,15.461885,19.7137922829288,0.976,-24.39,101.9,0,0.004323279,0,77.6678855302961,2.36,16.7119209787705,19.62,19.6,0.113946,4.19999464493796,1.13,0.0492770773352859,2134.545,5.43457,0.282728,5.76648939997292,-4.5115,-0.174166,-0.0944620429223594,18.0175,0.134567826764052,21.41,21.565,21.785,20.32,20.33,20.61,20.61,20.22,0.431331571170255,0.342606683661885,0.187829274970466
1,2.25,402.3209,0.471927504479918,-5.276,-14.734,15.4265,20.1625,0.953,-24.75,101.8993,0,0.0068347645,0,77.5672395101437,2.395,16.6834,19.5,19.545,0.114551,4.19,1.138,0.0413327956954281,2136.005,6.062774,0.3371315,5.89539373141001,-4.94,-0.156303,-0.086686475,17.801,0.139296977884607,21.47,21.53,21.82,20.17,20.235,20.495,20.575,20.11,0.415367307331716,0.353936434971027,0.188786916919579
1,2.75,403.072,0.488,-5.583,-12.285695,15.248,20.01895,1.006,-23.17,101.8757,0,0.01045701,0,77.250390818033,2.3,16.595,19.44,19.47,0.111848,4.1601435,1.142,0.0476867583739918,2128.092,7.594785,0.40077375,5.40122300965254,-5.3215,-0.0985088827187263,-0.0739014,17.8382211528355,0.129462206485643,21.41,21.575,21.84,20.14,20.205,20.43,20.42,19.935,0.43514975400844,0.354363548946798,0.188801553085687
1,3.25,403.93385,0.424,-5.8,-13.507,15.455,19.0556785160426,0.864,-22.225,101.8621,0,0.0208166,0,77.39354,2.2,16.494,19.34,19.3,0.115851,4.1,1.163,0.0492262182825233,2131.4065,6.709478,0.19604285,5.50303552596201,-5.7055,-0.1200425,-0.0815091427530064,17.698,0.124371781365389,21.345,21.58,21.83,20.05,20.12,20.355,20.415,19.88,0.447779636835512,0.374243976806756,0.199019707408578
1,3.75,404.453,0.521475658695413,-6.094,-12.54895,15.4027,19.90395,0.809,-21.385,101.827,0,0.02131031,0,77.5722134075519,2.4,16.5176,19.24,19.25,0.11809415,4.0499745112548,1.182,0.0447144272019669,2144.72474408525,5.68722,0.3159378,5.10371704182377,-6.107,-0.10346525,-0.1017859,17.5275,0.132515074951283,21.4,21.54,21.81,19.925,19.995,20.275,20.325,19.8,0.454854166343131,0.356251018459938,0.200641881077057
1,4.25,405.707,0.448,-6.395,-11.1271,15.489,18.6887,0.931,-22.47,101.8287,0,0.0184207784599097,0,77.094,2.32,16.3752,19.16,19.12,0.1190015,4.115398,1.192,0.0609557216346423,2148.764,6.10566,0.30949857565922,5.23508680069695,-6.442,-0.227770138401141,-0.2401826,17.394,0.128858651782169,21.3,21.54,21.805,19.83,19.92,20.18,20.225,19.73,0.460611550007162,0.375659420219965,0.201420331645045
1,4.75,406.0175,0.566945218150681,-6.787,-10.8655,15.3174213199073,17.4716526482625,0.967,-21.95,101.8458,0,0.00738989,0,77.3126176669723,2.3,16.20545,19.1,19.08,0.119493,4.1,1.2,0.0494254201228855,2155.301,6.0607495,0.4728097,4.98201799755483,-6.961,-0.141031777239671,-0.07083935,17.0355,0.13815715689026,21.315,21.575,21.83,19.81,19.835,20.13,20.165,19.65,0.457602817918806,0.370079894133907,0.212992731359504
