DOY2,HR2,CO2,FC,G,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SW_IN,SW_OUT,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,USTAR,VPD,WS
1,5.25,423.139360619861,0.00697,-20.9645093747954,-2.9011625,3.47833908060578,3.74699,208.7,272.05,-60.4875,98.662775,-0.04875,-0.036,79.5810445911188,0,0.1875,-6.04754599999999,0.6,1.4,3.9,4.15825,0.01275,1.54575,3.2,4.27525,-2.9775,-1.24325,0.13925,0.90325,1.681,2.46575,3.148,4.014,5.506,-4.19025,-1.92575,-0.4055,0.46975,1.202,2.129,2.76925,3.736,5.162,0.15886488815322,0.272135184010349,2.38431
1,5.75,423.125,0.035,-21.2818672213092,-5.034875,3.53801442112966,4.932345,210.15,272.9,-59.5725,98.674825,-0.046,-0.039,80.3009115067765,0,0.1875,-5.983244,0.6,1.4,3.9,4.15,-0.00425,1.5585,3.2,4.24975,-2.77525,-1.27175,0.14875,0.92725,1.648,2.49425,3.148,3.984,5.486,-4.08275,-2.11,-0.47725,0.43125,1.202,2.119,2.7595,3.716,5.177,0.164378254761088,0.244714097020224,2.31868149310414
1,6.25,423.26325,0.06994025,-21.5416775003778,-4.97921,3.50735631536821,7.305315,212.55,274.9,-60.1,98.701925,-0.046,-0.039,79.7477098877737,0,0.2405,-6.23599999999999,0.6,1.4,3.9,4.15,0.0375,1.567,3.2,4.271,-2.9775,-1.324,0.12475,0.91275,1.67625,2.50925,3.15725,3.964,5.486,-4.012,-1.883,-0.46325,0.46975,1.202,2.119,2.7595,3.716,5.147,0.1609375,0.2512938424803,2.3814825
1,6.75,423.3435,0.106071,-22.5324902781955,-8.1173875,3.55512631948538,6.27198,217.5,275.5,-59.525,98.7235,0.07275,-0.01,80.3219658595301,0,0.27225,-6.35599999999999,0.59175,1.4,3.9,4.13725,0.01275,1.55,3.2,4.267,-2.71375,-1.29075,0.139,0.92725,1.66225,2.50925,3.148,3.999,5.506,-3.82425,-1.8925,-0.4965,0.46975,1.202,2.129,2.76925,3.731,5.15675,0.153667263699476,0.248541474411793,2.21941
1,7.25,423.415,0.009691525,-21.4675468977883,-7.857545,3.45140741969805,4.99465,218.325,278.95,-42.1625,98.72915,5.0505,0.408,80.3769911005347,2.10325,0.563,-5.835099,0.57925,1.4,3.9,4.15,0.029,1.56275,3.2,4.25825,-2.874,-1.32875,0.1345,0.92225,1.6955,2.4995,3.153,3.984,5.506,-3.9555,-1.968,-0.525,0.4505,1.202,2.124,2.7595,3.716,5.1565,0.142215156236412,0.256928836770585,2.22036
1,7.75,423.603426744478,0.00029,-21.348463993387,-2.73174,3.45839885318884,4.94671,217.1,281.75,-4.339,98.7401,26.3575,2.33325,80.2547064000154,12.855,1.8545,-5.72594,0.575,1.4,3.9,4.13725,0.01275,1.55,3.2,4.233,-3.02425,-1.438,0.1345,0.908,1.648,2.495,3.148,3.964,5.46575,-3.91775,-1.9775,-0.5535,0.4505,1.202,2.134,2.7595,3.716,5.157,0.1589045,0.275680489138102,2.14530413768182
1,8.25,423.871943680378,-0.006790175,-19.1844416669737,-2.3065925,3.64125109079627,6.46778,215.7,288.45,6.339,98.7582,58.87,5.659,78.3248615273989,29.98,4.265,-5.388278,0.6,1.4,3.9,4.15,0.0085,1.54175,3.2,4.25,-3.0435,-1.3715,0.125,0.9225,1.657,2.456,3.172,3.984,5.4605,-3.7395,-1.968,-0.58675,0.46975,1.202,2.134,2.7595,3.706,5.157,0.15051425,0.304683040835854,2.129175
1,8.75,423.796047876543,-0.00137,-15.3718672220416,-0.469387,3.595141253555,8.69623,229.275,292.6,23.93,98.796125,96.4,10.18,77.3022958023047,48.45,5.717,-5.2251,0.6,1.3915,3.9,4.13725,-0.0085,1.5585,3.2,4.217,-2.572,-1.2575,0.1155,0.903,1.657,2.465,3.1625,3.994,5.47,-3.4575,-1.9205,-0.6105,0.4505,1.202,2.134,2.76925,3.731,5.137,0.186203,0.337556961542785,2.2962183410498
1,9.25,423.6205,-0.391527,-12.0084758334131,3.30677,3.56551502744053,9.17033063813848,216.4,295.05,32.855,98.8258,134.7,13.4375,75.0330594620399,68.7425,8.64,-4.983177,0.6,1.325,3.9,4.15,-0.06225,1.5585,3.2,4.217,-2.18075,-1.13875,0.12025,0.874,1.671,2.475,3.133,3.969,5.46525,-2.9865,-1.826,-0.6105,0.4505,1.202,2.134,2.7595,3.716,5.1565,0.19491125,0.380693173466194,2.279845
1,9.75,423.84725,-0.675323038693973,-10.1051953240054,3.09179,3.59226320112116,12.521375,218.9,298.35,43.0425,98.845825,159.075,16.8025,72.6678313689015,79.0275,10.41,-4.66298,0.55,1.325,3.9,4.15,-0.03325,1.5415,3.2,4.2,-1.2765,-0.9155,0.12025,0.85975,1.6765,2.451,3.133,3.984,5.491,-2.535,-1.817,-0.677,0.412,1.202,2.134,2.74975,3.701,5.152,0.1948305,0.431218075708487,2.74027590577154
1,10.25,423.83675,-0.594759,-9.93095810110579,6.5779225,3.54416106581687,14.0218,220.6,301.55,57.8825,98.8341,199.525,20.9,71.5876635939602,97.65,14.8375,-4.31763575,0.55825,1.31675,3.9,4.15,-0.075,1.525,3.2,4.2,-0.6485,-0.6675,0.10525,0.8885,1.65275,2.43125,3.14275,3.969,5.456,-1.99175,-1.594,-0.6635,0.43125,1.202,2.134,2.779,3.696,5.147,0.221247,0.460826586811818,2.8077375
1,10.75,423.4805,-0.707597188979371,-8.92363569446517,7.26821,3.61361333466793,15.946,222.6,305.325,67.7325,98.8286419266493,229.925,22.6475,69.6838042514457,120.125,15.94,-3.7383735,0.58725,1.3,3.9,4.15,-0.08325,1.525,3.2,4.2,-0.18625,-0.468,0.12025,0.88375,1.63775,2.44075,3.133,3.989,5.47575,-1.59875,-1.419,-0.6635,0.44625,1.202,2.134,2.779,3.696,5.147,0.22504925,0.494802606338945,2.705515
1,11.25,423.358041434185,-1.056615,-8.34788194446522,8.88370439685587,3.63573053750512,20.313775,221.675,308.45,74.23,98.83325,275.3,22.42,68.2972361598945,144.7,15.995,-3.602991,0.5665,1.3,3.9,4.15,-0.0665,1.533,3.2,4.2,0.048,-0.296,0.1345,0.8645,1.676,2.4655,3.1625,3.954,5.491,-1.1815,-1.2765,-0.6205,0.4605,1.1925,2.134,2.7885,3.706,5.147,0.23156975,0.588845442915233,2.80263
1,11.75,423.2505,-1.05623622204303,-7.699,12.0048,3.66055706812989,20.194,222.225,310.9,70.05,98.8135464834527,253.6,22.99,66.7565544050609,133.2,15.84,-3.327389,0.6,1.3,3.9,4.13725,-0.058,1.5375,3.2,4.2,0.163,-0.22,0.144,0.874,1.6865,2.475,3.123,3.974,5.491,-0.9535,-1.153,-0.6105,0.4505,1.1925,2.134,2.779,3.706,5.157,0.235999888238645,0.608602843578244,2.89465
1,12.25,422.9935,-1.04006,-7.643,12.876525,3.82004757710331,22.15195,225.625,310.9,65.94,98.81035,241.1,20.98,66.8839252413654,116.5,15.48,-3.154469,0.6,1.3,3.9,4.12525,-0.05,1.54175,3.2,4.2,0.46,-0.1335,0.144,0.874,1.6765,2.446,3.143,3.984,5.4705,-0.8015,-1.0675,-0.5915,0.451,1.1925,2.134,2.7885,3.706,5.127,0.233353,0.632829460605302,2.96899
1,12.75,422.463,-0.995591692071075,-7.33563083325187,13.6167156393303,3.77267463803418,25.16465,227.675,311.35,66.4,98.783075,243.9,20.27,66.286675437067,119.9,13.64,-3.074592,0.6,1.3,3.9,4.13725,-0.0335,1.54575,3.2085,4.2,0.6815,-0.038,0.1345,0.8935,1.667,2.4555,3.133,3.974,5.4605,-0.248,-1.0105,-0.5725,0.451,1.1925,2.134,2.7795,3.706,5.1365,0.246190491622215,0.671301414586098,2.82295
1,13.25,422.226,-0.82140875,-8.362,13.764,3.90652122909976,24.3188,235.025,309.75,62.44,98.771725,213.6,17.87,65.282354818229,111.5,13.0475,-2.86625,0.6,1.3,3.9,4.13725,-0.0585,1.5585,3.2,4.2,0.6045,5e-04,0.1055,0.8545,1.667,2.4655,3.133,3.954,5.471,-0.1815,-0.9725,-0.5535,0.451,1.1925,2.134,2.789,3.706,5.1365,0.25033225,0.675658070424233,3.0928175
1,13.75,422.2705,-0.7555695,-7.759,12.5945335158466,3.76767002531601,23.78085,233.325,307.75,58.32,98.7705383378906,191.9,16.55,65.783710343509,98.1,11.9,-2.804899,0.6,1.3085,3.9,4.12525,-0.067,1.54575,3.2,4.2,0.595,0.0195,0.134,0.884,1.6765,2.4655,3.143,3.954,5.4505,-0.067,-0.9345,-0.525,0.451,1.1925,2.134,2.7795,3.706,5.1365,0.233810001081982,0.667981441997645,3.075385
1,14.25,421.93,-0.8525635,-7.30414222206793,13.0423386633011,3.841118237995,23.534086775085,236.75,307.8,46.15,98.74745,171.1,13.22,65.6789434443251,81.4,9.865,-2.684969,0.6,1.35,3.9,4.09975,-0.0085,1.54575,3.2,4.2,0.672,0.0385,0.1345,0.903,1.6765,2.446,3.172,3.964,5.4505,-0.019,-0.8965,-0.506,0.451,1.1925,2.134,2.779,3.706,5.1265,0.2509635,0.694327603257455,3.152465
1,14.75,421.457,-0.752123,-8.3385,10.2770167751456,3.83227185626408,22.94955,230,306.7,34.3,98.776,127.5,10.25,65.5268892286529,67.94,7.7525,-2.61986,0.6,1.35,3.9,4.12525,-0.05,1.54575,3.2,4.2,0.643,0.029,0.134,0.90275,1.6765,2.4365,3.1625,3.964,5.46,-0.0285,-0.868,-0.487,0.4415,1.1925,2.134,2.779,3.6965,5.136,0.245532876994463,0.655565335817667,3.19995046671164
1,15.25,421.170497719673,-0.635768326764618,-8.8335,6.73454601846042,3.92313689122433,23.67535,229.675,303.65,21.55,98.780825,100,8.79,65.1676055965263,49.67,6.233,-2.513414,0.6,1.35,3.9,4.15,-0.042,1.533,3.2,4.25,0.547,0.048,0.1345,0.903,1.686,2.446,3.143,3.934,5.451,-0.143,-0.849,-0.4585,0.4415,1.1925,2.134,2.779,3.696,5.1065,0.255390996472128,0.662276238192614,3.2706
1,15.75,420.84975,-0.466355,-11.3249166667933,0.49107325,3.92206517574774,17.036425,229.25,300.3,7.737,98.8156752960612,58.49,4.783,66.190201313576,29.1,3.42325,-2.598024,0.6,1.35,3.9,4.12525,-0.058,1.55,3.2,4.217,0.355,5e-04,0.1535,0.903,1.6575,2.4555,3.133,3.954,5.4405,-0.2195,-0.83,-0.449,0.4415,1.1925,2.134,2.779,3.696,5.136,0.239403812696399,0.669799979470676,2.983645
1,16.25,420.961834662205,-0.26915,-13.3853796288858,-4.62762,4.00480927802454,16.7614386315753,227.5,297.35,-17.16,98.8267,27.83,2.28,68.2011469331656,13.65,1.704,-2.786,0.6,1.35,3.9,4.12525,-0.0085,1.54575,3.2,4.2,0.0385,0.01,0.1055,0.903,1.6475,2.4365,3.133,3.964,5.4495,-0.77275,-0.83,-0.4395,0.4415,1.1925,2.134,2.779,3.706,5.1365,0.22986475,0.651244924142293,2.795655
1,16.75,420.96181193598,0.01572105,-16.9223161120073,-6.696815,4.11811508382675,12.1607,230,293.9,-56.52,98.8214097727864,5.473,0.424,70.0405485646741,1.887,0.583,-3.093747,0.6,1.35,3.9,4.12525,-0.058,1.54575,3.2,4.2,-0.22,-0.0185,0.125,0.903,1.6565,2.4455,3.1525,3.964,5.461,-1.153,-0.8585,-0.4205,0.451,1.183,2.124,2.769,3.696,5.1165,0.1979205,0.623906660260763,2.77631
1,17.25,421.19375,-0.05483005,-21.8191411123757,-5.215365,4.05068605082708,10.8391,227.75,292.575,-58.8625,98.801375,0.08,-0.001,70.7896976262081,0,0.336,-3.022357,0.6,1.35,3.9,4.12525,0,1.55,3.2,4.233,-0.6105,-0.134,0.1535,0.903,1.6475,2.4455,3.153,3.954,5.44,-1.2955,-0.925,-0.4205,0.4415,1.183,2.124,2.7785,3.696,5.126,0.169405276008378,0.565473541676522,2.43975
1,17.75,421.5415,-0.1100925,-23.4778149986044,-7.42744,4.01151524055989,8.9826575,227.85,290.275,-63.47,98.823275,-0.03825,-0.031,72.1877176460969,0,0.322,-3.428459,0.6,1.35,3.9,4.1125,-0.0665,1.567,3.2,4.2,-1.05325,-0.191,0.1245,0.9125,1.647,2.436,3.1335,3.9345,5.45,-1.627,-1.001,-0.43,0.451,1.183,2.1335,2.779,3.706,5.136,0.15752075,0.558029331845876,2.2896342976447
1,18.25,421.52,0.030922775,-22.9108233337042,-8.009585,4.07900143124047,9.18501,229.2,287.425,-67.0825,98.826375,-0.046,-0.03475,73.0672767287581,0,0.32575,-3.542393,0.6,1.375,3.9,4.09975,-0.05,1.54575,3.2,4.2,-1.31925,-0.20575,0.1535,0.893,1.64775,2.441,3.148,3.944,5.46075,-1.845,-1.096,-0.4205,0.4415,1.183,2.119,2.764,3.716,5.1165,0.16481475,0.505032768703438,2.2881102221925
1,18.75,421.359148715811,-0.0395970830381565,-22.1536444450985,-11.6423,4.04087841472742,8.11294424402934,234.225,286.7,-63.5275,98.84635,-0.047,-0.034,73.9900142300057,0,0.3545,-3.603234,0.6,1.375,3.9,4.09975,-0.00825,1.56275,3.2,4.20425,-1.438,-0.24375,0.14375,0.91275,1.647,2.422,3.113,3.905,5.465,-2.13825,-1.1625,-0.411,0.43675,1.183,2.13325,2.76875,3.706,5.126,0.159115748422226,0.471431792912223,2.197565
1,19.25,421.336248303662,0.0942404,-22.5166399995955,-12.21505,4.11299426216575,7.549685,233.025,287.475,-63.8675,98.813,-0.04375,-0.035,74.9860845617546,0,0.3375,-3.781228,0.6,1.375,3.9,4.075,-0.0125,1.54575,3.2,4.2,-1.6555,-0.296,0.158,0.9175,1.64225,2.45525,3.153,3.939,5.45575,-2.34075,-1.248,-0.4205,0.4315,1.173,2.124,2.769,3.696,5.126,0.152719,0.439816785330932,2.2026125
1,19.75,421.276,0.1050025,-21.7005525936142,-7.8682275,3.95928944146798,5.45734790549942,234.375,286.925,-64.575,98.81835,-0.045,-0.037,74.3142247695169,0,0.3095,-4.171187,0.6,1.375,3.9,4.075,-0.021,1.55,3.2,4.2,-1.788,-0.30075,0.13925,0.908,1.647,2.441,3.128,3.924,5.43475,-2.384,-1.33825,-0.4205,0.43675,1.183,2.1335,2.769,3.716,5.136,0.1549935,0.43550716599383,2.29776
1,20.25,421.577,0.216769,-20.6432359379066,-6.5056725,3.96894588700644,7.11772,231.95,285.6,-62.675,98.8046888017578,-0.046,-0.038,74.2437436741168,0,0.327,-4.22698,0.6,1.375,3.9,4.075,-0.05425,1.54575,3.2,4.2,-1.9015,-0.33875,0.14875,0.908,1.63825,2.421,3.148,3.93425,5.44975,-2.459,-1.4,-0.4105,0.4315,1.173,2.124,2.769,3.6965,5.1265,0.156364,0.416751857744621,2.2614375
1,20.75,421.6055,0.11729455,-20.6155676835996,-5.9551775,3.89611091895447,6.47235922690574,230.6,283.675,-63.63,98.8099424984809,-0.047,-0.03575,73.9347090640831,0,0.34625,-4.465889,0.6,1.375,3.9,4.075,-0.083,1.54575,3.2,4.2,-1.9775,-0.411,0.14875,0.8985,1.628,2.43625,3.09375,3.944,5.44,-2.525,-1.4285,-0.401,0.4315,1.173,2.124,2.769,3.7355,5.1265,0.16789,0.461724451906693,2.3037875
1,21.25,421.557078166174,0.105895,-21.5418761117652,-12.6259,3.756835937409,8.97412,230.1,283.375,-64.0275,98.8344458738064,-0.048,-0.035,74.4220083595571,0,0.309,-4.874791,0.6,1.375,3.9,4.075,-0.025,1.54575,3.2,4.2,-1.76,-0.4205,0.163,0.8835,1.64775,2.43125,3.133,3.93425,5.43,-2.6285,-1.4665,-0.3815,0.4315,1.173,2.124,2.7785,3.736,5.0965,0.160328,0.41287341124679,2.28325
1,21.75,422.007,-0.0240682275,-22.0843071884909,-7.588095,3.71207828810595,7.1002675,227.35,281.475,-64.42,98.8476672983941,-0.04775,-0.038,74.7617022460899,0,0.291,-5.066508,0.6,1.375,3.9,4.075,-0.04975,1.54575,3.2,4.2,-2.08125,-0.4585,0.13925,0.8835,1.647,2.38225,3.128,3.91925,5.41,-2.89225,-1.499,-0.372,0.4125,1.173,2.124,2.769,3.716,5.126,0.164132,0.42679636160652,2.440195
1,22.25,422.1765,0.1012625,-22.2766152767102,-11.0522,3.70477689117945,7.539675,223.325,281.8,-66.7225,98.839725,-0.046,-0.04,75.0945729627487,0,0.28925,-5.46172,0.6,1.375,3.9,4.075,-0.02525,1.55,3.2,4.2,-2.176,-0.52975,0.1295,0.855,1.64225,2.397,3.108,3.91925,5.41,-2.973,-1.466,-0.3625,0.4125,1.173,2.124,2.769,3.726,5.1265,0.168311,0.420347310735888,2.29955
1,22.75,422.619,0.1204386,-20.4426942364056,-10.143325,3.67978549134371,7.49902689744789,221.85,280.575,-68.4375,98.8787,-0.04575,-0.03875,74.9798937222756,0,0.2595,-5.667946,0.6,1.375,3.89575,4.075,-0.07525,1.54175,3.2,4.2,-2.346,-0.63425,0.12025,0.88825,1.647,2.368,3.13275,3.93425,5.45,-2.883,-1.5605,-0.3625,0.4125,1.173,2.124,2.769,3.726,5.1365,0.15633875,0.372377933569998,2.3448625
1,23.25,422.753,0.207796,-20.8214350003931,-7.49115,3.69701688012372,3.615635,218.8,279,-66.1775,98.8965152993163,-0.04475,-0.038,75.8105434235224,0,0.26025,-5.782763,0.55,1.375,3.9,4.075,-0.08725,1.533,3.2,4.2,-2.58175,-0.73975,0.1295,0.8985,1.64225,2.38225,3.128,3.924,5.445,-3.0905,-1.6555,-0.3625,0.4025,1.173,2.124,2.769,3.736,5.1065,0.163408788262121,0.35427227485371,2.43186
1,23.75,422.6545,0.197376,-21.2110529159307,-12.603475,3.66074091687415,5.58049,215.45,276.625,-66.7775,98.8795,-0.04575,-0.041,75.819316070503,0,0.244,-6.258895,0.517,1.3375,3.89575,4.075,-0.042,1.5375,3.2,4.2,-2.69475,-0.79675,0.12475,0.8835,1.62325,2.39725,3.128,3.91925,5.43475,-3.3255,-1.6935,-0.372,0.4025,1.173,2.124,2.769,3.736,5.126,0.16196275,0.352140222426155,2.172935
2,0.25,423.228,-0.244657,-15.8386533334823,-12.929725,2.83707490796378,2.4788625,219.625,274.2,-64.55,98.69294127398,-0.036,-0.0295,76.6042730275618,0,0.26,-6.78054699999999,-0.067,0.2,2.6,2.525,-0.517,0,1.767,2.6,-1.911,-0.296,-0.086,0.259,0.816,1.395,1.939,2.563,3.845,-0.277,-0.1145,-0.038,0.259,0.72,1.3855,1.842,2.544,3.706,0.125951,0.326363047212649,2.0077425
2,0.75,423.47,-0.1279535,-15.8389374077739,-10.48505,2.76209346231988,4.053955,217.375,272.5,-65.81,98.6825771492513,-0.036,-0.028,75.9019014192729,0,0.222,-7.0618065,-0.083,0.2,2.6,2.5,-0.533,0,1.75,2.6,-1.968,-0.277,-0.086,0.259,0.816,1.395,1.919,2.583,3.845,-0.296,-0.105,-0.038,0.259,0.72,1.376,1.832,2.534,3.706,0.124400475850793,0.321552963674512,2.1261075
2,1.25,423.392,-0.33244625,-17.1806688883222,-13.13885,2.75544571998834,5.21144,216.85,272.7,-65.685,98.6532063207889,-0.035,-0.03,78.051654807527,0,0.33,-7.39236425,-0.083,0.2,2.6,2.517,-0.533,0,1.75,2.6,-2.119,-0.315,-0.067,0.297,0.816,1.376,1.919,2.583,3.845,-0.3815,-0.1145,-0.038,0.259,0.72,1.3855,1.832,2.534,3.706,0.119960511759127,0.349067027392676,2.05611
2,1.75,425.6605,-0.0744434,-16.0991432409547,-15.580875,2.44001787136997,3.36836,216.925,273,-67.53,98.55685,-0.037,-0.03,76.0135114829676,0,0.2305,-7.907277,-0.067,0.2,2.6,2.5085,-0.533,0,1.75,2.6,-2.214,-0.296,-0.067,0.259,0.816,1.395,1.939,2.583,3.825,-0.487,-0.105,-0.038,0.259,0.72,1.376,1.8415,2.534,3.706,0.1284195,0.335927121292331,2.116745
2,2.25,423.154182448221,-0.0401509,-16.9064202776562,-11.0992,2.58162622720517,1.994375,216.275,272.6,-66.1,98.692025,-0.035,-0.032,77.3153023136686,0,0.2135,-8.439712,-0.067,0.2,2.6,2.50425,-0.533,0,1.733,2.6,-2.27,-0.372,-0.048,0.259,0.797,1.395,1.939,2.583,3.845,-0.506,-0.105,-0.038,0.259,0.72,1.3665,1.842,2.544,3.706,0.139665187296746,0.342986822123864,2.205215
2,2.75,423.25775,-0.220445,-17.216815369747,-10.13303,2.61219597310165,4.45312,214.425,272.6,-65.655,98.7167,-0.035,-0.0315,77.1964341967454,0,0.231,-8.2578265,-0.067,0.2,2.6,2.51275,-0.55,0,1.75,2.6,-2.384,-0.43,-0.048,0.278,0.778,1.395,1.919,2.583,3.845,-0.544,-0.1145,-0.038,0.2685,0.72,1.376,1.842,2.544,3.706,0.12072275,0.343017009176791,2.021845
2,3.25,422.883,-0.100723,-17.5889997224131,-11.2403,2.6607833712827,7.3080525,216.8,272.1,-64.695,98.6927,-0.038,-0.032,76.7630104506489,0,0.1995,-8.099482,-0.017,0.2,2.617,2.51275,-0.533,-0.017,1.733,2.6,-2.44,-0.449,-0.048,0.259,0.816,1.376,1.919,2.583,3.825,-0.582,-0.105,-0.038,0.259,0.72,1.376,1.842,2.5435,3.686,0.12038575,0.342349005315692,1.88815
2,3.75,423.282,-0.0706778,-17.6764753704588,-8.63822,2.65779332855895,5.7623125,211.45,271.7,-65.2325,98.636275,-0.037,-0.032,77.4881659477912,0,0.2095,-8.266253,-0.05,0.2,2.6,2.5,-0.533,0,1.717,2.6,-2.572,-0.449,-0.067,0.297,0.797,1.376,1.919,2.583,3.825,-0.639,-0.1145,-0.038,0.2685,0.72,1.3855,1.8515,2.544,3.686,0.13524725,0.3121634918645,1.96689303525386
