DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,CH4_1_6_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,424.165,2.476,424.506,2.704,2026.3465,425.2325,2.517,424.997,2.456,2025.464,422.948,2.637,424.935,2.657,2027.5475,421.15,2.8295,419.559,2.646,2024.5715,423.6995,2.624,424.21,2.6385,2024.475,426.924,2.464,426.4095,2.7405,2024.027,3.379,-8.766,0.075,419.2885,2.3245,0.34,0.0145,0.305,-0.0755,-0.362,0.466,-8.4355,-1.002,0.785,2.22,1.66,0.94,0.77,0.41,-8.765,-8.728,-9.132,-9.114,-8.68,-8.52,-9.8925,95.2435,85.03,0.349,-6.31,-6.32,-6.68,-6.3,-1.62,0.3,-1.15,1.2,-0.74,-0.22,263.2,280,-14.97,288.8,291.3,0.01,0.1,-0.04,0.1,-0.25,0.01,0.12,0.02,-0.09,0,0.152,0.161,0.668,1.172,1.409,2.284,3.391,3.785,4.816,0.439,0.823,1.448,1.7635,1.954,2.763,3.808,3.778,5.33,0.628,0.673,1.188,1.502,1.8725,2.83,3.156,3.9765,4.913,0.599,0.728,1.3235,1.87,1.9025,2.7085,3.01,4.324,4.694,0.178,0.428,0.661,1.663,1.834,2.647,3.137,4.136,5.139,-2.944,-4.364,-3.225
1,0.75,424.217,2.535,424.056,2.861,2024.972,425.206,2.5405,424.7395,2.542,2024.357,423.095,2.6395,423.2795,3.007,2027.964,421.214,2.855,420.786,3.031,2029.8265,423.5145,2.651,423.7885,3.099,2027.188,426.674,2.583,425.3885,3.0685,2022.226,3.271,-8.9735,0.074,419.754,2.286,0.3215,0.031,0.363,-0.388,-0.079,0.4595,-8.924,-1.173,0.8095,2.095,1.62,0.94,0.74,0.41,-9.0025,-8.7335,-9.319,-9.338,-8.771,-8.6395,-9.9915,95.253,85.365,0.332,-6.5,-6.7,-6.56,-6.56,-1.81,0.3,-1.21,1.2,-0.74,-0.25,261.5,280.6,-14.54,288.6,291,0.01,0.1,-0.04,0.1,-0.25,0.01,0.12,0.02,-0.09,0,0.152,0.159,0.668,1.178,1.412,2.288,3.3875,3.784,4.815,0.439,0.8215,1.448,1.763,1.954,2.7635,3.807,3.778,5.33,0.625,0.666,1.186,1.4945,1.871,2.829,3.1555,3.98,4.913,0.597,0.7285,1.32,1.867,1.8955,2.712,3.01,4.323,4.694,0.174,0.429,0.66,1.662,1.834,2.647,3.1365,4.136,5.138,-2.888,-4.3385,-3.246
1,1.25,424.3445,2.497,424.224,2.693,2027.593,424.927,2.507,424.832,2.503,2027.554,422.901,2.597,425.237,2.839,2027.963,421.2315,2.8145,419.848,3.035,2032.008,423.49,2.671,422.631,2.9355,2025.895,426.976,2.559,426.055,2.673,2023.933,3.411,-9.182,0.0735,419.7865,2.3,0.3215,0.037,0.382,0.0695,-0.092,0.477,-7.537,-1.536,0.803,2.19,1.67,0.95,0.74,0.425,-9.25,-8.774,-9.54,-9.539,-9.269,-9.147,-10.533,95.23,85.32,0.3285,-6.97,-6.75,-6.72,-6.71,-1.61,0.3,-1.14,1.3,-0.76,-0.26,260.5,281.1,-14.77,288.8,290.6,0.01,0.1,-0.04,0.1,-0.25,0.01,0.13,0.02,-0.09,0,0.15,0.161,0.6685,1.174,1.409,2.288,3.3875,3.783,4.815,0.438,0.833,1.447,1.763,1.958,2.763,3.807,3.777,5.329,0.623,0.662,1.184,1.5065,1.867,2.828,3.155,3.9795,4.912,0.5965,0.727,1.32,1.867,1.895,2.704,3.01,4.323,4.694,0.17,0.428,0.661,1.66,1.834,2.646,3.137,4.135,5.138,-2.886,-4.317,-3.256
1,1.75,424.5295,2.448,424.853,2.923,2026.3865,425.2475,2.478,425.4345,2.8505,2025.809,423.1165,2.583,424.312,2.909,2027.0605,421.212,2.634,419.996,3.057,2030.057,424.137,2.6035,423.005,3.1015,2028.556,426.932,2.481,426.082,2.849,2023.75,3.3525,-9.377,0.0765,419.662,2.3415,0.328,0.028,0.369,-0.178,0.055,0.449,-7.347,-1.3445,0.7925,2.195,1.67,0.97,0.79,0.43,-9.212,-8.817,-9.262,-9.448,-9.2245,-9.157,-10.853,95.23,85.33,0.3285,-6.92,-6.69,-6.72,-6.74,-1.78,0.3,-1.19,1.3,-0.75,-0.25,260.7,279.7,-14.47,289.1,290.5,0.01,0.1,-0.04,0.1,-0.25,0.01,0.13,0.02,-0.09,0,0.148,0.1605,0.672,1.1735,1.4085,2.287,3.388,3.782,4.814,0.436,0.833,1.445,1.763,1.9565,2.763,3.807,3.777,5.328,0.6225,0.656,1.184,1.499,1.866,2.827,3.1545,3.974,4.912,0.5845,0.7275,1.319,1.868,1.892,2.7125,3.01,4.323,4.694,0.166,0.426,0.661,1.659,1.834,2.646,3.137,4.135,5.137,-2.914,-4.332,-3.278
1,2.25,424.9675,2.456,424.138,2.544,2026.574,425.856,2.4665,424.208,2.388,2025.9955,423.227,2.579,425.2535,2.915,2026.81,420.942,2.63,419.25,2.2575,2026.6645,424.3115,2.606,423.298,2.875,2026.676,427.5855,2.338,426.361,2.402,2024.2345,3.31,-9.556,0.071,419.7745,2.33,0.362,0.015,0.314,-0.295,0.0695,0.442,-6.496,-0.907,0.776,2.11,1.61,0.93,0.72,0.42,-9.69,-8.872,-9.766,-9.7545,-9.1595,-9.258,-10.635,95.246,85.32,0.322,-6.85,-6.87,-6.98,-6.79,-1.75,0.3,-1.15,1.2,-0.74,-0.25,260.6,279.9,-13.44,288.9,290.9,0.01,0.1,-0.04,0.1,-0.25,0.01,0.13,0.02,-0.1,0,0.148,0.161,0.668,1.176,1.409,2.286,3.386,3.782,4.814,0.437,0.828,1.444,1.763,1.959,2.763,3.806,3.777,5.328,0.621,0.667,1.181,1.512,1.865,2.829,3.153,3.9735,4.911,0.585,0.724,1.318,1.869,1.8935,2.7115,3.008,4.322,4.693,0.164,0.424,0.662,1.657,1.834,2.645,3.135,4.134,5.136,-2.911,-4.309,-3.273
1,2.75,424.748,2.369,424.7995,2.8565,2026.061,425.6,2.379,425.531,2.708,2026.2975,423.715,2.5665,425.347,2.841,2027.714,420.949,2.654,419.981,2.497,2028.001,423.931,2.57,424.397,2.974,2026.818,427.1,2.3225,426.39,2.617,2023.42,3.313,-9.671,0.072,419.9345,2.3455,0.295,0.063,0.449,-0.32,-0.259,0.444,-7.434,-1.1115,0.771,2.125,1.59,0.95,0.75,0.42,-9.961,-8.92,-9.475,-9.752,-9.301,-9.545,-10.674,95.2465,85.48,0.3205,-7.05,-6.94,-7.03,-6.85,-1.88,0.3,-1.15,1.2,-0.74,-0.28,256.7,278.8,-12.78,288.8,290.9,0.01,0.1,-0.04,0.1,-0.25,0.01,0.14,0.02,-0.1,0,0.149,0.164,0.669,1.178,1.4105,2.285,3.3855,3.782,4.813,0.436,0.8145,1.444,1.763,1.9555,2.7625,3.806,3.776,5.327,0.6215,0.67,1.18,1.483,1.864,2.827,3.153,3.973,4.911,0.584,0.7185,1.319,1.865,1.893,2.716,3.01,4.3175,4.693,0.163,0.423,0.662,1.655,1.834,2.645,3.135,4.134,5.136,-2.893,-4.318,-3.271
1,3.25,424.4755,2.308,424.314,2.613,2025.889,425.292,2.366,424.2875,2.418,2025.118,423.306,2.508,423.505,3.094,2027.83,421.204,2.617,420.298,2.803,2026.5185,424.3325,2.538,425.385,2.662,2027.004,427.35,2.2925,426.7565,2.688,2024.542,3.296,-9.6025,0.0685,420.127,2.364,0.3075,0.008,0.3495,-0.385,-0.155,0.428,-8.5685,-1.186,0.7505,2.075,1.64,0.92,0.77,0.415,-9.9375,-8.964,-9.625,-9.605,-9.527,-9.712,-10.867,95.2425,85.865,0.323,-6.83,-7.23,-6.93,-6.83,-1.94,0.3,-1.18,1.2,-0.73,-0.28,260.8,278.1,-13.5,288.3,291,0.01,0.1,-0.04,0.1,-0.25,0.01,0.14,0.02,-0.09,0,0.149,0.165,0.668,1.174,1.41,2.285,3.386,3.782,4.813,0.435,0.8125,1.444,1.763,1.958,2.7625,3.805,3.7745,5.327,0.622,0.6685,1.177,1.496,1.863,2.826,3.152,3.9725,4.91,0.5915,0.718,1.319,1.868,1.898,2.7135,3.009,4.3175,4.693,0.163,0.424,0.662,1.654,1.834,2.644,3.1345,4.133,5.135,-2.927,-4.327,-3.251
1,3.75,425.3965,2.28,424.685,2.799,2027.508,425.7175,2.339,425.316,2.7505,2025,423.971,2.505,425.806,2.7345,2027.6,420.829,2.585,420.302,2.793,2029.148,424.726,2.539,423.4795,3.1205,2028.348,427.537,2.316,425.95,2.759,2023.135,3.339,-9.452,0.07,419.885,2.386,0.279,0.006,0.323,-0.218,0.109,0.4225,-7.725,-0.518,0.7365,2.125,1.605,0.93,0.78,0.44,-9.872,-9.104,-9.68,-9.657,-9.41,-9.4885,-10.919,95.249,86.48,0.312,-6.685,-7.06,-6.76,-6.95,-1.86,0.3,-1.19,1.2,-0.74,-0.3,262,277.8,-12.86,288,291.1,0.01,0.1,-0.04,0.09,-0.25,0.01,0.14,0.02,-0.09,0,0.147,0.164,0.668,1.171,1.408,2.284,3.387,3.781,4.812,0.437,0.812,1.444,1.76,1.96,2.7625,3.805,3.7735,5.326,0.623,0.662,1.1765,1.4785,1.863,2.8245,3.151,3.969,4.91,0.595,0.714,1.318,1.8675,1.901,2.7125,3.008,4.3165,4.693,0.164,0.424,0.663,1.653,1.835,2.644,3.134,4.133,5.134,-2.924,-4.361,-3.2605
1,4.25,424.715,2.433,424.309,2.656,2026.089,425.4485,2.421,424.3615,2.6975,2023.717,423.525,2.535,423.724,3.3465,2026.1845,421.273,2.629,420.9155,2.8695,2026.8545,423.668,2.544,425.031,2.671,2027.255,427.312,2.3685,426.566,2.386,2022.536,3.307,-9.341,0.066,420.09,2.3215,0.313,0.0405,0.342,-0.1895,-0.1515,0.425,-6.9615,-1.024,0.772,2.17,1.57,0.92,0.74,0.415,-9.706,-9.203,-9.4635,-9.436,-9.202,-9.23,-10.445,95.27,86.85,0.309,-6.505,-6.96,-6.69,-6.79,-1.85,0.3,-1.2,1.3,-0.74,-0.31,262.4,278.2,-12.88,288.5,291,0.01,0.1,-0.04,0.1,-0.25,0.01,0.13,0.02,-0.09,0,0.146,0.163,0.668,1.177,1.408,2.284,3.386,3.78,4.812,0.44,0.8105,1.444,1.76,1.9615,2.763,3.804,3.775,5.326,0.627,0.652,1.1755,1.493,1.863,2.823,3.15,3.965,4.909,0.5885,0.7165,1.318,1.868,1.901,2.711,3.008,4.32,4.692,0.165,0.425,0.663,1.653,1.835,2.644,3.1335,4.133,5.134,-2.925,-4.328,-3.2515
1,4.75,425.012,2.362,424.82,2.846,2027.066,425.682,2.371,425.2765,2.623,2025.8395,424.0085,2.522,425.4075,2.5935,2026.3865,421.709,2.669,421.02,2.493,2030.462,424.771,2.5385,423.4335,3.631,2027.8125,427.557,2.331,426.456,2.919,2023.68,3.221,-9.354,0.076,420.262,2.317,0.3205,0.044,0.36,-0.2755,0.034,0.436,-7.279,-0.7335,0.774,2.05,1.57,0.89,0.72,0.425,-9.585,-9.278,-9.472,-9.427,-9.341,-9.301,-10.3,95.259,86.75,0.309,-6.905,-7.13,-7.14,-6.98,-1.84,0.3,-1.17,1.2,-0.74,-0.31,261.1,277.7,-13.83,289.2,291.1,0.01,0.1,-0.04,0.09,-0.25,0.01,0.14,0.02,-0.09,0,0.145,0.1635,0.668,1.18,1.408,2.284,3.385,3.778,4.811,0.438,0.8095,1.443,1.759,1.957,2.762,3.803,3.774,5.325,0.629,0.654,1.178,1.4765,1.862,2.8215,3.149,3.967,4.909,0.5865,0.7165,1.319,1.868,1.8945,2.71,3.007,4.319,4.692,0.166,0.426,0.663,1.652,1.835,2.644,3.1325,4.133,5.133,-2.884,-4.303,-3.257
