DOY2,HR2,FC,LE,H,FCH4,CO2,H2O,CH4,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,FCH4_1_1_1,FCH4_1_1_2,CH4_1_1_1,CH4_1_1_2,SW_IN,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,SW_OUT,LW_IN,LW_OUT,NETRAD
1,0.25,0.66143855,7.52417339999999,5.19898809999998,33.165,457.0045,6.7670722,2308.170125,0.361275125,3.348861575,0.845978,-0.2346,100,98.029768675,2.421275,15.74824,55.1938,18.257,2555.9504,2442.815325,0.839625,3.62745,4.409475,4.663425,5.450775,7.42175,8.2395,1.64475,309.8274939,309.486189,11.371
1,0.75,1.215616475,6.20402079999993,4.9184233,28.086,442.83840595,6.92503905,2285.03635,0.36481165,3.61759105,0.706638100000001,-0.2168,100,98.038582225,2.4195,15.74824,23.855,37.351,2679.3726,2308.0039,0.861574999999999,3.6236,4.40465,4.6615,5.45065,7.419875,8.22975,1.435425,309.8121138,309.7391138,10.499
1,1.25,0.934849025000001,10.768382075,9.368725625,25.79235,448.10845,6.65454577499999,2292.6522,0.354540625,3.568238,0.540459575,-0.381799999999999,100,98.0396521,2.4764,15.74824,28.767975,17.951825,2788.747,2155.01275,0.614875,3.6666,4.46095,4.71385,5.50045,7.4562,8.2295,1.842575,310.052429395,310.2828867225,9.87377500000001
1,1.75,0.6585075,9.7792345,6.16308439999999,36.761325,440.9869363,6.591867125,2313.665,0.352793374999999,3.4101168,0.770036349999998,-0.375,100,98.042037775,2.4758,15.74824,23.53005,17.8309,2769.8771,2245.17165,0.6994,3.65975,4.45985,4.7126,5.49935,7.4601,8.2395,1.560525,309.688939695,310.8710986525,9.89390000000001
1,2.25,0.97445275,7.40579612499999,3.9370575,31.078575,445.7735485,6.674130775,2334.85185,0.34484405,3.57362405,0.85263525,-0.3703,100,98.0388589,2.478,15.74824,61.34425,16.348325,2775.2977,2323.291225,0.943149999999999,3.66065,4.45405,4.7136,5.4991,7.4602,8.25,1.266575,309.9160682675,309.828393615,9.55299999999999
1,2.75,0.628179949999996,8.08384084999998,7.08862635,29.009,444.90106425,6.461520625,2340.590925,0.35726495,3.473521775,1.03835267499999,-0.443249999999999,100,98.0558198,2.4794,15.74824,23.48175,16.04225,2731.3362,2301.0817,0.929149999999999,3.6599,4.45515,4.71575,5.4946,7.45345,8.24925,1.96645,309.2810516375,309.0365766375,14.8825
1,3.25,0.551591399999998,8.16601249999996,9.413550375,27.732625,445.030352,6.34212,2270.353,0.357602,3.3581775,1.363751,-0.38975,100,98.05501055,2.477,15.74824,54.25775,18.978625,2776.0734,2520.826125,1.39265,3.65815,4.458,4.7131,5.4986,7.453,8.23925,1.579725,309.96257388,309.92877388,14.38525
1,3.75,0.635311624999999,9.17985345000001,5.695146,31.2955,449.6087,6.4507588,2334.43,0.36592775,3.41330995,1.63761642500001,-0.449200000000001,100,98.064733075,2.477725,15.74824,43.9587,15.66185,2863.48,2206.7884,0.699525,3.661025,4.459425,4.7126,5.5017,7.455925,8.23925,1.59985,309.8021636,309.5831636,12.413
1,4.25,0.90451005,9.34500225,6.1621926,31.96665,447.6187,6.20569695,2298.530875,0.3755312,3.27405075,1.15301699999997,-0.322000000000001,100,98.06526985,2.475725,15.74824,20.778675,24.675,2822.383625,2226.13505,1.453175,3.661,4.454525,4.710625,5.499625,7.450975,8.2295,1.188125,309.1505794,308.7955794,12.41
1,4.75,0.9190312,8.10504324999994,7.444349625,42.9704,444.608,6.27795675,2358.8713,0.3660823,3.34380245,1.25614714999999,-0.326274999999999,100,98.0340548,2.4714,15.74824,65.65755,20.734375,2660.19825,2263.499125,1.146075,3.66005,4.4502,4.7055,5.49635,7.45285,8.23925,1.397025,309.326719205,308.970744205,10.04575
