DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1,G_1_1_1,G_1_1_2,G_1_1_3,H_1_1_1,LE_1_1_1,SH_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NEE_1_1_1,PA_1_1_1
1,0.25,388.3427582,1.767212325,-9.3032039,-8.2798464,-30.453281,-26.0847135,-29.7005,-85.85922675,-53.467495575,-5.2067585,0.169301,0.018142,-0.607372,0.102475,0.1249665,0.01540625,45.722448,-11.488626,0,-11.15518225,2.8874,4.2958375,-114.088830225,-0.3147195,-2.6594508,0,167.97364,244.69942,-2.8717807,100.269499125
1,0.75,390.576364525,1.716364,-2.332162875,-9.274293,-30.596086,-25.722981,-29.188,-80.194937,-16.0158566,-5.8430654,0.111017,0.017704,-0.6693152,0.0967418,0.1085342,0.0141788,45.1859185,-11.4816255,0,-11.3280054,2.8939,4.27532675,-113.7881838,-0.3262216,-3.20592625,0,167.43132,243.95856,-6.311161375,100.209837
1,1.25,391.7401992,1.7149274,-2.3823,-12.393976175,-30.545923,-26.3599465,-28.647,-80.591564125,-21.5755335,-5.7863621,0.1285638,0.0164398,-0.783688,0.0911156,0.0844528,0.014544,45.12947525,-11.68593675,0,-12.7657568,2.8823,4.2630891,-115.085969525,-0.316562,-2.865383075,0.00480655,166.762015,245.132145,-10.993835625,100.14473825
1,1.75,392.5363568,1.7836424,-12.33095375,-5.9900984,-30.430737,-26.066,-28.104,-72.90407,-9.77127075,-4.9119625,0.089434725,0.01886545,-0.7167766,0.090223425,0.103301125,0.0160817,45.272204,-11.9157425,0,-11.85091105,2.8711,4.2567053,-115.486206425,-0.347197,-2.91646825,-0.00715675,164.06716,245.05505,-23.771345525,100.16312825
1,2.25,353.3217294,1.75763515,-3.653798,-14.39511275,-30.352695,-25.84119775,-27.45875,-81.3982216,-55.47075755,-5.81946915,0.0941785,0.017665875,-0.67273,0.094853875,0.1261385,0.013029125,47.524935,-10.0690899,0,-11.945121175,2.859625,4.245670275,-116.416344175,-0.304232675,-2.7076666,-0.0348117,163.280825,247.085925,-13.1888625,100.178759025
1,2.75,363.2857135,1.7544755,-5.6360572,-7.6526629,-31.8349385,-25.1561265,-26.50875,-76.8722165,-71.072385475,-3.9574743,0.1348158,0.018595,-0.543264825,0.0898605,0.1029754,0.0150131,48.028992,-10.35403175,0,-11.6726032,2.846125,4.234018975,-116.6321355,-0.3265634,-2.6939751,-0.0867121999999998,163.8531625,253.1975225,-6.365555825,100.1889659
1,3.25,389.74261565,1.725193025,-1.4205699,-7.40065875,-29.976975,-24.99289825,-25.3635,-70.675899825,-15.81958295,-4.90113,0.12481665,0.015475125,-0.575481175,0.108806225,0.108376075,0.01739365,46.75248525,-10.411777,0,-11.786623525,2.836675,4.2205,-115.558319875,-0.3163865,-2.967672175,-0.015382325,164.0352475,254.561465,-1.920108075,100.18162625
1,3.75,385.010798,1.5926942,-1.357862375,-13.40186015,-30.72958775,-25.50957475,-25.0405,-70.4898291,-7.467186025,-5.62509475,0.152716,0.01377,-0.549705,0.092,0.118405,0.017727,49.550086,-10.29577475,0,-11.7395256,2.82755,4.2434,-115.236854575,-0.335614125,-2.685084625,-0.0593502499999998,163.92945,253.816825,-13.68774105,100.22874575
1,4.25,383.79264825,1.564012075,-12.4533392,-8.4920161,-30.15038175,-25.13016425,-25.54325,-75.1415813,-8.083157125,-4.89312845,0.168071,0.019896,-0.659975,0.110218,0.119326,0.016248,50.32493425,-10.3738245,0,-11.802125,2.8127,4.2637,-115.105782825,-0.31753075,-2.9794854,-0.0182147749999999,163.348015,250.11772,-16.015913625,100.24330475
1,4.75,381.321876,1.514580325,-3.596173925,-2.6054118,-29.781923,-25.33205,-26.178,-69.7660286,-9.59146675,-5.09015495,0.1475954,0.0141534,-0.602920375,0.100386775,0.10959215,0.018244875,50.213655,-10.405023,0,-11.967268925,2.79395,4.2686,-115.1714,-0.32758005,-3.1384696,-0.04184995,162.307625,251.1988,-3.908137775,100.2761214
1,5.25,380.216003725,1.62180615,-1.16980475,-8.3591729,-29.2144725,-25.295752,-26.878,-77.39627075,-9.3263865,-5.523950975,0.07627,0.01961125,-0.6575735,0.12154165,0.1143681,0.0162368,47.87543,-10.470462,0,-12.00587455,2.78115,4.2564,-116.20382975,-0.3321624,-2.972479,-0.0604552,161.524825,252.9472,-1.229390275,100.290743875
1,5.75,375.01903155,1.5962138,-5.24203285,-12.696394475,-28.8734825,-25.371468,-26.95,-62.551581,-12.670109325,-5.4071998,0.20184335,0.02255455,-0.6309602,0.097572675,0.10382795,0.016801925,46.6441275,-10.48966,0,-11.51849985,2.75892745,4.2436,-116.0911602,-0.30519195,-2.784497,-0.0420214,161.607425,251.648125,-12.9432972,100.262899125
