DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,T_CANOPY,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,FC,NEE,H,LE,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,SW_DIF,PPFD_IN,PPFD_OUT,NETRAD,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_A,TS_1_2_1,TS_1_2_2,TS_1_2_A
1,9.25,4.664825,1.077575,0.8043,0.5324,5.017,6.331,91.4,98.4198,5.5861,0.5425,417.6613,10.0203,1.1632,1.1632,56.0896,49.053225,0.48185,252.2,57.02,302.3,336.8,55.5,600,60.18,120.525,-0.956,2.155,-2.442,-4.664,-1.9972,4.034,3.6655,3.77225,6.2165,6.092,6.15425
1,9.75,5.16,1.1777,0.92675,0.5082,6.502,8.58,91,98.4125,6.1686,0.40815,411.71805,9.9518,0.7682,0.7682,68.10255,64.5162,0.48595,333.6,71.31,305.7,348.6,69.54,761.8,76.26,192.21,4.024,16.87,3.891,2.58,5.3663,3.9955,3.7175,3.767,6.2045,6.08,6.14225
1,10.25,5.44035,1.188,0.94505,0.544225,8.35,9.32,88.3,98.4169,8.9102,0.393175,410.2314,9.7684,0.9663,0.9663,100.00335,90.0857,0.51615,417,83,304.2,353.8,77,909,89.9,252.18495,11.08,37.05,9.92,13.1,15.3388,3.992,3.858,3.838,6.197,6.0595,6.13175
1,10.75,5.7042,1.2088,1.0605,0.566475,8.64,10.63,81.9,98.4137,10.162975,0.4213,408.86595,10.04725,1.6043,1.6043,116.023525,89.613675,0.5463,484.6,92.6,308.5,361.1,113.9,1060,102.9,307.85495,21.51,60.95,15.46,18.61,29.0865,4.0535,4.0145,3.99525,6.1875,6.035,6.12275
1,11.25,5.569,1.3124,1.049225,0.57025,9.74,13.4,76.58,98.3926,10.5313,0.56135,408.2362,10.20265,1.403125,1.403125,152.45,104.699575,0.5541,539.5,100.3,308.8,378.3,128.2,1165,112,351.4,33.44,81.1,23.45,37.45,45.5625,4.1585,4.3105,4.2345,6.1795,6.01,6.106
1,11.75,5.8009,1.284,1.1244,0.5945,10.48,13.81,72.8,98.3338,11.960325,0.505825,408.043375,9.968975,1.46075,1.46075,163.080825,104.64435,0.5991,579.4,106.8,308.7,385.4,141.2,1229,113.1,381.19995,45.29,88.5,33.22,55.08,59.845,4.332,4.8245,4.57825,6.174,5.9765,6.0905
1,12.25,5.7178,1.3718,1.1779,0.5929,11.2,13.58,69.27,98.2751,12.189,0.523075,407.9939,9.529775,1.9127,1.9127,163.9014,121.091175,0.5761,597.1,104.9,308.7,379.3,147.9,1273,113.1,394.5,51.14,93.2,39.61,75.1,69.1925,4.5715,5.3465,4.97475,6.165,5.952,6.07675
1,12.75,5.5706,1.3635,1.2789,0.581,13.36,16.28,70.79,98.1805,13.276625,0.4652,407.930225,9.528225,1.8027,1.8027,167.8674,107.361575,0.557,611.8,112.6,308.7,397,125,1296,120.3,399.6,56.25,96.5,46.35,88.4,77.75,4.859,5.782,5.393,6.155,5.939,6.07225
1,13.25,6.1831,1.3633,1.2612,0.5938,14.7,17.06,69.42,98.0726,14.91415,0.5057,407.5105,9.50505,2.030075,2.030075,162.5665,127.02655,0.5971,598.6,110.3,313.1,401.1,135.8,1274,113.2,391,57.73,97.7,50.63,91,77.9425,5.1735,6.164,5.7215,6.145,5.922,6.072
1,13.75,6.1381,1.3737,1.3416,0.6014,14.6325,16.9275,67.2325,98.095775,15.8143,0.45,412.1442,9.577775,1.959,1.959,159.971,136.322325,0.5942,594.9,107.2,314.5,399.525,99.15,1231,113.1,375.225025,52.4575,96.35,51.9,87.35,74.7425,5.46625,6.71175,6.00475,6.10275,5.9885,6.06575
1,14.25,5.814,1.4396,1.263,0.6003,15.37,17.5525,68.28,98.051075,16.469175,0.522375,405.853275,9.5987,2.171,2.171,142.6733,105.6745,0.5744,554.275,100.325,317.775,401.975,80.605,1143.75,106.15,341.725025,47.03,88.5,46.2475,83.2375,68.494375,5.78925,7.18675,6.376875,6.11625,5.9175,6.080375
1,14.75,6.3423,1.3669,1.4244,0.5937,15.99,17.5575,67.2325,98.02135,17.10585,0.6995,406.106725,9.519975,2.2226,2.2226,112.466125,112.7658,0.5871,493.525,91.05,317.9,400.6,93.69,1031.5,102.2,297.6,46.935,83.195,42.12,73.785,64.66625,6.041,7.578,6.7245,6.108,5.945,6.081
1,15.25,6.0777,1.3367,1.1535,0.6111,16.385,17.155,70.53,97.9989,17.2131,0.6724,406.417875,9.1523,2.105575,2.105575,79.7798,104.143575,0.5945,423.375,79.9775,318.15,396.95,58.7375,886.25,99.375,240.6,40.555,58.4925,38.695,51.9675,49.55875,6.29,7.81,6.9695,6.132,6.005,6.114
1,15.75,5.9901,1.3094,1.0394,0.5557,16.59,16.7525,73.2475,98.023575,17.3569,0.6515,406.1916,9.379075,1.81745,1.81745,53.271175,82.5257,0.5253,341.175,66.915,318.15,392.475,47.37,725.15,84.85,178.0875,30.9175,43.535,30.435,43.99,37.75875,6.5365,8.0055,7.210125,6.181,6.04075,6.16075
1,16.25,5.5758,1.2574,0.9811,0.5463,16.35,15.75,73.1075,98.01045,17.41375,0.56035,405.1567,9.5282,1.2915,1.2915,16.83035,81.916425,0.5142,253.025,51.2,314.775,384,54.62,539.05,61.5575,105.255,23.005,30.995,21.0675,34.87,27.226875,6.82425,8.03125,7.335,6.21375,6.0785,6.19075
1,16.75,5.0544,1.0462,0.8557,0.4759,15.9575,14.9125,71.475,97.9942,16.90045,0.623375,405.191075,9.702125,1.285125,1.285125,2.4377,59.592375,0.4373,159.1,35.1,315.55,378.375,35.43,316.875,40.9575,36.31,17.57,23.875,15.075,27.985,20.651875,7.057,8.03975,7.51525,6.24725,6.10975,6.21075
1,17.25,3.6914,0.873275,0.6333,0.3644,14.5225,13.4625,70.575,98.00825,15.7586,0.5553,405.79895,9.8101,0.763,0.763,-6.914125,36.003375,0.3233,69.1325,17.91,304.825,363.65,29.51,116.125,17.71,-0.4055,10.04,13.0175,9.26,20.45,13.909125,7.231,8.00575,7.63725,6.27875,6.143,6.233
1,17.75,3.34915,0.747825,0.527575,0.339275,12.06,10.6725,74.53,98.022275,13.7811,0.511,406.727375,9.707425,0.94425,0.94425,-11.6359,24.86855,0.274925,9.42,3.3815,306.325,350.7,14.665,21.2975,1.8385,-14.2015,0.66825,2.024,1.9495,8.314,2.913425,7.2585,7.878,7.582875,6.05775,5.954,6.01525
1,18.25,3.08505,0.69205,0.49925,0.30865,10.155,8.715,78.52,98.03545,12.96095,0.574625,408.8029,9.75855,0.6515,0.6515,-12.12105,12.8243,0.28245,9.42,0.823,311.2,344.25,4.1835,0,0,-12.676,-1.726,-5.1865,-3.4295,1.1365,-2.045,7.327,7.964,7.671,6.344,6.165,6.261
1,18.75,3.03825,0.72035,0.58695,0.29965,9.8,8.0725,80.95,98.03155,12.32225,0.5785,412.18105,9.541375,0.84945,0.84945,-19.798,14.42335,0.24805,9.42,0.96725,311,339.25,2.716,0,0,-19.958,-5.7375,-7.9145,-7.4275,-2.9205,-7.0561,7.242,7.677,7.49,6.368,6.183,6.2795
1,19.25,3.183,0.69575,0.5541,0.2857,8.58,7.462,81.68,98.0609,10.9172,0.423675,412.9008,9.42805,0.933675,0.933675,-15.221475,13.585775,0.255,9.42,0.977,306.35,334.5,2.169,0,0,-11.705,-7.287,-10.01,-8.8,-6.0645,-9.62265,7.106,7.471,7.2885,6.388,6.193,6.2905
1,19.75,3.2614,0.66335,0.5338,0.2966,8.58,6.679,82.15,98.07485,10.949325,0.534875,414.8836,9.1619,0.6008,0.6008,-20.8373,14.973275,0.25875,9.42,1.032,306.05,330.35,2.02,0,0,-15.886,-7.773,-10.01,-8.7105,-9.46,-9.5759,6.959,7.283,7.118,6.399,6.193,6.296
1,20.25,3.28495,0.69935,0.556,0.27975,8.36,5.8825,83.55,98.0702,10.7172,0.446875,415.393175,9.26575,0.80485,0.80485,-18.557725,12.612975,0.257825,9.42,1.221,307.45,330.2,1.7115,0,0,-12.936,-6.8765,-9.82,-7.973,-10.375,-8.67135,6.837,7.05,6.968,6.404,6.189,6.2965
1,20.75,3.385,0.81975,0.5646,0.29815,8.107,5.875,84.6,98.0906,10.4938,0.4812,412.493,9.058,0.7505,0.7505,-13.05275,12.9909,0.282925,9.42,1.08,310.4,329.95,2.1375,0,0,-23.258,-6.5655,-9.975,-6.2825,-8.4655,-7.8221,6.762,6.902,6.832,6.404,6.173,6.2885
1,21.25,3.25635,0.79465,0.61475,0.31705,7.2985,5.401,82.7,98.10005,9.9294,0.5012,413.7382,8.8947,0.518125,0.518125,-15.39165,13.759575,0.295725,9.42,1.15825,304.75,327.1,2.0675,0,0,-24.752,-6.563,-12.34,-6.681,-8.6395,-8.20075,6.703,6.708,6.793,6.4,6.153,6.2765
1,21.75,3.77735,0.82395,0.57175,0.36875,6.933,5.228,83.7,98.09985,9.4133,0.46475,413.758375,8.680675,0.79535,0.79535,-10.73975,17.4794,0.357675,9.42,0.976,301.25,326.9,2.166,0,0,-20.219,-6.4785,-12.35,-6.6655,-8.9065,-8.4111,6.644,6.515,6.682,6.391,6.124,6.2575
1,22.25,3.781,0.7813,0.6251,0.3857,6.6025,5.2445,83.6,98.113,9.35855,0.483,415.7625,8.7725,0.92415,0.92415,-7.78385,12.379825,0.34705,9.42,1.2765,295.85,326.8,1.794,0,0,-13.629,-8.119,-15.905,-7.9855,-10.28,-10.8086,6.571,6.317,6.551,6.378,6.091,6.2345
1,22.75,3.3176,0.7651,0.617,0.347,6.076,4.861,85.5,98.13325,8.50995,0.49305,416.3935,8.671975,0.7453,0.7453,-13.873925,19.6665,0.3064,9.42,0.97325,297.6,325.85,1.9555,0,0,-11.596,-9.11,-16.29,-8.83,-12.325,-12.07125,6.484,6.153,6.4505,6.357,6.053,6.205
1,23.25,3.65725,0.74215,0.55255,0.3776,5.6915,4.315,86.25,98.1403,7.79755,0.42555,415.8278,8.7231,1.0913,1.0913,-7.2477,16.239425,0.3506,9.42,1.0275,299.2,324.45,1.734,0,0,-8.902,-9.48,-15.76,-9.444,-13.54,-12.12225,6.376,5.953,6.2715,6.337,6.019,6.175
1,23.75,3.47755,0.75215,0.5855,0.36065,5.022,4.157,87.85,98.14655,7.1562,0.50165,418.1149,8.5157,0.909275,0.909275,-14.6665,11.162,0.33,9.42,0.9405,294.75,324.65,1.8475,0,0,-10.103,-9.105,-15.08,-9.46,-13.39,-11.66685,6.257,5.763,6.1025,6.312,6.036,6.14
2,0.25,4.428325,0.85085,0.62845,0.36925,8.69,7.301,77.705,98.167975,9.81925,0.649125,414.5483,10.81925,1.1689,1.1689,-14.1572,16.5667,0.34345,12.125,1.243,296.2,341.3,1.689,0,0,-50.663,-11.045,-17.27,-12.0175,-16.7925,-14.43625,9.33,8.745,9.04625,8.515,9,8.7125
2,0.75,4.6368,0.79,0.669225,0.3529,8.296,6.79325,77.6075,98.174075,9.41715,0.5785,415.530375,10.815225,1.119425,1.119425,-15.7484,19.4759,0.36585,12.125,1.07725,293.9,337.1,1.939,0,0,-50.886,-11.2425,-18.16,-11.61,-16.5425,-14.33875,9.1325,8.445,8.82375,8.5275,9.01,8.7275
2,1.25,4.617425,0.819375,0.575675,0.31715,8.10475,7.05325,78.04,98.188975,8.7075,0.5938,415.856825,10.547375,0.8595,0.8595,-17.444525,13.59215,0.31575,12.125,0.9525,294.1,338.6,2.07,0,0,-48.418,-10.32,-17.57,-11.3225,-15.2375,-13.7975,8.985,8.185,8.556125,8.54,9.0325,8.74375
2,1.75,4.40625,0.76645,0.5667,0.3378,7.70325,6.723,79.9475,98.160975,7.8966,0.6376,415.334025,10.7196,1.4211,1.4211,-13.38475,15.3488,0.310375,12.125,0.99775,293.8,338.3,2.281,0,0,-48.823,-10.125,-17.4925,-12.165,-14.6975,-13.0575,8.7525,8.06,8.293125,8.55,9.0175,8.76
2,2.25,4.6054,0.939475,0.6991,0.365825,7.304,6.56425,80.055,98.141325,8.037025,0.65795,415.11705,10.74005,0.9783,0.9783,-14.94345,12.6177,0.326825,12.125,1.03775,294.9,338.3,1.969,0,0,-48.255,-10.5575,-17.6375,-12.1125,-15.86,-13.43875,8.5325,8.089,8.08775,8.5525,8.99,8.77
2,2.75,4.497175,0.89085,0.684675,0.3601,6.87275,6.2475,82.55,98.12635,8.34435,0.606125,416.86795,10.753825,0.9582,0.9582,-12.33375,16.48035,0.3767,12.125,1.032,291.5,335.4,1.845,0,0,-46.969,-11.155,-17.5425,-13.9475,-17.24,-14.86,8.3175,8.1145,8.032875,8.555,8.9575,8.77625
2,3.25,4.23265,0.61955,0.74975,0.31915,6.65775,5.775,83.525,98.10395,8.0088,0.6672,418.9756,10.523825,1.0765,1.0765,-12.85975,15.1199,0.2909,12.125,1.099,292.7,334.2,1.95,0,0,-40.525,-12.0725,-18.8725,-14.7925,-18.9775,-15.595625,8.1125,8.068,8.0325,8.5575,8.925,8.7825
2,3.75,4.3611,0.832525,0.6284,0.3296,6.54375,5.8965,83.625,98.1417,7.699925,0.609775,413.5613,10.43275,1.018,1.018,-13.19315,10.60845,0.2928,12.125,1.2045,290.4,333.8,1.69,0,0,-44.589,-12.9725,-20.0325,-15.63,-19.5625,-18.3025,7.96625,7.958,8.0085,8.5525,8.8875,8.7825
2,4.25,5.39715,0.80045,0.69585,0.3419,6.5615,6.108,83.975,98.1967,7.62145,0.64845,415.0706,10.66845,1.170775,1.170775,-14.385325,14.040075,0.3343,12.125,1.0895,291.7,336.5,1.679,0,0,-47.85,-12.8225,-21.205,-13.505,-18.1175,-17.418125,7.90225,7.842,7.961,8.5625,8.855,8.78875
2,4.75,5.38795,0.85575,0.723375,0.361775,6.566,5.77625,85.125,98.18345,7.1877,0.6627,415.523775,10.7659,1.043775,1.043775,-16.53145,17.2233,0.3248,12.125,1.032,292.3,336.6,1.823,0,0,-43.767,-12.755,-20.48,-12.8875,-17.99,-16.535,7.86125,7.7305,7.906875,8.57,8.8225,8.79875
2,5.25,5.426475,0.8647,0.688375,0.377025,6.73825,5.6035,86.1,98.210275,6.9853,0.6304,415.565775,10.70705,1.058,1.058,-11.6872,14.6145,0.3476,12.125,1.045,290.8,336.3,1.775,0,0,-51.195,-12.5925,-20.375,-13.7075,-17.9875,-16.855,7.81125,7.5565,7.838375,8.5675,8.8,8.75
2,5.75,5.135525,0.732175,0.61855,0.336275,6.0515,4.9465,86.65,98.20305,6.8901,0.6267,415.25495,10.5797,0.8554,0.8554,-12.881575,15.381025,0.31535,12.125,1.032,289.9,334.3,1.978,0,0,-50.514,-12.9125,-20.1525,-14.38,-19.1725,-16.96125,7.7525,7.3375,7.7595,8.5725,8.7825,8.72125
2,6.25,4.85155,0.851775,0.710425,0.38415,5.70175,4.71225,86.375,98.185125,6.6829,0.6452,415.2748,10.5026,1.2159,1.2159,-11.66115,14.0344,0.3507,12.125,1.29,289.1,333.7,1.706,0,0,-49.724,-14.25,-21.4825,-15.2325,-20.77,-17.926875,7.68675,7.12125,7.55625,8.5725,8.76,8.68625
2,6.75,4.7257,0.846425,0.62275,0.353825,5.792,4.6295,86.45,98.17725,5.691975,0.624275,415.750725,10.5004,0.9392,0.9392,-10.199,10.7983,0.3263,12.125,1.0835,295.2,331.8,1.857,0,0,-45.005,-14.555,-21.325,-15.225,-20.895,-18.83875,7.617,6.94375,7.36525,8.57,8.7375,8.65125
2,7.25,4.8392,0.81745,0.601375,0.364525,4.85525,4.59775,87.225,98.18995,5.32835,0.6084,415.472,10.247475,0.831,0.831,-11.3959,16.379025,0.3396,12.125,3.54875,295.5,330.4,7.712,18.66,1.75,-29.86,-14.7925,-22.2375,-15.0475,-21.395,-18.94125,7.53925,6.84525,7.185125,8.56,8.7075,8.60875
2,7.75,4.74635,0.845525,0.6073,0.3802,5.60375,5.247,85.075,98.2134,5.205775,0.609875,414.8654,10.1513,0.6865,0.6865,-4.0903,18.6913,0.3429,54.98,17.04,286.5,333.4,30.73,109.9,19.29,-2.502,-13.6675,-21.1225,-14.185,-20.485,-17.353125,7.4505,6.8345,7.00825,8.5575,8.6825,8.5745
2,8.25,5.5891,1.0616,0.727225,0.41685,6.6015,6.779,82.475,98.23395,5.902225,0.63455,414.02125,10.7126,0.99895,0.99895,10.4949,31.521,0.40515,157,37.7,287.9,342.3,51.72,334.5,46.09,49.704,-8.6075,-13.98,-9.3025,-15.355,-12.9325,7.30675,6.853,6.9145,8.555,8.63,8.5295
2,8.75,6.2896,1.206925,0.906775,0.463725,8.3675,9.525,78.9675,98.263325,7.9205,0.4628,411.8377,10.5127,0.83325,0.83325,46.9396,45.5484,0.4047,261,59.86,294,358.3,71.51,571.4,69.95,114.25,1.0805,-1.04775,-0.702,-2.76925,-0.64145,7.17375,6.82575,6.97575,8.52,8.5675,8.47875
2,9.25,6.915025,1.250975,0.909925,0.49015,9.885,10.965,75,98.28705,9.297725,0.4718,410.58685,10.72725,0.887025,0.887025,86.10185,67.470525,0.473725,351.7,77.08,295.9,368.1,103.7,756.6,90.1,183.49,11.4775,15.59,10.32,10.62,12.5815,7.08375,6.8095,7.109,8.4925,8.515,8.435
2,9.75,7.591875,1.355925,1.127125,0.513875,11.2175,13.2925,69.415,98.30765,10.0425,0.464525,409.383175,10.75715,0.5404,0.5404,126.78095,75.04875,0.5038,449.1,88.3,294.4,379.9,117.8,975,104.1,247.2,17.05,32.225,16.3375,20.9425,21.803125,7.13775,6.94975,7.2615,8.43,8.46,8.3925
2,10.25,7.738175,1.341275,1.219475,0.530025,12.4125,14.87,64.5325,98.333225,12.0921,0.3681,407.9146,10.7055,0.98,0.98,166.5127,85.445575,0.5288,553.1,111.9,297.4,388.5,123.5,1158,123,304.7,30.3775,44.545,25.5775,35.2625,33.653125,7.2995,7.26075,7.363375,8.375,8.4225,8.34875
2,10.75,8.0183,1.354525,1.26215,0.54005,13.1575,16.1175,61.9375,98.370125,13.20095,0.3762,407.15995,10.81775,0.920975,0.920975,196.737275,90.631775,0.51785,602.825,112.925,304.1,399.675,148.05,1251.25,135.75,351.8,40.0375,63.6475,36.6525,50.4325,49.5425,7.482,7.709,7.563,8.3275,8.4025,8.31375
2,11.25,7.755225,1.317075,1.347475,0.553525,14.595,17.6,59.0025,98.391275,14.30135,0.3738,406.099125,11.134075,1.01835,1.01835,228.3515,91.30835,0.545075,651.45,119.3,306.55,412.525,176.95,1345.75,143.4,383.65,51.5375,76.185,44.4725,69.5425,59.19,7.6795,7.93175,7.89425,8.275,8.39,8.27625
2,11.75,7.579625,1.33385,1.3939,0.543725,15.85,19.0875,54.425,98.371575,15.58975,0.35725,405.5399,11.2726,1.0079,1.0079,254.2948,94.732775,0.520875,679.225,125.175,310.6,425.1,185.675,1427,144.175,412.649925,62.1375,86.775,54.0225,80.675,68.5575,7.893,8.4,8.087875,8.235,8.3975,8.2575
2,12.25,7.805625,1.387575,1.4506,0.534075,16.905,20.01,52.08,98.337775,16.30985,0.4226,405.334,11.1356,0.855875,0.855875,252.04635,100.635925,0.51725,713.15,132.5,313.75,430.175,165.6,1476.25,146.05,425.7,69.2625,94.7,67.43,96.25,79.355625,8.054,9.21,8.5015,8.1975,8.38,8.245
2,12.75,7.89945,1.39285,1.417525,0.542675,17.685,21.145,48.4675,98.2976,17.0625,0.4138,404.819325,11.11825,0.7385,0.7385,261.5353,107.6691,0.531025,729.05,135.5,315.65,435.025,182.85,1509.25,150.9,438.925,69.2875,102.2,71.6875,105.65,83.93625,8.2475,10.04,9.05125,8.1625,8.375,8.26125
2,13.25,7.992575,1.428,1.46355,0.576675,18.495,21.5125,47.785,98.251975,17.50955,0.42305,403.9772,11.322425,0.76035,0.76035,253.252175,108.54465,0.5657,708.1,134.4,316,442.3,182.5,1475,153.4,432.9,65.9525,102.85,70.5475,106.9,88.356875,8.645,10.86,9.675875,8.15,8.375,8.28125
2,13.75,7.88095,1.4378,1.430975,0.576975,18.9975,21.8275,45.715,98.198275,17.836225,0.434,403.0184,11.519725,0.7688,0.7688,241.5882,106.4267,0.561525,700.6,132.4,318.5,448.3,162.6,1446,146,420.3,62.72,101.85,66.5125,108.65,85.724375,9.0625,11.3225,10.2275,8.155,8.3925,8.31625
2,14.25,7.65355,1.4482,1.427075,0.576975,19.675,22.6775,45.2775,98.169275,18.295275,0.433075,402.402225,11.37695,1.1158,1.1158,232.0465,111.36845,0.5665,659.2,130.4,320.5,446.8,168,1360,142.9,375.5999,56.2925,91.475,60.9225,101.725,81.574375,9.49,11.8375,10.74625,8.1625,8.415,8.34625
2,14.75,7.64065,1.5251,1.41905,0.543,19.8425,22.915,46.7075,98.1396,18.9411,0.51355,401.9626,11.6296,1.229,1.229,195.1375,99.9744,0.55185,598.4,121.1,325.1,443.6,164.5,1238,126.8,344.7,52.015,79.5175,60.4,73.4075,68.506875,9.86,12.3425,11.2225,8.18,8.47,8.365
